long-lived, reaily: 0
disquieting, inherent: 1.18092612919
fun, traditional: 0.66057735577
enhancement, him: -0.063298236173
in-flight, patent: 0.0
equivocal, homosexual: 2.03854742985
drenched, north-west: 0.0
education, unhealthy: 1.26669162795
pilot-tested, rotten: 0.0
inalienable, nuts: 1.47096233142
abundant, administered: 0.857062445401
gullible, hungry: 3.1201894068
accelerating, marvellous: 0.0
exquisite, fascinating: 3.11446009875
ready, tolerable: 0.451490284572
ineffective, wonderful: 0.050547781363
anxious, experienced: 1.15628823436
compulsory, technology-neutral: 0.0
mindful, three: 0.335862299687
delirious, realistic: 1.24620841092
appreciated, premature: 0.806843357524
inappropriate, renowned: -0.382050804855
paramount, persistent: 1.02891871391
collective, impressive: 0.638187803721
-ready, undisturbed: 0.0
extraneous, infamous: 0.566399626487
sluggish, unhurt: 1.36330009439
blinded, secretive: 0.871072423895
awaken, rarest: 0.795784277409
formerly, unheard-of: 0.0
inherent, slender: 0.507513462441
strained, worthy: -0.25542305033
placed, unexceptable: 0.0
inter-related, occupied: 0.0
culturally, larger: 0.867733226003
ready, undetectable: 0.482900080515
wonderfui, wreckable: 0
bravest, next: 0.627560432323
awful, punchy: 1.18292754152
value, well-deserved: 0.0
positioned, unrestricted: 0.764325410614
cardinal, sunnier: 0.663365379305
insignificant, placed: 0.272579632437
looser, wreckable: 0.0
broad, colder: -0.162037150391
bull, under-funded: 0.0
degraded, edible: 1.10650245943
underpaid, unsavory: 0.753427278401
inaudible, thick: 0.4981727614
foremost, high-quality: 0.0
bold, excellent: 0.568137486686
same, terrified: 0.543901016594
calculated, unbelievable: 1.45534175041
apace, smaller: 0.641386149575
hardworking, receivable: -0.168085195051
arguable, breathe: -0.475480066122
ample, brisk: 1.40433460417
informal, suspect: -0.014092773387
geek, suited: 0.863786484723
scarlett, urgently: 0.439809724639
richest, state-owned: 0.0
dorky, unspoiled: 1.76766170082
blank, nuts: 0.995018545391
appropriate, merciful: 1.35951801978
delicious, entitled: 0.325927154578
committed, further: 0.528796795417
south-east, ultra-hazardous: 0
advisable, wanna: 1.9484381346
open-ended, puzzling: 0.0
cruellest, working: -0.476792781918
meaningful, normally: 0.467389989247
export, self-sustained: 0.0
crippled, useable: 0.569436217273
tell, triple: -0.158174795522
customized, trusted: 2.16168983723
frustrated, hurt: 2.36490069517
personal, statutory: 0.91346621837
salient, underdeveloped: 1.3272342203
endangered, user-defined: 0.0
disappointing, systemic: 0.438007389298
gullible, unheard-of: 0.0
permissible, reyes-torrena: 0.0
based, wing: 0.098270788108
adjacent, unanimous: -0.086350721851
sold, trained: 0.611057246324
sadly, verify: 0.278712502692
a, thirsty: 0.0
defective, dodgy: 3.27359721941
deprived, reduced: 1.79987212142
automated, fearless: 0.416478284432
inefficient, traffic: 0.997777564442
bothersome, near: -0.159839175546
repealed, ubiquitous: 0.640989683647
riveting, striking: 1.34257545448
abusive, innocents: 0.96285136116
luckier, reversed: 0.966147125563
futile, pointless: 5.43315979984
like, scanty: 0.178143554616
immaculate, overwhelming: 1.23207705276
actual, treated: 0.113588297137
compassionate, well-founded: 0.0
desperate, inconsequential: 1.36322944988
negligent, spaced: 0.396953687336
sizable, universal: 0.595584910118
ill-founded, usable: 0.0
luck, mainly: 0.411716967937
sale, twice: -0.10957330702
fit, robust: 1.3045263613
first-rate, intelligent: 0.0
high, ridiculous: 0.930350748175
mean, wanna: 2.39487636675
integrating, loyal: 0.693778001362
dead, well-written: 0.0
aesthetic, true: 0.960159947154
advertised, unstable: -0.242910039503
constrained, overloaded: 2.35615341604
choosy, frightened: 3.1267219051
inequitable, violated: 2.43410920439
irrational, nonsensical: 4.15383790643
coherent, forceful: 3.2571388107
classic, lengthier: 1.28889859654
proactive, thirteen: -0.115973289026
deliberately, docile: 1.01042556941
remarkable, unconditional: 0.83150250193
seamless, smooth: 5.14016182639
iike, unfathomable: 0.0
before, steady: 0.094601580653
economical, reprehensible: 1.23973777933
condescending, stated: 0.408672908965
thrilled, unsound: -0.465316085047
effectively, thus: 1.9098138083
cognizant, dispersal: -0.075770798427
pretty, weakest: 1.59692633341
grouchy, innocents: 0.456133228685
joyful, stranger: 1.18839693196
drenched, sound: 1.06371560745
initially, need: -0.039311357636
-surprised, inclusive: 0.0
acknowledging, wierd: -0.091324475311
ecological, eleven: -0.128263148274
constituted, so-called: 0.0
advisable, divergent: 0.494794610472
delusional, disciplined: 1.32220785886
accurate, shocked: 0.554588424503
drunken, encouraged: 0.413143525694
lawful, om-mazing: 0.0
as, undesirable: 0.83468379087
extensible, hearty: 1.07957892946
abnormal, clarified: 1.02390781774
progress, urgently: 0.702762487484
glowing, straightaway: 0.332324724405
decent, regularly: 0.737211384124
numerous, original: 0.549134024318
astute, unfilled: 0.370225854615
more, strict: 0.198871831872
looking, saying: 0.851999211679
ephemeral, implausible: 3.12544110407
comforting, reduction: -0.009713751867
famous, need-to-know: 0.0
agreement, privileged: 0.825049364073
basic, nuts: 0.915055051338
debatable, present: 0.752614163115
overlooked, untrue: 1.65313572499
concrete, simplistic: 1.32346077422
broke, staggering: 0.165595036868
export, identified: 0.638793429024
corny, determined: 0.138606798343
admitted, unfit: 0.944526784371
casual, wealthier: 0.967949825944
microscopic, uncompetitive: 1.06513307769
illustrative, loving: 0.53970735973
berserk, witty: 0.279067425437
thready, upstanding: 0.558186022036
intriguing, manifest: 0.672402994057
briefly, honored: -0.052678958805
treble, wrecked: 1.18017242495
better-quality, see-through: 0
fair, overkill: 1.3931383844
better-iooking, universal: 0.0
full, unforeseeable: 0.401565622182
happy, instrumental: 1.17050651246
functional, longer: 0.777912039059
non-compensatory, thirteen: 0.0
inadequate, overlooked: 2.35427259427
perpetual, strict: 1.29276382032
comprehensible, enormous: 0.566922938548
comercial, practicable: 0.201367447762
green, soothing: 1.20403067098
demonstrated, ideal: 0.582062621635
deader, expedient: 1.38620213702
known, predictability: 0.224896780883
approved, government-owned: 0.0
nervous, substantive: 0.618833904262
dickish, yourself: 1.64676502379
older, sovereign: -0.24957770428
costlier, well-defined: 0.0
disingenuous, systemic: 1.37858071742
disrespect, non-binding: 0.0
irritable, know: 1.09282335945
advantageous, represented: 1.14847797593
east, scarcer: 0.75299655615
helpless, sole: 1.35820875188
blameless, bravest: 1.83185127497
laughable, pursuant: 0.935710209667
david, unconscionable: 0.150891901957
discrete, underage: -0.075043715348
okey-dokey, stale: 0.0
gay, weirder: 1.45549036152
entertaining, equipped: 0.726121918879
funny, slender: 1.13344139688
medium-sized, undetermined: 0.0
school, slippery: 0.193922998891
almighty, parched: 1.23049569409
hlv-positive, internal: 0.0
overwhelming, unlocked: 0.767797529322
better-looking, strange: 0.0
ended, key: 0.173830643762
belle, imported: 0.424702761844
kiddo, unhelpful: 0.459221560941
liquid, senior: -0.160034183874
awestruck, user-friendly: 0.0
them, viable: 0.757609986595
initially, triple: 0.833326162992
prettier, unprejudiced: 1.19182027226
challenging, cracked: 0.039940820608
darkest, proud: 1.73962375663
microscopic, pushy: 0.130856638208
slight, tardy: 1.47029261198
afterwards, non: 0.066594264249
overpriced, single-ranked: 0.0
hot, upper: 0.466244911658
flame-retardant, pervasive: 0.0
cracked, grown: 0.990728195089
applied, informed: 0.533916386412
incredible, perplexing: 1.64110989272
acceptable, battered: 0.207897749271
repealed, speaking: 0.256888647309
antiquated, loco: 1.82690906428
pathetic, pure: 1.58296369625
hourly, roll: 0.627390486999
comercial, encouraged: -0.063671268649
entirely, stranger: 0.831269133768
neat, prudent: 0.892587101726
a, spontaneous: 0.0
idle, insane: 1.32256238769
blatant, touching: 0.996499509649
impoverished, legality: 0.082735149242
differing, widespread: 1.51427254947
developing, ingrained: 1.36703098558
harmful, treble: -0.691734846151
helpless, marketed: 0.082113605626
genius, workable: 0.999432540883
relaxed, updated: 1.04726637589
direct, unbearable: 0.214489557731
durable, gay: -0.130098030766
high-availability, lonesome: 0.0
adequate, blow: 0.194523324256
babe, heterosexual: 1.90020235873
inevitable, unsteady: 1.45907261849
hands-on, scrumptious: 0.0
classic, intimidating: 0.6052163533
definitive, practice-oriented: 0.0
environmental, shot: -0.225343724985
expanding, trashed: 0.095054865926
announced, presently: 0.008535054187
bereft, eerie: 2.26709378836
coherent, senior: 0.26755734528
indigent, largely: 0.55430190231
doctor, terrified: 1.52120789504
favoured, well-targeted: 0
circumspect, french: 0.097718157124
happy, senseless: 1.05755746526
intimate, together: 1.41803543215
cruel, intensive: 1.83036523121
incompatible, minor: 0.80808055683
ineffectual, symmetrical: 0.292801696597
before, consequential: 0.969075744826
-mentioned, seropositive: 0.0
agreeable, disorientated: 1.70585909718
ma, warmer: -0.222292407274
cozy, hither: 0.396852758615
efficacy, embarrassed: -0.144288046239
commendable, ridiculous: 1.97388013786
misused, unpublished: 1.60864199181
formed, try: 0.641994361902
beter, operated: -0.169253346159
intentional, shortly: 0.480604140655
away, sadly: 0.589190145267
monthly, well-behaved: 0.0
business-friendly, ourselves: 0.0
humiliated, immaterial: 1.03349330987
recognised, screwy: 0.0
enhancing, unconvincing: 0.159981999925
compassionate, unattractive: 0.70281669064
dickish, well-founded: 0.0
imperceptible, practicable: 1.27196041322
jittery, mutual: 0.329095993767
max, well-balanced: 0.0
noticeable, peachy: 1.73276066081
southwestern, undisturbed: 1.05832162683
grave, overkill: 0.910491816449
exorbitant, vain: 1.35651857693
particularly, rescinded: -0.226303226683
democratically, targeted: -0.347947543983
enhancing, korean: 0.174664999866
implacable, meagre: 0.0
run, well-prepared: 0.0
fullest, old-timer: 0.0
launched, midget: -0.170397982678
dramatic, handy: 0.784273098972
proficient, rampant: 0.192945131048
ineffective, longer: 0.78530580221
forlorn, pro: 0.54107253992
clueless, evey: 1.66246374046
flush, terrifying: 0.160697130894
industrial, ineffective: 0.305423140782
acceded, noted: 1.47582615504
patchy, work: 0.58264507086
psychogenic, reciprocal: 1.74203068099
scarcer, sure: 0.928948770355
minor, watchful: 0.848666311392
abolished, irreconcilable: 1.63083609492
concise, sedentary: -0.232272784087
advised, multi-layered: 0.0
flame-retardant, resilient: 0.0
disposal, ruthless: 1.04107716619
remote, uneasy: 0.656606162247
kind, task-oriented: 0.0
ill-conceived, planning: 0.0
claire, intimate: 0.295694853375
self-aware, self-sufficient: 0
north-east, shallow: 0.0
comprehend, standard: 0.064800053675
depressing, elaborate: 0.443466857293
heaviest, lit: 0.837926133329
discernable, white: 0.915696354967
amiss, real: 0.690150450267
silly, triple: 0.163446658117
emotional, occurring: 0.49446537115
know, sixth: 0.14633387973
integrated, well-respected: 0.0
holier, reconcilable: 1.59488283635
co-financing, longitude: 0.0
coming, untraceable: 0.313069313769
although, masterful: -0.069045068666
-mentioned, exorbitant: 0.0
leading, threaded: 0.146820562012
anyway, better-looking: 0.0
fearless, praiseworthy: 2.2647732687
contentious, poverty-stricken: 0.0
humiliated, luminous: 0.361407636118
moister, unnatural: 2.05417104067
incidental, performed: 0.872916489041
comprehensible, respendable: 0.0
cosmetic, fair: 0.730181676107
overkill, physical: 1.17044678055
ineffective, unidentified: 0.516034790754
nothing, well: 0.571056879113
all-inclusive, intimidating: 0.0
nosy, right-: 0.0
western, wondrous: 0.01301516886
creation, outstanding: 0.293455532113
alternate, cher: -0.378160133133
allright, current: -0.176579275322
forever, utilized: 0.062114607798
celebrated, s-sorry: 0.0
particularly, understood: 0.848674606807
joyous, thorny: 0.816621142281
preferential, tragic: -0.664103340577
alien, complacent: 0.51219746357
currently, reachable: 0.580625350186
powerless, sacrilegious: 1.97110846617
anti-constitutional, incompetent: 0.0
radical, unaffordable: 1.39531489285
soaring, wreckable: 0.0
flattering, tailor-made: 0.0
docile, odd: 1.41908468532
apposite, re-appointed: 0.0
fascinated, unimportant: 2.19143516122
hypersensitive, secondary: 0.458963130256
dangerous, shaky: 1.67561194379
compliant, occurring: 0.402057546926
hence, increasingly: 1.12146238389
abusive, continued: 0.553132151975
five, safer: 0.294387916194
eventually, magical: 0.842908768605
allergic, foxy: 1.82024043531
similar, unitary: 1.29068668326
carmela, still: 0.0
perilous, pursuant: 0.733994528526
fairer, unusual: 0.244293576348
long-range, provision: 0.0
cordial, nut: 0.400644409227
thin, topical: 1.13850679606
uninsured, unwarranted: 0.964960726261
forgotten, intricate: 0.320224620567
-surprised, indicative: 0.0
imperfect, provisional: 0.946058925678
responsive, smartest: 1.7738170807
addition, monstrous: 0.348226960855
kid, varied: 0.020950423732
fake, targeted: 0.7943768815
envious, mighty: 2.13352787029
certainly, irritable: 0.510537291425
indigent, internationaux: 0.702884451267
concluded, pragmatic: 0.850669729535
dim, with: 0.425448647056
migratory, soft: -0.123766258712
embarrassing, matched: 0.58678727267
altered, indicative: 1.74303002884
shorter, worthless: 0.08807315511
favoured, reasonable: 0.0
associated, unlocked: 0.176932540735
seropositive, sleepy: 0.478796842481
invisible, precisely: 1.74995778106
lye, realist: 0.747814487243
3rd, green: -0.02717629939
eccentric, kosher: 0.896475711135
extirpated, false: 0.773727504291
awful, freezing: 1.1481193826
clear, terrified: 0.957670965191
housebroken, propitious: 1.92495863818
died, missing: 2.58680447589
deadly, proscribed: 0.67916898294
cultural, unfair: 0.327313217772
moister, remediated: 1.97761772822
crafty, one-sidedly: 0.0
insurmountable, youngest: 1.32964338304
a-okay, unachievable: 0.0
excellent, skeletal: 0.659239527605
deep, desired: 0.411777232642
increasingly, short-lived: 0.0
exhausted, well-received: 0.0
classified, recognizes: 0.781992492828
facultative, visibility: 0.237200996681
me, sublime: 1.27294307404
thought-out, unachievable: 0.0
normally, unlocked: 0.452443920255
acquired, symmetrical: -0.035748804809
cognizant, dumb: 1.43658972519
-, strengthened: 0.0
nearest, unlimited: 0.700237536916
alia, miserable: 0.214007209935
calculated, tasteful: 0.269666449627
engagement, lovelier: 0.656400268986
inappropriate, reprehensible: 5.47067588887
alternative, arduous: 0.924507882678
accessed, extensive: 1.17970511518
healthy, optional: 0.662264450671
hospitable, shared: 0.872666863346
flawed, unfathomable: 1.33020896886
insulting, orderly: -0.354531794688
changing, informative: 0.56991609115
profitability, screwed: -0.179246336294
flashing, nessessary: 0.0
lean, nonsense: 0.783455963946
unpublished, vegas: 0.324603913086
armed, retarded: 0.742550822956
permissible, sing: -0.267039679809
cumbersome, humbled: 0.48412257003
daft, fruitful: 1.24757519337
fairer, smooth: 2.37166370872
bogus, doomed: 0.866538940039
deadly, part: 0.3162008136
here, recommendable: 0.317575401477
faithful, infuriating: 1.26537255085
domestic, okey-dokey: 0.0
miniscule, pending: 0.325157453339
legit, psyched: 3.14598733672
familiar, galore: 0.380205246012
furthermore, polished: 0.599758056145
apart, plain: 1.00569081704
celebrated, marine: -0.274910860636
crucial, primordial: 1.43516763834
equally, wealthy: 0.955949053844
2nd, original: 0.327457288951
anti-constitutional, state-of-the-art: 0
broader-based, executory: 0.0
bizarre, well-established: 0.0
stupid-looking, thankyou: 0.0
quick, short-term: 0.0
affected, enduring: 0.672120236075
gracious, unthinkable: 1.29454719185
bereft, monumental: 0.521417211983
fucked-up, retail: 0.0
impossible, keen: 1.19285511078
grown-up, well-lit: 0
free-of-charge, suspected: 0.0
coordinated, impressive: 0.322771346856
constrained, honorable: 0.490454528897
flattered, high-availability: 0.0
contradictory, overloaded: 2.27758680983
costly, depressing: 1.85780457924
accessed, slimmer: 0.280461729827
adaptive, vested: 0.2519553771
generated, warm: 0.376176965484
obstinate, sane: 2.19930722445
false, latest: 0.520746441408
european, through: 0.242101863732
asked, deserted: 1.179694688
hospitable, unconvincing: 0.414395643138
immutable, pilot-tested: 0.0
needy, outnumbered: -0.056589415464
overworked, snotty: 2.57399647255
achievable, heavier: 0.571776880973
self-sufficiency, sluggish: 0.0
clearly, mechanical: 0.077842716415
emphasise, updated: 0.0
meaningful, moderately: 0.247108340795
firm, periodic: -0.246722016109
good-iooking, lengthy: 0.0
flawed, unanimous: 1.11515118689
decent, now: 0.69459197453
euphoric, given: 0.579128830189
compared, cruellest: 0.649722487417
immaterial, psyched: 0.968622090536
grim, supplemental: 0.337218537879
fuller, polished: 1.89342281697
freer, sweeter: 2.87522894991
marginalized, supra: 1.73812707788
asian, southeastern: 1.40541166951
dumber, maximal: -0.008676502453
dickish, unused: 0.418530333997
fake, groovy: 0.756116917228
busy, dull: 1.85464448647
shitless, topical: 0.997334810955
darker, recheck: 0.854986078191
any, meagre: 0.0
legally, primarily: 0.566941204312
challenged, sweeter: 0.374057460539
ravenous, unlucky: 0.916846049714
baseless, self-governing: 0.0
considered, sensible: 1.04573437334
coming, heaviest: 0.978350931119
african, safeguarded: 0.923140817364
almighty, selected: -0.206064355013
careless, considerably: 0.407005820039
fucked-up, thirds: 0.0
ignored, patchy: 1.56965473079
cited, undesirable: 1.11573388605
global, hourly: 0.665629136832
careful, closed: 0.642120086332
grand, interminable: 1.0942435344
established, smoother: 0.118022815016
re-established, unrealistic: 0.0
best-known, clear-cut: 0
second, sweetheart: -0.025604891774
encouraging, vocational: 0.628799310762
delicate, extremely: 1.45755095893
hysterical, unwarranted: 2.80658345066
clinically, southeast: 0.050613259209
charged, soothing: -0.035978400688
horrific, rad: 1.0104888571
cranky, strict: 1.051395124
stout, subtler: 1.37668682724
noisy, privileged: 0.95352402552
intense, per: 0.487598111447
loyal, propitious: 0.585272583239
delineated, pricey: -0.246371761704
searchable, simplistic: 0.858100675177
better-educated, complimentary: 0.0
riveting, unreliable: 1.26563461625
gross, individualized: 0.109517363481
high, indefensible: 0.069847619133
modernizing, over: 0.288390774976
displeased, okay: 1.62890508124
conceivable, varied: 1.18352258595
hopeful, taken: 0.612953237136
efficient, retrievable: 1.81260615203
enforceable, ioyal: 0.0
discussion, tolerated: 0.683015197465
adulthood, certainly: 0.375267671936
better-quality, eccentric: 0.0
another, differing: 0.175004630196
largest, potential: 0.789976480379
crazed, wide-ranging: 0.0
migratory, objective: 1.00742951913
affluent, repayable: 0.743484877641
improbable, trashed: 0.705356782171
nominal, wanted: 0.167191332509
acceded, much: 0.316920408971
clueless, wholesome: 1.83764240138
overjoyed, ridonc: 0.0
longterm, unspoiled: 0.165659838405
integral, random: -0.273501414642
ancient, why: 0.797311330857
hearty, stern: 2.49264871109
opposed, slight: 0.540305538785
lucky, pretend: 1.53327123356
counter-productive, hereto: 0.0
naturalistic, prompt: 0.528761607256
short-term, terrifying: 0.0
energy-efficient, ludicrous: 0.0
shocked, sleepy: 2.06149866997
indispensible, minimal: 0.658443040435
directly, marginal: 0.608138851442
freak, minute: 1.02324560035
cognizant, healthier: 1.19764183075
dysfunctional, incomprehensible: 3.01778616307
acceptable, intact: 1.38606733757
quickly, unaffordable: 0.710595384692
geek, inferior: 0.608487017442
courageous, progress: 1.26484214216
refundable, repulsive: 1.31364414841
regrettable, uneven: 1.23040439435
tell, testy: 0.944541278035
ominous, overweight: 0.446441712938
corrupt, well-treated: 0.0
almighty, usable: -0.024416833679
damaging, with: 0.244355984574
interlinked, skilful: 1.17101827362
irrelevant, related: 1.36201795605
engaged, safe: 0.556686802084
amazed, interim: -0.276300115332
deliberately, out-dated: 0.0
specific, steady: 0.262769741989
linked, overjoyed: 0.421825461611
forlorn, unreasonable: 1.01332630171
deserved, public: 0.045499692222
distraught, systematic: 0.449117413147
same, straightforward: 1.01134721887
cheerful, highest: -0.037938615111
nauseous, two-pronged: 0.0
nessessary, younger: 0.0
entitled, tall: -0.155405051095
enough, lofty: 1.17998259409
propitious, slower: 1.36549607139
categorical, peachy: 0.922899082136
fearless, reaching: 0.151646638045
developing, understand: 0.948638387584
respect, sombre: 0.7724875894
domestic, earliest: -0.048635697173
geographically, tentative: 0.478282049186
few, rock-solid: 0.0
alternative, opportunity: 1.93614360403
delineated, weary: -0.134738022911
long-range, permitted: 0.0
careful, depressed: 0.752491672968
exciting, legibly: -0.022884739427
ensuring, widening: 0.634162810069
professionally, urgent: -0.404671518053
loco, principal: -0.080505969525
reconcilable, renowned: -1.19732071197
populous, unprotected: 0.931636263083
cheesy, leading: -0.518529968016
ominous, transitional: 0.503925440848
racked, today: -0.259942811245
ourselves, routine: 0.662038742561
frightening, shocked: 3.06490104521
primarily, toasted: -0.081897536519
multifocal, well-planned: 0.0
facultative, interoperable: -0.632268559437
diminished, donkey: 0.462792335181
big, loveable: 1.05777989822
presentable, well-paid: 0.0
remote, short-lived: 0.0
aesthetic, bull: -0.010565827072
omnibus, syrupy: 1.40123180958
simplifying, southeastern: -0.644768903673
restored, simplistic: -0.407222978605
middle, unaltered: 0.387215893019
obliged, particularly: 0.787326794831
frigid, rock-solid: 0.0
better-educated, high-tech: 0
gentle, unofficial: -0.098712039989
honourable, tentative: 0.0
damaged, unforgiving: 1.05993126376
closed, fun: 0.292862688446
enthusiastic, exaggerated: 0.757765741526
harder, neat: 1.24923117957
alarming, breadth: 0.664245518204
focussed, volatile: 1.77039670498
disciplined, top: 0.755677838568
leading, suddenly: 0.760858976791
absolute, worthwhile: 0.504798838627
participants, passionate: 0.269199178127
ill-defined, then: 0.0
authentic, lazy: 0.501407181212
butthead, unquestionable: 0.608426154595
stopped, unfit: 1.29805423408
allright, subsidized: 0.160916455147
multiple, user-defined: 0.0
angry, sicker: 2.51926577232
hither, punchy: 0.912847466268
lame, salutary: 1.51136270318
adverse, authoritative: 1.30901774399
elaborated, inconvenient: 0.168390736805
optimum, overlooked: 0.430296120901
bummed, operated: 0.107127045634
calming, self-sustaining: 0.0
short, work: 0.454070607513
moderately, relaxing: 0.781106590668
skint, ugly: 1.86305059338
concluded, work: 0.412058769875
closest, rad: 0.441961412341
lacklustre, processing: 0.0
heavier, poverty-stricken: 0.0
difficult, lazy: 1.16429979261
e.g., exceptional: 0.0
remarried, succeed: 1.89208984522
infrequent, unlikely: 2.26893997187
fiercer, listed: 0.270929736156
distribution, kane: -0.140152520492
calm, co-chair: 0.0
triple, zero: 2.16291652988
drawn-out, stiff: 0.0
appalling, separate: 0.439576506988
redeemable, well: 0.317564127537
improbable, suited: 0.865803704573
removed, thoroughly: 0.946535319551
elle, unwise: 0.47641803647
asshole, preposterous: 2.48292107139
monstrous, well-placed: 0.0
guilty, homicidal: 1.52839402489
elementary, proscribed: -0.068669414756
enlightening, frustrating: 3.05567994726
armed, disconcerting: 0.446273901114
mandatory, stress-related: 0.0
crude, enthusiastic: -0.319452856796
ominous, seldom: 0.975795135165
follows, prestigious: 0.263946267685
inexpensive, together: 0.992819592572
inhumane, value: 0.320433928446
differently, overall: 0.967378863097
clarify, polished: -0.172941548259
indian, purty: 2.50241576612
mere, steep: 0.409255966724
chubby, contestable: -0.816434006973
hunger, psyched: 0.77195991191
fortunate, illiterate: 0.702396704082
drunk, merciful: 1.26129812433
pronounced, south-east: 0.0
nascent, over: 0.407702075496
tenacious, welcome: 0.312875888997
flat, much: 0.656858377575
founded, thin-skinned: 0.0
hard-pressed, spotless: 0.0
abusive, strongly: 0.8304510207
nearly, stand-alone: 0.0
bravest, realistic: 1.15718912118
grotesque, mad: 2.06112809632
handy, nice: 3.21508725697
barmy, end-to-end: 0.0
better-quality, puzzling: 0.0
overwhelming, preposterous: 1.70557997718
om-mazing, unspoiled: 0.0
categorical, unlocked: 0.141344306106
east, improper: 0.393025836826
aware, intense: 0.847644645367
horseshit, irritating: 1.81937872857
elusive, il: 0.988529838185
ended, ggood: 0.0
bottled, tolerated: 0.793130739114
latter, warmth: 0.491094104011
anxious, inexhaustible: 0.551382838254
misguided, self-sustainable: 0.0
acknowledged, inspiring: 0.511392696351
fuller, victorious: 0.054323708926
constructive, unstable: 1.53827774383
palatable, relative: 0.317445725921
asleep, silly: 1.58266078838
direct, substandard: 0.506142669126
immature, rampant: 1.42085025476
belle, courteous: 0.826168113785
loving, truer: 1.23843208594
courageous, thanan: 0.0
bygones, hideous: 0.961506417188
doing, stellar: 0.777933684993
inside, stringent: 0.014139852818
heartening, ridiculus: 0.544795020047
lean, underprivileged: 0.304387825193
disrespect, fucked: 2.26319006477
slender, sour: 0.650998175696
delighted, manifold: 0.480931545879
beautiful, equal: 0.613421231612
demeaning, soaring: -0.118399425323
finally, socio-economically: 0.0
illustrative, spontaneous: 1.60411707783
humid, lucky: 1.80720750629
individualized, non-competitive: 0.0
ended, grass-roots: 0.0
costlier, winning: 0.285057962467
handled, ubiquitous: -0.210342018885
obtainable, specialized: 1.19918623282
incompetent, tighter: -0.382097165186
disagreeable, eighth: -0.367114885167
payable, seminal: 0.573908160717
nutty, ravishing: 2.1058406643
rugged, well-suited: 0.0
goofy, wacko: 3.53835318607
informative, streamlined: 2.05792651248
clinically, snarky: -0.104969035859
find, well-controlled: 0.0
fascinating, manageable: 0.891611386343
nonsense, outermost: 0.352142616096
goal, realistic: 1.39043116592
multi-layered, unique: 0.0
basically, indecent: 0.382280992495
hiv-infected, uninsured: 0.0
psychological, unsettled: 1.32511551475
mistreated, opportune: -0.486060524473
comprende, elementary: 0.308913487691
moist, sparse: 2.34899324451
merry, pray: 2.07158360244
awkward, lucky: 1.52263629354
domestic, heinous: 0.8834191758
comprende, staggering: 0.075825020178
fascinated, life-long: 0.0
discernible, tiresome: 1.54444878746
mission-critical, traffic: 0.0
hiv-positive, overly-high: 0
intricate, riveting: 2.84944375409
expanded, faithful: -2.29821959999e-05
clean, east: -0.068463279458
homesick, jam-packed: 0.0
stellar, weighted: 0.958548015028
exceptional, served: 0.717657938839
executable, technical: 1.80210466321
destitute, ineffective: 2.20258368052
unspecified, vice-chairman: 0.0
frightening, quick: 0.954357032932
exclusive, instrumental: 0.633595809719
granted, skeletal: -0.705936381332
begin, embarrassed: 0.047182647909
fiercer, useless: 0.825119238777
last-minute, sale: 0.0
closer, insincere: 0.265940564406
bankrupt, improved: -0.020943841098
anomalous, gloomy: 1.24421944599
bastard, fascinated: 1.50200419003
hardto, stern: 0.409838357117
annoying, discussion: 0.434470026872
firmer, single-ranked: 0.0
overweight, well-behaved: 0.0
linked, stellar: 0.110173496874
beloved, used: 0.450534426291
french, loud: 0.452325616873
environment, solidarity: 0.53103949855
iate, pissed: 0.0
heated, well-received: 0.0
exhilarating, tighter: 0.373646753764
liable, manifest: 1.52586470625
happened, korea: 0.283586673399
centralized, little: 0.0879165111
second, so-called: 0.0
planning, thirteen: 0.042378926882
favourable, unconventional: 0.0
dirtier, too: 1.61072026442
co-funded, resolute: 0.0
annulled, undeniable: 0.935153214786
aroused, topic: 1.58604449719
booked, retrievable: 0.724632369158
ma, vigorous: 0.501248660896
recommended, simillar: 0.267848207436
iittle, mesmerizing: 0.0
injured, prejudicial: 0.78655564548
awol, extensible: -0.182359700637
co-operation, flexible: 0.0
deep, lowest: 0.904968356808
disrespect, honorable: 3.56085469592
-sorry, generally: 0.0
cited, legible: 0.1798042675
named, noticeable: 0.158131251726
refrigerated, two: 0.91079398477
alright, prestigious: -0.32931209556
excessive, respectable: 0.595849170776
disappointed, toxic: 0.415854822181
tedious, tell: 0.851989497786
fascinating, unfriendly: 1.18785111356
disturbing, hard-pressed: 0.0
business-friendly, monstrous: 0.0
deductible, lonesome: 0.773792182161
perpetual, sacrosanct: 2.0933410968
broke, lye: -0.079485138318
taken, topic: 0.249768154279
shaking, unfilled: 0.908769859932
chilly, suspect: 0.595244770837
hurtin, multifocal: 0.155553625615
exciting, mesmerizing: 2.49201105016
life-threatening, understood: 0.0
compensable, timed: 0.037619580696
noisy, southeastern: -0.06540428954
righteous, trippy: 2.27567330939
prat, safe: 0.210687752213
dickish, iate: 0.0
breadth, challenges: 1.54414379785
stylish, subtle: 2.05419835764
multifaceted, pretend: 0.672626831561
get, unavoidable: 0.410733278926
personalized, substantiated: 0.450851307926
co-operate, lucrative: 0.0
filed, much: 0.209607851845
abysmal, foolproof: 1.68905235746
directly, seductive: 0.224036191147
long-standing, re-routed: 0
judicious, null: 0.53514014903
lenient, unsavory: 2.35584352338
iucky, new: 0.0
