all-important, low-skilled: 0
funky, lively: 2.81471953501
nineteen, presentable: 0.547233358396
adjusted, distribution: 1.16982050979
fledged, unbearable: -0.384203284555
foul, talkative: 0.656188198193
complete, drunken: 0.763016148037
lackluster, stiff: 2.4578610927
fulfilled, scrumptious: 1.60018745023
her, wondrous: 0.489719667783
efficient, immediately: 0.277619524995
justiciable, less-favoured: 0.0
relieved, seriously: 0.707251804633
carmela, unsettled: 0.0
published, tepid: 0.307332327006
dangerous, mum: 0.181776859207
economical, sincerely: 0.396936609493
out, proud: 0.415800143151
priced, topnotch: 1.29281682822
cute, such: 0.566875043979
absent-minded, existing: 0.0
foul, offensive: 3.64870016223
eighth, horny: 0.250337909775
costlier, heartfelt: 0.013168134393
freezing, wounded: 0.238667197877
concerned, distinguishable: 1.40759798325
first-hand, primordial: 0.0
griet, housebroken: 0.0
distasteful, exhausted: 1.62939034215
annoying, to: 0.0
although, defective: 0.223362647611
debate, unsolved: 1.20502996909
integrated, okay: 0.334620667005
humiliating, under-age: 0.0
repugnant, segregated: 2.19937908095
onboard, ungrounded: 1.10882142149
minimal, multi-dimensional: 0.0
exorbitant, hollow: 1.385462867
advisable, asinine: 1.78834060168
fresh, stylish: 1.40581844268
alert, thicker: 0.340777484654
doctor, unmistakable: 0.331510896815
essential, weighted: 0.579432289162
berserk, foul: 1.35374306066
ice-cold, leaner: 0.0
audience, surprised: 0.787700875353
healthy, picky: 2.10728499513
cher, fledged: 0.520427740846
impoverished, personally: 0.364148425823
finished, fourth: 2.48294731525
hazardous, twofold: 0.361954827572
frigid, giddy: 2.05809735207
jack, non-discriminatory: 0.0
about, small-scale: 0.0
north-west, overwhelmed: 0.0
above, segregated: 0.68039387358
direct, purty: -0.140395879541
initial, terminated: 0.842848944571
earliest, remote: 0.608943377103
ail, grass-roots: 0.0
inaccurate, parallel: 0.315964521959
justifiable, stranger: 0.947468581525
assured, screwed: 1.10786001504
charming, defenceless: 0.0
relaxing, unprejudiced: 0.365381278838
macabre, nobler: 2.90672692575
cross, terrible: -0.048791467848
cleanest, unprofitable: 1.10332240823
practice-oriented, unquestionable: 0.0
discrete, negligible: 1.37407528815
hotter, rock: 0.75456570094
arbitrary, legality: 1.95365215381
adapted, detailed: 1.01622492215
seriously, today: 0.520276053562
heinous, idiots: 2.24469857945
comprehensive, gravest: 2.02546736359
sizeable, stubborn: 0.851248328654
crystal-clear, random: 0.0
encouraging, fifty: 0.241430024034
freely, launched: -0.586820157075
offensive, slim: 0.488310071163
decent, neutral: 1.16514918173
rebatable, well-informed: 0
afflicted, boy: 0.95483552927
impartial, wished: 0.618374825062
dangerous, unfettered: 1.45143361546
expressly, stylish: 0.67708317765
described, fair: 0.053667670534
anomalous, fluent: -0.076826950855
insecure, underlying: 0.949805468819
expensive, peculiar: 1.05802895287
ever-changing, peaceful: 0.0
appalling, mostly: 0.261531729757
suitable, thready: 0.40225749261
attractive, important: 2.54384801827
beloved, commonplace: 0.742636646793
unappy, withdrawn: 0.0
comin, leave: 0.980010488705
definite, demented: 0.83846551708
delineated, mental: 0.151736083376
precise, sober: 1.49234327976
embarrassing, terrific: 1.54592184559
desperate, out-dated: 0.0
brisk, impressed: 1.29744644842
hinky, vice-chair: 0.0
effortless, nigeria: -0.604375528128
master, unbiased: -0.252591117036
axiomatic, unhappy: 0.375576800676
full, soothing: 0.75233172591
disclosed, well-defined: 0.0
confusing, withdrawn: 0.684853736325
key, specified: 1.23288267992
jolly, stoned: 1.39560775317
checked, hospitable: 0.766355961976
cheerful, finicky: 1.83591391308
awestruck, instrumental: 0.740793761873
graceful, manifest: 1.15408747568
sociable, willing: 1.72478412389
overripe, recognizing: -0.291603524724
fragile, life-threatening: 0.0
personalized, wait: 0.679886858029
confident, dangerous: 1.04149566337
aggravating, commensurate: 0.615957575999
educational, regulated: 1.09810970792
graver, pissed: 0.931185876022
hotter, unavailable: 0.813267462532
designed, flourishing: 0.269259266821
deprived, elongated: 0.73405321097
brillant, off: 0.667701623459
barmy, next: 0.478722917489
co-ordinated, multifaceted: 0.0
distasteful, trusted: 0.978274518049
uncanny, unfair: 0.859929414468
extraneous, faultless: 1.22744504967
permanent, win: 0.571699599031
geographically, obsessed: 0.320388815796
northern, transitory: 0.439335074433
grumpy, under-inclusive: 0.0
butthead, offensive: 0.926854086306
astounding, lovable: 0.663203036514
intriguing, welcome: 1.17205199191
challenges, intelligible: -0.437572364505
far, luke: 0.672721542595
ridiculus, troubling: 0.667182526795
dedicated, emotional: 0.697251376534
fifty, genuine: 0.457579083047
found, unsettled: 0.225462035091
eleven, whar: 0.0
rather, suspected: 0.36580298817
get, okey-dokey: 0.0
another, facilitated: -0.029597489328
hey, medium-sized: 0.0
careless, doubled: 0.417566611946
application, prescriptive: 2.02725523755
legendary, tardy: 0.064838245349
cherry, mild: 0.867839237475
canceled, hey: 0.821823960008
phony, traffic: 0.42877612209
disappeared, varied: 0.983633229327
newsworthy, physical: 0.004716525343
better-educated, pre-published: 0
elegante, frankenstein: 0.0
onboard, uneasy: -0.052982973753
elegant, intentional: 0.862265812471
logical, multiple: 1.42268024575
freedom, sentimental: 0.94355592281
freely, losin: 0.342985122731
actively, extra: -0.351447691615
happening, unrelated: 1.17562073667
annoying, naked: 1.52252383735
accused, blended: -0.399477103216
flawed, small-scale: 0.0
tied, undesirable: 0.851107789363
mid-sized, stated: 0.0
hence, tempting: 0.824358631294
predominantly, yourself: -0.694611096579
relentless, suitable: -0.442229716201
heavy-handed, lower: 0.0
convinced, worded: 0.502113315949
incongruous, mortal: 1.62258811331
captain, troubling: 0.544594314913
joyous, scary: 2.83322708959
six-year, warranted: 0.0
ill-treated, vacant: 0.0
irritated, substantive: 0.435957870399
entirely, specify: 1.29868634586
fewer, particularly: 0.871614489193
foreseeable, foutu: 0.0
equal, question: 0.680700606948
iike, indefensible: 0.0
commenced, momentary: 0.044847301601
drastic, geek: 0.197074936247
conscientious, notably: 0.761987873135
luminous, tolerable: 1.11640519424
spontaneous, up-to-date: 0.0
disappointed, done: 1.08754906747
economically, tall: 0.352500479356
education, innocuous: -0.616344275738
profound, quickest: 0.692039404737
fancy, sixteen: 0.411654576425
dangerous, selective: 1.42702887881
developing, generalised: 0.0
back, lonesome: 0.917052919537
ecologically, prepped: -0.200252252917
self-sustained, sufficiently: 0.0
complementary, represented: 0.720179264081
jump, school: 0.603214958403
differing, disrespect: 0.794012541892
illiquid, unknown: 2.02193596873
costeffective, smarty: 0.223253925829
latest, panicked: 0.041825896155
exponential, superb: 0.642868676144
bottled, entirely: 0.954779445025
co-operative, scanty: 0.0
edible, exposed: 0.722387235978
presentable, touchy: 0.524995890583
pre-published, saying: 0.0
anonymous, warranted: 0.161556226488
enriching, furthermore: 0.557992551839
rehearse, smug: 0.345090295222
docile, nonsense: 1.7938508047
exquisite, magic: 2.53753218491
formidable, involved: 0.018182202287
amusing, right-: 0.0
concentrated, forthcoming: 0.621543704026
awol, self-explanatory: 0.0
constructive, labour-intensive: 0.0
bankrupt, overambitious: 2.22463582752
in-flight, spatially: 0.0
major, unresolved: 1.26169159993
died, illustrative: 0.305251768975
obscene, parched: 1.14708794398
genuine, unharmed: 0.584323002193
equipped, often: 0.390720225782
accepted, sell: 0.984936202633
developed, luminous: 0.143537160036
curious, systemic: 0.169848480994
steadfast, vested: 1.19212912441
nessessary, well-targeted: 0
urgent, vast: 0.726910607028
integral, opening: 0.616362829631
fifteen, too: 0.21198369658
perilous, purer: 1.47971034603
counterfeit, deplorable: 0.734466743817
awaken, indebted: 1.24747829826
non-competitive, started: 0.0
accomplished, addition: 0.591877610975
indiscreet, moody: 2.68317339988
cabbage, motherfucker: 1.91845949781
handled, technical: 0.630990421838
cherry, hourly: 0.133385500979
explained, late: 0.135162471765
normally, technically: 1.46941066059
cinematography, retail: 0.651652734577
displaced, specialized: 0.475910975345
abolished, tardy: 0.683058264704
economically, scheduled: -0.124266257329
cost-effectively, specific: 0.0
cheerful, well-protected: 0.0
conscious, vis-: 0.0
disparate, ggood: 0.0
invalid, ma: 1.07713602145
agreed, treated: 0.4361468916
giddy, hour: 0.715724323529
extremely, phat: 0.30530908868
asking, psychogenic: 0.213361949956
severe, unfavourable: 0.0
amazed, shorter: 0.157180848793
headstrong, jealous: 3.87575330264
documented, relative: 0.781785950748
key, previous: 1.03655079175
dickish, surely: 0.936395907248
innocent, marked: -0.806228321969
fun-loving, private: 0.0
-just, delightful: 0.0
delusional, heavyset: 2.5221522295
cooperative, narrower: -0.014031506193
awareness-raising, essential: 0.0
deliberately, under-inclusive: 0.0
fifteen, franco: 0.78573667195
open, righteousness: 0.191151593155
corrigendum, perpetual: 0.202372005215
compassionate, friendlier: 2.30824156496
disruptive, plentiful: 0.601559336777
declared, thought-out: 0.0
assured, unlawful: 1.09002300373
nigh, refreshing: 0.832217612495
open-ended, unconditional: 0.0
america, info: 3.20110109822
expeditious, six-year: 0.0
collective, expanded: 0.731796846122
fall, lighter: 1.10899771764
at, meritorious: 0.201939850864
before, gratifying: 0.319916584287
respect, stylish: -0.080020190826
changing, dry: 1.14038072069
inescapable, obtainable: 1.19368036907
disciplined, well-off: 0.0
ecological, risky: 0.366589316676
pure, true: 2.66376255893
by-election, vice-chair: 0
sedentary, unoccupied: 1.80528698188
infeasible, nationwide: 0.396320165071
twice, unquestionable: 0.311140482762
exceptionally, unquestionable: 1.44337834136
flicka, refundable: 0.0
illegal, unprofitable: 2.51235182276
inter-connected, luck: 0.0
etcetera, temporarily: 0.19944002537
co-dependent, rough: 0.0
inside, supra: 0.433785325253
actionable, representative: 0.179200394748
tenable, unprejudiced: 2.71840023991
cheapest, hurtful: 0.490812970794
african, high-availability: 0.0
pitiful, undesirable: 1.42774161863
pro-poor, sonny: 0.0
holier, objectionable: 3.04738268846
belated, panicked: 1.19618063476
brittle, disquieting: 1.42890044525
geek, work: 0.515171047143
instructive, untenable: 2.36730726923
executable, subdued: -0.282828191496
biased, internationaux: 0.497115472653
overloaded, permanent: 0.477702680687
belle, notable: 0.406437620101
being, highest: 0.32787892617
smaller, wasted: 0.197006248845
defensible, smoother: 0.956821957588
disorientated, impracticable: 3.59457728709
clare, justifiable: -0.084326650424
cattled, uptight: 0.0
-ready, dual: 0.0
financed, limited: 1.08840638325
emphasise, ruthless: 0.0
3rd, democratic: 0.236088901048
builshit, hollow: 0.0
obvious, some: 1.10448095899
flammable, like: 0.464062498723
authoritative, lengthier: 1.41695837705
domestic, missing: 0.105683775689
luke, smaller: -0.199928573616
cardinal, infrequent: 0.541194695382
answerable, automatic: 0.941607716795
nut, sleeping: 0.572761880683
-ready, cheery: 0.0
faithful, warmer: 1.03180210258
despicable, life-threatening: 0.0
protected, sunny: 0.742549863438
admitted, marked: 0.757183440216
acknowledged, fine: 0.325565922801
2nd, mama: 0.551311214673
eccentric, impaired: 0.506970684862
newsworthy, non-discriminatory: 0.0
jurisdictional, life-long: 0.0
classic, co-dependent: 0.0
hardworking, unrelated: -0.359969216797
modernizing, smaller: 1.19248113049
negligible, sure: 0.763268573901
leading, winning: 1.40026864129
all, inter-dependent: 0.0
envious, legality: -0.775774996291
insolent, unsound: 2.53378561628
everything, fools: 1.3056990246
interestedin, unconscionable: 0.0
defeated, recognizes: 0.524770750151
macabre, repeated: 1.23053318777
delicate, stopped: -0.028445488289
everyone, non-exclusive: 0.0
everyone, meaningless: 1.13912088257
antiquated, meaningful: 0.358093920826
capable, obtainable: 1.73027913621
occurring, youth: -0.070855332508
fearless, recognising: 0.0
mostly, still: 1.59505458506
joyous, palpable: 3.22115610204
egocentric, well-done: 0.0
favorite, fraudulent: 0.216935506802
consolidated, deceased: 0.041151069853
catastrophic, inconsiderable: 0.570355179044
considered, thank: 0.157228935836
hurt, next: 0.42525473248
iegitimate, immersive: 0.0
above-mentioned, migratory: 0.0
grave, pronounced: 1.09229569272
demand-driven, insignificant: 0.0
e.g., grieved: 0.0
interlinked, require: 0.874473138374
completely, required: 0.465197291459
met, stupide: 0.0
chosen, hairy: -0.010503685804
apt, fair-minded: 0.0
ample, merciless: 0.933331772432
troublesome, watchful: 1.46798299709
fewer, ungrounded: -0.04475217594
intelligent, marked: -0.294169211692
customary, quicker: 1.07357072615
held, long-winded: 0.0
mightier, pivotal: 1.20048803961
conflicting, embarrassed: 0.412344198861
something, troubled: 0.324189499975
politically, unharmed: 1.06516695254
interwoven, juicy: 1.42538445439
empowered, less-favoured: 0.0
adorable, overwhelming: 1.43907030117
loud, vice-president: 0.0
displeased, tangible: 0.500170164098
insulted, observed: 0.920631431417
energy-efficient, unappy: 0
documented, largely: 0.913162605922
original, processing: 0.508313406446
syrupy, visible: 0.408733228481
periodic, specify: 0.985397035671
germane, shortly: 0.103040262848
cardinal, richest: 1.13625363255
female, ineffectual: 0.589034185789
shared, unspeakable: 1.12082401727
five, thankyou: -0.196948573638
educational, morbid: 0.950286051372
memorable, warm: 2.00700404262
frequent, germane: 1.25871824453
dry, unworkable: 0.65650040166
continued, thought-out: 0.0
19, retrievable: 0.0
overall, worth: 0.5802885095
in, misused: -0.22196736802
armored, exquisite: 0.951860699009
frightful, hour: 0.591701321495
divergent, southeastern: -0.317461576914
larger, necessary: 0.799643888957
classy, enthusiastic: 1.91127910878
definitive, grass-roots: 0.0
stern, use: -0.291975164252
energy-efficient, wacky: 0.0
explicit, plentiful: 0.888681989355
hardworking, pursuant: -0.302167913371
going, underlying: 0.732257782874
elaborated, sponsored: 0.577958308153
attractive, non-self-executing: 0.0
arduous, honoured: 0.0
disgraceful, giddy: 0.579715954093
annoyed, long-range: 0.0
suspect, whassup: 0.530869995482
known, stale: -0.057750078016
clearest, integral: 0.974665325875
enhancement, intended: 1.32146105128
comparable, forthwith: -0.151348610281
restored, sentimental: 0.784244872667
lucrative, thereto: -0.272551510724
respectable, rugged: 1.3681760034
carmela, unprotected: 0.0
rewarding, sizeable: 0.792993267077
increasing, prohibitive: 1.40766612963
absolute, sweet: 0.540590984625
competent, most: 0.810209690068
application, well-timed: 0.0
acceding, self-conscious: 0.0
distinguished, routine: -0.414716380277
religious, someday: 0.403143872264
ecological, tailor-made: 0.0
elegante, romantic: 0.0
fair-minded, satisfactory: 0.0
demand-driven, roll: 0.0
re-appointed, sour: 0.0
doubled, realist: -0.587820836412
attended, seasick: 0.960415859415
bold, strengthened: 0.382974198381
favorable, impartial: 2.12578704777
laborious, mentioned: 0.060537929657
hunger, them: 0.771963199429
irritating, worried: 2.05065483751
a, friendly: 0.0
bullshit, grimmer: 0.926248173658
greater, surprised: 0.440051501976
bored, time: 0.855463643714
brightest, heterosexual: 0.826927055969
inconsistent, smokin: 0.507819904344
outermost, renowned: 0.229264791123
nutty, toasted: 2.56038975517
launching, solemn: 0.071021308618
costly, relaxed: 0.264263701309
democratic, reai: 0.0
obvious, talented: 1.05425806093
expeditious, significant: 1.22672846557
probable, wholly: 0.586392968317
disagreeable, unforeseeable: 1.33756629491
enhancement, nigeria: 0.36941727238
furthermore, wrecked: -0.238687230088
only, priced: 0.482089286152
advantageous, petrified: 0.456865832854
grievous, honored: 0.945969597957
overpriced, young: 0.009724177222
amazed, killed: 0.930641226637
bro, vice-chairman: 0.0
quadruple, steady: 1.19801925824
cruel, enhancing: -0.286893745352
indian, nuts: 0.248638639549
moving, utilized: 0.458247139029
earlier, permanent: 0.164847043098
abrasive, industrialised: 0.0
action-oriented, nathan: 0.0
remarried, sensitive: 0.608162359847
bothersome, well-defined: 0.0
broader-based, received: 0.0
smartest, underlying: 0.141313098773
sketchy, unsafe: 1.17903231498
laddie, steep: 0.700328393958
anyway, extraneous: 1.34418446893
forthcoming, stunning: 0.656775234047
doctor, invisible: 0.060747784037
pervasive, supportive: 1.08453115432
counterfeit, moderately: 0.118538596001
mindful, unanimous: 0.102313121018
facultative, strengthening: 2.16299336711
sociable, subtle: 1.75026246522
desperate, receptive: 1.3519013319
before, italian: -0.105507789227
get, updated: 0.435104250347
etc, improvement: -0.020008378771
archaic, denser: 1.16510743765
irritating, vice-chairman: 0.0
inaccurate, vain: 1.56995743698
droll, old-fashioned: 0.0
average, furthermore: 0.304543278037
arduous, in-depth: 0.0
jittery, representative: -0.517681038888
mightier, pitiful: 1.60727285776
correct, nice-looking: 0.0
agreed-upon, international: 0.0
narrower, selective: 2.26442003532
inferior, rehearse: -0.013228082475
charged, multi-disciplinary: 0.0
crafty, mindful: 1.08394098677
self-financing, worst: 0.0
spaced, stringent: 0.869789089313
considered, harmful: 1.45702461832
fast, refundable: -0.102342616572
fairer, pilot-tested: 0.0
peaceful, viable: 2.16592593331
considerably, far-reaching: 0.0
bloodied, curious: 0.864079896976
cheerful, seminal: 0.263232051508
finally, steep: 0.38115601731
decisive, gentle: 1.02130028202
normally, precise: 0.9219422166
profound, upbeat: 0.732347363098
doin, involved: 0.636430997566
elusive, theoretical: 1.22034144006
pursuant, shut: 0.427449107317
insufferable, wished: 1.14001838118
ice-cold, prettier: 0.0
inconclusive, long: 0.874281287637
super, superficial: 0.274256547804
gorgeous, recurring: -0.025054496266
precious, significant: 1.56292501983
faint, remaining: 0.412347963375
additional, ensure: 0.753522360124
swearing, widely: 0.627022878808
accelerating, constructive: 1.23379998251
included, rock-hard: 0.0
harmonised, wacky: 0.0
frozen, running: 0.658897960043
dear, sold: -0.192943720188
brighter, daunting: 2.57175064585
messy, sorr: 0.0
advisable, resilient: 0.521035805388
astounded, government-owned: 0.0
latest, overpriced: 0.376149674308
classic, objective: 0.361298343254
archaic, unheard-of: 0.0
distinguished, sympathetic: 1.36591390455
afresh, ecological: 0.780065931973
estimated, random: 0.242463137066
all-encompassing, tolerated: 0.0
extinct, various: 0.218439877018
extremely, truer: -0.477842413877
cultural, desolate: 1.07790958963
lacking, pushy: 0.948438893645
applied, stand-alone: 0.0
helpful, praiseworthy: 2.43070659796
conscious, strongest: 0.525352849884
costlier, incomprehensible: 0.215834682972
lower, prevailing: 1.43347721928
disgraceful, momentary: 0.895724491716
conflicting, optional: 0.116061580219
proud, relatively: 0.445835359839
batty, delineated: 0.575842533775
feeble, happiest: 0.129971077726
luminous, some: 0.108826506008
interminable, rigorous: 1.83222406645
colossal, life-long: 0.0
rooted, terrorized: 1.06450674078
even-handed, freer: 0.0
uneven, well-established: 0.0
many, troublesome: 1.00102244228
circumspect, do: 1.00702277193
dense, southeast: 1.43460923968
restless, rigorous: 0.44089789017
ggood, thankyou: 0.0
ill-treated, thirsty: 0.0
simplifying, starker: 0.946443867082
delay, enlarged: 0.131503093602
dopey, proactive: 0.690728326876
comprehend, generally: 0.135846037565
answerable, beter: 0.949230855865
accepted, unbearable: 0.616657946677
common, extant: 1.33712432055
dainty, partially: -0.195054685598
hey, imperfect: 1.39668313006
through, watchful: 0.480977151329
lately, psychogenic: 0.88429187725
alien, arguable: 1.26774498159
competence, quick: 0.102795048024
by-election, notable: 0.0
medium-sized, well-placed: 0
developing, luck: -0.102342246096
concluded, received: 1.46921421347
celebrated, insignificant: 0.095617604154
poverty-stricken, undisputed: 0.0
ideally, murderous: -0.17290399079
east, either: 0.644665776299
nonsense, quadruple: -0.052911826226
school, widest: -0.256788922513
okay, preoccupied: 1.55451200468
asshole, spicy: 1.50045132392
naturalistic, rare: 1.24328771408
noteworthy, sporadic: 1.60102156276
issue, predominant: 0.961286374561
responsable, tedious: 0.776969613422
appropriate, pitch-black: 0.0
awestruck, criminal: -0.037226936931
cost-efficient, non: 0.0
late, unpredictable: 0.861998697642
best-known, peachy: 0.0
cleaner, faultless: 0.847361789466
comprehensible, severe: 0.275431393365
clearer, fascinated: 1.15532275418
christian, disingenuous: 1.8052452112
actively, derisory: 0.236580462097
different, incorrect: 2.19233752909
inconsequential, reason: 0.988601699704
counterfeit, uneven: 0.816784320415
centralized, sweeter: 0.032165214506
euphoric, two-thirds: 0.0
deliberate, tenacious: 1.14221023415
occupied, stimulating: 0.753635605654
apologise, rarely: 0.0
comparable, crass: 0.672977050056
timed, tonight: 0.847158148485
faint, still: 1.40638888749
closed, wanna: 0.014605765133
audience, depressed: 0.355299983143
unlimited, workable: 0.870287542603
filed, tolerated: 0.407982486682
groundless, refusal: 1.73696241143
tall, welcome: 0.458340000366
bad, new: 0.569339535645
crafted, embarrassing: 0.08145654351
as, heterosexual: 0.322598589671
paranoid, scheduled: -0.61279068511
cardinal, considerable: 0.134716352607
abreast, humiliating: 0.144277278488
upper, working: 0.958205045364
high-availability, spatially: 0.0
bizarre, foolish: 2.47933648474
ancient, turned: 0.199779116356
advantageous, inevitable: 2.05759187888
cuter, proactive: 1.07059834419
deceptive, proceed: -0.019624867023
pretend, undisputed: 0.965344427011
empty, manufactured: 0.481652771731
abnormal, heterosexual: 2.16818340562
regrettably, slower: 0.517009121674
graver, simplified: 0.660417494265
fairer, irritable: 1.09048159412
inconsistent, terrorized: 1.27440654891
bro, missingg: 0.0
astute, cost-efficient: 0.0
rehearse, victorious: 1.19911011707
rooted, welcomed: 0.953433616639
frantic, lit: 0.459239589413
self-conscious, wierd: 0.0
authentic, shot: 0.457459260756
average, lethal: 0.309372626598
industrialised, timely: 0.0
topic, world-wide: 0.0
additional, know: 0.156828844848
impoverished, splendid: 0.627087157071
undignified, whole: 0.585443967906
appalling, sobering: 3.29998541333
secured, worrying: 0.166745852783
costeffective, sweet: 0.646899983339
sophisticated, unwell: 0.406359329791
filthy, jittery: 1.3816874976
better-quality, ourselves: 0.0
self-sufficiency, tabled: 0.0
ephemeral, sophisticated: 1.35877662134
insignificant, profitable: 1.3163955501
inviolable, manifestly: 2.16697177115
unsound, yet: 0.618520695603
doctor, horrific: 1.06394215871
herein, sad: -0.118940536565
continual, lazy: 1.22598957324
able, hlv-positive: 0.0
accepted, weird: 0.438000448541
cheery, recognized: -0.059169993369
latest, shielded: 0.694542418544
another, mama: 0.519531766286
naturally, rogue: 0.718882636644
plausible, resident: -0.262651483968
mistaken, small: 0.376734021141
brainless, hiv-infected: 0.0
actual, elsewhere: 0.978702399621
professionally, updated: 0.337955004982
live, pilot-tested: 0.0
-just, fourteen: 0.0
cracked, cuter: 0.790236822641
french, sincere: -0.118006283469
amended, self-governing: 0.0
indiscreet, unhurt: 2.29363459978
international, liable: 0.025665239033
manifestly, old-timer: 0.0
attention, essential: 0.280132744704
eager, unattainable: 0.558742007241
deep-rooted, stand-alone: 0
day, shocked: 0.658509679613
african, unfavourable: 0.0
perplexed, vice-chairmen: 0.0
changing, scarlett: 0.190252696292
skilled, working: 1.73626874003
state-run, unfathomable: 0.0
doable, solidarity: 0.475202361646
high-tech, presented: 0.0
nominal, viable: 0.632741120578
unachievable, winning: 1.11306998007
breathtaking, two-: 0.0
common, suspicious: 0.961627524284
nationwide, untraceable: 0.477109870746
high-ranking, looking: 0.0
naturalistic, supra: 2.60932836664
fundamental, yearly: 0.819979348059
refrigerated, smokin: 1.23420363523
geek, newborn: 0.496893672791
awkward, germane: 1.7825381465
sturdy, sure: 1.40819445478
impeccable, self-evident: 0.0
remarried, theoretical: 0.406208825973
better-quality, tiny: 0.0
catastrophic, roisin: 0.0
longstanding, shorty: -0.458421288497
cancelled, magnificent: 0.0
complete, geographical: 0.579884255121
exceptional, successfully: 0.906130402383
currently, moderately: 0.693986449194
booked, confidentiality: 0.91653213977
biased, tan: 0.605352099855
persuaded, widening: -0.099761880107
mindful, stunning: 0.345834142371
protracted, tolerated: 0.32506432366
sizable, uncomplicated: 0.400338290873
retrievable, rigght: 0.0
related, well-known: 0.0
ravenous, ripe: 1.4635325678
stepped-up, used: 0.0
canceled, even-handed: 0.0
dull, onerous: 1.74146504455
de-insured, sovereign: 0.0
stagnant, testy: 2.00723422653
candid, harmonised: 0.0
asinine, minuscule: 1.44239577997
extirpated, unacceptable: 1.72508804098
inefficient, ioyal: 0.0
flavorful, overly-high: 0.0
finicky, taken: 0.020018401694
defensible, overwhelmed: 0.501534545612
delicate, honest: 1.22265834551
conceivable, south-east: 0.0
disappointing, luck: 2.3567671419
bright, continual: 0.064048117896
berserk, cited: -0.272508065933
adversarial, guilty: 0.477150968683
innocent, one-sidedly: 0.0
deserved, tiring: 2.4570468582
north-east, physical: 0.0
collective, easiest: 0.183502062597
created, friendly: 0.784630862822
-mentioned, secret: 0.0
opening, sustainable: 0.061477078102
freedom, merely: 1.08963387974
guys, unprecedented: 0.217274389032
excited, historical: 0.445928681044
mere, thus: 1.59829712948
adjacent, best-known: 0.0
them, uncontroversial: 0.283500645193
drunken, managed: 0.355943500855
regardless, shared: 1.2525099177
shorty, traffic: 0.959864989384
consulted, felt: 2.07280689405
affixed, bad-looking: 0.0
destitute, romantic: 0.779574690787
automated, perilous: 0.262422960105
double, unproblematic: 0.232334185626
comprehensible, immature: 0.850955330586
extensible, mostly: -0.650367331095
propitious, vice-president: 0.0
probably, surely: 2.14802131771
passionate, terse: 1.73751437057
interesting, reai: 0.0
dull, embarrassing: 2.42304638648
equipped, resolute: -0.008401170549
lawful, operated: 0.613724199624
motivated, presentable: 1.52298950352
happy, loud: 1.71059449349
catastrophic, contemporary: 0.388239907566
iilegal, juvenile: 0.0
grievous, idle: 0.040094151265
handy, moving: 0.086455978253
effortless, released: -0.550912575752
academic, speaking: 0.511778447493
responsibility, withdrawn: 0.024333498896
above, narrow: 1.37034987908
exemplary, rich: 0.550180617223
clear-cut, twofold: 0.0
all, inter-connected: 0.0
focused, utilized: 1.30773167704
graceful, unforeseen: 0.26207959028
funny, shorter: 0.911116271877
best-known, distasteful: 0.0
liable, optimal: 1.48137252733
remediated, variable: 0.344940557636
considerable, resistant: 0.682380756376
erected, unsure: 0.035033558821
forgotten, savage: 0.996209324904
choosy, missingg: 0.0
sunnier, toasted: 1.23068084634
fools, simplistic: 2.15764426798
shared, supreme: 0.347421806001
surer, unscathed: 1.8400431494
presumptuous, skinny: 1.71749473298
annulled, medium-sized: 0.0
criminal, multifocal: 0.056065967396
refreshing, smarter: 1.16026104405
evident, excited: 1.2437825599
groovy, unanimous: -0.581434383733
innocuous, sole: 0.607426775531
blinded, groovy: 0.281638375112
fifth, formed: -0.265989431283
good-iooking, western: 0.0
fake, recognizing: -0.019694680619
alarming, co-operation: 0.0
feasible, wacky: 0.773628513353
geographical, unsuitable: 1.08962441103
born, decided: 0.591161329075
filed, instrumental: 0.765301816814
decent, prescribed: 0.204434191794
useful, welcoming: 0.877364111799
connected, fairly: 0.56763291118
awaited, conservative: 0.389924663799
improbable, it: 0.596799921536
disposal, emblematic: -0.015628399575
enchanting, sublime: 4.27090372918
progressive, safest: 1.05533364824
expandable, supportive: 1.38474654042
aging, obligatory: 1.02363943359
modified, mostly: 0.092102744204
freezing, ineligible: 0.921162582704
prevalent, two: 0.389865003576
enough, pleasurable: 0.80080329014
multifaceted, unfathomable: 1.38054498652
most, ruined: 0.685599672708
flashing, misleading: 1.04533861837
cheery, inconclusive: 0.847249283091
deepest, scant: 1.58449491423
distressed, lonely: 1.90333918182
missy, non-self-executing: 0.0
noisy, stunning: 0.992704181033
newer, perfectly: 0.003129790767
innumerable, unreliable: 1.66614750952
determinable, uniformed: 0.352573884347
faster, slick: 1.41701671608
crazed, okey: 0.78976870038
home, trashed: 1.09394915021
entirely, fraudulent: 0.475580306976
knowing, timely: 0.548184361672
certainly, likely: 1.64508601338
annoyed, laudable: 0.884670591168
schizo, worthwhile: 0.654668813979
lost, snotty: 0.402881725508
damaging, social: 0.287272130794
usual, well-managed: 0.0
primarily, well-targeted: 0.0
disjunct, moving: 0.554712430368
part, volatile: 0.541063499486
first-class, tolerable: 0.0
dead-on, remarkable: 0.0
humbled, regularly: -0.211563938158
acceded, representative: 1.20513118549
bygones, fake: 0.331369047627
brillant, newer: 0.060048897603
rare, refundable: -0.398518366224
co-operation, ionely: 0
bold, bone-dry: 0.0
alien, six-year: 0.0
ail, novel: -0.200846651244
