fearful, sobering: 1.47334043333
actively, laudable: 0.817837652093
constrained, timely: 0.482451183294
legit, weak: 1.28615574318
practically, thought-out: 0.0
chickenshit, suicidal: 1.14578953196
between, meritorious: -0.2859507783
annually, finest: 1.10129917081
proactive, usable: 0.746694071504
last-minute, observed: 0.0
facilitated, lovely: 0.355491448836
cancelled, centralized: 0.0
blunt, compelling: 1.33128641026
difficult, taken: 0.595621526533
boundless, hysterical: 1.36632243439
horrific, inquisitive: 0.287227961526
astonishing, mum: 0.608055017294
delay, iilegal: 0.0
preposterous, sleepy: 0.80496335446
deep, well-done: 0.0
helpful, senseless: 0.971484203239
internationaux, painful: -0.207716346631
bankrupt, contemporary: 0.332166379666
single, unfettered: 0.597393496813
tom, worst: -0.471719500689
human, nathan: 0.261672555183
independent, intimate: 0.942319393833
irrational, net: 0.032199267475
charged, crippled: 1.00941447904
crowded, imperceptible: 0.693037688975
differently, welcome: 0.483304769867
happiest, work: 1.09250703666
prettier, vegas: 2.69753031694
latter, meaningful: 0.55682193612
