terse, try: 0.19331108423
entirely, thought-out: 0.0
relevant, soothing: 0.727532681335
edible, more: 0.013273567181
rigorous, uncomplicated: 1.68697475851
acknowledging, pitiful: 0.209304322168
finally, sonny: 0.794963144549
anxious, successful: 1.01409508429
inexpensive, similar: 1.01594478719
exhausting, illiquid: 1.66321363107
nosey, pronounced: 0.0
fairer, mid-sized: 0.0
evil, existing: 0.075388657691
try, whassup: 0.705977832352
fatal, likable: 0.815398488988
dissimilar, unexpected: 1.68084210659
bulletproof, sketchy: 1.63498498859
turned, unavailable: 0.449638212936
need-to-know, up-to-date: 0
freely, given: 0.681318402501
initially, morbid: 0.466487785236
distinguishable, odious: 1.43240055994
arbitrary, unidentified: 0.243685853797
flexibly, long: 0.365051977098
drastic, jumpy: 1.11558572055
sublime, vain: 1.49712775735
longest, scientific: 0.100609911877
remote, written: -0.342667654487
magnificent, uncomplicated: 1.37936383621
jump, value: 0.009150873185
far, north-east: 0.0
impressive, rarer: 1.30707855789
ill-defined, ok: 0.0
hither, topic: 0.363296310873
humiliating, readyto: 0.488966451638
migratory, strengthened: 0.379493287959
stir-crazy, tougher: 0.0
customary, pricey: 0.983450231301
added, injurious: 0.052518389775
sympathetic, thorny: 1.76380044042
alright, heights: -0.276115189112
opportunity, scanty: -0.330235331549
agreement, canceled: 0.748391064713
gross, repugnant: 1.7660349851
inexpensive, unimportant: 1.42964732902
astonishing, guaranteed: 0.954693067831
issue, momentary: -0.375488457533
experienced, feisty: 0.722722428897
disconcerting, formal: 0.917384896912
reduced, touchy: -0.093347915189
cumbersome, physical: 0.805710713481
noticeable, refusal: -0.336846411744
1st, cultural: -0.250309496535
nominal, self-employed: 0.0
blind, broader-based: 0.0
spectacular, unrestricted: 0.567686482207
low, overkill: 0.595037296152
mainstream, subtler: 2.03824342251
practically, slow: 0.0991269238
careless, refrigerated: 0.020429065935
handsome, prompt: 0.454402304175
objectionable, shitless: 0.390547189089
sincere, stress-related: 0.0
hardest, still: 1.35526108046
lengthy, yesterday: 0.747277784617
cancelled, sustainable: 0.0
determined, referenced: 0.759973722077
egotistical, inspiring: 1.53426617001
abysmal, awol: 1.98034823395
education, unsettled: 0.109796841793
distribution, ridiculous: -0.140060483967
credible, stringent: 1.77305964738
plausible, populated: 1.22294665441
high-ranking, splendid: 0.0
thorny, unacceptable: 0.531808103523
emotive, professionally: 0.521593995433
acceptable, awesome: 1.34444858045
technological, typically: -0.159110142928
cheapest, oldest: 2.84170020011
fucking, nauseous: 2.55837038729
merciful, worthy: 1.99076163969
complete, three: 0.950213410568
fearful, unproblematic: 1.01194963717
need, private: 0.580200945635
despicable, transitional: -0.207370602632
back, fairer: 0.993093679203
extensive, prime: 0.254160583288
perfect, related: 0.303826391906
lawful, manageable: 0.749589183788
positively, unaffordable: 0.330422154153
obtainable, seriously: -0.110995001251
evening, reiterate: 0.593777236359
popular, weil: 0.13307144707
expressly, tom: 0.04633872539
grievous, resident: 0.286268966335
admitted, persistent: 0.741710827428
fulfilled, suspicious: 0.125531231158
conventional, flaccid: 1.84715995679
oral, safest: 0.449086720884
desolate, destabilizing: 1.14429546377
callous, left: 0.927542646564
absolutely, homosexual: 0.960639123159
problematical, twenty: 0.574800968652
co-operative, healthy: 0.0
underlying, well-developed: 0.0
cleared, infeasible: 0.217494566339
generally, rank: 0.992951650899
abused, frantic: 0.124856721174
goodto, lovable: 0.0
attractive, friends: 0.65507698037
amazed, bastard: 1.05152615621
acknowledged, enlightening: 0.583549729224
pro-poor, spotless: 0.0
shiny, well-prepared: 0.0
almighty, inspirational: 1.7190321497
impeccable, phenomenal: 3.48975072692
targeted, voluntary: 1.07961372395
permanently, well-tolerated: 0.0
justifiable, wack: 1.38891200661
grim, indigent: 0.798695282214
informative, snotty: 1.04606437849
academic, well-respected: 0.0
cynical, present: 0.530215982701
exceptional, periodic: 0.326625169713
appreciable, manifold: 1.99536635376
anti-constitutional, discriminate: 0.0
-just, briiliant: 0
dynamic, speaking: 0.07943863772
friendlier, undetermined: 0.45976174287
darn, prosperous: 0.978360735384
closed, opportunity: 0.635092695977
late, startled: 0.736928211837
shitty, understanding: -0.092335228353
intensive, keen: 1.18750076517
gaunt, met: 1.32346340433
integrated, screwy: 1.09676877972
specified, true: 0.695444555382
better-looking, hiv-infected: 0
fulfilled, unsavory: -0.263986742713
regrettably, stupid: 1.3748523048
chloe, indicative: -0.186201123103
abnormal, allergic: 3.21990215028
merciful, smug: 2.30234535607
dreadful, settled: 0.576385671931
ambitious, thirsty: 1.31191872576
alarming, folks: 0.274599031104
possibly, shortly: 0.73790890333
noticeable, substantial: 3.05773695096
demented, unwarranted: 1.40448107302
sexy, welcome: 0.438742380818
perpendicular, technology-neutral: 0.0
predictability, somewhere: 0.676569663571
multi-ethnic, sixteen: 0.0
butthead, efficacy: 0.142672878203
matched, systemic: -0.230194928694
affirmative, differently: 1.2781412444
inevitable, purty: 0.618373022723
badly, erected: -0.268348510121
administered, hurtin: 0.134017163774
max, rude: 0.283748942783
acceding, all-round: 0.0
historical, pivotal: 1.54823524345
nearly, simply: 0.435711602424
convincing, super: 0.516370239529
gone, malignant: 0.465254218891
lamentable, surely: 1.64328391266
dirty, trivial: 1.71568038847
low-skilled, mutual: 0.0
creepy, foolproof: 1.7869747308
dynamite, graceful: 0.45387851302
morbid, omnibus: 0.382908675553
accelerating, fried: -0.307777734783
alia, intriguing: 0.198762591317
strict, viewable: 0.783898146541
korea, unfounded: 0.024543429819
overjoyed, scaleable: 0.839346267504
scarce, stout: 0.918841133485
north-east, rusted: 0.0
fourth, minimal: -0.144918159328
longer, loving: 0.571456593047
tabled, triple: -0.02338393693
blinded, industrialised: 0.0
however, pressing: 0.834871434155
added, aforesaid: 0.306880868399
disappointing, preponderant: 0.22749060248
pitiful, stumpy: 2.29002011919
fairly, understanding: 0.706332903842
anymore, tom: 1.03218445271
believable, conservative: 1.30695392036
handy, inter-connected: 0.0
exciting, triple: 0.73257058983
occupational, proper: 1.55154716662
lately, stumpy: 0.606122352738
accuracy, safest: 1.04194330411
disproportionate, legality: 1.24667785937
doomed, peripheral: 0.674928249536
precise, value: 0.880637464938
annoyed, careless: 2.92549896829
on-going, requests: 0.0
conventional, dreamy: 0.655543278154
do, necessary: 1.4688733215
dressed, wide-open: 0.0
hurtin, tragic: 1.29508552986
steadfast, then: -0.111381939298
nigh, victorious: 1.37375792786
defeated, merely: 0.076646422347
populous, simplistic: 1.59972271751
-me, narrower: 0.0
believable, satisfactory: 2.07430297365
demented, tell: 0.652786422065
fatal, monthly: 0.04323892776
mid-, race: 0.0
considerable, ordinary: 0.381525227186
alternate, explained: 0.817119283443
blow, precise: 0.109214652658
idle, tall: 0.95798582806
responsibility, weaker: 0.565540108276
aware, industrialised: 0.0
holistic, transitory: 1.63930590081
small-scale, steeper: 0.0
publicly, ridiculus: 0.115938988299
maintained, negligent: 1.08521287105
aforesaid, dear: 1.56940025785
allright, stupid-looking: 0.0
insubstantial, present: 0.665249344718
modern, morbid: 1.73535055633
kosher, private: 0.715481656462
over-optimistic, self-evident: 0
defunct, sizable: 0.714906259589
darling, well-maintained: 0.0
cuter, primordial: 0.791561018592
added, defenceless: 0.0
handed, irrational: 0.396028815743
cloudy, yummy: 1.67114112864
inescapable, starker: 3.7856431618
asleep, stimulating: 1.18810402638
adjusted, someday: 0.475684332908
bigger, suited: 1.60417385914
baby-sitting, gigantic: 0.0
squat, unnatural: 2.09975200053
concise, reai: 0.0
happening, ionely: 0.0
huge, hunger: 0.69471159389
basic, forthcoming: 0.019631164919
happening, wanna: 1.53965383343
automatic, fuzzy: 0.832757871006
boy, wack: 1.16377065099
tougher, unhappy: 1.48084798451
away, explained: 0.501020184378
dissimilar, sing: 0.822415301765
gandalf, marty: 0.0
countless, whatever: 1.33281150412
better-quality, perverse: 0.0
begin, random: 0.840517738192
listed, worrying: 0.092612002469
2nd, complementary: -0.284583290024
egregious, nathan: -0.201794992017
primarily, unequal: 0.78298115347
heavy-handed, incidental: 0.0
hardworking, worst: 0.727036485018
settled, stylish: 0.667506283885
brittle, geographical: 0.09925958757
estimated, minus: 1.34184643396
interoperable, om-mazing: 0.0
housebroken, losin: 2.40838074526
chosen, standing: 0.621894228305
blameless, underway: -0.462799343598
focused, ignored: 1.54395015225
deductible, neglected: -0.278037718529
incidental, realizing: 0.463864947203
dedicated, terrible: 0.458855596635
identified, predictability: -0.100888120772
patchy, questionable: 2.3670475963
chloe, endearing: 1.43044602261
precious, sicker: 0.235761940368
commitment, info: 0.141543610637
described, tedious: 0.806346600208
holier, internal: 0.568516175642
freer, good-iooking: 0.0
regretful, unnerving: 2.52308582028
nut, well-founded: 0.0
fragmented, smarter: 1.44530495613
cool, follows: 0.080402628839
recheck, weighted: 1.53213129471
cattled, colossal: 0.0
exempt, fraudulent: 0.896865767841
infallible, technology-neutral: 0.0
adaptable, overemotional: 0.7511776904
alike, reinforcing: 0.387643067782
differently, moron: 1.50462505064
least, merry: 0.284168856986
patient, tolerable: 0.629619156874
delicious, hardto: 0.395548053554
mediocre, wide: 0.712619434901
five, impermissible: -0.083398880044
history, magic: 1.02439919772
built, genius: 0.267084092586
ensuring, unspoiled: 1.12554460363
naughty, optimistic: 0.521050518152
divergent, divine: 1.90062379803
commenced, unprecedented: 0.888211146343
bureaucratic, unprofessional: 1.9816695771
counter, sappy: -0.476576563545
material, safeguarded: 1.24647675856
affixed, professionally: 0.619211720329
concrete, unchangeable: 1.40159448922
disputable, mechanical: 0.787831694324
obliged, protracted: 0.650632070966
comforting, realisable: 0.0
honest, sadder: 1.41002974279
self-sustaining, stoned: 0.0
luke, two-pronged: 0.0
definitive, unofficial: 1.85379952098
laudable, spooky: 0.967950297334
amended, predictable: 0.429406361512
substantial, unconventional: 0.616763956863
know, wish: 2.00421247304
foremost, unprecedented: 1.09800964473
resolved, self-explanatory: 0.0
objective, unoccupied: 0.194660620755
implacable, susceptible: 0.812432392148
commonplace, slower: 1.07805848907
psyched, troublesome: 0.800445129813
right-handed, well-documented: 0
innumerable, watchful: 0.995333738946
altered, irregular: 2.24466268709
ail, away: 0.300255539766
consolidated, key: 0.705455379108
aforesaid, ample: 1.41734011036
financed, magnificent: 0.457305319169
interminable, unsuitable: 1.61756362045
interactive, l: -0.215756664548
abolitionist, collective: 0.952157711168
authentic, medium: 0.97941095714
badly, sublime: 0.554667986106
repugnant, woken: 1.06855571434
massive, regular: 0.467072626728
meritorious, witty: 1.10299993809
indispensable, technical: 0.899110236298
disposal, intermediate: 0.614708478611
galore, genuinely: 0.637367980931
primordial, weil: 0.41423503185
immaterial, non-partisan: 0.0
fluid, provision: 0.578507775482
iil, tan: 0.0
paramount, suck: 0.654875274433
harder, welcoming: 0.135692294727
charming, incredible: 1.33310430821
cloudy, useless: 1.45405057155
confrontational, interest: 0.566577068723
hooked, shaking: 1.55259574217
aggressive, withdrawn: 0.535077189685
derisory, vicious: 2.80426738339
emaciated, undetectable: 1.36492266326
primary, selfevident: 0.0
north-east, unlikely: 0.0
corresponding, improved: 1.44660622268
trained, voluntary: 0.920973713721
impressed, lye: -0.584916936177
internationaux, lazy: 0.18519887615
admitted, collective: -0.062285831153
dishonest, understood: 1.2122282615
listed, phat: -0.124353537332
continual, thrilling: 0.38353418078
erroneous, tangible: 0.809942169528
dirtier, unsafe: 2.7259710256
filthy, open-ended: 0.0
limited, systematic: 0.383792336303
concerted, snappy: 0.678657858219
northeastern, panicky: 0.627295061454
benign, eco-friendly: 0.0
complementary, delighted: 2.33647254776
gracious, systematic: 0.367208460236
largely, rusty: 0.316648073809
discussion, well-controlled: 0.0
heard, overambitious: 0.101262699972
lead, satisfactory: -0.183564267999
disastrous, magnificent: 1.98080975018
genuine, naive: 2.02474208538
distraught, self-executing: 0.0
carefully, starved: -0.191190500346
compassionate, parallel: -0.175582515263
modernized, whatever: 0.096146461187
mum, opportune: -0.398269957289
clean, well-deserved: 0.0
supportive, tedious: 0.752029298908
crippled, strange: 0.72722311129
degrading, neglected: 0.844602925943
clean, two: 0.281130532628
instable, invested: 0.359122083093
shaun, trashed: 0.375661341546
messy, vigorous: 1.42914302687
capable, well-targeted: 0.0
commenced, undetectable: 0.185033567655
left, unconditional: 0.333044647572
alternative, sorr: 0.0
annoying, raison: 1.10464539449
jump, narrower: 0.964214872015
comprehensible, moist: 1.13931196028
rigorous, stupid: 0.459752322691
essentially, undeniable: 1.26329436851
freest, insane: 1.7545565171
horrid, relaxing: 0.383650879312
impoverished, multicultural: 1.53186138682
miniscule, tiresome: 0.95306673391
feisty, miniscule: 0.499944530811
compelling, sincere: 1.78139727879
thready, tighter: 0.557923862615
much, sleepy: 0.786807553506
proportional, ridiculus: 0.778957332356
checked, superior: 0.305050288072
integrating, staggering: 0.011597951463
going, vice-chairman: 0.0
lofty, steadfast: 1.94148590542
executory, germane: 3.70482847031
initially, stronger: 0.838946641583
booked, currently: 0.563420974691
environmental, painful: -0.342836754061
good-iooking, palpable: 0.0
hardto, queer: 0.366732755337
centralized, explicit: 1.41015681479
educational, ridonc: 0.0
cozy, overflowing: 1.5709799089
imperceptible, unpopular: 1.00740259468
briiliant, self-aware: 0
complementary, dormant: 1.17196523621
hour, quadruple: 0.95816363378
co-dependent, find: 0.0
bigger, unoccupied: 0.745121877543
extraordinary, paranoid: 0.46435841354
convincing, wide: 0.302170612076
firstly, thirds: 0.509891624052
ensure, planned: 0.499972701131
historic, self-conscious: 0.0
appalling, re-established: 0.0
lamentable, opportune: 2.46964941466
singular, time-consuming: 0.0
lame, whar: 0.0
clare, omnipresent: 0.148609780006
legitimate, widening: 0.427094893539
realist, subject: 0.856472357664
prohibitive, thirteen: -0.777455341477
charmed, concerned: 1.05148983872
corrigendum, require: 0.749551883445
nuts, productive: 0.721427258244
defunct, northern: 0.713519923158
fascinating, revised: 0.325648412855
ail, uncomplicated: 0.703056706214
over, softer: 0.005956131666
queer, undeniable: 1.08955541815
friendly, intriguing: 0.937782101185
insubstantial, integrated: 0.459014811051
encouraged, symmetrical: -0.28312230028
interested, meaningful: 1.63556180031
dreamy, shorter: 0.636575984071
iike, understood: 0.0
non-specific, us: 0.0
hilarious, legendary: 1.4764953758
anxious, expanded: 0.089119740699
firmer, salient: 0.710300634885
-ready, predominantly: 0.0
anymore, realizing: 1.50158343378
cabbage, enforceable: 0.261065451242
permanently, permitted: 0.972922498843
