adapted, marketed: 2.89288611474
grievous, youth: 1.05133962805
change, patronizing: 0.424181860382
empowered, frigid: -0.284879902166
elite, thin-skinned: 0.0
recurrent, wierd: 0.77687537173
lazy, prior: -0.049446920726
counter, sir: 0.709496683425
onerous, theoretical: 0.879481107086
accessible, prouder: 1.59277260077
foxy, inconspicuous: 1.78799509284
kidding, notorious: -0.166042433698
mainly, negative: 0.991270704671
fair, flaccid: -0.359230710186
indiscreet, monitored: 1.36996390281
-good, tailor-made: 0
interest, valuable: 0.690962815838
narrower, one-sidedly: 0.0
boy, permanent: -0.002013429122
nutty, sweeter: 2.73542590441
all-round, visual: 0.0
consulted, ultra-hazardous: 0.0
collective, worth: 0.839969835229
charged, rigght: 0.0
topnotch, undamaged: 0.351121170492
broader, topnotch: -0.096259733934
entertaining, jumpy: 1.54364121143
hazardous, inclusive: 0.495481451622
flicka, short-lived: 0
forlorn, scarlett: 0.805553727813
close, flaccid: -0.200469182932
nonsensical, toast: 0.594076292196
gruesome, related: 0.666996176798
serene, well-trained: 0.0
acknowledging, evolving: 1.1271448154
long-range, screened: 0.0
awesome, named: 0.874251701736
contestable, distributed: 1.15982913382
courteous, fluent: 3.97231990387
dandy, direct: -0.314808028684
impressed, prohibitive: 1.44311713834
all-important, material: 0.0
liable, multi-dimensional: 0.0
ferociously, published: 0.359602801587
accustomed, thereto: 0.306572366091
delay, snappy: 0.299098722146
organised, super: 0.0
cattled, course: 0.0
greener, important: 1.44376815334
evident, mild: 1.2030291559
abused, coast: 0.448964088476
above-mentioned, designed: 0.0
essentially, surprised: 0.179315364344
leveraged, succeed: 0.562665282481
meagre, skilled: 0.0
hope, unfortunately: 1.7500634868
indicative, sleeping: 0.454954657456
dreadful, homicidal: 1.41158165998
ugly, unaltered: 0.902054768199
increased, lukewarm: 1.26054867896
addictive, asian: 0.221556344432
hands-on, overwhelmed: 0.0
inestimable, well-represented: 0.0
apposite, statewide: -0.435736466393
down, updated: 0.053368301595
immense, preponderant: 2.01681870338
genius, time-consuming: 0.0
constructive, over-the-air: 0.0
archaic, disruptive: 1.46694098686
reasoned, undetectable: 0.089866770368
endemic, perpendicular: 0.22109953469
feeble, functioning: 1.08185302812
ggood, ignored: 0.0
ominous, under-age: 0.0
-lncredible, announced: 0.0
clearly, inconspicuous: 0.455938468022
delighted, weird: 1.06325962265
effectiveness, ggood: 0.0
morbid, useful: 1.54059832893
manifest, simple: 0.557331772393
discreet, in-house: 0.0
manifest, squeamish: 0.361402104983
co-operate, cruellest: 0.0
life-threatening, supplied: 0.0
individualized, well-received: 0.0
glorious, unjustifiable: 0.894955307412
barmy, hiv-infected: 0.0
alert, use: 0.618597027301
contained, working: 0.382614462286
contemptible, pristine: 1.3389384548
between, exhaustive: 0.014294052915
bloodied, ioaded: 0.0
operated, rarest: -0.786458938555
concrete, deductible: 1.00879096015
ma, positively: 0.113575444866
married, persuasive: 0.538922997438
muchfor, overflowing: 0.0
immutable, integrated: 1.40292522958
soaring, wide-ranging: 0.0
disposal, wondrous: 0.708331879202
strongest, underprivileged: -0.052947938551
rescinded, vocational: 0.984783964201
counter-productive, unpleasant: 0.0
disastrous, indefensible: 2.84607248862
sunnier, surer: 3.93221075638
latest, right-: 0.0
classified, nothing: 0.457981624027
participants, welcomed: 0.392116746957
accessible, stone-cold: 0.0
cleaner, pointless: 0.211352008956
efficacious, viable: 3.64657606127
christian, inefficient: 0.303619068881
darker, unused: 0.491046630279
religious, time: 0.245370451852
latter, reyes-torrena: 0.0
time-sensitive, transparency: 0.0
snotty, surprising: 0.745589887517
contaminated, wealthy: 0.400487345674
exhilarating, unsavory: 1.44038181007
egotistical, progress: -0.115920746398
dreamy, mainstream: 0.700836533885
commitment, of: 0.0
managed, trashed: 0.660292170985
certifiable, urgently: 0.451485146035
aroused, unbiased: -0.124116468748
traded, unequivocal: 0.869668695805
premature, shit: 0.419872227868
genuinely, screwy: 0.716387139765
faulty, self-aware: 0.0
inconsiderable, tell: 0.256046328191
divine, longstanding: 0.524336709619
considerably, well-structured: 0.0
seamless, thirsty: -0.176698498928
educational, plenty: 0.602605558335
net, well-balanced: 0.0
clean, grown-up: 0.0
compact, lightweight: 3.95914402031
insurmountable, registered: 0.804245578643
ill-conceived, trashed: 0.0
final, observant: -0.146031022609
all, frustrating: 0.937906643327
previously, way: 0.292674292786
beter, unhelpful: 0.214887979049
precarious, unavailable: 1.24953123679
house-trained, physically: 0.0
paradoxical, untraceable: 1.10013961776
content, obligatory: 0.647717598035
east, foreseeable: 0.434465410914
intended, wing: -0.304956888432
iilegal, rarer: 0.0
sixth, splitting: 0.872468548544
clarify, estimated: 0.091947076739
2nd, fake: 0.316135514203
interest, loco: 0.75039358905
boundless, unfortunately: 0.333203941607
breathtaking, unfriendly: 0.839075339378
inescapable, unfit: 1.33050085609
exceptionally, standardized: 0.438361814892
warmest, yellow: 0.342294306935
rock-solid, woolly: 0.0
almost, pricey: 0.618879714271
lucid, psyched: 0.817714186077
delicate, huh: 0.641206361759
issued, prevalent: 0.426866864041
consideration, knowledgeable: 0.624344645811
dependent, insolent: 1.24711463474
common, erected: -0.137475611886
stopped, tempting: 0.199316664317
reported, statewide: 0.870878754726
mediocre, others: 0.441253867646
clear, disappointing: 1.21473148412
cruellest, pitch-dark: 0.0
lackluster, violated: 0.513791908319
demanding, stay: -0.076976930719
abolitionist, informal: 1.22804656483
disappointed, seductive: -0.456198627486
dangerous, outnumbered: 0.640827615736
formed, responsive: 1.1048633708
nonexistent, repulsive: 1.7572799248
for, yourself: 0.308480467476
scarlett, unavailable: -0.338795957763
disposal, laughable: 0.37140452387
mid-, self-serving: 0
absent, hlv-positive: 0.0
ambitious, incalculable: 0.597953942897
northeastern, physically: 0.2636229574
okay, promptly: 0.63182193958
carsick, proven: -0.186894621452
opportune, require: 1.00488398881
prestigious, well-established: 0.0
tan, well-lit: 0.0
temporary, underage: 0.904126693072
day, gentle: 0.327385081751
fully, laborious: 0.312428924525
all-round, dry: 0.0
adaptive, uncompetitive: 0.757768428082
agreed, divided: 1.42333267633
business-friendly, macabre: 0.0
childish, transient: 0.448210667315
high, resistant: 1.14170414046
notified, utopian: -0.349966857946
attractive, verify: 0.334660386914
physical, pretty: 1.00636016156
creative, supplied: -0.191224330406
highest, resolute: 0.515620489467
malignant, subject: 0.484186998249
manifestly, nice: 0.118409400068
strange, terse: 1.79055585641
amazed, ethical: 0.223620689493
passionate, upper: -0.46416694903
comprende, expedited: 0.260406813958
private, south: 0.570653563757
perpendicular, rugged: 1.46649096545
-ready, sixteen: 0.0
instable, timid: 0.89978329254
strictest, unendurable: 1.50005091275
modernized, wider: 1.2248059339
apart, innumerable: 1.15522210508
do-able, useless: 0.0
refreshing, vice-chairperson: 0.0
horrendous, sporadic: 1.51936877843
illiquid, softer: 1.13315027844
creation, shit: 0.287045601454
comprehensively, five: 0.515637066294
obligatory, otherwise: 0.595685083757
apposite, persistent: 0.492130612318
impeccable, strangers: 0.47490146558
created, expensive: -0.068548838177
clare, subtler: 0.008807473187
firm, increased: 0.50360488536
marginal, paramount: 1.09326216319
dead, unmistakable: 0.981941506083
predominantly, victorious: 0.136294797136
bonnie, oriental: 1.58946162025
attractive, though: 0.686515322879
abolitionist, alive: 1.16921582436
inconsiderable, self-sustainable: 0.0
meritorious, wide-open: 0.0
largest, unimpressive: -0.015979198008
brutal, no: 0.438818787485
hence, illiterate: 1.31172855736
encompassing, informative: 1.66195542276
anything, non-exclusive: 0.0
longterm, wrong: 0.764420412994
crude, novel: 0.366778969449
close, frustrated: 0.980081167667
beautiful, dismissed: -0.644563216546
blurred, multiple: 1.25736980778
limber, princess: 0.801149767755
even, science-based: 0.0
incredible, unspecified: 1.98114030282
hard, unfathomable: 1.21021159696
unidentified, win: 0.033766151692
implausible, reported: 0.104012218139
horrendous, touchy: 1.18057009489
persuasive, surer: 3.05486950009
north, strictest: 0.192977632318
adulthood, static: 0.597373623739
ago, wrong: 0.823996843823
nascent, sensational: 0.413086352153
eighth, liked: 0.534423856344
iegitimate, impenetrable: 0.0
plenty, unforeseeable: -0.001377712482
afraid, ideally: 0.285355169973
ok, overlooked: 0.525703569036
reduction, well-off: 0.0
roll, solid: 1.55240886615
all-embracing, difficult: 0.0
first, spaced: 0.24865178973
korean, self-conscious: 0.0
hurt, lively: 0.066876942728
multi-layered, understood: 0.0
awareness-raising, narrow: 0.0
fine, ongoing: 0.052390069596
false, upbeat: 1.73279847029
multiple, sick: 0.108035142818
moron, trained: 0.542409999013
cleared, come: 0.967171910036
afterwards, salient: 0.457872908545
pretend, shorter: 0.289654489559
reasoned, uncontroversial: 1.90670207807
clinically, frustrated: 0.063171097763
destabilizing, renowned: 0.026201043035
best, plain: 0.137434586658
amended, compliant: 1.77438462078
jeopardized, unable: 1.3860257742
determining, fulfilled: 0.816857972555
self-sustaining, unbiased: 0.0
obnoxious, reported: -0.213340152698
fourteen, suck: 0.453410828892
explicit, relaxed: 1.5576527764
approved, coast: -0.272878715388
boundless, combative: 0.890909087535
clarify, outrageous: 0.808464054682
non-competitive, psycho: 0.0
firm, transient: -0.455243555936
logical, principally: 0.869281340089
executable, over: -0.383020630452
doin, nonexistent: 0.748098490503
mandatory, sounder: 0.868663480968
afterwards, unharmed: 2.10247779481
delicate, fragile: 4.87743420645
dual, swifter: 1.21402975063
beter, damaged: 0.447229109776
early, enhancing: -0.071961895396
macabre, slow: 0.825767543771
afflicted, ultra-hazardous: 0.0
self-evident, updating: 0.0
cost-effectiveness, intelligent: 0.0
commensurate, gratuitous: 1.79677676973
!, interlinked: 0.0
irrational, sound: 1.00788247298
selective, soon: 0.381649859179
'sgoing, co-dependent: 0
primordial, speedy: 0.894582995382
below, rescinded: 0.536506852424
current, discrete: 0.577957603033
spoilt, unaffordable: 0.0
certainly, pleased: 1.24463744285
authorized, breathe: 0.151463102444
broken, rescinded: 0.916493133291
irrational, tired: 1.66677534467
unfathomable, whassup: 0.422741193083
funnier, round: 0.265598414005
preceding, related: 1.69345453603
jeopardized, underage: 0.925484476378
treacherous, witty: 1.09258861663
awesome, favoured: 0.0
admirable, neglected: 0.953719272751
hilarious, irrational: 2.04434247826
permanently, stylish: 0.162285110091
coherent, symmetrical: 2.49177182254
overheard, worth: 0.919758345322
archaic, fierce: 0.482367656049
enchanting, us: 0.713585166086
compared, condescending: 1.03185399743
pure, speedier: 0.456237851688
compensable, safeguarded: 1.71539837315
disrespectful, orderable: -0.090884793474
disingenuous, predominantly: 0.321478181356
darn, top: 0.809837091158
advantageous, commended: 1.30099448672
hollow, magical: 1.60108448455
provisional, unachievable: 1.00715951444
elite, stunning: 1.14944167439
enough, splitting: 0.571847436553
inter-linked, luminous: 0.0
disappeared, rampant: 1.60066550893
delirious, ideally: -0.337872920508
co-dependent, lethal: 0.0
headstrong, recognized: 0.12433116148
almost, dark: 0.687342670851
environment-friendly, rough: 0.0
able, flawed: -0.014684445615
repelling, well-filled: 0.0
affirmative, wild: 0.181161002671
scanty, updated: 0.488063776967
advantaged, fifty: 0.821760913388
multi-faceted, self-financing: 0
futile, vain: 4.94262146268
elle, irreconcilable: 1.06276284334
deep, marginal: 0.924067356125
forgiving, time-sensitive: 0.0
gravest, herein: 2.65180253964
inconsequential, sympathetic: 1.93294149243
dainty, extreme: 0.667201593315
amusing, cabbage: 0.885423376605
compensatory, relevant: 1.04138076704
operated, whatever: -0.166187198357
comforting, unknown: 0.724287130461
forlorn, gifted: 1.79457863677
condescending, influential: 0.932264767094
here, sooner: 1.04714729051
static, weary: 0.528593287754
similar, unfeasible: 1.44284685289
contemplated, superb: -0.09347961621
!, renowned: 0.0
accelerating, lighter: 0.68770327257
safeguarded, suspect: 0.588288513873
david, wonderfui: 0.0
exorbitant, regrettably: 1.08346547147
mindful, riveting: 0.446493851752
starker, unequal: 3.08403221472
smarter, superficial: 1.44113129537
follows, geographical: 0.527746049766
adopted, wanna: -0.141383044193
freedom, secretive: 0.884791196655
enormously, various: 0.484274570165
mad, swifter: 0.495102517816
all-powerful, bold: 0.0
answerable, comfortable: 1.76103125866
attainable, well-formed: 0.0
celebrated, disappeared: 1.30134596286
dispersal, freely: 0.854193598955
unknown, working: 0.361868643916
futile, well: 0.188788219425
baseless, flexible: 0.583654697287
per, unlimited: 2.75469423796
conducive, outrageous: 0.821746138047
-ready, two-thirds: 0
apposite, variable: 1.55146558348
near, psycho: 0.19355509667
down, per: 0.955190129468
looking, spent: 0.783764260272
okay, viable: 1.12399506126
discrete, mesmerizing: 0.722016949582
aggravating, horny: 0.516972960106
insolent, simple: 0.691757917996
immediately, likely: 1.04082739952
facilitated, useful: 0.972225002965
religious, restful: 0.862048627099
authorized, certainly: 0.059607881397
intricate, sophisticated: 3.54173167383
away, uptight: 1.03804945617
dim, finished: 0.069028622967
eighth, triple: 2.25400117638
interoperable, wrecked: 0.452035109539
disposal, painless: 1.09441609463
crystal-clear, justification: 0.0
empowered, well-managed: 0.0
exceptionally, universal: 0.092785806702
above, regrettable: -0.160941682765
opened, parallel: 0.619716081119
christian, focussed: 0.908523122462
fierce, unhurt: 1.34829840223
frantic, squat: 0.348773925713
micro, uncommon: 0.571307482686
confidential, nationwide: 0.17864598681
dre, twenty: 0.314218650734
forthcoming, psychological: 0.413362599367
heaviest, horrible: 1.6588428882
sappy, under-age: 0.0
-ready, smoother: 0.0
constantly, mistaken: 0.52942969466
latter, well-received: 0.0
a, enriching: 0.0
comin, far-reaching: 0.0
determining, magical: 0.303071806392
iittle, vigilant: 0.0
tan, toxic: 1.30453936816
complements, liquid: 1.35992823826
bastard, far-ranging: 0.0
adversarial, graduate: 0.040850859422
gratifying, material: 0.494345176367
elle, obsessed: 0.862108254544
ever, rad: 0.719943908016
profound, streamlined: 0.383584166795
authorized, specific: 2.06493102641
cooler, recurring: 0.134852917786
elusive, inhumane: 0.703787786044
mistaken, rather: 0.960726214509
beter, them: 0.70061296799
giant, interwoven: 1.11039647448
subsidized, subsidized: 9.62664582268
untrue, vulgar: 3.00560327775
likable, precisely: 0.781775988632
constrained, harmful: 1.21350406975
co-ownership, eventually: 0.0
feisty, noted: 0.237576694453
ferociously, legitimate: 0.536214584675
reinforcing, unprofessional: 0.430084271808
reduction, well-respected: 0.0
able, threaded: 1.05743153543
another, special: 0.749007739778
delicious, simplifying: 0.337208685726
so, unappy: 0.0
cost-shared, ill: 0.0
careful, neighbours: 0.0
entitled, trashy: 0.489206846738
battered, immutable: 0.252765858892
culpable, suicidal: 2.19907936714
main, scandalous: 0.155115509459
insane, vulgar: 2.16703151295
braver, educational: -0.10632166999
larger, well-educated: 0.0
contemplated, indefensible: 1.21027926314
gravest, quoted: 0.494627917644
batty, dotty: 5.7386237406
creative, unfettered: 1.76159788946
blameless, inequitable: 2.5881487737
possibly, troublesome: 1.16095926805
rusty, six-year: 0.0
pathway, solid: 0.554825989262
kosher, suicidal: 0.909704897214
shifty, written: -0.288042017802
fifteen, optimum: 0.721369786985
participants, pathetic: -0.559034028116
self-sufficiency, thoughtful: 0.0
pursuant, unhelpful: 0.753605491653
glowing, risky: 0.470637835446
conclusive, minimal: 1.22170478599
distinguishable, robust: 0.71012902769
cultural, seropositive: 0.491531217331
clarify, elsewhere: 0.38656192359
hysterical, safe: 1.18966057501
blinded, everything: 0.608938870752
plain, satisfactory: 0.075879894061
flat, retail: 1.08418323433
american, pertinent: 0.79872846516
accountable, socio-economically: 0.0
on-going, racked: 0.0
rather, sane: 1.10251313353
intact, shipshape: 2.93084072988
'sgoing, leveraged: 0.0
near, outermost: 1.46300954194
cordial, doctor: 1.01679785943
infamous, old: 0.457420189365
abolished, twisted: 0.226780900199
elementary, knackered: 0.111681132743
broad-based, conflicting: 0.0
trashy, undeniable: 1.03518593856
grimmer, underdeveloped: 1.83655614241
steeper, targeted: 0.736345647302
jurisdictional, marty: 0.157756865446
crucial, grown: -0.531070591855
dry, willing: 0.454394472451
filthy, provision: 0.500894180012
atrocious, daily: 0.396175268275
time-consuming, zesty: 0.0
long-lasting, sleepy: 0.0
daily, furthest: -0.227441519543
fake, lengthier: 0.23251153977
ineligible, right-: 0.0
flame-retardant, intelligible: 0.0
endearing, really: 1.04989820609
available, cost-shared: 0.0
repeated, unoccupied: 0.274864219552
patentable, way: 0.307243418549
manifestly, misleading: 2.09858355529
disastrous, warned: 1.45278885655
hurt, mysterious: -0.311483131232
bad-looking, harmful: 0.0
expanded, house-trained: 0.0
irregular, relevant: 0.87425929823
challenging, momentary: -0.569785118874
irritated, under-funded: 0.0
10, onerous: 0.0
fatal, slimmer: 0.055300920332
prompt, varied: 0.894469421497
deader, merely: 1.69368039413
loaded, pre-established: 0.0
fixated, unjust: 0.743622061163
sufficient, traumatic: 0.6570549977
embedded, outdated: 0.949573728664
interlinked, well-off: 0.0
handy, incorrect: 1.23359439063
frightening, impeccable: 0.795897282982
neat, numerous: 0.513177614337
stupider, unfilled: 0.120208988938
emotional, flat: 0.18447107048
state-run, thanan: 0
tenuous, unpublished: 1.20701835458
disappointed, efficacious: 0.522497076721
accuracy, friends: -0.332372279268
standing, tricky: 0.322319310718
mid-, permissible: 0.0
allergic, positive: 1.50972521559
anticipated, disgraceful: 0.477261317958
faster, intimidating: 0.438054205975
repealed, smokin: 0.975361166115
loaded, security: 0.589997309857
fruitful, prosperous: 3.3818726327
enjoyable, unlucky: 1.72067411037
granted, north-east: 0.0
crafty, well-established: 0.0
subsidized, tell: 0.382409742434
supportive, wealthier: 1.59640704611
horrid, internationaux: 0.185127969742
slightly, taken: 0.362719890911
continued, natural: 0.385726288106
fast, large: 1.026637341
pitiful, rough: 1.49682599889
modified, truly: -0.168412233402
inescapable, properly: 0.443986833541
twelve, well-written: 0.0
cuter, handed: -0.301569589599
addictive, hazardous: 3.3985900578
aggravating, frail: 1.78948138584
steep, unnecessary: 0.905111532424
chilly, vicious: 1.13858054867
difficult, frightened: 1.59407637739
commonplace, disquieting: 1.89914863981
christian, exceptional: -0.196607758262
foremost, self-sustaining: 0.0
awkward, encouraging: 0.69004690852
ingrained, these: 0.881421986052
generalized, noble: 1.05720927643
adjacent, sorry: -0.343779884908
in, terse: 0.206996423127
academic, interactive: 0.649852205589
notably, tempting: 0.955731872899
fierce, uneven: 1.80171928108
underway, undisputable: 0.010176725916
brief, demonstrated: 0.194417800976
impatient, speedier: 2.56310122977
lively, smaller: 0.717026791856
agreed-upon, standard: 0.0
ideally, than: 0.866859214166
incomprehensible, wonderfui: 0.0
legality, slender: 0.237169439745
fuzzy, thready: 1.72068866612
else, softer: 0.699485591874
away, ripe: 0.510517376628
necessary, proven: 0.944722943558
fortunate, insecure: 1.47682451692
adulthood, friends: 1.54193014382
overjoyed, toxic: 0.319687999416
darling, lousy: 1.77026263951
new, under-funded: 0.0
good, unendurable: 0.596068575171
commenced, painful: 0.124307316417
life-long, shut: 0.0
interlinked, risky: 1.48516365729
marty, way: 0.363259736587
shocked, wealthiest: 0.984742900825
excitable, screened: 0.043168676199
operated, similarly: 0.149841469908
complex, loverly: 0.210330108545
identifiable, primarily: 0.832744455345
stagnant, stupide: 0.0
s-sorry, sufficient: 0.0
jolly, vital: 0.250647241349
more, undesirable: -0.024691972529
delay, well-written: 0.0
autonomous, globalization: 1.69748853617
adapted, elongated: 1.30571301225
freak, unremarkable: 1.22572950695
hungry, polished: 1.12641787959
evey, obtainable: 0.823310869506
allright, sentient: 1.3749702276
prestigious, wasted: -0.185773045588
probably, righteous: 0.618516467386
cited, sixteen: -0.318317478265
non-self-executing, speedy: 0.0
adapted, prolonged: 0.327326390023
principal, salute: 0.069064245488
improving, usual: 0.601239483484
isolated, snarky: 0.089710544765
limp, paramount: -0.722856622184
smooth, stipulated: 0.532952813889
ageing, thought-out: 0
absolute, indiscreet: 0.307005866154
set, unprecedented: 0.399222650852
-so, mortal: 0.0
creditable, longitude: 1.30503234507
antagonistic, costeffective: -0.121499200242
denser, poppycock: 0.635147529232
divergent, nobler: 1.96302979391
annulled, unrestricted: 0.934619544367
ensure, suicidal: -0.570734424212
liable, toxic: 1.91428976872
apolitical, dumber: 1.20313981796
-lnteresting, interested: 0.0
shut, sized: 0.594074803595
ill, unavailable: 1.84929844183
apolitical, co-ownership: 0.0
comprehensible, dorky: 1.26662025686
continued, random: 0.451140946356
slim, very: 0.949764903792
nice, teeny: 2.10283951799
insufferable, medium: 0.516712686976
presentable, south: -0.123279085918
clear, odious: 1.09944316863
co-funding, forgotten: 0.0
administered, alternate: 0.432027813781
missing, strangers: 0.549223466938
liberal, modern: 1.46332104961
confused, indefensible: 1.97694065268
built-in, warmest: 0.0
common, longterm: 0.625987753347
dirty, spotless: 2.41347981459
informal, troubling: 0.513221279859
drunk, obscene: 2.30595272517
admirable, looser: 0.537041595709
ubiquitous, unpleasant: 1.19852436646
consulted, rad: -0.479418314392
adequate, peachy: 0.815051577837
better-educated, old-fashioned: 0
mechanical, ongoing: 0.71634708918
remarkable, shut: -0.152365357077
convincing, unoccupied: -0.18404654429
defined, greater: 1.48989581258
alone, unjust: 0.615204721522
giddy, uncomfortable: 2.43570363042
invested, north: 0.737434588906
disjunct, nonsensical: 1.85124875189
marvelous, super: 1.27018909895
pathway, succeed: 1.01337715404
facilitated, good: 0.163349666123
3rd, otherwise: -0.021406104538
baby-sitting, hiv-infected: 0
disrespect, miserable: 1.85513240521
eleven, functional: 0.261315748634
hardworking, no: 0.318971671144
clarify, planning: 0.451990214631
at, jump: 0.352136663442
antagonistic, genuinely: 2.04992069296
accurate, instructive: 2.03182541676
subdued, underway: 0.930840114618
chosen, sure: 0.640834950147
obscure, warned: -0.231709287218
15-year-old, ignored: 0.0
belligerent, blameless: 2.59864568165
adapted, unbearable: 1.04968550459
challenging, rampant: 0.431139672225
cattled, unlimited: 0.0
level, thought-provoking: 0.0
rock-solid, standing: 0.0
humbled, wary: 2.15114531624
north, offensive: 1.13977676819
cross, inside: 0.805346177281
predominant, previously: 0.234009900948
objectionable, shit: 1.42291923165
doctor, launching: -0.629629553424
heinous, pitiable: 3.32200715472
distinguishable, harder: 1.37277913802
fucked-up, recognizes: 0.0
married, topnotch: 0.317298476384
deserted, uneasy: 2.44722472819
odious, supportive: 0.479580626124
deductible, rarely: 1.11320217457
obtainable, optimum: 2.19148969863
hiv, searchable: 0.583528320027
fun, insulting: 1.20864734729
feisty, victorious: 2.24692075646
business-friendly, korean: 0.0
non-transparent, previously: 0.0
enormously, heterosexual: -0.00103377089
tan, upset: 0.456904410655
admitted, timed: 0.120361334629
problematic, unforeseeable: 1.6316328085
lethal, wanted: 0.103100538622
shut, terrorized: 2.27332620785
freer, phat: 0.331977972198
reliable, unremarkable: 1.36817342851
-, minus: 0.0
delirious, intelligible: 1.39118506599
finite, marginal: 1.46870315688
calm, disturbed: 2.47316614236
favoured, jam-packed: 0
serious, vital: 1.30499658215
beloved, unfeasible: 0.025506617414
careless, unresolved: 0.702848458106
remarkable, wrecked: 0.978025225466
reassuring, staff: 0.449938671146
mieux, solemn: 0.61953603541
oriental, similarly: 0.714534747489
gratuitous, presently: 0.153607211783
overall, topical: 0.077765342673
awestruck, participants: 0.507670913203
compulsory, mama: 0.418551165657
innocent, lukewarm: -0.17363735831
moronic, ok: 2.19774804145
documented, innocents: 0.803938713568
cool, well-targeted: 0.0
conscious, logical: 1.58102660309
determining, well-defined: 0.0
expressly, innocent: 1.04174400849
diverse, realistic: 1.37524896083
disorientated, nobler: 1.23069994676
pivotal, re-established: 0.0
move, sound: 0.44661648039
last-minute, smarter: 0.0
aforementioned, soaring: 0.406038705011
finest, wonderful: 3.62065216247
average, preponderant: 0.48421004342
jolly, terrific: 1.94295432318
awful, happy: 1.65868869338
democratic, implacable: 2.18920684732
overemotional, tiresome: 3.2501311019
faulty, so-called: 0.0
herein, value: 1.58415373767
discernible, horrible: 1.28637719642
conducive, mental: 1.49797546139
adaptable, erroneous: -0.342292120526
instable, odious: 1.74058477194
collective, loud: 0.862790447344
merciful, wasted: 0.769342454389
blurry, nosey: 0.0
cost-shared, vulgar: 0.0
competence, looser: 0.533360256933
ill-founded, inhumane: 0.0
spectacular, well-deserved: 0.0
antsy, hardto: 0.547466818443
fake, interoperable: 0.233378389698
overpriced, treated: 0.864790051891
disingenuous, ill-treated: 0.0
contradictory, typical: 0.660720846639
flawless, like: 0.916413185758
cleanest, re-appointed: 0.0
breathe, reconcilable: 0.327793647952
operated, outdated: 0.993826857717
self-explanatory, separate: 0.0
teeny, undetectable: 1.97763181256
demand-driven, scientifically: 0.0
classic, organic: 0.504693096062
installed, junior: -0.319092407098
gutsy, misused: -0.826770328669
hurting, progress: 0.230691627293
preoccupied, well-behaved: 0.0
afflicted, insecure: 2.18581039585
intense, safeguarded: -0.335781345273
registered, tighter: -0.00189683176
despicable, industrial: 0.684445371904
dreamy, economical: 0.675082044041
heavier, lively: 0.796374280713
affluent, stringent: 1.59371667028
subject, well-organised: 0.0
seasick, young: 0.675932780264
subject, wholly: 1.29822807843
liked, meaningless: 0.219593590948
loving, self-sustaining: 0.0
neglected, whilst: 0.203523985639
dre, negative: 0.044325887436
sunny, welcomed: 0.629668747083
awkward, candid: 3.19473338713
magnificent, sixteen: 0.623530174454
decent, outgoing: 0.309880846248
deceptive, unprepared: 1.61789745532
lifelong, restricted: 0.470304380715
fourteen, satisfactory: 0.644177379766
pursuant, sublime: 0.370813863773
disrespect, slippery: 0.367835054031
crushed, interesting: -0.179316467179
fairest, handicapped: 0.624847165378
frantic, practical: 0.070304893516
education, implacable: 0.380566984468
fascinating, idle: 0.52817721378
freaky, pretend: 2.06909865408
nuts, swift: -0.443620072725
faint, hurting: 1.30345574377
perilous, wait: 0.679933619039
east, spectacular: 0.515015716899
concerned, unseemly: 1.48145250081
princess, unusual: 0.45534601634
released, weak: 1.06930739987
ever-changing, pissed: 0.0
droll, rogue: 0.797670854668
screened, urgent: 0.005466753907
info, multi-dimensional: 0.0
cosmetic, unoccupied: 0.737347942352
brand-new, relatively: 0.0
fools, wonderfui: 0.0
all-important, globalization: 0.0
impolite, topnotch: 0.179959207611
maintained, well-treated: 0.0
between, them: 0.247823527157
dandy, live: 0.414733315205
iike, improved: 0.0
necessary, offensive: 0.436433250079
automated, tricky: 0.812804800171
internal, spent: 0.379535860739
attentive, rather: 0.924152169511
mideast, provided: -0.916725183194
lazy, visible: 0.515890756332
fullest, thereto: 1.43788770512
defensible, pitch-black: 0.0
grand, youngest: 1.20208214045
ill-conceived, well-coordinated: 0
clearly, good-natured: 0.0
edible, incidental: 1.8038317012
agreed, calm: 0.566378966358
documented, open-minded: 0.0
elite, ruthless: 2.19353999843
deposited, prevalent: 0.657665802325
increasing, reckless: 0.514181105592
ill-conceived, unfettered: 0.0
educated, user-friendly: 0.0
horrific, insensitive: 2.54715931256
distracting, wide-open: 0.0
high-availability, resilient: 0.0
conscientious, frustrating: 2.08806026983
all-inclusive, illiquid: 0.0
indebted, madness: 0.427122697873
bone-dry, enlightening: 0.0
first-class, happened: 0.0
singular, unaware: 0.532596297532
being, state-owned: 0.0
immaculate, seriously: -0.257492573364
all-inclusive, confrontational: 0.0
between, going: 0.651881676816
cosmetic, southwestern: 0.486590531836
3rd, rather: 0.276956643987
heated, wrecked: 0.927987646639
overburdened, untapped: 1.77438546936
expressly, worse: 0.227689517357
instructive, uninsured: 0.33288087015
antagonistic, treated: 1.05587485678
outnumbered, sweeter: 2.10523241709
estimated, tight: -0.101934198689
geek, sorry: 1.26938903704
repeating, top: 0.438151025791
patent, whilst: 0.876250148907
stocky, whatever: 0.064083838251
mainstream, multi-threaded: 0.0
insignificant, well-respected: 0.0
trashy, useful: 1.19728156208
opening-up, sensible: 0.0
disabled, prevailing: -0.42206239927
relentless, self-explanatory: 0.0
celebrated, desolate: 0.904850098463
