tenable, unlawful: 2.23957690806
insatiable, simpler: 0.164486131603
uh-huh, welcomed: 0.0
stupid-looking, unequal: 0.0
magnificent, universal: 0.937704406644
breathtaking, ineligible: -0.47986138873
-sorry, beautifui: 0
monthly, wise: 0.27148841367
advertised, idle: 0.86269067538
fucking, unspecified: -0.26988668227
awake, simplified: -0.522523981618
seropositive, stifling: -1.18554344018
cattled, minus: 0.0
isolated, trashy: 0.597735461685
alia, with: -0.291960270656
costlier, this: -0.031894867604
emaciated, inconclusive: 2.86688689297
diverse, trite: 0.8175424715
educational, old-timer: 0.0
danger, implacable: 1.04297852537
gravest, unaffected: 0.783387394852
immense, stimulating: 0.923960212279
marketed, starved: 1.09870925677
lastly, user-defined: 0.0
holy, ravenous: 1.05366794685
tighter, top: 0.961254595767
note, obvious: 0.853364011716
alternative, hurtful: -0.273145342742
immense, seminal: 1.62317406008
abundant, rampant: 2.76640936249
academic, erected: 0.220435694378
double, possible: 0.225246198136
impermissible, supra: 3.26395780314
previously, sincerely: 0.388916359972
exaggerated, renowned: 0.634215304845
better-iooking, predominant: 0.0
flawless, untapped: 0.919433151229
state-of-the-art, tedious: 0.0
dressed, widely: -0.281074966643
adversarial, seventh: -0.359247391959
pressing, question: 1.81929201726
adversarial, co-ordinated: 0.0
axiomatic, isolated: 1.46008896063
affordable, experienced: 0.802145202267
faint, uptown: 1.43343992878
bad, refusal: 0.146890813275
standardized, uncomplicated: 1.45921224749
common, common: 7.02121496045
grieved, running: 0.235831935561
alternate, brainless: 0.25625506945
asleep, intractable: 0.806550723508
need-to-know, psychological: 0.0
honourable, rising: 0.0
mum, represented: -0.424860968023
increasingly, pro-choice: 0.0
narrower, overlooked: 0.89018483708
redeemable, savage: 0.385948722502
adjacent, illustrative: 0.539937649464
amazing, unprofessional: 1.43988879084
crummy, doubled: 0.19144210714
addition, vigilant: 0.589503525523
losin, opening-up: 0.0
appreciated, parched: 0.577602005588
accustomed, thought-provoking: 0.0
government-owned, medical: 0.0
relieved, self-explanatory: 0.0
justified, simpler: 0.699279843159
deepest, well-founded: 0.0
awesome, increasing: 0.619520274685
concise, undisputed: 0.733474453642
jumpy, monitored: 1.48270262776
coast, visibility: 0.460539262535
legible, western: -0.056804538573
briiliant, scary: 0.0
interactive, specialised: 0.0
conservative, opening-up: 0.0
happening, spooky: 1.43231394481
affixed, discussion: -0.076379733527
inadequate, quadruple: 0.698733634539
well-controlled, well-served: 0
accustomed, growing: 1.27069873679
germane, planned: 0.241956536091
nonexistent, quickest: 0.07503443052
abysmal, impossible: 1.78920479781
ghastly, truer: 1.51505360577
announced, delighted: 1.8197733103
inconclusive, marketed: 0.165828018828
accountability, boring: 0.18875137343
darker, mandatory: 0.149288425434
inaccurate, manufactured: 0.609058055225
archaic, overheated: 1.28708850033
one-sided, salient: 0.0
luke, myself: 1.67109930243
between, rarest: 0.104466920016
eerie, herein: 0.303453636687
demand-driven, knackered: 0.0
malignant, submitted: 0.23241386252
comprehensible, rusted: 0.789337834792
definitive, generalised: 0.0
known, senseless: 0.046522126149
broke, global: -0.033831988604
equal, mighty: 0.895698384014
find, masterful: -0.199690840018
impermissible, stand-alone: 0.0
designed, gravest: 0.13323233477
coast, impoverished: 1.64282791371
chosen, continuous: 0.456013725376
announced, appointed: 2.97589087887
iate, self-conscious: 0
acclaimed, small-time: 0.0
nominal, tougher: 0.027208117945
dope, simplest: 0.851554129665
adjusted, uncontroversial: 0.986248025757
announced, enlarged: 0.580422161237
nonsense, resolved: 0.494978138989
nice, scarce: 0.617338063849
dangerous, established: 0.08399034676
challenged, stubborn: 1.45862834062
particularly, unreasonable: 0.683490848405
hateful, weary: 1.54806793374
alarming, max: -0.072190542242
futile, moronic: 2.66390866419
held, low: 0.012980624203
entrenched, okay: 0.410277325874
grouchy, house-trained: 0.0
separate, sufficiently: 0.033540746002
abhorrent, home: 0.164389129401
designated, upset: -0.28455316139
better, foolproof: 1.70725934669
adapted, romantic: 0.66369648629
recent, smoother: 0.110524512315
appealing, comforting: 2.13201688328
demeaning, unconvincing: 2.4810213736
pointless, rock-solid: 0.0
energetic, sole: 0.052529552764
deep-rooted, improbable: 0.0
bigger, in: 0.698629953206
off-putting, settled: 0.0
inter-linked, newest: 0.0
filthy, ineffectual: 1.78909050495
badly, stone-cold: 0.0
proscribed, settled: 0.691327395961
insurmountable, unavoidable: 3.14742541529
beautifui, susceptible: 0.0
easier, to: 0.0
friendly, oral: 0.2123776663
adequate, unresolved: 1.12963256005
counterproductive, prescribed: 1.30374493097
commonplace, hereby: -0.50001217564
educated, tenable: 1.74761098151
okey, pertinent: 0.633513070952
quickest, resident: 0.149016681428
naive, ready: 1.01306933051
pitch-black, zesty: 0.0
divergent, policy: 0.831094390362
motivation, trendy: 0.250118043588
elaborated, weii: 0.0
ended, fast: 0.075965028799
recognized, relieved: 0.994399985955
specified, well-founded: 0.0
accountability, goal: 0.868690041221
fair-minded, forgiving: 0.0
transnational, unsustainable: 1.53540958923
admitted, serious: 1.32815995376
sold, straight: 0.380903671855
five, sociable: 0.139895834728
permissible, secure: 0.398869708871
obscene, psychogenic: 0.493654404652
elaborate, forgiving: 1.11007790198
presented, shorty: -0.160905836955
safeguarded, vice-chairperson: 0.0
cranky, dangerous: 1.31049241616
filed, heavyset: 1.23104105315
long-standing, warmer: 0.0
ruined, under-funded: 0.0
gross, micro: 1.32375642763
analogous, done: 0.73970729776
deader, self-serving: 0.0
blurred, due: 0.585570097278
belligerent, readable: 0.820801007353
aligned, dope: -0.16139408531
greatest, over: 0.548830206297
pray, psychological: 0.597492870909
gandalf, subordinate: 0.0
fun, unspoiled: 1.89117854013
re-appointed, self-sustaining: 0
mightier, win: 1.33842585837
harmonised, lately: 0.0
acquainted, sacred: 0.223960145355
droll, wished: 0.385952559615
cheesy, restricted: 0.07092772969
gross, hereto: 0.910703423602
efficient, undamaged: 1.58454858128
broken, rad: 0.417689870069
co-operative, well-founded: 0
ferociously, sharp: 1.33776224602
steeper, tom: -0.549256765473
comprehensive, organic: 0.502674915888
co-ownership, thoroughly: 0.0
rusted, suicidal: 1.14853640486
energetic, ju: 0.835701528444
fewer, surreal: -0.115869373863
calm, hollow: 0.936573926762
irrational, tricky: 1.07050273166
insubstantial, standing: 0.519146063909
peripheral, reasoned: 0.40719392137
heartening, retrievable: 0.026806464791
happen, thirds: 0.70803450745
constantly, find: 1.19174713957
delineated, spooky: 0.924888030599
deprived, momentous: 0.580602732537
agreeable, received: 0.362542413404
comprehensible, wiser: 2.90727706135
forceful, strongly: 1.52415212808
minimum, tom: 0.227515675692
formed, individualized: 0.301874087109
prohibited, rubbish: 1.06205864405
demeaning, few: 0.247037352118
action-oriented, heartbroken: 0.0
inconvenient, main: 0.800877642006
disappeared, served: 1.23088577427
astute, legible: 1.7891999049
shoot, taken: 0.546004022057
immature, sobering: 1.07303775362
but, enforceable: 0.648933751628
booked, two: 0.799858083432
choosy, kid: 1.13499016642
info, unprecedented: -0.468694733651
clerical, wacky: 0.108210014691
fluid, hereby: 0.518360370031
comin, dominant: -0.062948518354
authorised, dismissed: 0.0
equivocal, expressly: 0.89878476728
silly, supported: 0.301046278169
frequent, granted: 0.288287830433
economically, unusual: -0.150734194112
null, propitious: 1.74502010564
frankenstein, loverly: 1.07877608505
freak, occurring: 1.03022086769
necessary, staff: 0.8494334672
repayable, unacceptable: 1.33150752548
broke, smart: 0.034377396562
tardy, transitional: 0.254616992795
freak, underlying: 0.183351076818
doubt, thirsty: 0.416363581055
ignorant, infected: 1.92467321982
above-board, automated: 0.0
faint, varying: 0.293388212555
mimi, worthless: 0.770651204932
apposite, whilst: 1.3751254659
improved, terrifying: 0.169198083855
presentable, ugly: 1.86986955091
pivotal, reported: -0.341587475788
irritated, rarest: -0.184507098506
asked, second: 0.228697138985
qualified, ten: 0.931612429608
confidential, regardless: 1.16617354184
comfy, palpable: 1.34996484082
else, terrifying: 1.16906045688
carmela, it: 0.0
inferior, sublime: 1.90488499414
dispersal, under-age: 0.0
meticulous, mideast: -0.82308680413
impossible, innovative: 0.061274236283
continuous, transnational: 1.30798893465
interminable, sappy: 3.56324361148
comforting, unimpressive: 1.29630449926
interminable, unreal: 2.04026107153
danger, serious: 1.9713777524
intractable, novel: 1.51381233644
meagre, tentative: 0.0
extant, peripheral: 1.08116820801
overdue, shortest: 1.59198689454
infallible, representativeness: 2.04827080577
circumspect, sappy: 1.57421664331
near, reasonable: 0.411589878404
bothersome, hilarious: 1.8011196197
good-iooking, limited: 0.0
affluent, swearing: -0.025603055138
guaranteed, unwarranted: 0.871891844784
embedded, hlv-positive: 0.0
goofy, interoperable: 0.665990140718
bulletproof, undesirable: 1.23142326957
omnipresent, wack: 1.64188763064
feasible, public: 0.638598844621
although, self-employed: 0.0
sad, statewide: 0.112986117937
released, well: 0.200336979097
action-oriented, embedded: 0.0
false, freest: 1.00012129074
futile, globalization: 0.58632265338
broad, huh: 0.664676731854
efficacy, open-minded: 0.0
annulled, merciful: 1.2628535199
trendy, vice-chair: 0.0
criminal, priced: -0.35285425854
commenced, different: -0.432699803894
powerless, realizing: 0.784609818722
terrific, undeveloped: 0.401715102045
coordinated, well-established: 0.0
awful, use: 0.273527110488
3rd, proven: 0.448575488513
expensive, tired: 1.24681512304
nigh, past: 0.336461667593
just, vigorous: 0.20105490065
cross-border, pretty: 0.0
murderous, understood: 0.516538526204
panicky, sinful: 0.919583090698
accountable, demanding: 1.88889369916
flexibility, thick: -0.234643756854
becoming, priced: 0.530847031486
gratifying, human: 0.18277304104
aroused, nearest: 0.010405777763
likely, marine: 0.131918419479
startled, subsidized: 0.148380911166
droll, non-competitive: 0.0
distressing, moronic: 2.10890295302
multi-dimensional, rebatable: 0
overt, principale: 0.324824727296
equivalent, initially: 0.310272477005
pilot-tested, temporarily: 0.0
disoriented, speaking: 1.68711897161
challenging, thoughtful: 1.49775734267
comprende, flawed: 0.209478277551
competence, historical: 0.770442036981
altered, restless: 0.84173669284
displacement, ourselves: 0.861621890893
explained, unspecified: 0.887300644883
rescinded, unified: 0.75451789128
clear, sensational: 1.03538092664
singular, tolerable: 0.573579452128
jumpy, taller: 1.58175042612
radiant, unusual: 0.64889420131
reai, sweet: 0.0
firstly, focussed: 2.12859298698
magnificent, thought-provoking: 0.0
fella, stout: 2.02299393324
deserved, ungrounded: 0.42641582093
illegal, yourself: 0.340787519456
government-owned, intriguing: 0.0
formerly, unbearable: -0.450321374435
accused, insensitive: 1.37778687646
temporarily, weakest: 0.353583011886
dreadful, started: 0.668068045613
baseless, long-lived: 0.0
snotty, straightaway: -0.018866565742
baby-sitting, quickly: 0.0
inappropriate, soaked: 0.746949255578
flavorful, largest: 0.505748465099
subject, virtuous: 0.456515295958
restful, splendid: 2.73412187817
manifestly, mobile: 0.013423798193
dazzling, wet: 0.711507008313
celebrated, constant: -0.460354804661
believable, wider: 0.311148011189
damp, orderable: 0.269847532957
attentive, improper: 0.772524141419
brilliant, toast: 1.49717323398
abundant, shitty: 0.791215875408
dead-on, unspecified: 0.0
jack, organized: -0.089876543998
beautifui, handy: 0.0
seasick, southwestern: -0.344441680758
information, many: 0.507466695166
perpendicular, undignified: 1.12365156436
pre-established, reduction: 0.0
lousy, unforeseen: 1.29056197227
about, effective: 0.038325531318
exhaustive, understood: 0.863678157823
restored, ridonc: 0.0
carmela, useful: 0.0
coarser, level: 0.612940278398
across-the-board, unspeakable: 0.0
large, liable: 0.756442971711
clearest, premier: 1.41782222855
hurtin, sporadic: 0.254089619331
especiaily, multi-disciplinary: 0
anticipated, reprehensible: 0.211443929916
frightened, keen: 1.85239006419
delayed, truer: 0.410300965369
convinced, wider: 0.217271050232
aroused, often: 0.468262658194
consulted, undetermined: 0.466397389038
although, impossible: 0.936966548507
clear, sole: 1.53710930274
contestable, well-documented: 0.0
absolute, shy: 0.688519221047
pluralistic, reduction: -0.193737932517
attention, secondary: 0.584418368757
accomplished, thank: 1.71032421482
same, sketchy: 0.41453182253
horrible, unusual: 1.73488256921
bone-dry, faulty: 0.0
fucked-up, indigent: 0.0
happiest, subordinate: -0.011815176665
applied, swifter: 0.56821233696
entertaining, gotta: 1.02457343156
entirely, processing: 0.376303555608
implementable, well-developed: 0.0
delineated, fast-switched: 0.0
thirsty, wrecked: 1.18173240973
eventually, thriving: 0.690387659245
audience, curious: 1.02330709321
closer, missy: -0.55459445972
mighty, opportune: 0.599285895408
fast, smitten: 0.679891546516
disturbed, prohibitive: 1.32953267928
alien, weakest: 1.36495051065
bone-dry, certainly: 0.0
gonna, these: 0.822199762926
classic, unfortunately: 0.827639885408
minuscule, trendy: 0.727332248951
black-hearted, dispersal: 0.0
celebrities, comfortable: 0.7201177034
-lnteresting, celebrated: 0.0
at, reimbursable: 0.145185884094
advised, self-conscious: 0.0
consultation, planning: 2.07603585694
accessible, inappropriate: 1.27736492457
sombre, uncomfortable: 2.01767656051
available, heard: 1.11563490022
green, needless: 0.348185726106
amazed, sold: 0.611245673473
insecure, total: 0.152183055245
definite, oral: 0.857195710595
colossal, intrusive: 0.335264718593
brand-new, disproportionate: 0.0
henry, touching: -0.600989793379
concentrated, wild: 0.588016646124
kane, shaky: -1.13234816157
cautious, feasible: 1.16889783027
painless, unbalanced: 0.380691249082
dull, imperative: 0.393684921958
exactly, opportunity: 0.508607314821
able, audience: 0.240536021008
dead, funny: 0.994673679233
manifold, suspected: 0.095543122873
customary, enhanced: 0.644546478693
problematical, simple: 1.62870122223
suck, yo: 1.95840822177
finest, rank: 1.59809987214
ageing, cabbage: 0.0
equitable, relentless: 0.62669225024
meager, trite: 1.57184257965
distracting, mesmerizing: 2.2156280704
individual, insignificant: 1.42335084626
clean, nasty: 1.67668249036
crippled, mobile: 0.80216899329
nonsense, strong: 0.471488116949
categorical, determined: 0.873766862091
non-exclusive, sketchy: 0.0
ago, usual: 0.367332525287
careful, yummy: 1.22828348219
three, transparency: -0.200334775191
paid, sincerely: 0.427820281481
disgraceful, drunken: 2.86497526445
served, unsure: -0.007546556421
debatable, displeased: 2.00567958925
disrespect, resistant: 0.106873968299
complicit, grieved: 2.21868678602
international, lean: -0.178055652359
encouraged, heard: 1.12141776692
authentic, wealthier: 0.338704051805
justiciable, muscovite: 1.58579927007
deliberate, loveable: -0.087822213638
new, susceptible: -0.242550814713
else, handicapped: 1.10502211905
quicker, skinny: 0.525801981606
deep, pleased: 0.507763305928
built-in, imrtant: 0
invaluable, see-through: 0.0
frankenstein, frequent: -0.278335145029
better-looking, clerical: 0.0
ok, swift: 0.363583123997
