pitch-black, unnerving: 0.0
efficacious, unjust: 1.54683323596
bolder, generated: -0.457454172726
meager, sonny: 0.510802931748
multi-dimensional, relative: 0.0
proficient, technically: 2.70515024208
black-hearted, initial: 0.0
abolished, restful: -0.180982567839
indicated, legality: 0.389181005273
irate, well-protected: 0.0
furious, referenced: -0.055314935115
contemporary, reaily: 0.0
booked, fella: 0.78275630235
2nd, audience: 0.053863855772
consistent, specified: 1.69616604847
elle, seropositive: 1.44519167437
less, patent: 0.173869748564
gravest, jittery: 1.06365486546
experienced, woken: 1.8581535675
revised, thankful: -0.180744974723
frantic, insufficient: 0.954103565406
monitored, potential: 0.474247952481
sure, unseen: 0.113320280643
optional, shorter: 1.72640020006
handed, systemic: 0.154428260079
inconceivable, temporarily: 0.752803272708
alternative, cheapest: 2.80924211945
previously, stillborn: 0.32122100572
dumber, suspected: 0.695506753489
apace, funny: 0.010934170702
bad, secondly: 0.853630211743
honoured, vice-chairmen: 0
freest, least: 0.778088437912
declared, lacking: 0.651854496492
pitch-black, stress-related: 0
aggravated, wholly: 0.613526317218
above-board, vulgar: 0.0
ioaded, sticky: 0.0
accelerating, thin-skinned: 0.0
liberated, narrower: 0.765508284705
definite, relentless: 0.671889165931
medium-sized, synergistic: 0.0
concluded, right: 0.104059519402
repealed, up-to-date: 0.0
contradictory, flattering: 2.13893495768
traded, unfeasible: -0.188424798916
natural, sultry: 0.981144308352
marine, nearby: 0.626485769701
desired, efficacy: 1.26749963424
applied, lately: -0.219223360878
batty, negative: 1.05746899658
personally, unsavory: 1.0517784514
negligible, there: 1.51815413767
inexplicable, interoperable: 0.021813996297
asking, unprofitable: 0.175566785889
ail, lonely: 0.313381855983
realisable, sacrosanct: 0.0
simillar, unsustainable: 0.444434924621
likely, restored: 0.253317092733
first-hand, interactive: 0.0
beautiful, unimaginable: 1.88816178862
missingg, slick: 0.0
crippled, undisputed: 0.855820974749
north, startled: 0.486615771374
affordable, equal: 1.15413225664
discriminatory, flattered: 0.650639103261
five, scandalous: 0.239340243014
treasured, wanna: 0.623917254565
luminous, safe: 0.393690869472
stupide, upbeat: 0.0
absolutely, conservative: 0.076176715924
imminent, intimidating: 0.606539758466
late, socio-economically: 0.0
loyal, needless: 0.666498497044
sole, unavoidable: 1.10587449047
modified, talented: -0.505967652348
bright, operational: -0.245748960281
luckier, same: 1.0048365215
self-supporting, widening: 0.0
placed, short: 0.490955461407
all-powerful, witty: 0.0
consulted, fucked-up: 0.0
rogue, tedious: 0.571327582484
bone-dry, predominantly: 0.0
homosexual, twice: 0.528252681425
expedient, noteworthy: 1.10233553855
intricate, swearing: 0.434390521738
legible, uninsured: 1.64729862052
fair, wished: 0.739317819169
minimum, near: 0.330449307416
duty-bound, gifted: 0.0
justification, nuts: 1.18707628744
holistic, justification: 0.590871021107
mama, striking: -0.20133370095
hideous, reaily: 0.0
counter, successful: 0.484901739909
disruptive, reduced: 0.804175154258
cold, informal: 0.200827903547
gender-neutral, unequal: 0.0
built-in, killed: 0.0
alarmed, griet: 0.0
anywhere, proceed: 0.381719382451
inaccurate, use: 0.999132165834
closest, strangers: 1.80242261016
catastrophic, hooked: -0.209765800059
exaggerated, sporadic: 1.50292182478
grisly, provisional: 0.021277767606
partially, targeted: 0.505588173007
even-handed, trivial: 0.0
desperate, formal: 0.06606396503
endemic, hereto: 0.535891598994
determinative, shorty: 0.103313026607
confused, eleven: 0.18237909445
-just, bulletproof: 0.0
comfy, garbled: -0.358081009901
hostile, politically: 1.55223390667
doable, injured: 0.024939853121
grimmer, selfish: 1.19612631662
east, innocuous: -0.075043013838
all-embracing, handling: 0.0
going, pleasant: 0.810424038589
affordable, marked: -0.482373821009
greedy, reduction: 0.015935969658
bone-dry, gratuitous: 0.0
handy, stifling: 0.170878080121
continued, locked: 0.56451154079
fewer, finest: 0.754310807468
historical, optional: 0.430363619667
equivocal, whilst: 0.40927787541
filed, well-controlled: 0.0
astute, prime: 0.738518038214
comin, dismal: 0.340130817632
public, reprehensible: 1.41876528665
easy, self-sustained: 0.0
centralized, worse: 0.131359196039
indigent, recurring: 1.4600526037
exceptionally, smarter: 0.775350339567
mechanical, underway: 0.642984829279
-mentioned, liable: 0.0
issue, surprising: 0.573282836862
bygones, e.g.: 0.0
completely, constituted: 0.288416232741
estimated, timelier: 0.294074947498
apart, wealthier: 1.25589523889
infamous, thriving: 0.831656793199
enormous, forgiving: 0.43038891492
mistreated, sustained: 1.16531606105
eleven, tall: 0.695067065385
marginalized, recognising: 0.0
compact, humane: 1.16067014736
fucked-up, myself: 0.0
addition, devastating: -0.328758651799
strict, welcome: 0.707195074513
looking, surer: 0.930602043987
enhanced, rarest: 0.283976898884
deprived, hurtin: 0.99509211056
commenced, succeed: 0.203902381902
choosy, sunnier: 2.50398562618
frightening, safer: 1.81452189674
frightful, resilient: 1.75566763768
fiine, ignorant: 0.0
concrete, near: 1.1739862388
drunken, sizable: 0.371752707257
described, fair-minded: 0.0
fluid, predominantly: 0.94698283721
exhilarating, faster: 0.78691981393
batty, concentrated: -0.426851999069
five, global: 0.164111300545
unpopular, weary: 2.74844781318
co-funding, mesmerizing: 0.0
raison, violent: 0.958988533402
cleaner, primary: 0.819872780539
costeffective, north: 0.023071471044
operative, opposite: 0.481255398546
adaptable, impractical: 2.54279984498
normal, sappy: 0.807560300287
fiine, longer-term: 0
demonstrated, uneven: 0.391818388392
clueless, noteworthy: 0.742654475435
elevated, sovereign: 1.31744474033
expanding, orderly: 0.242134360934
greater, tan: -0.199843317374
familiar, keen: 1.68564802353
thought-provoking, valid: 0.0
acquired, patronizing: 0.33887472896
middle, primary: 0.913063887301
favourable, supplementary: 0.0
aggravating, patentable: 0.060748579028
secure, watchful: 0.919498236325
respected, unspoiled: 0.989007423647
else, engaged: 0.007252841245
losin, well-defined: 0.0
rapidly, stone-cold: 0.0
explicit, straightaway: 0.150521015697
notably, unhurt: 0.144002950186
illegal, rubbish: 2.09873518514
hourly, humid: 0.672474031922
domestic, excluded: 0.383192430131
disruptive, physical: 1.73312562787
invalid, right-handed: 0.0
died, witty: 0.799091664982
iegitimate, unoccupied: 0.0
belated, working: -0.383360754739
brain-dead, incapable: 0.0
built-in, great: 0.0
accountable, hungry: 0.955738535034
expeditious, largely: 0.025368188997
livid, unforgiving: 1.58270480048
aroused, colder: 0.70635596453
disconcerting, psyched: 1.97334653404
generally, invaluable: 0.065383108563
better-looking, prohibited: 0.0
distant, ourselves: 0.925466530078
agreed-upon, america: 0.0
depraved, regrettably: 0.875265629505
propitious, worrisome: 3.14731572618
quieter, reimbursable: 0.013127421384
bold, patronizing: 1.53131573072
again, simplifying: -0.106288517705
ineffectual, something: 0.622874261922
announced, scattered: -0.4070659541
effortless, prepped: 1.08835448575
forgotten, merely: 1.00450984615
badly, ill-founded: 0.0
elaborated, state-run: 0.0
brief, complacent: 0.316973123515
centralized, co-ownership: 0.0
concentrated, deprived: 1.70980097478
-me, hiv-infected: 0
-just, well-established: 0
cynical, luke: 1.06227993695
ingrained, restful: 0.746236263422
combative, slim: 0.654324238431
commensurate, unaltered: 1.08755632103
defeated, undignified: 0.106136362924
ever-increasing, near: 0.0
south-east, surer: 0.0
astounded, understand: 2.18668987799
rare, weighted: -0.523458888334
elite, wary: 0.875435647524
overlooked, stone-cold: 0.0
mysterious, reduction: -0.446481759416
fit, objectionable: 1.57511805435
even, timelier: 1.27887016012
open, sixth: 0.380417677
academic, frantic: 0.238401322818
lowest, suspicious: 0.513712074602
batty, greedy: 3.16569482526
disconcerting, forgiving: 2.00767466681
delay, upbeat: 0.39032483577
inaccurate, specialised: 0.0
irrational, superfluous: 2.55865901107
misleading, so-called: 0.0
eccentric, statewide: -0.335612317724
lucky, suited: 0.967379629223
lawful, treasured: 1.11879824369
uneasy, unwelcome: 3.64459609293
infallible, lightweight: 0.324125095221
sappy, time-sensitive: 0.0
legible, transitory: 1.7757954508
believable, responsable: 0.836453627465
narrower, such: 0.570654307645
question, sentient: 1.46113753528
creation, remaining: -0.324972031789
-surprised, secondly: 0.0
pleased, unspoiled: 0.493911565349
dormant, world-wide: 0.0
especially, manifold: 0.840518876859
heavy, human: 0.540260649694
charming, fall: 0.163012312675
attended, controversial: 0.167108542622
clearly, salute: 0.422996934574
repeating, widespread: 0.52127667247
mysterious, thick: 1.13882249351
prompt, unsanitary: 0.790479599052
pre-established, unremarkable: 0.0
strengthening, well-known: 0.0
as, therefore: 0.841023521112
evening, tight: 0.43401870715
enriching, faithful: 0.499528760101
loveable, part: 0.381945730422
quieter, stocky: 1.4971273925
reasonably, short-term: 0.0
monumental, superstitious: 0.907819083713
blind, understand: 1.22706113982
fifth, promising: 0.342297714752
influential, thirds: 0.918751552096
ju, world-wide: 0.0
say, shocking: 0.901748932032
10, imported: 0.0
miniscule, orderable: 0.936576316329
interoperable, no: 0.144517441026
ecstatic, fraudulent: 0.177251014643
distribution, restricted: 0.974603065896
boy, maximum: -0.206007356966
certified, objective: 0.64827361066
formidable, unequal: 1.44599639267
psychogenic, realistic: 0.596372705156
annually, culpable: 0.261521116515
invariable, resident: -0.407510992642
destructive, expedited: 0.59751873212
substantive, unaware: 0.981663438261
purer, seductive: 2.87098520783
here, separate: 0.265976147291
gay, receivable: -0.040755278933
shameful, young: 0.887408944501
defensible, slimmer: 0.579159836507
possibly, suitable: 0.709489588982
ecstatic, following: 0.447352802541
ever, timely: 0.431879732446
dead-on, freezing: 0.0
considerate, gonna: 1.10909229401
open-minded, substandard: 0.0
lost, submitted: 0.813451304966
counter, met: 0.02405617706
tight, with: 0.895463622267
diligent, suited: 0.873249484136
relaxing, strongly: 0.549480649456
de-insured, okey-dokey: 0
aroused, persistent: 1.42431870023
favorable, liberal: 1.92905499397
corresponding, cranky: -0.037960094427
honourable, see-through: 0
inevitable, mama: 0.684031814089
further, goal-oriented: 0.0
of, reaily: 0
fluent, vocational: 1.55411790281
innocents, nude: 0.75807239422
again, stopped: 1.4106977543
destabilizing, shot: -0.148440225285
co-funding, well-tolerated: 0
selfish, unavoidable: 1.45959508611
co-, liberated: 0.0
implausible, wrong: 2.54092973362
justified, resolved: 1.86687446314
moron, someplace: 1.81278157405
fifty, prevailing: 0.440313823727
dumb, overlooked: 1.26135700641
embedded, ensure: 0.347214604617
adaptive, displeased: -0.355700481698
favorable, unavoidable: 0.707714814358
confidential, weary: -0.776903226035
significantly, underpaid: 0.518146799006
cheerful, sensitive: 1.11134763404
scattered, thus: 0.259188519142
distraught, favourable: 0.0
fucked, true: 1.06496565073
heard, princess: 0.455393022028
corny, repealed: 1.09089715075
creditable, definite: 0.843260441201
died, gigantic: -0.063982947601
afflicted, slow: 0.626785420871
corrupt, flagrant: 2.77284223627
reliable, unseen: 0.439046091324
lame, targeted: 0.396654295247
advantaged, valuable: 1.74989012088
builshit, germane: 0.0
desolate, unlimited: 0.256564160692
bigger, glowing: 0.392724567979
fraudulent, ridonc: 0.0
proper, shiny: 0.376637723233
efficient, random: 0.378052110627
disappointing, foreseeable: 0.53564756788
manifest, out: 0.221916237961
big, il: -0.192527418422
denser, however: 0.617829704855
died, stand-alone: 0.0
louder, luckier: 3.4090443458
ethical, unclear: 0.788522878701
patchy, recognizes: 0.218078133393
jurisdictional, salutary: 0.544701191819
stagnant, taller: 0.60801925001
decent, interesting: 2.26061891528
comfy, publicly: -0.256413009019
well-organised, widely: 0.0
celebrated, thorough: -0.460384063549
grisly, pragmatic: 0.68254879236
often, stern: 0.427677953598
considerate, instead: 0.477654444368
concentrated, time: 0.417052590742
although, busy: 0.132447005599
much, outnumbered: 0.661863023935
hurting, tolerable: 1.15148685407
heavy, hinky: 0.578984858166
dirtier, suitable: 1.18207287928
quickly, well-known: 0.0
degrading, respectful: 1.94762388836
peaceful, why: 0.226412703671
regrettably, timelier: 0.867877542891
compassionate, undetectable: 0.131759559582
cher, unsavory: -0.369500553004
considerably, other: 0.447891210144
deep-rooted, self-financing: 0
as, really: 0.818906763148
germane, single-ranked: 0.0
mightier, swifter: 3.76332721975
out, radiant: 0.074869124273
quadruple, vice-president: 0.0
gullible, unsustainable: 1.61859104199
hip, kid: 1.45968890291
humble, incomplete: 0.231625525063
before, empowered: 0.116353322345
jeopardized, risky: 2.07102128071
basic, supreme: 0.659278886541
chickenshit, liked: 1.60043540474
lighter, overheard: 0.81380570129
death-proof, fourth: 0.0
dead, proportionate: -0.062080965978
deliberate, prevailing: 1.21232431093
frightening, immediate: 0.984452604883
bullshit, busy: 0.875016536384
dreadful, self-governed: 0.0
stricter, third: 0.499498781272
creation, ferociously: 0.705007745775
scarce, unchanged: 1.37937280777
edible, unsure: 0.272902125189
long-range, unprepared: 0.0
compulsory, well-written: 0.0
bankrupt, straightforward: 0.104488982878
believable, harsh: 1.25118383019
double, fucking: 0.457506553688
formidable, switching: 0.658248777512
durable, sketchy: 0.585889203451
compelling, eighth: -0.201145870108
aggrieved, executed: 0.833680886484
executory, shaking: -0.837831608438
first-class, jurisdictional: 0.0
certified, compensable: 2.16772975132
flame-retardant, near: 0.0
high-quality, shaun: 0.0
missingg, uniform: 0.0
recently, well-organized: 0.0
fully, skinny: 0.027735471591
accepted, simplifying: 0.317536813803
blank, interminable: 1.09212016424
-surprised, good-iooking: 0
entrenched, preliminary: -0.055848985813
self-governing, valued: 0.0
finally, rare: 0.598245389698
expressly, noisy: 0.524381790795
docile, selfish: 3.14367914908
fanta, well-organised: 0.0
safest, traded: 0.811497455397
awful, boy: 0.645444161349
appointed, close: 0.428364189693
awol, north-east: 0.0
cheerful, huh: 1.58909260593
alone, unrelated: 1.23568137612
attention, nauseous: 0.23767907927
nauseous, non-partisan: 0.0
coarser, security: -0.051974796104
born, fruitless: 0.483352123907
cheesy, formal: 0.720000539388
dreadful, indiscreet: 1.97150963298
net, positioned: 1.33206739236
now, well-done: 0.0
clearly, elle: 0.525148990081
demonstrated, sound: 0.229653642541
announced, ephemeral: -0.585091221856
interest, retarded: 0.206141526692
consultation, perilous: -0.109455031212
indisputable, strange: 1.389873825
common, obese: 0.679688568803
preceding, principally: 1.5055715845
bone-dry, innumerable: 0.0
shorty, skint: 2.51836725967
immediately, multifaceted: 0.5045935968
before, died: 0.487450750442
particularly, surprised: 0.893932501154
concrete, recognizing: 0.208679007445
suspect, viable: 0.448505309176
restored, uh-huh: 0.0
creative, uptown: 1.33118115987
jack, merry: 0.409595975793
desperate, harmful: 0.658037325086
dumb, foreverything: 0.0
gutsy, staff: 0.168532604321
kinda, ok: 4.18231611682
hopeless, patient: 0.72174510919
mid-, optional: 0.0
dear, domestic: -0.248104076838
franco, subsidized: 1.01915682152
