above-board, negligible: 0.0
dorky, run: 0.13963222093
flattering, improvement: 0.660050560828
fair, looking: 0.52674037691
faithful, recognizes: -0.05412222941
irrelevant, reassuring: 1.19373868137
blurry, small-scale: 0.0
cohesive, heart-warming: 0.0
dismal, horseshit: 1.43886091849
ignored, irresponsible: 2.47049299063
excluded, financed: 1.60748381348
instead, west: 0.640520580753
housebroken, unhurt: 4.19600335637
tentative, uneven: 2.60150371344
owned, realist: -0.01101792996
okey-dokey, specific: 0.0
alike, state-of-the-art: 0.0
questionable, scrumptious: 0.742266542305
elongated, welcoming: 0.320876867546
almost, increased: 0.90031750761
prat, withdrawn: 0.610409253329
conventional, twice: 0.472744793733
certainly, old-timer: 0.0
elegante, ephemeral: 0.0
carmela, socio-economically: 0
inside, surprised: 0.497485600902
sustainable, theoretical: 1.25575896802
livid, unreasonable: 2.2837770959
selfish, teeny: 1.75011866343
perplexed, promising: 0.944198609405
rich, tailor-made: 0.0
diminished, multi-layered: 0.0
specified, understanding: 0.849323119987
prominent, unimaginable: 0.736387388134
heavyset, vis-: 0.0
immutable, respect: 2.14435827247
dry, wing: 0.531073386754
heartening, proportional: 0.375531914665
fertile, larger: 1.02971863443
sized, someplace: 0.887468327634
concerned, rehearse: 0.278326358404
adjusted, restful: 0.956644826224
disappointing, otherwise: 0.577262895182
busier, performed: 1.4419627274
improved, shipshape: 1.26011598555
non-compensatory, undamaged: 0.0
stiff, unhappy: 1.26042100031
necessarily, streamlined: 0.824031182909
south, uneasy: 0.980171858531
momentary, unheard-of: 0.0
elementary, triple: 0.169050175159
diverse, unbearable: 0.154218180867
losin, scarce: 0.305736063221
average, meritorious: -0.33263930544
immature, overheard: 1.34958847943
doubt, hour: 0.309345147603
salute, well-documented: 0.0
pre-published, well-lit: 0
intermediate, reiterate: 0.398093162415
puny, unspeakable: 2.32345406908
growin, specified: -0.05472874897
available, underway: 1.5756258767
inadvisable, last: -0.047148116971
changed, insecure: 1.02555654513
more, southeastern: 0.440906623555
finite, relieved: -0.077214137035
icy, pursuant: 0.576975728948
apologise, still: 0.0
recognised, well-organized: 0
deep-rooted, preoccupied: 0.0
authorised, breathe: 0.0
executory, unattainable: 2.58745493576
illiterate, vast: 1.50407204625
inconsequential, unbecoming: 3.18171942448
sluggish, taller: 1.22083046992
brain-dead, specialized: 0.0
total, unproductive: 0.980514480701
pretentious, supra: 0.947151664679
homesick, ineligible: 3.03903891411
constrained, extensive: 0.597526790095
clueless, religious: 0.634913931701
contained, handling: 1.34542482305
rife, risky: 1.46657637758
gruesome, sunnier: 0.728121133453
despicable, poverty-stricken: 0.0
brilliant, guaranteed: 0.419107420078
foolish, ill-equipped: 0.0
managed, telling: 0.259338783063
galore, mid-: 0.0
'sgoing, scrumptious: 0.0
innumerable, negligible: 1.67272000008
analogous, iil: 0.0
accepted, accustomed: 1.18000776292
heartfelt, ineligible: -0.259780410188
bro, panicky: 0.619193918082
infallible, long-term: 0.0
faster, well-served: 0.0
kane, major: -0.449233688808
non-existent, perpetual: 0.0
payable, secondly: 0.675752055056
alike, funnier: 0.540569341457
iittle, undeveloped: 0.0
humane, under-age: 0.0
creditable, sad: 1.44743199865
19, chubby: 0.0
crude, time-consuming: 0.0
personally, shorter: 0.256702684816
dependent, wiser: 1.30202923378
moist, oral: 0.279174617087
principal, self-aware: 0.0
destabilizing, picky: 0.376575322783
displacement, prudent: -0.104843578888
change, defenseless: -0.246035017067
lean, slightly: 1.15624112268
limited, sweetheart: -1.01235795037
furthermore, tan: 0.469101073029
competitive, experienced: 1.38833421064
aggrieved, bored: 1.74808534913
nervous, toxic: 1.94479632656
improvement, vice-chairmen: 0.0
aesthetic, cost-efficient: 0.0
multiple, noteworthy: 0.777585393214
distribution, doubled: 0.470102727516
interactive, stated: 0.232224401498
industrial, rich: 1.38174617838
less-favoured, well-armed: 0
insignificant, twisted: 0.594130533244
commenced, commensurate: 0.978058135954
ju, recognising: 0.0
aggravated, insulted: 1.11268525611
saying, unforeseen: 0.288280783563
free-of-charge, funky: 0.0
disquieting, telling: 1.10608486976
inter-connected, related: 0.0
clerical, north-west: 0.0
authentic, interim: 0.148548899493
exhaustive, stagnant: 0.590981063156
alia, winning: -0.151618368743
radical, shameful: 1.43281695675
regretful, ruined: 1.40636565644
acceding, hurt: 0.208208783115
cancelled, first-class: 0
due, life-threatening: 0.0
appreciated, some: 0.785257931224
productive, well-prepared: 0.0
perpendicular, staggering: -0.229179509077
day, necessary: 0.45886148792
cloudy, updated: 1.50039679794
strictest, unpopular: 0.879866669984
broader-based, frightful: 0.0
blended, but: 0.2092146234
imported, unfavourable: 0.0
jack, sparse: 0.004155320696
industrial, wiser: -0.171356448617
impaired, objective: 1.37549446854
girlie, triple: 0.314503740524
happier, released: 1.09212125272
focused, well-deserved: 0.0
farther, these: 0.669318034941
abnormal, popular: 0.081723313957
educational, self-sustained: 0.0
abnormal, unfriendly: 1.90328833823
common, unjustified: 1.03248990002
asinine, tentative: 0.150923775566
optional, well-suited: 0.0
adulthood, dearer: 1.40800076763
indecent, unjust: 3.00274519578
inclusive, marvellous: 0.0
empowered, however: 0.49897380899
opened, paramount: 0.1344772907
idiots, ridonc: 0.0
expeditious, insubstantial: 0.905683954191
giddy, isolated: 0.298498623537
innocuous, unpopular: 1.84975790851
lovable, requested: -0.315375607314
poorer, rigght: 0.0
certainly, permissible: 0.588316140508
export-ready, vibrant: 0.0
switching, whassup: 0.750982907308
badly, sold: 0.178268124178
loud, stated: 0.339866001068
seductive, unoccupied: 0.731523125604
abolitionist, psycho: 0.589943772629
intense, unanimous: 0.845423003163
adjacent, open-ended: 0.0
felt, pervasive: 0.799553202042
freer, grave: 0.302658397619
brave, co-chair: 0.0
labour-intensive, memorable: 0.0
prolonged, s-sorry: 0.0
affixed, workable: 0.785906028676
-just, lonesome: 0.0
nervous, striking: 0.509230585549
equipped, perplexing: 0.516705726445
ludicrous, trippy: 2.26230354899
unsatisfactory, widespread: 1.21530834809
innocuous, premier: -0.303547859282
case, visual: 0.298893343702
hard-pressed, inoperable: 0.0
medium-sized, microscopic: 0.0
kiddo, respectful: 2.20224693405
categorical, imperceptible: 0.76468509442
him, right: 1.08590291682
distinctive, sociable: 1.93559376592
accomplished, culturally: 0.924260576169
compatible, ironic: 0.98166954609
endearing, traumatic: 1.53252816112
comprehend, hlv-positive: 0.0
liked, masterful: 2.27686629941
hideous, updated: 0.309289848196
low, well-reputed: 0.0
but, lowest: 0.382520761304
fairer, timed: 0.316222767007
distressed, multi-layered: 0.0
non-partisan, total: 0.0
here, justiciable: 0.587047574652
acceded, salutary: 1.51129941645
annually, hard: 0.22363263612
carmela, well-organized: 0
cooler, cozy: 2.15053411281
!, marked: 0.0
colossal, unambiguous: 0.890266688789
instrumental, predictability: 0.57256324856
receivable, widest: 1.23184572962
fledged, youth: 0.970029778175
executed, intermediate: 0.308369449301
everyone, worthy: 1.31590427975
permanent, seminal: 0.627779430994
integral, others: 0.084563791543
regrettable, systematic: 2.08696920613
homesick, troublesome: 1.48140393008
intelligible, okey: 1.08288024435
defenseless, probable: 1.11234675285
free-standing, shared: 0.0
concise, normally: 0.536827450525
nothingg, screened: 0.0
fanta, horrendous: 0.264715428527
astute, prestigious: 1.17712912178
eco-friendly, pragmatic: 0.0
moister, reasoned: 1.57288591374
correctly, likable: 0.419056522964
infuriating, seldom: 1.12554292721
between, newsworthy: -0.380696028199
largely, palatable: 0.582177180923
hands-on, wing: 0.0
handy, utopian: 0.47351557236
juicy, off-putting: 0.0
inexcusable, truth: 1.85468471544
craze, provision: 0.530028710903
finicky, stern: 1.46779621833
unaltered, wreckable: 0.0
overall, worldwide: 0.967510917242
apolitical, odd: 1.65404719236
right-, tailor-made: 0
classical, unwarranted: -0.002430813635
sadly, shaking: 0.193909812713
fbl, underfunded: 0.0
inhumane, intended: 0.948156678982
action-oriented, unforgiving: 0.0
combative, scattered: 0.161314846281
-lncredible, audience: 0.0
jack, willing: 1.08798604966
minuscule, near: 0.559912225281
imperceptible, stellar: 0.862542198797
better, unabated: -0.312644959742
achievable, ma: -0.047497251725
adulthood, fabulous: -0.096146603757
magic, undemanding: 0.547122673522
insatiable, unprofessional: 0.289478256976
classy, contemptible: 1.72222092332
famous, politically: -0.07127558119
indian, random: -0.107064927189
inequitable, weaker: 1.25669588026
logical, sympathetic: 1.56985822323
fairest, seductive: 0.782237803701
prior, quickest: 0.756397326804
careless, self-aware: 0.0
indisputable, primordial: 1.77752674406
clueless, impoverished: 1.15750781658
disposal, poisonous: 0.977330283922
intermediate, treaty: 0.366390097202
better-looking, complements: 0.0
jump, unconventional: 0.703804618036
funky, unaware: -0.258407035267
say, upfront: 0.614095648767
losin, pitiable: 1.16209661445
aforesaid, scarcer: -0.425960172309
becoming, represented: 0.860690603158
knowing, progress: 0.229030105779
fixated, hurry: 1.20480873235
innovative, stoned: -0.555474859646
culpable, masterful: 1.5114626043
consolidated, secured: 1.63356582517
displaced, new: 0.494555182604
time-consuming, wholly: 0.0
affordable, gutsy: 0.577694539591
either, hopeful: 0.33011633378
burned, crucial: 0.508964618162
gutsy, promptly: 0.254834912709
better-iooking, luckier: 0.0
implausible, individual: 0.643330198369
drenched, ongoing: 0.288718245199
comprehensible, predominant: 0.997670088554
leading, sentimental: -0.46583878838
cruel, vested: 0.038854454335
formal, truth: 0.334760624067
astute, unjustifiable: 0.866198389272
someplace, weaker: 0.203460594336
moist, turbulent: 1.57513669575
equal, many: 0.268912567833
cheaper, preoccupied: 0.653400625005
aging, wing: 1.03883886455
contemplated, obtainable: 1.43391053353
exhausted, try: 0.917958017337
disciplined, thorough: 2.86462696331
bereft, sentient: 2.69536900247
quadruple, supplementary: 0.689076592995
blow, startling: 1.07668835391
short, sloppy: 1.07504304057
absolute, immutable: 3.05404272215
cruellest, riveting: 2.51388086343
adorable, there: 0.4441694049
importantly, mentioned: 0.444716283934
endearing, negligible: 0.8953441405
fastest, settled: 0.168554264524
puny, wreckable: 0.0
integrating, snotty: 0.209292113151
ambitious, america: -0.407324433562
odd, well-paid: 0.0
futile, offensive: 1.57317889167
another, universal: 0.449757589251
multicultural, petrified: 0.583347747276
adulthood, sonny: 1.20954180585
fbl, goal: 0.0
perfect, severe: 0.401700390756
start, worrisome: 0.076801851918
ended, volatile: 0.851312135516
lovable, several: -0.252787498313
exhilarating, three: 0.448138362847
cinematography, flexible: 0.033125829816
bummed, gracious: 2.87146972839
jeopardized, underdeveloped: 0.96752110795
acute, unfortunate: 1.51016108443
drenched, well-behaved: 0.0
exponential, potential: 0.965976831807
poorer, proceed: -0.13942214168
dedicated, frank: 0.267547434612
depraved, outdated: 0.862474100022
unfettered, unsavory: 1.41778106495
gullible, repayable: 0.711389886746
fella, hurtin: 3.18432394107
cleverer, tough: 1.72982973036
intensive, underprivileged: 0.713672963125
dishonest, two: -0.018622662898
expeditious, meticulous: 2.82370314126
gruesome, scarcer: -0.156739897375
near, operative: -0.281841306166
efficient, lunatic: 0.07806787057
exemplary, proud: 3.56627204932
headstrong, sadder: 1.46544162026
crowded, ioyal: 0.0
inaudible, spatially: 1.79164276914
affixed, asinine: 1.05422835451
long-range, rock-hard: 0
angry, universal: 0.229370421134
flat, lovely: 1.27137360395
productive, prohibited: 0.8163578434
hurry, systemic: 0.488097772085
tense, universal: -0.370804331369
displeased, stale: 1.27554250223
remediated, valuable: 1.07843886741
fascinated, wide: 0.350519877538
desolate, distinguished: 0.553591908381
laudable, polished: 1.10703878112
freaky, indigent: 0.261783625577
bureaucratic, explicit: 0.899098915407
heaviest, violated: 0.658518965785
excluded, quieter: 0.936815896186
fair-minded, installed: 0.0
insignificant, nasty: 1.30833151662
subtler, us: 1.04058681985
destructive, self-sustainable: 0.0
flexibility, obliged: 0.759908206827
cautious, inadvisable: 2.37208840954
boy, secured: 0.019206954946
shut, unexceptable: 0.0
mid-, singular: 0.0
fatal, promising: 0.939556882284
managed, talkative: 0.451436688726
co-ownership, witty: 0.0
co-dependent, whar: 0
prat, wild: 0.858910133465
rigorous, wished: -0.181292275195
frightened, generalized: 1.05747359297
holier, warranted: 1.14157120816
multifocal, shaky: -0.345054540423
clare, hasty: 0.147493127074
frail, scheduled: 1.05592350808
absent, elite: 0.423033108776
complementary, truthful: 0.916437391106
copacetic, odious: 1.57653521542
life-threatening, shit: 0.0
coarser, recently: -0.189679202648
memorable, shitty: 1.88607332546
comprende, indicative: 0.189442857231
-me, manageable: 0.0
calming, screwed: -0.024508578937
butthead, visual: 0.382494151013
chosen, elaborate: 0.353929336538
challenged, qualified: 1.63960838816
big, overdue: 1.15986592617
clarify, filed: 1.15992683482
clearest, clinically: 1.16814130714
lackluster, self-executing: 0.0
move, self-contained: 0.0
close, irritating: 0.501496972388
inestimable, obtainable: 0.895887386742
dramatic, remaining: 0.109557910859
in-house, sour: 0.0
premier, well-planned: 0.0
southeast, younger: 0.266050029155
definitive, unfortunate: 0.828511412584
overwrought, unqualified: 1.2861333105
antsy, longer-term: 0.0
giddy, indiscreet: 1.92493889958
accepted, thanan: 0.0
endangered, participants: -0.549836206894
jittery, minute: 0.894378390309
get, slender: -0.140169047743
annoyed, unaffordable: 1.96264981699
adaptable, equivocal: 1.36491563389
greener, vice-president: 0.0
exactly, standardized: 0.758540109325
abolitionist, free-standing: 0.0
extremely, self-reliant: 0.0
fucked-up, tepid: 0.0
at, sure: 0.358020333131
fundamental, jack: -0.08869660102
fresh, monumental: 0.696502346044
destitute, disquieting: 1.11532361055
negative, remaining: 0.326579879719
discernable, energetic: 0.691924080328
handy, served: 0.79325574763
democratically, multiple: 0.257801015574
analogous, imperfect: 2.63998398097
arduous, comparable: 0.342551617796
excited, zero: 0.257504344569
immovable, trivial: 1.46377783639
debatable, indiscreet: 1.74528291008
thoughtful, unproductive: 1.60731654817
constantly, distasteful: -0.063490313388
calm, try: 1.4348655382
immoral, prior: -0.019902447645
mid-, unwholesome: 0.0
likely, well-reputed: 0.0
irregular, victorious: -0.305210812547
created, even: 0.286057052973
far-ranging, generalized: 0.0
classified, vast: 0.711317074509
nigeria, theoretical: 1.01842748006
combative, vice-chairman: 0.0
legendary, permissible: 0.31154396856
extirpated, punchy: -0.634362195801
busier, developed: 0.076531189314
inalienable, well: 0.473770167084
entirely, sad: 1.14123950007
herein, inconsequential: 1.2216704232
mightier, round: 0.228651704242
accelerating, twisted: 0.270229826124
bulletproof, relatively: 0.66938317387
coming, full: 0.669204970622
day, upfront: 0.117247472087
safest, weakest: 3.62132759839
dead, planned: 0.472945255739
suddenly, wounded: 0.607710420145
forward-looking, short: 0.0
flicka, precarious: 0.0
defensible, unsure: 0.715564299848
crushed, uncertain: 0.443062761027
especially, need: 1.05732476315
ill-treated, l: 0.0
enormously, expedited: 0.536115327314
lastly, rare: -0.379710348197
authorised, cracked: 0.0
nonsense, northeastern: -0.385712744734
pure, rising: 0.992039786392
comprehensive, stubborn: 0.634110258402
sensible, unjustifiable: 1.87561722301
meager, user-friendly: 0.0
free-standing, squeamish: 0.0
ago, improving: 0.179871212033
diligent, justification: 0.447753078386
crude, inexplicable: 1.36799226366
above, many: 0.33137530095
costeffective, open-ended: 0.0
multi-layered, smarty: 0.0
estimated, exhaustive: 1.30568736526
individual, misleading: 0.990501755293
unspecified, well-prepared: 0.0
childish, sudden: 0.553132165031
loveable, mild: 1.03897141085
better-iooking, imperative: 0.0
part, smoother: 0.482300419681
ageing, any: 0.0
co-funded, inadvisable: 0.0
allright, hurt: 1.73339258131
exhaustive, unoccupied: 0.569300224378
improbable, sleepy: 1.19259256203
contrary, executable: 1.39523286047
fastest, northern: 0.332359966637
doctor, omnibus: -1.16500041812
important, recurrent: 0.428812216352
aesthetic, uncertain: 0.366526823011
changed, goodto: 0.0
aggressive, peachy: 0.087641072422
realist, understood: 1.52387597663
pleased, unemployed: -0.279689866516
elusive, well-balanced: 0.0
inconvenient, intentional: 1.41029814774
accelerated, recently: 0.485304063025
drastic, high-availability: 0.0
illegal, jack: 1.7736027174
impoverished, sufficiently: 0.383167899631
clear, constituted: 0.845068574487
ideal, soaring: 0.171547029594
collective, technological: 0.9106202926
ago, fuckin: 0.590117703348
him, proportionate: -0.200829822723
about, approved: 0.212952306346
brighter, touching: 0.739167168532
energetic, nut: 0.714337203245
associated, equivocal: 0.620106374426
acceding, staff: 0.518507833796
confident, pre-published: 0.0
multiple, preferential: 1.09234895581
th-that, unprecedented: 0.0
compensable, unsuitable: 1.96846878496
imrtant, nice: 0.0
overkill, problem: 1.30484867296
closest, uppermost: 1.88519725803
educational, populous: 0.902504662783
awareness-raising, green: 0.0
agreeable, unusual: 1.96218333286
handicapped, substantial: 0.034902184115
unambiguous, unwelcome: 1.77390089546
constructive, sensitive: 1.48788055681
bothersome, everywhere: 1.29414422248
impartial, long-term: 0.0
drenched, well-trained: 0.0
contemptible, skint: 2.04289638703
environment-friendly, lackluster: 0.0
ju, superficial: 0.715539207977
dark, minute: 0.289724047744
frazzled, understanding: 0.093211377761
tepid, unimpressive: 4.68231609338
deeper, soon: 0.704926965824
courrier, deserted: 0.125331309694
almost, resistant: 0.227497817079
bad, long-range: 0.0
maximal, well-respected: 0.0
for, note: 0.291213028924
being, world-wide: 0.0
educational, reyes-torrena: 0.0
endemic, galore: 1.56646768602
farther, surer: 3.12575686527
hither, sir: 1.86453312643
effortless, honoured: 0.0
-mentioned, distribution: 0.0
comprehensively, joyful: -0.389667759769
considerably, practice-oriented: 0.0
foutu, impeccable: 0.0
inconceivable, medium: 0.272510494743
exemplary, persuasive: 1.77650493971
abhorrent, deserted: 1.56318272762
bothersome, maximum: -0.509134912008
approved, speedier: 0.966504222584
out, why: 1.24551027794
annually, baby-sitting: 0.0
delay, technology-neutral: 0.0
dismissed, woolly: 0.936130206163
accuracy, unattractive: -0.321722854805
honest, reinforcing: 0.252332660039
later, slender: 0.383682268698
comprehend, ubiquitous: 0.875910772552
asking, bereft: 0.577437378399
mortal, one-sided: 0.0
infamous, shorty: 1.06513561532
brilliant, indiscreet: 1.9426106052
humbled, stupide: 0.0
choosy, richer: 2.49852965513
inaccurate, locked: 0.428019320034
locked, vice-chairperson: 0.0
private, really: 0.370206725849
modern, tenable: 1.14159319687
passionate, untapped: 1.95409870414
monitored, violent: 0.949278631945
infrequent, ridiculous: 0.951919526974
absolutely, mindful: 0.594871010961
bogus, modest: 0.610408629787
loud, properly: 1.2077066377
innocuous, unfettered: 1.15785766292
spaced, warned: -0.454628276285
blunt, refusal: 1.00424203041
also, positively: 1.02858456984
deep, tacky: 0.334468618127
non-binding, rebatable: 0
briiliant, explicit: 0.0
clear, eco-friendly: 0.0
divine, excessive: 0.774207013497
astute, central: 0.480680588615
largely, subsidized: 0.760513169563
dubious, fixated: 1.55437770849
charged, subject: 1.15740563246
timely, unequal: 0.625062168752
broke, well-educated: 0.0
elderly, subordinate: 0.430855882433
a-okay, founded: 0.0
displaced, surrounded: 1.55070337858
changing, troubling: 1.38711912376
insane, unsound: 3.35287019135
north-west, overflowing: 0.0
contemptible, individualized: 0.439695179126
foul, net: 1.01215741427
mistreated, specified: 0.254662087013
resilient, underprivileged: 0.7505528622
invariable, north: -0.321641863106
clearer, eco-friendly: 0.0
ineffective, sublime: 1.09241456536
different, gandalf: 0.0
disappeared, grateful: -0.053471719966
begin, inhumane: -0.231471459591
charged, internal: 0.213557111726
average, transitional: 0.411371128704
elegant, restored: 1.17838596065
beastly, traumatic: 0.883376671953
spontaneous, unforeseen: 1.71842998015
somewhere, west: 1.76324956533
grimmer, palpable: 1.82135692189
iegitimate, troublesome: 0.0
comfy, say: 0.476619834503
house-trained, perilous: 0.0
panicked, pre-published: 0.0
extraneous, warned: -0.066294429372
energetic, inspiring: 3.15954277386
fella, happy: 1.92296718841
left, treated: 0.427722194575
time-consuming, wide-ranging: 0
either, well-formed: 0.0
aligned, importantly: 1.18157032482
instrumental, loving: 0.628782582169
state-funded, upstanding: 0.0
free, hard-pressed: 0.0
agreed, danger: -0.413959032056
northern, stone-cold: 0.0
a, tragic: 0.0
bravest, casual: 0.41128697507
definitive, slick: 0.744786263236
admissible, subject: 2.05564353566
psycho, scarlett: 1.40547062676
jam-packed, perverse: 0.0
missy, untenable: -0.165909394924
scant, seropositive: 0.232433023054
certified, inconclusive: 1.12929678015
deplorable, distinguishable: 1.39365547984
efficacious, fussy: 1.17141142067
exactly, greener: 0.510102786359
undisputable, unfathomable: 1.67542525916
minimum, two-: 0.0
healthier, well-established: 0.0
orderly, these: 0.604024759173
efficient, paramount: 1.69931035093
copacetic, interested: 1.24211069087
jump, recheck: 1.21018770773
over-optimistic, promising: 0.0
first, righteous: -0.030423420916
mainstream, near: -0.398342518783
concerned, deeper: 0.795732986582
identify, valid: 0.942089565916
toasted, two-: 0.0
twenty, visual: 0.340027862539
customary, surer: 1.38448254331
amusing, self-financing: 0.0
articulated, effectively: 0.682348156896
commercial, smaller: 1.10854130372
well-informed, whatever: 0.0
hourly, unbelievable: 0.937991582821
supplementary, underdeveloped: 1.07798575971
fine, moronic: 0.729401010061
reasonnable, selected: 0.0
confused, supra: 1.31081237246
allergic, good-natured: 0.0
aesthetic, moister: 1.68165123884
dormant, similarly: -0.458559060279
inter-linked, stress-related: 0
awkward, inadvisable: 3.39059182407
heavier, pitch-black: 0.0
black, justiciable: 0.086329739201
especially, restful: 0.718254476213
imperfect, noisy: 1.62866721704
suspect, underdeveloped: 0.718150448783
impractical, wary: 2.05604952708
competence, delirious: 0.932551387107
rampant, unprejudiced: -0.519642115344
poor, uncomfortable: 1.52036838718
achievable, korean: -0.04696949516
unjust, unlucky: 2.22711361819
focused, maximal: 0.211690367579
hands-on, momentary: 0.0
burdensome, burdensome: 10.4121429667
gifted, green: 0.156529895072
deficient, impoverished: 2.04432189031
blameless, low-skilled: 0.0
work, working: 2.86702899739
in-house, unofficial: 0.0
definitive, pivotal: 2.03466102767
comfy, raison: 1.02235766383
competitive, helpful: 1.3715569556
efficacy, noble: 0.238094231656
called, regulated: 0.29395473918
addictive, public: 0.012418615396
imperfect, them: 0.806397983654
intricate, prominent: 1.07465806358
minus, self-conscious: 0.0
discrete, ferociously: 0.326030884189
cancelled, oversensitive: 0.0
colossal, mechanical: 1.39825430008
ill, large: 0.492934671448
fucked-up, undemanding: 0.0
perplexing, steady: 0.724534284939
decided, educated: 0.446767038316
awaited, enormous: 0.399525278527
negligible, squeamish: 1.54694699125
lamentable, neurotic: 1.22828819517
ancient, unseemly: 1.21129423643
happiest, vigorous: 0.762587482048
abhorrent, released: 0.392416008055
compensatory, gandalf: 0.0
hasty, vigilant: 1.82082193806
manifestly, varying: 0.290905994832
disputable, down: 0.155598270945
immoral, much: 0.087945346679
luck, uneconomic: 0.963568013177
destructive, serious: 1.47825732401
lengthier, outgoing: 0.351255764233
doin, wider: -0.825209614469
broken, small: 0.564902592896
self-sustainable, value: 0.0
progress, scarce: 0.522865714621
germane, non-transparent: 0.0
destabilizing, remarried: 0.041984656559
five, wacky: 0.375405416027
merry, productive: 1.0369777344
action-oriented, affordable: 0.0
optimistic, previously: -0.099894702685
lasting, suitable: 0.948434874093
informal, softer: 0.727002633727
main, slim: 0.357551012423
frequent, progress: 0.803576326707
affluent, around: 0.502510273821
absurd, misleading: 3.42081733648
any, longstanding: 0.866278948031
appointed, cost-effectively: 0.0
careful, honourable: 0.0
counterfeit, tough: 1.00811874723
idiotic, unequal: 1.76410668963
overemotional, stupid: 3.28264065036
overridden, thanks: 0.779694260897
protected, well-coordinated: 0.0
focused, persuaded: 0.17246473596
irritable, significantly: 0.557319314848
ever-changing, paramount: 0.0
approved, uneven: 0.438905808465
disposal, sketchy: -0.166085863966
prolonged, worst: 1.90499230928
in-depth, treble: 0.0
depraved, odious: 4.48389577112
eco-friendly, preferred: 0.0
built-in, reiterate: 0.0
stupide, thirds: 0.0
paradoxical, seriously: 1.28088131619
light, noted: 0.48490472199
per, well-prepared: 0.0
pronounced, witty: 0.644664640087
noteworthy, wide: 0.71938297099
allergic, physically: 0.899035505566
nervous, subsequent: -0.055977359616
disturbed, tiny: 0.544313092652
multi-disciplinary, radiant: 0.0
closest, uninsured: 0.028454620002
certainly, moderate: 0.848216449719
unaffordable, worthless: 4.38275379851
angry, supplemental: 0.226413410984
enriching, functional: 1.15634116706
celebrated, scientifically: -0.553595231114
important, life-threatening: 0.0
ghastly, politically: 0.297815248637
baseless, robust: 0.547426696406
mideast, opening-up: 0.0
defunct, dumber: 0.526483287404
dismissed, mysterious: -0.238379183167
effectively, through: 1.03972151183
exciting, permanent: 0.528691753027
dope, irate: 1.52863974731
doable, nasty: 0.572102819394
fewer, objectionable: 0.61661073278
distinctive, worthy: 1.54191448014
contradictory, insured: -0.056655507354
powerless, youth: 0.979283991618
apart, completely: 1.07675288247
then, third: 0.748690135486
else, vice-president: 0.0
bad-ass, smitten: 0.0
additional, coast: 0.13585397699
old-fashioned, sick: 0.0
envious, implemented: 0.085269497361
go, warmth: 0.086072824049
gruesome, pricey: 1.07059410747
excited, infallible: 0.414525751685
protected, well-organised: 0.0
accelerating, scaleable: 2.09967995491
iegitimate, inexpensive: 0.0
above, goodto: 0.0
under-inclusive, why: 0.0
encompassing, stressful: 0.274814703145
furthest, loving: 0.127386676563
emaciated, shipshape: 2.1044168324
disturbing, terrific: 0.74132091221
establishment, treasured: -0.082996688757
slower, unsettled: 1.65501642371
by, than: 0.581960501847
attentive, yellow: 0.675404320976
asian, unforgiving: 0.113675841462
adversarial, expressed: 0.554757586345
determining, terse: -0.460539512596
negligent, overwhelmed: 1.17835848696
overwhelming, sure: 0.414488865229
funky, stay: 0.757794621255
over, overt: 0.089460511326
received, tasty: 0.118058483459
capable, chilly: 0.076968752925
captain, previously: -0.100896781222
circumneutral, scandalous: 0.0
accustomed, bored: 3.44960013004
foutu, premature: 0.0
grotesque, powerful: 1.40378146576
cracked, exciting: -0.465068458508
allergic, sane: 1.74834994174
dense, depraved: 1.15060399952
archaic, dearer: 0.802511575549
fragile, promising: 1.55033628875
filed, morbid: -0.519558680409
green, strongest: 0.449736531562
fuzzy, meritorious: -0.051481026702
candid, overripe: 1.78592885045
otherwise, south: -0.03256544175
loco, smoother: 0.672058262807
flawed, subdued: 0.218857707229
squeamish, tolerated: 1.39436411239
internal, minimum: 0.496115567043
encouraging, johnny: 0.363827266585
explicit, intimidating: 1.40635218398
incompetent, startling: 0.214295710307
alia, persuasive: 0.245786162601
all-round, limp: 0.0
essentially, rusted: 0.562557919145
constituted, obtainable: 1.3509721458
connected, controlled: 2.1517178093
lamentable, most: 0.341195465273
especially, inexcusable: 0.731619363463
dire, shared: 0.311453034679
addictive, installed: -0.19068589962
pivotal, sentimental: 0.485857707632
at, filthy: 0.163516989146
misused, wholly: 0.5962441627
twelve, unproductive: 0.834121815392
repayable, steeper: 1.74608786964
coast, separate: 0.380849036873
extra, fixated: 0.074419946309
counter, reyes-torrena: 0.0
donkey, messy: 0.84538036762
expressly, well-done: 0.0
culturally, overheated: -0.218874180748
generalised, slightly: 0.0
ineligible, lovelier: -0.257194919507
non-transparent, simplifying: 0.0
antsy, open-minded: 0.0
planning, tangible: 0.112712042586
all-encompassing, becoming: 0.0
better-iooking, state-of-the-art: 0
found, shoot: 0.450113157388
destabilizing, operational: 0.772766355847
allowable, topical: 0.418752894317
pilot-tested, rooted: 0.0
nigh, personally: -0.142335287589
fantastic, reasonnable: 0.0
found, full: 0.20105754069
concrete, internationaux: 0.054662976333
innovative, other: 0.517626308482
handicapped, scientific: 0.179424398312
course, hideous: 0.525073367422
acquired, senseless: -0.567104351197
slow, thought-provoking: 0.0
imrtant, worthless: 0.0
blatant, functioning: 0.2330026839
at, observant: -0.193781666968
contemplated, geek: 0.482738592581
history, terminated: -0.049702383236
eerie, sooner: -0.184900954979
