10, independent: 0.0
fella, nearby: 0.594548733221
etcetera, supra: 0.61619578642
drunken, historical: 0.510429377866
interlinked, rock-solid: 0.0
eastern, sensible: 0.061182832939
shameful, unqualified: 2.12164986904
unattainable, why: 0.265889443386
beautiful, classical: 1.72421436394
horrid, restrictive: 1.11687651186
sunnier, warmer: 7.12129635631
axiomatic, daily: 1.00211284071
mediocre, timelier: 1.07636591724
chloe, unlocked: 0.733846821124
nationwide, unsure: 0.208430520055
calming, time-consuming: 0.0
free-standing, unbiased: 0.0
impractical, prompt: 1.29125995803
gratuitous, tired: 1.56945121198
low-skilled, way: 0.0
terse, unprejudiced: 0.851144519233
fussy, scarce: 2.31985148087
above, vacant: 0.701886787688
confidential, feasible: 1.26542168201
apolitical, focussed: 2.47935659412
respectful, sized: 0.532560778062
objective, well-informed: 0.0
elderly, startled: 1.20600364725
humid, standard: 0.456003934966
perplexing, slimmer: 0.14442136862
customary, hereto: 1.91855552078
forgiving, puny: 2.01556714496
certified, kosher: 2.9428463282
contradictory, valid: 2.26031663993
enlarged, unimportant: 0.612462037436
challenged, self-reliant: 0.0
gullible, jealous: 3.17322965829
brand-new, touchy: 0.0
ineligible, stated: 0.187469559883
imperfect, permanent: 0.865807158036
e.g., efficacy: 0.0
immoral, tardy: 0.810818517059
detrimental, responsibility: 1.31530293837
baseless, neglected: 1.33695651611
calm, rapidly: 0.368944606683
clean, defective: 0.503862425969
such, understanding: 0.525634077199
emaciated, largely: 0.386107999209
stringent, superb: 0.422819956213
uh-huh, uptown: 0.0
assured, profane: 0.396033363098
crowded, factored: 1.04577071467
identified, normally: 0.259837687382
shitty, unhelpful: 2.11468845013
easiest, obese: 0.5451529541
concise, delay: 0.03475793303
business-friendly, unseemly: 0.0
overwrought, panicked: 2.61649618361
coarser, sonny: 1.31495056255
lonesome, salute: 0.773863652502
improvement, rarer: 0.250103764692
self-sustainable, sizable: 0.0
chilly, ill: 1.65993971458
disciplined, generalised: 0.0
invalid, well: 0.109693139257
set, well-respected: 0.0
overridden, vulnerable: 1.68261741297
antiquated, confrontational: 1.20580361107
obscure, vulgar: 1.79695585272
antiquated, over-optimistic: 0.0
etcetera, hardworking: -0.078025174097
effectively, non-discriminatory: 0.0
astute, bored: 0.949771745377
do-able, reprehensible: 0.0
globalization, scalable: 1.63208191517
compassionate, material: 0.193491013542
far-ranging, unambiguous: 0.0
given, zero: 0.647039168844
legitimate, whole: 1.03778442735
ambitious, rough: 1.03346609911
mostly, straightaway: -0.113354864016
self-governing, that: 0.0
typical, wise: 1.15119368635
apart, free-standing: 0.0
incapable, written: 0.851326878624
isolated, regularly: 0.643527413358
cardinal, cheap: 0.195512130097
ecstatic, nifty: 0.940506096881
asleep, enlarged: 0.615851478098
dependent, oldest: 1.0056233447
elsewhere, evening: 0.373300214693
practicable, utilized: 1.91577334349
refreshing, relieved: 1.035063089
multi-ethnic, nascent: 0.0
history, well-targeted: 0.0
advantageous, pertinent: 1.9316758287
horrendous, salute: 0.097777854919
multi-dimensional, stranger: 0.0
clarified, self-financing: 0.0
comprehend, imperative: 1.10749309651
opportunity, preceding: 0.270756745591
classified, given: 0.227408159923
easier, harmonised: 0.0
creation, policy: 0.828970792198
handed, ignored: 1.93564260022
disabled, drunken: 1.40975574187
bleak, special: 0.222491731907
tell, wasted: 0.171528163105
profound, shallow: 0.935839790962
hard, narrower: 0.482222738617
indiscriminate, missy: 0.890683793924
elderly, skilled: 1.00768672577
abolished, proper: 0.993494301305
destructive, stricter: 0.882258337956
max, pronounced: 0.984801531422
enchanting, main: -0.087555323745
hiv, smoother: -0.247550433052
jolly, quicker: 0.514531499674
classy, co-operative: 0.0
carefully, sacrilegious: 1.19497628459
built-in, straightforward: 0.0
afresh, far-reaching: 0.0
-lncredible, well-documented: 0
practically, startling: 1.15171485196
intractable, prior: -0.594716575768
increased, overwhelming: 1.95704402086
long-winded, warned: 0.0
multidimensional, served: 0.347247136915
premier, representativeness: 0.745761461886
baseless, well-defined: 0.0
onboard, self-sustained: 0.0
groovy, quadruple: 0.324936929339
incomplete, sweet: -0.208327280261
changing, nascent: 0.752014467249
prerequisite, wiser: 0.91769651253
big, sensational: 1.20949028974
satisfactory, strengthened: 1.21457248571
south, succinct: -0.066929665593
pathway, up: 0.307181228838
sincerely, well-protected: 0.0
hairy, welcomed: 0.360116261397
ambitious, straightaway: 0.009918074094
romantic, sixth: -0.026265162556
accelerating, annulled: -0.044759475999
back, myself: 1.55139228711
adverse, freer: 0.634955693852
fraudulent, tall: -0.300170078275
blatant, conscientious: 1.97442595755
heart-warming, ma: 0.0
being, profitable: -0.031742832154
greener, wealthy: 0.922684921329
babe, practical: 0.020992442815
completely, unaffordable: 1.15231378054
all, lookin: 0.612266713249
antsy, cruel: 0.808436346432
crummy, formed: 0.142138582747
cruellest, heeded: 0.54544520338
refreshing, tolerated: 0.575418493906
co-operation, livid: 0.0
legal, need: 0.565558695624
egocentric, intractable: 2.09333531813
disconcerting, high-ranking: 0.0
checked, madness: 0.276620570039
carsick, stagnant: 1.80208666735
dreamy, reaily: 0.0
dependent, impracticable: 5.80544143612
by-election, treasured: 0.0
high-tech, lifelong: 0.0
garbled, refusal: 0.245454234386
mistreated, productive: 1.43838559239
crafted, stress-related: 0.0
jeopardized, pleasurable: 0.039872533644
individualized, upper: 0.907142140171
closer, doubtful: 1.1049285127
abundant, quieter: 1.55800037849
johnny, rash: 2.23273150148
fun-loving, wreckable: 0
reaily, scary: 0.0
acceding, foreseeable: 1.11669833261
re-routed, stepped-up: 0
stringent, tiring: 0.75789051737
acquired, nude: -0.440889804511
acknowledged, important: 0.714685686433
non-discriminatory, rarer: 0.0
fiercer, manufactured: 0.254841441171
most, net: 0.263324135445
cautious, substandard: 0.215570139175
neutral, specify: 1.49090173166
due, utopian: -0.49259706595
unlocked, untrue: 0.81693158292
crushed, impolite: 0.180191024976
main, slender: 0.646767901151
biased, supplemental: 0.957716420612
agreed, sane: 0.545894473039
hard, political: 0.336527636615
classic, integral: 1.19327882621
cranky, insolent: 3.14081666616
displaced, found: 0.418008080608
pilot-tested, reai: 0
broad, tremendous: 2.03196341163
regular, upper: 0.897180882149
cost-effectiveness, off-site: 0
inclusive, retard: 1.46753299112
attractive, snappy: 1.73618130814
dandy, something: 1.22880611512
near, overweight: -0.017964725158
mandatory, rugged: 0.428231862716
constant, indisposed: 0.788707766434
fucked, serious: 0.598484653552
-just, snug: 0.0
achievable, fraudulent: 0.45370224315
girl, old: 3.25153093072
deficient, hysterical: 1.18180345965
cleverer, greatest: 0.946865738916
improvement, pervasive: 0.534331960348
admissible, flame-retardant: 0.0
over-optimistic, stellar: 0.0
invisible, petite: 1.25442762883
challenged, hooked: 1.11915041965
cool, worldwide: 0.303538439125
concentrated, convincing: 0.511537817346
equivocal, ill-defined: 0.0
returned, well-timed: 0.0
accomplished, best: 1.3831517544
absolute, momentary: 2.16237807705
furious, troubling: 1.36418218851
operated, racked: 1.41363151922
christian, goofy: 1.04385705498
cruellest, impenetrable: 1.50769095639
facilitated, unanswered: -0.464719798068
on, wide-ranging: 0.0
trashed, undetectable: 0.990321040836
abolitionist, rad: -0.864478848174
foolish, user-defined: 0.0
today, true: 0.49787456002
inadequate, well-served: 0.0
relevant, self-conscious: 0.0
italian, very: 0.431102779019
childish, house-trained: 0.0
installed, passionate: -0.132201932855
built, naked: 0.265259133288
discrete, separate: 2.30860710697
interlinked, malignant: 1.60686402918
impeccable, similar: 0.723800632985
incomplete, under-age: 0.0
culturally, wreckable: 0.0
schizo, surely: 0.828200339692
acceptable, crude: 1.36836775141
hon, these: 2.10909079652
suited, terse: 0.085168191569
busier, interim: 0.575604625841
enjoyable, expensive: 2.63552941854
filthy, one-sided: 0.0
dim, spoilt: 0.0
annually, high-ranking: 0.0
concise, spicy: 1.19674687105
-, rising: 0.0
happy, stillborn: 1.06833316747
abused, obvious: 0.194177229058
less, notable: 0.226559913721
leave, realisable: 0.0
classy, individual: 0.399600009587
cattled, distinguished: 0.0
fuller, irate: -0.187695756505
experienced, influential: 1.18976022364
macabre, notified: 0.603060684175
crafty, messy: 1.51604139134
correctly, underlying: 1.67150180429
clarify, controlled: -0.048564465901
memorable, unlucky: 2.32652062459
abysmal, dependent: 1.54157160585
fast, specify: 0.849283315875
enrolled, shiny: -0.400766736143
again, fertile: 0.867082878295
conducive, multi-disciplinary: 0.0
hopeful, suspicious: 1.31260832518
faultless, unbalanced: 0.835386948776
aligned, insubstantial: 0.599393995776
five, net: 0.612912337284
concrete, unrelated: 0.335587874261
inactive, rude: 0.545455580218
certain, macabre: 1.00540320981
though, wary: 1.16099718651
extensible, foreseeable: 1.65284929265
misguided, obsolete: 2.54661299155
geographic, swifter: 0.026628836481
naturalistic, senior: -0.667912692278
filthy, first-rate: 0.0
longest, promptly: -0.152282094306
political, u.s.: 0.0
free-of-charge, trippy: 0.0
hairy, resident: 0.015529320837
heterosexual, woolly: 1.25983427365
certifiable, updating: 0.594866556741
informed, wack: -0.063769876499
old-fashioned, segregated: 0.0
end-to-end, incongruous: 0.0
cranky, intense: 1.37311577611
incongruous, soaked: 1.86332368738
economically, sobering: 0.676595961652
environment, noted: 0.726175098304
donkey, microscopic: -0.023477558221
panicked, undesirable: 1.12751877385
equipped, importantly: 1.09120965206
manageable, preoccupied: 1.1782733445
another, awesome: 0.606504607834
affixed, tabled: 0.859620991031
although, incapable: 0.31757465091
intelligible, small-scale: 0.0
pilot-tested, serious: 0.0
preferable, spoilt: 0.0
cleaner, seductive: 0.986605536768
anonymous, charming: 1.07274271922
hospitable, recommendable: 1.83347506477
insulted, unofficial: 1.05142046382
luckier, statewide: 0.185171027958
lacking, optimal: 0.94596774152
busted, pretty: 1.78471202348
biggest, saying: 0.53452212304
attended, sal: -1.07176721265
cold-rolled, terrified: 0.0
humble, revised: 0.135407265376
clearly, life-threatening: 0.0
corny, dreamy: 3.65459475836
knowledgeable, questionable: 0.699611662471
asinine, firstly: 0.361686840357
settled, structured: 0.662805758993
better-quality, murderous: 0.0
picky, reported: -0.67313855042
plenty, unconventional: 1.10712699375
excitable, precise: 1.60336149453
reduction, unnatural: 0.594971308308
virtually, worthy: 0.591398515122
self-executing, well-placed: 0
practice-oriented, sunny: 0.0
comprehensively, interim: 0.535965624216
dandy, unsuccessful: 0.231173554656
dead-on, griet: 0
anywhere, prudent: 0.362221670704
deliberately, lukewarm: 0.257190562271
anymore, usually: 2.17437487773
evey, specialised: 0.0
implementable, succeed: 2.00852020547
educational, whassup: 0.342797010911
tom, well-developed: 0.0
fried, wack: 1.66752095349
null, recognized: 0.77440955809
incorrect, ruined: 1.3546777815
here, speaking: 1.14707918615
agreed-upon, open: 0.0
complementary, dickish: 0.900004207031
medium-sized, well-structured: 0
one-sidedly, working: 0.0
dazzling, dressed: 1.44236495092
affixed, cher: 0.179422649685
thicker, uncertain: 0.416875004491
achievable, asian: -0.44609343491
endemic, trustworthy: 0.721351876406
disgraceful, standard: 0.944783267439
determinable, lonesome: 0.388452769552
prescriptive, used: 1.02557850235
ah, arguable: 0.867075665437
inoffensive, reversed: 0.800860799937
picky, tabled: 0.36912084867
go, non-self-executing: 0.0
ageing, fraudulent: 0.0
globalization, muscovite: 0.06547887327
dope, mediocre: 1.60348042927
implementable, screwy: 1.02195664681
consolidated, unendurable: 0.62440674643
large, ripe: 0.557646971691
certifiable, sultry: 0.480499181612
nervous, unoccupied: 0.948599287722
maximal, unprofitable: 0.175564316192
memorable, self-aware: 0.0
healthier, thorough: 1.07852118346
dull, underway: 0.57223939733
co-chairperson, futile: 0.0
unbecoming, unsatisfactory: 3.73654843162
ruthless, sized: 0.073073888839
1st, enlarged: -0.05445527135
fitting, oral: 0.284369511629
incidental, win: 0.000911222022
larger, work: 0.498795399649
awful, minuscule: 1.60898237844
insured, pro: 0.482697740162
determined, sedentary: 0.615788142389
pilot-tested, tragic: 0.0
doing, overlooked: 1.14517918367
poverty-stricken, shared: 0.0
unrestricted, vain: -0.332172077747
slender, verify: -0.487739684535
deficient, impressive: 1.34629751828
indiscreet, rock-solid: 0.0
kinda, repulsive: 1.75243829673
omnibus, timed: 0.334495840027
heart-warming, twisted: 0.0
antagonistic, likable: 3.2330227587
back, disoriented: 0.93917003345
graver, responsible: 1.03211703211
refined, sounder: 1.0887320979
excellent, firmer: 1.38477394926
disproportionate, talented: 1.08179134876
deadly, nobler: 0.688734925109
explosive, unremarkable: 1.80104011105
archaic, psyched: 0.569483259578
as, old-fashioned: 0.0
displeased, environment-friendly: 0.0
slender, twice: 0.689008579115
disjunct, surprising: 0.872155789057
goodto, polished: 0.0
cost-effective, shot: 0.0
refreshing, scientifically: 0.542710832532
actively, extant: 0.503404751672
pressing, quiet: 0.926529024695
reversed, vegas: 0.069486210308
crude, treaty: 1.47858779305
mideast, stark: 0.481199958482
hip, moist: 1.83731088721
larger, long: 0.445778408454
counterfeit, with: 0.050112200868
courrier, outside: 0.145129858169
big, sincere: 0.169451074194
intact, loud: 0.426053292167
blank, honorable: 0.48687653575
predominant, reasonnable: 0.0
narrower, necessary: 0.314344779143
earliest, unique: 0.885947901691
breathtaking, distinct: 1.58731885583
cross, sticky: 0.467941450854
far-reaching, impressed: 0.0
pre-published, unproductive: 0.0
compliant, minus: -0.076296837055
-sorry, rad: 0.0
considerable, indispensible: 0.882597406884
best, leave: 0.555614552657
girlie, good-iooking: 0.0
mediocre, quiet: 1.55319184156
delirious, stupide: 0.0
desperate, prevailing: 0.839352933203
acute, crazy: 0.083448406053
anymore, double: 0.493246269411
prevalent, single-ranked: 0.0
able, heavy: 0.356783556665
anything, scared: 2.0104636536
asleep, shoot: 1.35202833171
specialised, statutory: 0.0
emphasise, wholly: 0.0
briiliant, economical: 0.0
fearful, perilous: 2.25728563322
powerless, stringent: 0.120330843651
pragmatic, unsatisfactory: 1.42269869647
entertaining, worded: 1.95845327437
preposterous, worthwhile: 2.27323538668
majeure, routine: -0.0737886093
credible, noble: 1.61008148815
attentive, inconvenient: 1.68337897403
principally, recommended: 0.073764788257
daunting, retrievable: 0.18183800594
likely, simillar: 0.235160075023
ungrounded, yummy: -0.12411338987
comprehensively, non-partisan: 0.0
based, tiresome: -0.165053371248
horrific, implausible: 2.59382150375
disagreeable, untouched: 0.57247294008
defunct, serene: 0.13170382656
awaken, expanded: 0.535319599962
best, economic: 0.200442678348
groovy, remaining: -0.552908796229
1st, duty-bound: 0.0
modest, unscathed: 1.88902295709
chloe, efficient: -0.173824922337
direct, unscathed: 0.595936619452
clearly, old-fashioned: 0.0
formed, switching: 0.48469303612
based, meaningless: 0.883611224824
boring, try: 0.916741249061
dire, largely: 0.635526884999
far-ranging, relative: 0.0
heavy, locked: 0.594798488138
thankyou, uniformed: 0.597805750419
twelve, why: 0.099771232392
identified, straight: -0.013954814305
incomplete, maximum: -0.59565644991
analogous, predominantly: 1.44055021648
generated, proscribed: 1.05650998298
gravest, traffic: 0.165006320869
odious, well-controlled: 0.0
careful, unprepared: 1.3583823175
honest, plentiful: 0.913810670284
dual, requests: 0.434971523048
enhanced, well-organized: 0.0
acclaimed, patentable: -0.140669000743
ourselves, unqualified: 1.02342033218
acceding, pleasant: 0.742193437312
convenient, mixed: 0.291724930756
dysfunctional, wealthiest: 1.96010691631
largely, self-sufficient: 0.0
bastard, historic: -0.763763021834
demonstrated, worldwide: 1.0458369051
clerical, triple: 0.212829602357
asshole, tiresome: 2.92343579998
bad-looking, magnificent: 0.0
insincere, uneconomical: 1.73872106602
dissimilar, fraudulent: 0.868604813276
affluent, widening: 1.8006713238
bolder, subdued: 2.37700188388
relentless, time-sensitive: 0.0
factored, lucrative: 0.66508472034
cherry, confidentiality: 1.25965951058
helpful, technology-neutral: 0.0
doubt, soaked: 0.224876531326
fine, frankenstein: -0.041797598192
enough, yearly: 0.58183125913
gandalf, repelling: 0.0
dramatic, healthier: 0.733245054004
hysterical, selected: -0.521188909196
dominant, rough: 1.40711270597
delicate, ill-defined: 0.0
for, infamous: 0.047534413521
challenging, futile: 1.494787551
rigid, school: 0.508497684173
dazzling, stranger: 0.868438632939
topic, uninsured: 0.463885021566
cleanest, subordinate: 0.482314480292
regular, suddenly: 0.595720031621
frequent, impressed: 0.635761306868
exceptional, something: 0.754654367987
challenges, infuriating: 0.105970419037
considerable, wrecked: 0.17880819436
transparency, ugly: -0.032411778804
drastic, nominal: 0.864908462341
distraught, ecstatic: 3.90570668616
fraudulent, shortly: 0.69730222626
ok, strangers: 0.68778649771
19, born: 0.0
displacement, intelligible: 0.951786157416
emphasise, professional: 0.0
reported, stable: 0.876864514465
heartfelt, weirder: 1.72021171785
begin, uncommon: 0.609438307898
distant, incomprehensible: 1.30050876832
nominal, thirteen: 0.625843374366
awesome, nervous: 2.11665806195
busy, slow: 1.63683260812
gender-neutral, inconsistent: 0.0
accordingly, sophisticated: 0.809977169467
accessed, iike: 0.0
jittery, strangers: 1.41564147195
inaccurate, motivated: 0.927737911602
educational, executory: -0.318936069381
basic, defunct: -0.109223286579
non-binding, spotless: 0.0
furious, modernized: 0.158521791681
bravest, precisely: 0.608684794792
faulty, freak: 1.03731655352
staff, wreckable: 0.0
accessible, insensitive: 1.31283209026
carmela, export-ready: 0
impressed, increasingly: -0.371916027144
enraged, nearby: 0.986573578506
disjunct, large-scale: 0.0
authorized, unexceptable: 0.0
delighted, diminished: 0.511608010129
wet, wrongful: 0.01458499897
stress-related, thirsty: 0.0
essentially, ever-changing: 0.0
selfevident, vice-chairperson: 0
ingrained, vivid: 1.86455271557
forlorn, under-funded: 0.0
rare, warranted: 1.2118036454
directly, recently: 0.624117124194
nauseous, upper: 0.588859825335
overheard, simplest: -0.382754856337
forward-looking, hiv: 0.0
cost-efficient, trained: 0.0
viewable, wished: 0.155810259181
distracting, self-contained: 0.0
oral, unable: 0.733357883767
marvelous, uptight: 0.997638667168
inter-connected, saved: 0.0
primordial, wierd: 1.44196426695
around, overwrought: 0.107479046538
affluent, juvenile: 0.457478473398
cost-effective, improved: 0.0
slower, state-owned: 0.0
livid, longer-term: 0.0
asked, average: 0.202973927038
manufactured, resolute: -0.197057169886
embarrassed, nothingg: 0.0
heart-warming, relatively: 0.0
meritorious, tolerated: 0.970822502439
acknowledged, ugly: 0.304570890153
balanced, irritable: 0.751571844506
excluded, indicated: 1.4895270555
courteous, horrific: 0.345941733766
keen, youngest: 1.82081812998
busy, visible: 0.859768491171
kind, shifty: 1.42908988755
emphasise, false: 0.0
helpless, recognizes: 0.075104539547
fucked, functionally: 1.88898404178
successful, uninsured: -0.087557521043
announced, salient: -0.104671764255
fatal, well-formed: 0.0
pro-choice, well-timed: 0
juvenile, malicious: 0.83940363684
defenceless, just: 0.0
armored, integrating: 1.05730574495
stifling, unbearable: 2.69963430929
badly, these: 0.284688688545
dim, lifelong: 0.558533009494
allowable, classic: 0.198546803613
illusory, loverly: 1.02013058552
broadest, constructive: 1.95755125145
inefficient, overdue: 1.6462252441
available, cheaper: 2.64810991151
through, undemanding: 0.405631644996
malicious, rebatable: 0.0
agreed-upon, dummy: 0.0
bright, twice: -0.256781479818
firm, iucky: 0.0
admiral, drawn-out: 0.0
elegante, noted: 0.0
responsable, unattractive: 0.730259140494
forgiving, muchfor: 0.0
dearer, intense: 1.06449659498
blurred, trusted: 0.811618797274
out-dated, snotty: 0.0
looking, responsible: 1.26295933704
warranted, well-prepared: 0.0
adjusted, potential: 0.723505946361
bone-dry, re-appointed: 0
kinky, undisturbed: 0.424376932157
forever, worrisome: 0.206762237175
exposed, fair-minded: 0.0
complementary, unrelated: 1.9160479034
brilliant, ineffective: 1.56553473237
conservative, influential: 2.853176792
cosmetic, wing: 0.682966679552
greedy, morbid: 1.4574371635
present, today: 0.621980017724
confidential, narrower: 1.14479226388
medium-sized, sensible: 0.0
occurring, pleasurable: 1.08299826396
died, unlawful: 1.10968307113
busy, underprivileged: 0.945194815431
arbitrary, inconsequential: 2.72571928028
between, doomed: 0.804362094774
brainless, luke: 2.23133900302
susceptible, western: 0.594318286896
cold-rolled, funny: 0.0
granted, idiotic: 0.62512546929
large, profound: 1.25800192449
accordingly, lasting: -0.369701108045
entrenched, rehearse: -0.317609907156
appealing, thanks: 0.753341579741
ample, surreal: 0.317932628537
improper, inexhaustible: 1.23387753758
co-chair, over-ambitious: 0
tenuous, wiser: 1.16821617363
completed, divided: 0.688100667711
bureaucratic, manifestly: 1.45469540731
distinguishable, unclear: 1.98404411777
stranger, unreliable: 0.375055363062
admitted, missingg: 0.0
dishonest, finicky: 0.931219920477
apt, solemn: 1.38652168771
pushy, thriving: 0.623094292902
evident, helpless: 1.05902880861
ecstatic, sal: 0.104505401582
junior, scanty: -0.359410679645
long-term, middle: 0.0
equivalent, instrumental: 0.36005937554
circumspect, discriminate: 0.421825882835
inexhaustible, mainstream: 0.641185362396
elle, representative: -0.052789717113
palatable, twisted: 1.0694482324
overly-high, sturdy: 0.0
actually, annulled: 0.248750313413
all, destructive: 0.375580684732
astounded, vibrant: 0.429398221925
enraged, unsteady: 1.57837422262
negative, tabled: 0.257724816574
unhappy, well-served: 0.0
missy, repulsive: 1.1290860319
sociable, uniform: -0.012959902865
fully, missy: 0.291583366599
any, unprejudiced: 1.28292871087
accessed, her: -0.102344621548
imported, sticky: 1.04157041152
contaminated, handled: 1.8403351327
mum, open-ended: 0.0
dramatic, expressed: -0.014700009347
poorest, self-governed: 0.0
harmless, represented: 0.090020009306
desperate, developing: 0.007266894878
liked, mainly: 0.876947183619
locked, parched: 0.976954633441
acute, saying: -0.069961518854
brilliant, great: 2.97375081809
complacent, inconceivable: 1.84933967292
ill-conceived, overpriced: 0.0
controversial, obnoxious: 1.49594865008
lasting, puzzling: 0.531166212
identical, obsolete: 2.10431789839
bad, imperfect: 2.16697780176
hopeless, objectionable: 1.44939200019
brilliant, unremarkable: 2.52702151541
disabled, highest: 0.024643733711
reimbursable, responsible: 1.48367855255
delightful, lacking: 0.735714610314
hollow, stocky: 0.935603040939
inadequate, publicly: 0.820290511929
callous, unattractive: 2.65607412665
glowing, loveable: 1.28034251733
oriental, timely: -0.314253832674
co-financing, expeditious: 0.0
familiar, paid: 0.034800799353
fewer, well-known: 0.0
overall, sustained: 0.942579893128
resident, secured: -0.191520722567
degrading, well-placed: 0.0
comprehensible, unequivocal: 1.98493326712
debated, widening: 0.841738838246
injured, irresponsible: 1.10730207206
finally, unsuitable: -0.126106930617
strengthening, yes: 0.100861231401
well-formed, well-served: 0
exemplary, injurious: 2.13128702334
murderous, scrumptious: 1.47647488486
disadvantaged, proficient: 2.93425970065
gloomy, science-based: 0.0
distant, pitch-dark: 0.0
authorised, turbulent: 0.0
poverty-stricken, ugly: 0.0
gonna, palpable: 0.531142633618
kinda, win: 1.29051109925
awake, safe: 2.44651230597
astute, loud: 1.1603279925
comprehensible, praiseworthy: 2.71674299145
ageing, uncanny: 0.0
plausible, suspected: 0.734117720288
contemporary, moving: 0.470411612384
excessive, indiscriminate: 3.21522867709
ferociously, honourable: 0.0
attractive, over-optimistic: 0.0
complements, stricter: 0.152293492288
accountability, well-tolerated: 0.0
biased, industrial: 0.085708701171
appreciable, germane: 1.20842932738
inviolable, spooky: 0.902785034571
adaptive, get: 0.313361804843
accustomed, well-balanced: 0.0
discretionary, embarrassing: 0.667130673549
charmed, know: 1.07597092516
african, vivid: 0.387414404503
impatient, legibly: 1.64279483443
black, propitious: -0.139841717877
apposite, important: 2.24944711067
neighbours, observant: 0.0
cleverer, ephemeral: 1.29989834076
livid, pray: 1.23602704337
monitored, productive: 1.13660717385
mild, subject: 0.723569184142
modified, restricted: 2.0529960695
co-chairperson, rusty: 0.0
fruitless, odd: 1.36421588041
free, welcomed: 0.659298312607
good-natured, pending: 0.0
efficacy, unprepared: -0.244152061517
planned, ravenous: -0.12601426248
accurate, longer: 1.06009509779
quickly, self-evident: 0.0
formidable, multi-faceted: 0.0
cooler, gorgeous: 1.72070999851
fuzzy, unnerving: 2.11640897492
undecided, well-known: 0.0
overwhelming, two-fold: 0.0
far-reaching, switching: 0.0
positive, skilled: 0.470681048407
enough, prejudicial: 0.759317799097
oral, self-sufficiency: 0.0
biased, shit: 1.51959575748
emotive, two-pronged: 0.0
bright, heartfelt: 1.06473036905
prouder, subtle: 0.91249246279
easy, probably: 0.96069477254
arguable, well-formed: 0.0
determined, friends: 0.173474732543
all-out, snotty: 0.0
pleasant, traded: 0.232077013375
invisible, longer-term: 0.0
forever, sleepy: 1.17183044883
affordable, extreme: 0.156381153441
largely, loud: 0.249025769497
actual, reiterate: 0.508943326886
badly, inoperable: 1.47835395264
deceased, many: 0.661156416552
scrumptious, visible: 0.432032036559
frustrating, mainstream: 0.132215061732
celebrities, timelier: 1.18636593379
griet, misleading: 0.0
appalling, technology-neutral: 0.0
inadvisable, released: -0.433313852862
inside, victorious: 0.232162232802
!, recommended: 0.0
busy, inferior: -0.128747003596
exorbitant, gay: -0.242604749338
counterproductive, unimportant: 3.57430867749
minimal, thorny: 0.47759420321
anyway, ungrounded: 0.679634384342
educated, unachievable: 0.450629250851
complete, forlorn: 0.96177156107
aging, priceless: 0.752292693958
christian, repugnant: 2.40280967273
innocent, overwrought: 1.45367473502
recognised, state-of-the-art: 0
foul, insupportable: 0.579248748317
resilient, standard: 0.621999660386
stressful, unused: 0.08454740859
routine, sale: -0.469114431581
insufferable, unsustainable: 1.59571902869
dressed, humane: 0.6452160412
corny, extraneous: 2.16264683857
effectively, overheard: -0.528562652349
about, gloomy: 0.677653930637
harmless, ju: 0.841003218589
relaxing, welcome: 1.58015377728
interwoven, superstitious: 1.16822965945
lonesome, overt: 0.421265492756
distant, launching: -0.167440240914
although, voluntary: 0.638924169841
certainly, unsuccessful: 0.393739849455
heartening, unoccupied: 0.603409176709
mighty, restricted: -0.160672175938
steady, us: 0.252697612487
disjunct, long-term: 0.0
outdated, resident: 0.34958950717
faithful, superstitious: 2.57769248019
giddy, trained: 0.043186877227
delineated, worst: -0.607156468591
beautiful, brillant: 2.08030271243
loverly, yummy: 3.26100668342
pretend, safest: 0.509202151036
executable, heeded: 0.538619029059
alia, junior: 0.009464899837
cultural, gigantic: 1.30874611556
craze, off-the-record: 0.0
gonna, seventh: 1.08096574722
resistant, snug: 3.1124687215
flavorful, unproductive: 0.80719019433
clear-cut, elected: 0.0
ominous, winning: 0.358244208462
liable, powerful: 0.220053010006
vigilant, work: 0.775670549931
additionally, goodto: 0.0
heinous, perpendicular: 0.817170138088
nascent, off-the-record: 0.0
feisty, stringent: 1.04616959246
characteristic, senior: 0.137017833678
however, wide: 0.466889133773
minimal, superior: 1.56733080193
technical, well-served: 0.0
beautiful, dumb: 1.51960596875
necessary, unscathed: 0.599876919532
inexplicable, tasteful: 0.575598940478
fatter, well-placed: 0.0
cardinal, energy-efficient: 0.0
environment, quadruple: -0.253964708314
explosive, merciless: 0.697946254988
populated, swearing: 0.10245389277
destructive, fledged: 1.34763294997
delineated, palpable: 1.19643288513
enormous, quoted: 0.294269360349
professional, well-founded: 0.0
boring, greatest: 0.703688643352
debated, harmful: 0.853123420247
cinematography, hope: -0.074696766354
lukewarm, sociable: 0.795196303915
awareness-raising, closed: 0.0
eccentric, simplistic: 2.11929818909
fuzzy, overripe: 2.18324979977
relaxed, unfettered: 2.0849419234
archaic, unforeseen: 0.525930679052
dotty, scalable: 0.206928817909
above-mentioned, cracked: 0.0
commended, living: 0.008299719202
gravest, shaun: -0.125283498876
legible, well: 0.502268916318
moister, toast: 2.20552444905
funded, transitory: 0.412338802216
screened, unresolved: 0.229861402047
enriching, rock-solid: 0.0
longitude, overt: 1.22637073982
astounded, mimi: 0.697781354794
blurred, underpaid: 1.12653350394
corrupt, phony: 2.57541526448
terrific, weird: 2.45496639586
hungry, presumptuous: 0.933959229121
