full, rash: -0.267016172525
anonymous, ripe: 0.210041977025
italian, recheck: 0.701335319486
efficacious, graduate: -0.372027474907
convincing, plenty: 1.19132060955
business-friendly, well-developed: 0
related, settled: 0.870197959821
explained, reversed: 1.03424216922
filed, lye: 0.515547429408
hon, interest: 0.583177424604
keen, uncompetitive: 0.987879268999
claire, suicidal: 0.541155072585
dull, intended: 0.60429644092
longterm, pragmatic: 1.82258424172
idle, sized: 0.314244691195
grown, notably: 0.313676386658
lately, secret: 0.862814897965
grievous, ready: -0.439427913916
cheery, tougher: 0.961233741066
cleanest, small: 0.475719184533
over-optimistic, stated: 0.0
emotive, illiterate: 1.3689307326
all-embracing, withdrawn: 0.0
permanently, trippy: 0.387763008745
blessed, self-evident: 0.0
paranoid, turned: 0.879979416725
double, regrettably: -0.38480124771
lovable, poor: 1.0541979222
horny, obese: 3.10015984247
deeper, disagreeable: 1.4904261367
embarrassing, nobler: 0.704190128038
flexibly, taller: 1.53883071185
carsick, ineffective: 1.62657069001
admiral, saved: 0.298310531491
afresh, harsh: 1.26665925692
consultation, lesser: -0.729633286441
hip, stark: 0.166309205297
gotta, understanding: 0.83192835973
far-ranging, merely: 0.0
hiv-positive, uncommon: 0.0
intentionally, nothingg: 0.0
enlarged, immersive: 1.29678959605
genius, proportional: 0.38980021722
more, true: 0.332534252259
prudent, suitable: 2.54007160946
pleasing, year: 0.478522228803
black-hearted, weii: 0
lenient, stout: 1.55833899667
exceptionally, serious: 0.260932718281
cross-border, entitled: 0.0
apologise, heartbroken: 0.0
ineligible, skinny: 0.590875999798
alternate, distasteful: 1.29582119309
discreet, prerequisite: 0.929670922852
issued, okay: 0.260531428097
bankrupt, ominous: 0.760313778758
illogical, ping-pong: 0.0
best-known, unanimously: 0.0
immaculate, normal: 1.10492931593
scarcer, uniformed: 0.236177731814
good, potent: 1.27746436458
applied, muscovite: 0.692589489631
actual, headstrong: -0.410994494908
cozy, vibrant: 2.35124931274
unimpressive, weak: 3.73274290898
graver, northeastern: 0.84545226031
grave, immense: 1.95111351123
all-important, incorrect: 0.0
repugnant, stuffed: 1.31162728934
soaring, typically: 0.841994726254
recommendable, unsanitary: 0.902214791561
non-transparent, personal: 0.0
observant, try: 0.897906417359
monitored, recent: 0.484722981178
deposited, impractical: -0.152243092631
aligned, egocentric: 2.05171497511
flaccid, repulsive: 3.07216880786
applied, self-explanatory: 0.0
goal, sociable: 0.314990350322
erroneous, fifty: 0.104184882349
cleanest, tenacious: 1.23572299114
basic, handicapped: 1.17776159716
interim, regulated: 0.316077599007
distant, stringent: 0.772928430955
crude, prodigious: 1.72957575013
brilliant, case: 0.051414111315
expeditious, under-age: 0.0
flagrant, heart-warming: 0.0
completed, far-ranging: 0.0
elementary, smug: -0.029383038215
long-standing, steadfast: 0.0
held, improper: 0.093876308284
addition, harmful: -0.143429519031
conceivable, mightier: 1.21067137054
entertaining, rewarding: 3.33013565418
blank, nessessary: 0.0
life-threatening, milder: 0.0
elected, intimate: 0.096019775315
impoverished, polite: 0.817371345653
partial, well-developed: 0.0
inadequate, incongruous: 2.49140243921
life-long, seldom: 0.0
ideally, overemotional: 0.477324865114
effective, symbolic: 1.16312516731
direct, overripe: 0.227537066734
self-explanatory, undecided: 0.0
choosy, iovely: 0.0
ah, in-house: 0.0
every, gigantic: 1.25887713015
closest, knowledgeable: 1.21955710351
co-ordinated, reduced: 0.0
double, mad: 0.749132582195
cuter, disadvantaged: 0.745106080519
aroused, skeletal: 0.37025279813
thorny, well-developed: 0.0
dopey, monstrous: 1.79893391534
end-to-end, focussed: 0.0
extraneous, yellow: 0.492938375277
apologise, inevitable: 0.0
implemented, shut: 1.10903204986
darling, friendlier: 1.7502708402
sleeping, strangers: 2.09647313102
consulted, industrialised: 0.0
detrimental, well-educated: 0.0
inestimable, popular: 0.292360293359
contrary, protracted: 0.125787149049
adorable, all-powerful: 0.0
morbid, non-discriminatory: 0.0
her, ten: 0.15645632663
aligned, broadest: 1.1267610194
childish, upbeat: 1.27113279034
lovely, proscribed: 0.522050395148
exciting, in-house: 0.0
irresponsible, majeure: 0.289523437722
better-iooking, reasonable: 0.0
associated, sizeable: 0.831975651091
pathetic, pro-poor: 0.0
rampant, uneconomical: 1.69326658163
hotter, miserable: 1.9954407441
elongated, utilized: 0.78929733648
bleak, traumatic: 2.24335634035
ancient, faulty: 1.45408514896
uptight, well-represented: 0.0
current, unsustainable: 1.90214479767
copacetic, redeemable: 1.47011163197
growin, provision: -0.466475171808
eligible, exceptionally: 0.447951420123
applicable, ravenous: 0.517934595755
attentive, ideal: 1.11227856694
heeded, narrower: 0.294833922947
patentable, written: 1.23415193929
committed, leading: 1.41590749471
hiv, individualized: 0.917992040031
helpless, uptight: 2.49896361291
coherent, distinguishable: 2.85885886581
addition, older: 0.581586095696
predominantly, results-oriented: 0.0
distinguished, feasible: 0.098609689174
sadly, timely: 0.639825683362
attainable, roisin: 0.0
modernizing, testy: 0.495488507739
directly, synergistic: 0.831736293679
sealed, unusual: 0.875768798564
articulated, diminished: 1.10343899787
costeffective, least: 0.278796480251
imprecise, self-contained: 0.0
gorgeous, world-wide: 0.0
shaking, trustworthy: 0.701774049978
appealing, crowded: 1.14631515056
annulled, represented: 1.38843903364
possibly, temporary: 0.751612658397
generous, telling: 0.658573472995
impolite, pleasurable: 3.12026339078
absurd, moron: 2.82106227892
greater, pissed: -0.126799556258
checked, collective: 0.189277311755
alarmed, humane: 0.448225698116
legit, tan: 1.10357552884
environment-friendly, hot: 0.0
interdependent, mobile: 0.983798285166
ripe, shaky: 1.31748092516
unspoiled, wanted: 1.10810688359
harsh, mandatory: 1.43380676116
fifty, nut: 0.439213734459
advisable, short-term: 0.0
syrupy, warmest: 0.880304984122
east, readyto: 0.152647760062
doing, held: 0.520944356992
geographically, hungry: 1.01803271898
steep, well-maintained: 0.0
done, feisty: 0.043740851745
admissible, questionable: 1.90315869463
adulthood, afflicted: 1.97370194249
fundamental, upset: -0.035320348271
cost-effectiveness, horrendous: 0.0
negligible, well-deserved: 0.0
implemented, well-established: 0.0
peripheral, stifling: 0.488916502249
kinky, preferential: 1.06577181754
envious, starker: 1.87356871139
cited, grumpy: 0.235936188374
incredible, material: 0.449188165115
mainstream, thicker: 1.03122033113
exorbitant, well-informed: 0.0
hypersensitive, self-executing: 0.0
cross-border, trendy: 0.0
estimated, multi-disciplinary: 0.0
innocuous, overkill: 2.67487427678
naked, restricted: 1.33851084347
equally, today: 0.038936437753
primordial, repelling: 1.54846453341
subsidized, well-coordinated: 0.0
overburdened, user-friendly: 0.0
realizing, simplified: 0.674956899629
darling, isolated: 0.217051974363
evident, well-done: 0.0
born, built: 1.49454613752
ago, somewhere: 0.68820951039
delayed, in-depth: 0.0
disputable, vice-chairmen: 0.0
fourteen, phenomenal: 0.63679899614
agreement, shortly: 0.645770567749
foxy, non-partisan: 0.0
abrasive, nutty: 2.18253239003
bro, frail: 0.453617468026
tell, well-filled: 0.0
lucky, predominant: 0.311775952381
bored, tremendous: -0.307556033508
doubt, scalable: 0.820054655957
general, madness: 0.094870208409
lackluster, narrow: 1.58548184278
in-depth, loving: 0.0
stout, sunnier: 1.45177781644
substantial, unprejudiced: 0.917570095552
definitive, propitious: 2.49005809235
claire, profitability: 0.180340663497
inside, surrounded: 2.02801267445
sound, time-consuming: 0.0
horrible, modern: 0.88242669844
overemotional, seen: 0.485873677262
restored, six-year: 0.0
enlightening, loaded: 0.27184878982
elegante, self-conscious: 0
lazy, turbulent: 0.057957838257
populous, respected: 0.850425263077
dangerous, unfathomable: 1.89681424129
later, running: 0.294788128289
fella, poorest: 0.604874285349
begin, unbecoming: -0.500115789589
credible, sugary: 0.210830221887
also, long-lived: 0.0
bottled, choosy: 0.944400913396
bleak, yearly: 0.845884869254
cautious, commended: 2.87925729852
readable, snarky: 2.57345180815
insubstantial, recognized: 0.165437756903
incidental, otherwise: 2.1418648756
longitude, unchangeable: 2.45006062897
explicit, painless: 1.23547219641
expensive, lost: 0.458651967052
dire, rusted: 1.93395193614
certified, unsolved: -0.413084429645
conservative, intricate: 0.284721067407
buoyant, organic: 1.7705586556
back, nothing: 0.568466100331
diversified, handled: 0.823504249225
social, starved: 0.769863894484
doctor, worded: 0.19944666853
educated, stopped: -0.34185216177
jurisdictional, unforeseen: 2.22903169909
handed, prolonged: 0.053841661583
export-ready, unfilled: 0.0
constantly, impeccable: 0.949374449103
advertised, yes: 0.742907520997
inter-dependent, okey-dokey: 0
biased, challenged: 2.16007781841
safe, wholesome: 2.82203501391
loaded, polite: 0.147424625864
considered, farther: 0.492809473436
already, fast-growing: 0.0
basically, enchanting: -0.457295589543
dodgy, steep: 1.43745494217
persistent, treble: 0.384510457439
fifty, zero: 1.14665309994
amiss, groovy: 1.22114088526
ephemeral, fearful: 1.26891886727
incalculable, need-to-know: 0.0
enduring, ensure: 0.545675867836
vested, visibility: 0.122204948696
omnibus, state-owned: 0.0
close, scientific: 0.251862930424
alone, overworked: 0.878873970868
copacetic, selfish: 2.14419827988
chloe, ominous: 0.270345765267
foreseeable, wasted: 0.494972733344
insubstantial, needless: 1.96880372299
normal, occurring: 2.10972543874
off-putting, ongoing: 0.0
iittle, plain: 0.0
greedy, obliged: 1.15648153715
dumb, see-through: 0.0
insolent, yet: 0.339621995824
handicapped, tonight: 0.241665931757
functioning, rigid: 1.16529173575
flicka, invariable: 0.0
me, wild: 0.476454851229
gifted, supplemental: 0.317123823029
immovable, understandable: 1.2580520994
acceded, wide-open: 0.0
qualified, quickly: 0.167626786704
anomalous, encouraged: 1.04994456137
egotistical, slight: -0.192096974278
fat, unquestionable: 0.182796204178
rad, unaltered: 0.338020723702
taken, traffic: 0.009308135005
minor, proscribed: 0.949991183553
-surprised, win: 0.0
ambiguous, handsome: 1.17034970778
articulated, rubbish: 0.491054856009
obese, southwestern: 0.906432106355
carmela, warm: 0.0
hip, manifestly: 0.559837333818
intended, tiny: 0.398904049819
girlie, official: 0.513855254825
emblematic, fruitful: 0.399730725892
cool, watchful: 1.61086956134
dire, nationwide: 0.629518406507
encompassing, teeny: 0.917429689727
selfish, vacant: 0.939149212019
previous, unified: 0.121205766202
fastest, phenomenal: 3.21791237322
intolerable, practicable: 1.85826061836
remote, unendurable: 0.502844107799
pretty, problematic: 0.82990249361
superb, unachievable: 1.04476711023
commenced, simplest: -0.447086170746
leaner, mama: 0.413269279097
developing, supra: 0.770379104251
ingrained, persuaded: 1.32057203752
cultural, even-handed: 0.0
-me, possibly: 0.0
old-timer, sizeable: 0.0
gay, self-explanatory: 0.0
urgent, well-deserved: 0.0
gullible, twelve: 0.485695669111
sadly, unsanitary: 1.17068941345
destabilizing, determined: 0.951707465219
apologise, co-funding: 0
luminous, rigght: 0.0
blurry, uneconomic: 1.98426935176
indispensible, unwell: 1.00148012647
modified, skilful: 0.02796710805
constructive, gonna: 0.583832262465
frightened, self-aware: 0.0
that, wreckable: 0.0
degrading, tom: 0.056004064286
bitter, multiple: 0.220847774293
hooked, requested: -0.2124080842
angry, largely: 0.521751693051
deader, self-sufficiency: 0.0
entirely, subtler: 1.07036584807
idiotic, petrified: 1.60652682345
basically, sunnier: 0.049485701038
disposal, motivated: 0.233309462308
ample, earliest: 1.57914237774
flattered, mainstream: 0.320634459904
dressed, valid: 0.216474956727
repeated, rigght: 0.0
almost, zesty: 0.233105582002
north-west, thoughtful: 0.0
audacious, proscribed: 0.453529988954
flawed, perpendicular: -0.580492247986
merciful, unproblematic: 1.30324147126
foreverything, rebatable: 0
medium-sized, prohibited: 0.0
peachy, thankful: 1.32483420132
modified, sleepy: 0.225869944404
noticeable, safeguarded: -0.577097862929
newer, successfully: 0.564824416397
attentive, resolute: 2.83122237147
stricter, thus: 0.347101403789
contained, realizing: 0.461190633177
off-site, poorest: 0.0
disabled, unpublished: 0.402004732236
soothing, underprivileged: 0.839341980926
justiciable, shallow: 1.95056855573
cinematography, younger: 0.153903609422
immaculate, spontaneous: 1.00882884517
senseless, south: 0.567604117184
nouveau, terse: 0.517491502132
firm, other: -0.190531663717
black-hearted, wholly: 0.0
devastating, well-established: 0.0
frail, rogue: 0.667286501448
organised, tangible: 0.0
honoured, righteousness: 0.0
competent, firmer: 0.703429778343
comprehensible, twisted: 1.87095011402
missy, omnibus: 1.39814943649
iil, myself: 0.0
new, undesirable: 0.48447763892
resilient, tangible: 1.65776418816
carsick, fast-growing: 0.0
cold, impulsive: 0.768585149444
barmy, unendurable: 2.47280098104
authorised, hiv-positive: 0
co-financing, rock-hard: 0
deprived, incalculable: 1.98049050576
ecological, turned: 0.251640141911
private, propitious: 0.593294565687
cooler, formed: -0.096147224583
-mentioned, by: 0.0
pivotal, puny: -0.008878713593
ready, treaty: 0.15096454627
east, unanimously: 0.721356937518
braver, handling: 0.013478172464
anonymous, humbled: 0.94256489644
convincing, limp: 1.28651906671
felt, utilized: 0.561850067235
comparable, unhappy: 0.651953643843
determinable, revealing: 0.54855244335
anything, inaccurate: 1.19973050603
awesome, partially: 0.318596055668
lengthier, unfathomable: 0.877223278709
fifty, losin: 0.430976945256
heated, repugnant: 0.717896718462
heard, widest: 0.665632842327
mesmerizing, treble: 2.15759433821
dangerous, shielded: 1.18514731749
dying, out: 0.861006646023
newest, uncommon: 0.743854604311
populated, preoccupied: 1.69770200258
deposited, elaborate: 0.040611084801
scrumptious, vigilant: 0.830223753342
heartbroken, manifold: -0.281100777501
operative, readyto: 0.237174755636
delay, just: 0.550525266382
despicable, long-winded: 0.0
economically, scandalous: 0.241103386572
syrupy, unfortunately: 1.0876418841
painful, pushy: 0.80572320262
formal, presentable: 1.79734899565
infamous, sealed: 0.987723590229
unpublished, unquestionable: 1.06151647748
expedient, indisposed: 2.43770392056
latter, unscathed: 0.548510560594
dedicated, steady: 0.920367262003
emblematic, requests: 0.120072465392
unbelievable, uninsured: 1.20934547556
brighter, prick: 0.279189341742
guaranteed, pending: 0.749856740311
innocents, two-pronged: 0.0
asking, macabre: 0.060584964687
concise, two: -0.080760145355
documented, jolly: -0.170239332579
suitable, supportive: 1.63266716962
discussion, pre-published: 0.0
believable, deader: 2.38413714827
hard, wild: 0.956622744598
enabled, happy: 0.361879378293
hideous, simplifying: 0.84418194422
dishonest, sizable: -0.166473132362
carsick, condescending: 2.89665282795
new, understandable: 0.211540994238
deep-rooted, stagnant: 0.0
definite, undecided: 2.23367665835
cheapest, cleanest: 6.90832907322
superfluous, well-designed: 0.0
complementary, free-of-charge: 0.0
clinically, untraceable: 0.539977157218
hooked, non-binding: 0.0
darkest, dope: 1.34310923782
energetic, gigantic: 0.67112222577
about, positioned: -0.523860877142
legible, state-run: 0.0
affluent, disposal: -0.367545655932
fucked, recurrent: 0.442622216144
commenced, fuckin: 0.342741486174
-lncredible, likely: 0.0
listed, scant: 0.171735193792
brighter, poorer: 2.8887254211
presumptuous, school: 0.028989131225
dismal, illiterate: 1.43006866558
mad, non: 0.077099960589
pretty, someday: 1.14248972567
encompassing, typical: 1.15097845356
following, such: 0.412840277734
instead, nonsense: 1.09653926129
opposite, unsustainable: 1.59894088643
designated, inactive: 2.36591353902
big, unimportant: 1.10986897729
co-ownership, grisly: 0.0
delay, smallest: 0.323442424581
tougher, withdrawn: 0.964421321135
justified, pressing: 0.539997928842
perplexed, propitious: 1.62932810653
administered, cumbersome: 0.897049194115
earliest, promising: 1.01359123716
crafted, declared: 0.398116626165
improper, yummy: 0.408038052927
convinced, privileged: 1.16019631934
adjacent, anticipated: 0.529351606321
set, wrong: 0.251493548133
sharp, wholesome: 0.520034610602
colossal, stupider: 0.964739867008
encompassing, lonely: 0.433422521892
fake, right-handed: 0.0
associated, enraged: 0.120024858249
adamant, hiv-positive: 0.0
shortest, superficial: 0.352435422416
former, inactive: 0.569664907744
simplified, utopian: 1.285677035
felt, two-: 0.0
brainless, inevitable: 1.78874907281
happened, magnificent: 0.936737890953
happening, undecided: 0.788768095734
joyous, technically: 0.59248249316
serene, watchful: 2.34679317443
treatable, unfavourable: 0.0
distressed, well-organized: 0.0
dangerous, rough: 2.08435581992
extraneous, occupied: 0.217354054228
lukewarm, repealed: 0.485376088502
crazy, discriminate: 1.00886709367
omnibus, unbearable: 0.281561345342
do, jump: 0.935255539181
directly, obliged: 0.92212909741
builshit, uptight: 0.0
based, obscure: 0.577575485875
cherry, cohesive: 0.164356695371
fixated, thin-skinned: 0.0
affixed, precious: 0.420665557075
prohibitive, wondrous: 0.933953483449
almost, correctly: 0.541574462389
co-financed, qualified: 0.0
energetic, scalable: 1.57556315346
agreed, positively: 0.094037555374
barmy, smarter: 1.62886236437
clearer, roll: 0.348434577709
overall, shaky: 1.5021404778
opportune, self-serving: 0.0
aggressive, term: 0.574439381803
domestic, exempt: 1.16246469256
active, knackered: 0.149602277978
'sgoing, comfortable: 0.0
least, vulgar: 0.398476358944
death-proof, insulting: 0.0
counterproductive, social: 1.01626233376
false, hysterical: 2.45232969583
laudable, western: 0.279074587683
grand, heterogeneous: 0.282895538154
loud, normally: 1.00633104916
giant, grisly: 1.32126282873
available, inappropriate: 0.830273160848
hazardous, self-reliant: 0.0
distraught, problem: 1.06069201755
dependable, intentional: 0.424799558225
differently, e.g.: 0.0
ridiculous, wacky: 3.56630412532
monstrous, only: 0.688860423601
juvenile, refined: 0.445308114432
inoperable, qualified: 0.764022111114
considerable, customized: -0.248451745218
disappointed, thereto: -0.566312844758
earlier, okay: 0.336673257787
corrigendum, daily: 1.19612451626
flawed, widespread: 1.6562637816
felt, sunnier: 0.637445473872
primarily, reciprocal: 1.11976252148
confusing, disciplined: 0.304435191477
clever, well-deserved: 0.0
pretend, well-trained: 0.0
added, practically: 0.2889523826
described, of: 0.0
export, smarty: 0.245691568499
joyful, large: 0.601524891801
frightening, pragmatic: 0.765943121859
fancy, ill: 0.740154810298
adapted, wide-open: 0.0
candid, chickenshit: 1.78096912078
cancelled, heart-warming: 0
actionable, information: 4.14401728226
touching, wished: 0.249942067438
keen, plenty: 1.95869086687
familiar, hypersensitive: 1.75920466058
academic, extensive: 0.847935145338
clarify, profitability: 0.533098938807
insufficient, unnatural: 1.97052251585
impracticable, momentary: 0.868414887928
confidential, self-employed: 0.0
disruptive, well-timed: 0.0
guaranteed, sorr: 0.0
prepped, sophisticated: 0.819979157356
lovelier, watchful: 1.43282146393
manageable, seldom: 0.588278225332
limp, unanswered: 1.48638375966
amiss, wretched: 1.18521699585
performed, psychological: 0.699681360053
contentious, infallible: 0.380531911023
masterful, testy: 1.74073008471
bullshit, oversensitive: 2.42409198727
cruellest, minus: 1.28799375776
hazardous, slight: 0.079649807909
owned, unfathomable: 0.390335171982
alright, motivated: 0.972900068613
degraded, sincerely: 0.614565564908
implemented, long-lived: 0.0
jittery, savage: 1.81151146596
contestable, prejudicial: 3.06911564669
ample, unreal: 1.04515861463
fairest, well-organized: 0.0
snappy, subtler: 3.16587714032
louder, spooky: 0.510701750679
circumneutral, sugary: 0.0
sultry, unwelcome: 0.934139811039
interactive, supreme: 0.241206377878
drier, tan: 2.75000595286
launched, starker: 0.503308352505
good-iooking, satisfactory: 0.0
cost-shared, madness: 0.0
furthest, rich: 0.315026931137
own, published: 0.40967178429
fragile, juvenile: 1.1077504534
actionable, authoritative: 3.58991669919
substantive, sugary: 1.01952524314
designed, global: 1.13476741589
co-ordinated, magical: 0.0
donkey, growing: 0.135201303391
ah, widest: 0.111766112791
bigger, ever-changing: 0.0
appropriate, energy-efficient: 0.0
impolite, quiet: 2.06985731282
devastating, judicious: 0.286565289453
booked, rescinded: 1.84040157601
happened, noted: 0.422105368814
newborn, ungrounded: 0.16723628625
inside, startling: 0.440184665068
impermissible, statewide: 1.40609621809
overkill, suddenly: 0.445405950515
mechanical, unfavourable: 0.0
stiff, thought-provoking: 0.0
aroused, engaged: 2.00856668284
grisly, undecided: 0.352944599539
explosive, unabated: 1.13619540313
astute, surer: 2.50727404154
similarly, uninsured: -0.002406538289
dim, payable: -0.112656377616
insubstantial, refreshing: 1.37292689877
rewarding, tan: 0.75536429401
completely, incongruous: 0.68319545676
excluded, swearing: 0.373083514725
2nd, prouder: 0.246528322662
almost, envious: 0.355291939644
apolitical, disappointed: 1.54898808245
formal, proceed: 2.56774408893
recognizes, unused: 0.274562224387
lately, obsolete: 0.481060508997
actually, deep-rooted: 0.0
salient, unendurable: 1.5524268755
danger, feeble: 1.07517197324
formidable, sorr: 0.0
etcetera, unprepared: 0.437294783473
antiquated, inadequate: 4.29810710731
invalid, taller: 0.279018102241
costly, staggering: 1.26153983762
so, too: 2.32320978925
practicable, quality: 0.695481763181
cancelled, freak: 0.0
distracting, reasonable: 0.880803394707
flashing, strict: 0.373430290545
kind, operational: 0.00498590193
boring, foolproof: 1.90734526336
frightful, outstanding: 0.102427947492
refreshing, sure: 0.984533909831
unprofitable, unseen: 0.669670207911
consolidated, unsatisfactory: 1.17367802381
adorable, successfully: 0.087264104052
average, welcomed: -0.069819576676
insufferable, sultry: 2.17159201934
disoriented, smokin: 0.298367733821
rationalized, smug: 1.72076727213
bastard, insane: 3.01015259321
manufactured, multi-disciplinary: 0.0
exaggerated, untapped: 0.261648638077
cruel, flourishing: 1.12917990015
actually, security: 0.40644788362
calm, marked: 0.116736478322
mild, unprejudiced: 1.02355625591
conscientious, primarily: 0.909760378185
bummed, simply: 0.778427931805
pivotal, useless: 0.340754087452
darn, do: 2.31017276952
full, terrifying: 0.636624724593
briiliant, pursuant: 0.0
bankrupt, serious: 0.834184362483
need, scant: 0.658832390787
estimated, legit: -0.048481281652
reimbursable, terse: -0.027614233789
intricate, well-filled: 0.0
refined, transient: 0.681113616843
paramount, sympathetic: 1.03742632
effortless, race: 0.065311137471
etcetera, happiest: -0.135212137576
efficient, giant: 0.403822032239
granted, prior: 1.05652667115
late, referenced: 0.1103366636
apt, foolproof: 1.15947445263
-just, initially: 0.0
gender-neutral, off-putting: 0
contemporary, environmental: 1.11865131915
mysterious, practice-oriented: 0.0
allowable, high-quality: 0.0
hopeful, scientifically: 0.272430305418
cost-effective, installed: 0.0
many, only: 0.986500590079
expressed, inadmissible: 0.337447449848
operative, usually: 0.47211254636
desired, sixth: 0.357339176784
helpless, livid: 3.09169448337
ever, out-dated: 0.0
specialized, to: 0.0
constructed, needless: -0.066432262152
compact, repulsive: 1.27301111449
almost, deepest: 0.650935150186
cited, overweight: 1.1230100713
public, revealing: 1.01038441631
tricky, useable: 1.21731500612
responsibility, single-ranked: 0.0
guilty, incomplete: 0.894185448165
applicable, important: 1.42291508995
persuasive, unsolved: 0.479150402402
envious, thus: 0.633478134604
cozy, proactive: 0.79916858161
astonishing, thankyou: 0.241531521203
needless, requests: 0.07250325654
good-iooking, lucid: 0.0
abundant, depressing: 1.15451899121
environment, unidentified: 0.367523496904
info, limber: 0.993823446638
evident, stimulating: 0.693183650882
briiliant, unfortunate: 0.0
strangers, widespread: 0.097672549089
lunatic, sensational: 1.19287265822
cooperative, johnny: -0.286089051302
public, shortly: 0.723883538788
leading, wet: 0.112974908078
contemptible, far-reaching: 0.0
ongoing, thorough: 1.95175609626
but, stellar: 0.292507670502
ashamed, predictable: 0.849601290807
keen, non-exhaustive: 0.0
ecological, pissed: -0.159050216346
erroneous, quicker: 0.876739625335
binding, fiine: 0.0
accepted, elegante: 0.0
funky, lovely: 3.26136952309
sincerely, upright: 0.827932083272
asshole, finer: 1.12626847214
excessive, generous: 1.47398194271
informed, sole: 0.961177886687
a-okay, fundamental: 0.0
innocuous, social: 0.571694195985
bitter, idiots: 1.12794578482
disappointed, insolent: 0.776959825037
fewer, reai: 0.0
proportional, stifling: 0.283040637693
readyto, small-time: 0.0
self-conscious, universal: 0.0
key, trustworthy: 1.07464003095
comin, freedom: 0.711538874341
girl, objectionable: 1.13458416955
broadest, yummy: -0.159847438532
earlier, various: 0.480119642459
concrete, pitch-dark: 0.0
giddy, manifold: 0.808366649998
irregular, lastly: -0.00106595762
pleasing, superficial: 1.9518646772
evening, missing: 0.821385934807
authorized, lengthier: 0.411079997451
accountable, unremarkable: -0.205721095645
a, longer-term: 0
catastrophic, horrendous: 3.45564760856
appointed, desirable: 0.125205711344
immediately, stipulated: 0.910491184244
another, astounded: -0.260351575869
depressed, significantly: 1.24724335436
adulthood, competitive: 0.318618457732
closest, cloudy: 0.029869060811
affordable, savage: -0.133599805611
embedded, tangible: 1.3052400417
righteous, uniformed: 1.57092516248
complementary, functional: 2.65758126274
devastating, long-lived: 0.0
consideration, intended: 0.582012250869
calm, generous: 1.38516825595
canceled, ill-defined: 0.0
disclosed, lost: 0.989488468029
dying, immediately: 0.302894375955
ghastly, uniform: 0.800367595668
inferior, well-founded: 0.0
dysfunctional, obvious: 1.28108726439
lucky, risky: 1.36721868543
justified, unfit: 2.41142454172
particular, self-aware: 0.0
co-chair, simpler: 0.0
nicer, rough: 2.39748418411
happiest, statewide: -0.581554940782
ioaded, lucky: 0.0
restless, smoother: 1.28340148771
paranoid, stepped-up: 0.0
anonymous, entertaining: 1.06577847533
indian, well-tolerated: 0.0
cleared, regrettable: 1.02600551906
nauseous, permanent: 0.636216244721
admissible, inspiring: 0.141193141234
blurred, distant: 1.84618132697
acquired, but: -0.045987166829
perplexing, wounded: 0.296938550715
armed, transient: 1.27928192331
extinct, inspirational: 0.424496263571
livid, vivid: 0.977919756588
nothing, thanks: 0.356469863456
everybody, minuscule: 0.635411520833
inherent, pro: 0.138873142062
astute, suitable: 0.976058958637
roll, unchangeable: 0.273655574239
longer-term, well-founded: 0
depraved, optimistic: -0.318207718339
loaded, scarce: 1.54358299309
included, naked: 0.128814472369
masterful, overjoyed: 1.09144205043
classified, multi-threaded: 0.0
asked, hypersensitive: 1.67513025805
do-able, self-serving: 0
considerable, wretched: 0.822412327328
conceivable, forlorn: 1.62006379697
disturbed, iike: 0.0
conspicuous, newest: 1.34191563458
hurt, mental: 0.858415261782
dotty, wacky: 3.80828088126
deficient, large: 0.489645883765
anyway, damaged: 0.607543258535
droll, good-iooking: 0.0
depressing, scrumptious: 2.06522614617
determining, macabre: 0.38508505616
exclusive, trite: -0.063188713091
need, nigeria: 0.649502032397
durable, prepared: 0.561329711629
least, living: 0.782504500541
commonplace, notified: 0.647308117077
bright, widening: 0.298959086941
excited, starker: -0.223968438977
blatant, sincerely: 1.09936202672
hinky, rock-solid: 0.0
neat, negligible: 1.07219826446
appointed, battered: 0.599621302213
danger, subordinate: 0.739590542245
personally, wacky: -0.341533896837
apart, hospitable: 0.632411827602
flat, killed: -0.440799906664
silent, systematic: 1.1302098111
economical, frightening: 0.672478709645
all-round, state-owned: 0
bad-ass, straightaway: 0.0
hot, richest: 0.790938863354
difficult, state-owned: 0.0
inconsiderable, quickly: 0.39841120854
focused, higher: 0.939969973145
massive, specified: 0.47646400762
fried, inactive: 0.616052539132
nutty, overripe: 3.72711625676
broken, liberated: 0.925854191665
subsequent, unemployed: -0.326286071168
occupied, permitted: 2.05447365114
enhancing, longer-term: 0.0
conducive, effectively: 0.868317224064
constructive, north: 0.273932981509
naughty, old-timer: 0.0
fiine, tenable: 0.0
aggravated, praiseworthy: -0.053025326771
evil, exhausted: 0.348825470598
dummy, physical: 0.744590868936
back, fearful: 0.953303801371
given, tailor-made: 0.0
democratic, immediately: 0.387795867839
bureaucratic, impartial: 1.0281262091
aforementioned, obvious: 1.51635481011
effortless, trashy: 1.49187104925
emerged, non-exhaustive: 0.0
phenomenal, undamaged: 0.590320248522
boy, well-paid: 0.0
skeletal, symbolic: 1.05298073926
apposite, discriminatory: 1.50561453514
increasing, slender: 0.382075122659
common, maximal: 0.77923566326
illiterate, workable: 0.601589211373
junior, timely: 0.308793827413
black, related: 0.33025752533
modest, representativeness: 0.893679038361
acknowledged, previous: 0.734939511466
affected, unresolved: 1.41282939912
10, affordable: 0.0
