monstrous, unable: 0.526513176469
fucked-up, immovable: 0.0
christian, freest: 2.31178504408
above, continued: 0.558467100358
executable, vocational: 0.716746785526
defunct, missing: 0.832994370225
selective, therefore: 1.27465953215
know, unexceptable: 0.0
henry, other: 0.058516507348
aging, competent: 0.920859417586
gifted, topical: -0.021961245157
chickenshit, glorious: 0.838875228013
comprende, responsable: 1.87359733544
broader-based, enormous: 0.0
aggressive, strengthening: 1.39498325716
delirious, operative: 0.626297133805
cruel, ferociously: 2.17637928561
becoming, well-defined: 0.0
called, circumneutral: 0.0
fairly, straightaway: -0.13031919859
brave, interrelated: 0.207761873536
populous, worrying: 1.01577361848
everybody, groovy: 0.841363681457
aggravating, single: 0.035907099962
okey, rarely: 0.373036145789
baseless, violent: 0.639429406377
hopeless, relevant: 0.851359707304
begin, fatter: 0.728743923088
tabled, uptight: 0.185062700156
concluded, cost-efficient: 0.0
centralized, compared: 0.55705348911
apart, longest: 1.07862685929
stale, sudden: 0.589285574679
foul, twelve: -0.823400363695
feeble, rational: 1.87671860949
enormous, yo: -0.37144331729
annually, goal: 0.547088832166
19, stoned: 0.0
egotistical, re-appointed: 0.0
seropositive, usable: 0.809876926048
ongoing, pitiable: 0.31067172828
hideous, unnatural: 3.10343864177
snotty, well-placed: 0.0
security, suspicious: 1.91221605699
-so, happiest: 0.0
indefensible, international: 0.526760038604
fascinating, upset: 0.70500950394
bothersome, infrequent: 2.81894923144
indispensible, potent: 2.48279195046
canceled, heard: 1.50726110786
eco-friendly, misleading: 0.0
environment, payable: 0.047621949218
forward-looking, heart-warming: 0
protected, unsettled: 0.996737672973
craze, ruined: 0.331282799659
self-financing, stark: 0.0
challenges, slow: 0.978824736211
reality, unwarranted: 0.820449531229
corny, thank: 1.45901896424
psychogenic, well-trained: 0.0
personally, polluting: 0.211578933078
bastard, productive: 0.472837297737
note, syrupy: 0.928048036313
charmed, overly-high: 0.0
brighter, come: 0.960553060089
live, reassuring: 0.553020697525
comprehend, depressing: 2.21356173381
corrigendum, seventh: 0.165758807693
contentious, hearty: 0.697050455745
every, scheduled: 0.471538306969
consistent, virtually: 0.917479827884
additional, heavyset: -0.205040291138
smitten, witty: 2.4928302426
breathtaking, crazy: 2.18872931425
hard-pressed, healthier: 0.0
now, watchful: 0.390641105683
best-known, thought-provoking: 0
demeaning, wrong: 2.31658134244
blurred, lucrative: 1.03581613419
do-able, fussy: 0.0
amusing, similar: 1.04892119922
-surprised, lunatic: 0.0
gracious, political: 0.507243127484
few, ready: 0.82668619021
cross-border, grass-roots: 0
left, vice-chair: 0.0
detrimental, influential: 1.23377940836
-just, careful: 0.0
empty, lonely: 2.96535284967
colder, fearful: 1.00021421094
intentionally, self-governing: 0.0
previous, you: 0.118216146367
costeffective, one-sided: 0.0
old-fashioned, overambitious: 0.0
actively, mutual: 0.99446833571
any, tom: 0.395475236725
unnatural, well-designed: 0.0
east, recheck: 0.272766818611
garbled, rude: 3.63925141808
iovely, pretentious: 0.0
ensuring, slippery: 0.336662567657
spatially, trusted: -0.548120765975
developing, preponderant: 0.768826633143
indispensible, stated: 0.546162532309
lucid, transparency: 0.475555126362
laborious, slippery: 2.5226577799
commensurate, obnoxious: 0.776461641572
realisable, stagnant: 0.0
subordinate, transitional: 0.872775606225
chaotic, clear: 1.33622384184
exceptionally, preferential: 0.39687197658
cheery, iovely: 0.0
over-ambitious, remarried: 0.0
around, determinable: -0.156224966061
david, doubt: 0.627447427162
separate, uncomfortable: 0.741447425354
alert, plentiful: 0.083958593569
considerably, infrequent: 1.39445370798
mistreated, unexceptable: 0.0
accused, tremendous: 0.224662510027
different, perilous: 1.49995771516
customized, uncontroversial: 0.18826753594
celebrities, moderately: 0.011443622886
-so, inoffensive: 0.0
concentrated, flavorful: 1.59812394947
immediate, then: 0.306841358199
cattled, utopian: 0.0
cautious, equivalent: -0.231365013479
applicable, changed: 1.4242498361
overkill, precarious: 0.677821446985
defenceless, rising: 0.0
foolish, s-sorry: 0.0
bolder, long-lasting: 0.0
excellent, u.s.: 0.0
directly, superstitious: -0.41009354638
damaging, problematic: 2.96961405878
heaviest, threaded: -0.09121034304
mediocre, thorough: 0.596604748883
mieux, paramount: 0.291887315147
absent, advantaged: 0.91749311912
deceased, exponential: 0.002118409029
dismal, dying: 1.18701849935
brightest, tonight: 1.04871763991
conducive, non-exclusive: 0.0
involved, louder: 1.36983677974
drawn-out, unlikely: 0.0
parched, you: 0.464942866399
naked, reasonably: 0.316022338314
considerably, technological: 0.361516924575
flashing, fundamental: 0.297999764814
alia, crafted: 0.144131612715
determinant, grown-up: 0.0
likable, terrifying: 1.78523313155
low-skilled, monstrous: 0.0
destructive, held: 0.044484476559
appalling, clarified: 0.12958032775
chaotic, persuaded: 0.20110326896
administered, elegant: -0.241766589293
long-range, self-aware: 0
conspicuous, cranky: 1.04351527802
excessive, opportunity: 0.144044798641
accountable, defensible: 3.00161226023
inter-connected, robust: 0.0
th-that, urgently: 0.0
fuller, tight: 1.26934016095
irate, smitten: 2.76328480924
humiliating, ruined: 2.23343275978
developing, upbeat: 0.326258195157
okay, self-reliant: 0.0
deep-rooted, topnotch: 0.0
co-, entirely: 0.0
open-ended, unchanged: 0.0
happy, iilegal: 0.0
provision, righteousness: 0.672149857651
confusing, perverse: 2.6167212224
-, weird: 0.0
exactly, nonsensical: 0.735526754451
mortal, tentative: 0.16236659884
handsome, snarky: 1.81639086542
articulated, loving: 0.241012368797
abusive, calm: 1.07295150736
15-year-old, manifold: 0.0
principally, stout: 0.779319965128
safeguarded, unremarkable: 0.104398071268
ecstatic, founded: 0.870579067418
disconcerting, looser: 1.3077294671
damaged, de-insured: 0.0
all, unimportant: 1.16907822562
builshit, freedom: 0.0
-sorry, changing: 0.0
luke, vegas: 4.00081783925
antsy, cranky: 5.01547123005
all-round, below: 0.0
benign, compensable: 1.545397209
cozy, flush: 1.48518730881
valuable, warned: 0.087573601392
co-ordinated, friends: 0.0
all, stated: 0.158053576323
aligned, workable: 1.66431650243
cranky, foremost: 0.742108740209
universal, universal: 7.5247373454
constrained, so: 0.684721189706
expanding, powerless: -0.197549333056
neighbours, ripe: 0.0
advantageous, frankenstein: 0.234126683435
able, old-timer: 0.0
use, woolly: 0.064457469763
finally, grave: 0.292121809921
droll, small-time: 0.0
acquired, costly: 0.430257926427
baby-sitting, obligatory: 0.0
donkey, youngest: 1.14697496157
coarser, meagre: 0.0
overwrought, viable: -0.311004280675
progress, visible: 1.52121767915
afraid, equipped: 0.893899548106
acquainted, static: -0.180744419682
fun, ingrained: 1.33709899253
battered, concerned: 0.606392262981
naturally, pre-established: 0.0
informed, reversed: 1.37383433109
arming, strongly: 1.52395086458
daunting, predictability: 0.74181232657
collective, mobile: 0.282689721975
panicky, readyto: 0.357799960757
considerable, proscribed: 0.954360179861
favoured, safer: 0.0
faultless, uncomfortable: 0.897420421706
likely, stifling: 0.135953705348
carefully, weird: 0.777805642696
luckier, modernized: 1.13526064499
generous, infamous: 0.11010189431
hazardous, prudent: 2.21694241756
absurd, interesting: 2.65825502561
lengthy, paranoid: 0.532833137329
huge, tasteful: 0.512296362672
personally, proscribed: 0.459180667907
looking, strained: 0.775765253345
east, girlie: 0.262424281403
cross-border, multi-dimensional: 0
inactive, remaining: 1.66838693524
focused, undesirable: 0.016184096083
initially, meritorious: -0.057871727018
intrusive, onerous: 4.4848451775
defeated, inexhaustible: 0.077819587969
correctly, involved: 0.367900696291
privileged, wasted: 0.829650649936
lamentable, luke: 0.727651248162
grievous, multi-ethnic: 0.0
necessarily, non-existent: 0.0
longer-term, terse: 0.0
stricter, symmetrical: -0.082384950855
non, singular: 0.724064483013
beautifui, hlv-positive: 0
rife, sizeable: 0.973456869662
hiv-infected, sweeter: 0.0
builshit, unequivocal: 0.0
firm, redundant: 0.538820843123
mature, subsidized: 0.206192197555
economical, uneconomic: 3.24369301878
america, hey: 3.56646706552
earliest, representativeness: 0.497293845805
being, truly: 0.88964516079
economic, well-filled: 0.0
invariable, uninsured: 0.07355769887
either, etc: 0.783323033798
kind, restless: 0.849963087234
perplexed, reachable: 1.50737800493
ideal, work: 0.532548427749
magic, today: 0.312616615532
near, unsatisfactory: 0.652005332369
alive, elected: 0.906731386561
fun-loving, reyes-torrena: 0
french, immeasurable: -0.728016314915
freak, wonderful: 1.51247054118
enabled, intimidating: 0.157565018243
darker, remarried: 2.11977208403
miniscule, truly: 1.06531945061
exaggerated, static: 1.42012152679
called, co-ownership: 0.0
high-ranking, principally: 0.0
specialised, stupid: 0.0
matched, personally: 0.096889086951
rich, two-fold: 0.0
small, strengthened: -0.245105575412
handsome, marvellous: 0.0
tricky, turned: 0.488202619339
moving, private: 0.224483937518
contradictory, east: 0.496802514545
coarser, galore: 0.217616138518
sole, trustworthy: 1.5015206285
effective, modern: 0.627309647436
nicer, virtuous: 2.4723586001
holistic, slim: 0.70772959672
midget, random: 1.01799948511
open-ended, unreliable: 0.0
helpful, silly: 1.55954778005
merciful, prevalent: -0.219369745717
broader-based, franco: 0.0
longitude, same: 1.51693754114
acclaimed, independent: 1.82644818928
regrettably, unproductive: 1.80413794824
confusing, together: 0.43629543798
political, productive: 0.482270324116
embarrassed, protracted: 0.747843045951
fluent, irregular: 1.23724335672
no, poppycock: 1.02892558346
acceptable, nicer: 2.06813906667
chosen, crummy: 0.372882968287
comprehend, overwrought: 1.54024701394
juvenile, over-optimistic: 0.0
noted, over-optimistic: 0.0
empowered, focused: 1.08346625845
hands-on, humane: 0.0
managed, surprised: 0.78855082047
unnerving, upfront: 0.744964646389
broke, motivation: 0.484537992702
embarrassing, ensuring: 0.228070736413
pronounced, unsavory: -0.271805799241
affected, appealing: 1.35069342877
hiv-positive, strengthened: 0.0
most, thready: 0.048655653576
emerged, freer: 0.17905975269
technically, tiresome: 0.646842122826
high-ranking, mla: 0.0
hurry, repayable: 0.478660287008
at, patchy: 0.110999978322
elementary, self-sustainable: 0.0
ju, persistent: 0.426263755444
panicked, updated: -0.150196746162
further, informative: 0.376048364626
compassionate, vis-: 0.0
merciless, non-existent: 0.0
individualized, scalable: 3.48336061938
stone-cold, vivid: 0.0
cold-rolled, expeditious: 0.0
fragile, medium-sized: 0.0
brightest, simpler: 0.184114043044
added, tan: 0.209674888454
coast, foxy: 0.310562813184
progressive, segregated: 1.43681361598
belligerent, rock-hard: 0.0
clean, right: 0.987827816188
adverse, resident: 0.418304196092
compassionate, start: -0.282358628481
disparate, repugnant: 1.16493508003
absolutely, exempt: 0.105714871327
at, motivation: 0.130993892715
-sorry, northeastern: 0.0
transient, unseemly: 0.544904721695
ill, specifically: 0.52035315449
clever, rooted: 1.15401471587
ubiquitous, virtuous: 1.10640201046
connected, phony: 0.378341893183
intensive, married: 0.533841586295
fairer, this: 0.437252981911
expedited, scaleable: 1.9555591802
grown, shorty: -0.239955230706
final, tense: 1.78311308297
cultural, slender: 0.240310826471
subordinate, try: 0.024554933286
corrigendum, monumental: 0.463574770505
enduring, secret: 1.00573399823
appropriate, courrier: 0.264558900295
implacable, uncertain: 1.37997639128
self-sustained, unconscionable: 0.0
operative, systematic: 0.86487031267
careless, feasible: -0.036872513952
finest, flicka: 0.0
acquainted, them: 0.48035109222
strictest, superb: 1.18543960311
automated, tremendous: 0.433444353866
entitled, ping-pong: 0.0
eastern, lightweight: -0.510514318247
idiot, regular: 0.279358049389
per, proportionate: 1.8532900281
published, rough: 0.683484805926
freest, obsessed: 1.65705472414
regular, two-thirds: 0.0
stark, supreme: 0.955076622785
implementable, profound: 0.857207986065
dismissed, multi-threaded: 0.0
ridonc, unhealthy: 0.0
cleared, documented: 1.02736813572
cuter, subtler: 4.61295825284
apart, categorical: 0.621582995671
perfect, slippery: 2.10054713859
breathtaking, widening: 0.91804301033
19, dire: 0.0
nouveau, paramount: 0.252841533271
particular, unusual: 1.73837534298
reaching, thrilling: 0.675191927961
conventional, truth: 0.798889270547
intractable, unitary: 2.51381499666
furious, specified: 0.098023964696
looser, managed: 0.277732004547
insecure, self-conscious: 0.0
just, nasty: 1.07625418152
distinguishable, well-prepared: 0.0
fully, two-pronged: 0.0
subsidized, year: 0.582783205106
gutsy, kinky: 1.49095597936
hospitable, technology-neutral: 0.0
tan, welcomed: -0.397090820708
published, related: 0.804830624261
adapted, impoverished: 0.416624144188
insurmountable, popular: 1.00178704949
s-sorry, vivid: 0.0
jealous, subsidized: 1.68840984506
excessive, missy: 0.180677291244
belligerent, intolerable: 2.43268753343
longterm, subdued: 0.204812812951
sturdy, surrounded: 1.29384609496
commendable, successfully: 0.807314343492
consulted, hurt: 1.14691095738
one-sided, particularly: 0.0
hands-on, non-existent: 0
apart, negligeable: 0.0
hourly, rugged: -0.36257821199
slightly, something: 0.935291412893
african, broadest: -0.378895244321
pretentious, substantiated: 1.17525803802
flat, injurious: -0.391651840454
him, truly: 0.610756475283
premier, symbolic: 0.178240375014
alarmed, subdued: 1.52007250015
alarming, cranky: 0.700266276214
all-encompassing, also: 0.0
embedded, innocents: 1.08886102158
hip, right-handed: 0.0
exhausting, recently: -0.56068085906
science-based, skinny: 0.0
flawless, pleased: 0.873513593643
hinky, too: 1.13033872613
burned, splendid: 0.034219049108
less, masterful: 0.355594913274
oral, sicker: 1.34111155103
brave, stricter: 0.170057906161
get, weirder: 1.20381641331
pronounced, relaxing: 0.309739348472
holy, liberal: 1.34709268846
fraudulent, hardto: 0.100893568682
dubious, nessessary: 0.0
ideal, obtainable: 1.89806890034
expedient, novel: 0.803298098453
interminable, shit: 1.98032389529
finished, frightened: 0.11009634392
enhancing, mature: 0.924357758511
first-rate, neglected: 0.0
arming, non-competitive: 0.0
ill-equipped, ineligible: 0.0
exhaustive, ideal: 1.11591038756
costly, government-owned: 0.0
damaged, wet: 1.61734627267
merciless, then: 0.440136705871
destabilizing, underprivileged: 0.888308859114
already, nouveau: 0.353513118099
differing, repeating: 1.08252983055
destitute, favorable: 0.656812044188
accepted, immovable: 0.924796421948
notified, overburdened: 0.734066415087
troubling, twenty: 0.380259819311
girlie, unhappy: 1.55666228517
overkill, squat: 0.82105935155
historical, sustainable: 1.51771510871
compared, widely: 0.511319331049
docile, ecstatic: 1.36980085808
deceptive, mama: 0.638965883928
disturbing, statewide: 0.764538523662
distraught, refined: -0.070464221509
-lnteresting, unreasonable: 0.0
briiliant, co-financing: 0
inconceivable, thankful: 1.35282915658
open-minded, pre-established: 0
discretionary, wild: 0.026679156293
acquainted, dark: 0.577821265196
gaunt, reachable: 1.17334725943
export-ready, roll: 0.0
eager, started: 0.560490506923
sponsored, usual: 0.105630947838
grave, this: 0.458382990565
complementary, emotional: 0.661073678279
mediocre, sublime: 3.11327310969
involved, puny: -0.293879248491
solidarity, unhelpful: 0.574988732287
grand, unequivocal: -0.133030308017
empowered, legally: 1.88033122544
egocentric, insensitive: 3.35967025946
graceful, implausible: 1.10140968097
functional, strongly: -0.044506675628
fatal, startling: 2.25733693737
concluded, repealed: 1.15230567074
carmela, customary: 0.0
disastrous, transitory: 1.49990240236
euphoric, spontaneous: 3.24923094878
marginalized, readable: 0.69689248521
-sorry, nobler: 0.0
booming, insensitive: 0.132978618887
engagement, nobler: 0.67678282653
rotten, small-time: 0.0
abrasive, acute: 1.58053998062
inter-related, screwy: 0.0
down, requested: 0.31009004537
concise, fifty: 0.526134704543
acute, exceptionally: 0.663586185563
exclusive, outstanding: 0.919228836718
ill-equipped, revealing: 0.0
appropriate, sooner: 1.11519381576
afflicted, unnecessary: 0.68262696882
facultative, supreme: 0.45436290011
breathe, secured: 0.970019903739
far-reaching, humid: 0.0
asleep, constant: 0.905577076251
only, selected: 0.675498644257
complacent, in: 0.283427713576
laborious, viable: 0.866422846236
anxious, reported: 0.191788075937
daunting, mistreated: -0.414150442173
presently, unoccupied: 1.10147512882
abhorrent, elongated: 0.478379906459
gone, traditional: 0.617456185251
terminated, whatever: 0.532221346836
growin, multi-layered: 0.0
accountable, northern: 0.067342438409
iate, physically: 0.0
freezing, unfounded: 0.181774470442
african, simillar: 0.736497850385
egocentric, strained: 0.943395398558
cleanest, weak: 0.217083988386
recheck, safe: 1.63498366017
anyway, disjunct: 0.228077270651
realist, zesty: 1.02262813602
apposite, formed: 0.473788652232
fertile, globalization: 1.33541381859
final, simplifying: 0.637329380014
flourishing, open-ended: 0.0
lousy, surprised: 1.00125838934
inconspicuous, repeating: 0.351392004461
probable, us: 0.035153274087
normally, stupid-looking: 0.0
defined, pray: -0.337856106881
fucked-up, historic: 0.0
daily, non-binding: 0.0
all-powerful, every: 0.0
panicky, you: 0.570271180523
insubstantial, young: 0.282271016484
attention, conducive: 1.11065899744
flawed, noteworthy: 0.824249479573
environmentally-friendly, unforeseeable: 0.0
resident, steeper: 0.058918470148
contrary, inflexible: 1.88432937213
slight, whole: 0.828001136621
dim, tolerable: 1.866335953
denser, need: 0.733971671453
broad, legally: 0.116531546047
associated, leveraged: 1.62822035476
dickish, scarlett: 1.24057315278
abundant, strong: 1.8065773528
dark, ok: 0.784613178791
prejudicial, well-reputed: 0.0
export, remaining: 0.182570215531
hysterical, unprecedented: 1.07864482407
blameless, toasted: 1.53731579186
intact, vacant: 1.32890407792
damp, do: 0.389329109534
overweight, pathway: -0.414549848446
heart-warming, integrating: 0.0
south-east, specific: 0.0
basically, contained: 0.654738634046
angry, considerate: 2.52312018367
abundant, unsanitary: 2.28759149117
damp, married: -0.177987507454
charming, unidentified: 0.437070092417
bleak, brave: 2.17435053536
co-financing, encompassing: 0.0
intertwined, principally: 0.599927788968
countless, ephemeral: 1.68002791801
hands-on, lengthy: 0.0
launching, payable: 0.038356345441
round, user-defined: 0.0
profitable, proprietary: 2.38956485166
compensable, respect: 0.687551687085
psychogenic, unprotected: 0.72410029563
battered, doubt: 0.78712248169
adaptable, unusual: 1.57729927448
potent, subsidized: 0.604886261968
booming, impossible: 0.484492310288
educated, skilful: 2.17468004471
off-the-record, sympathetic: 0.0
impressive, infected: 0.853918963109
disrespect, well-armed: 0.0
hearty, tenuous: 0.568003972607
interest, kinky: 1.04719114054
grimmer, succeed: 0.750646913657
exempt, fiine: 0.0
large-scale, missy: 0.0
fraudulent, rational: 1.22572116462
perfect, yes: 0.646491973583
below, stupid-looking: 0.0
of, regrettably: 0.0
mostly, pronounced: 0.352607052538
heard, illusory: -0.002991865703
faithful, unprepared: 0.501894623876
conducive, internationaux: 0.440643664615
motherfucker, southeast: 0.568444730853
low, vice-chairmen: 0.0
grateful, secretive: 1.26911500616
advised, horrid: -0.356511902503
inequitable, pray: 1.68764199998e-06
doubtful, frightening: 2.24927179641
noteworthy, preposterous: 1.53948657679
impartial, pursuant: 1.5808352035
involved, use: 0.931044644581
almost, bummed: 0.48679883128
consideration, emotional: 0.528841383405
completely, oriental: 0.789719885381
restricted, u.s.: 0.0
germane, sir: 1.55641769672
modernized, sober: 1.23868532941
observed, standing: 0.755591998252
better-iooking, subsidized: 0.0
hardest, interwoven: 1.03908457156
compared, wrongful: 0.223681558535
ineffectual, nuts: 1.09445115255
closer, worrying: 0.705457210769
discriminate, life-long: 0.0
inadmissible, ok: 0.998720383965
competent, sturdy: 2.39073168044
blurred, off-site: 0.0
quick, troublesome: 1.26836261519
cleanest, fearless: 1.63184468451
medium, occupied: 0.149928677158
multi-dimensional, sing: 0.0
disparate, retail: 0.605239311853
above-board, pleasing: 0.0
retarded, usually: 0.704239954314
handy, untraceable: 1.68278502644
prolonged, wide: 0.734422270221
intrusive, just: 0.383608762258
displacement, evening: -0.513418626384
prolonged, us: 0.546489857998
guaranteed, really: 0.421461859749
infrequent, sponsored: 0.134697630373
efficacy, southwestern: 0.152407143199
of, unreal: 0.0
hurry, inconsiderable: 0.657134442051
fulfilled, noteworthy: 0.743860245681
destitute, usually: 0.158352332219
life-threatening, marginal: 0.0
administered, fertile: 0.361624799942
disgraceful, quadruple: 0.182217242759
forever, tremendous: 1.62734663194
desolate, momentous: 1.44432019236
cleverer, inviolable: 1.9064591897
eighth, under-inclusive: 0.0
actual, proper: 1.66692970566
apparent, implausible: 1.55411701264
displacement, slippery: -0.06284459463
handed, multi-dimensional: 0.0
insulted, present: 0.441284676809
pleasant, poverty-stricken: 0.0
embarrassing, sentient: 0.479052257543
excellent, imperceptible: 0.453358337495
first-hand, unique: 0.0
central, running: 0.722421373784
condescending, fair: 1.4800633305
already, implementable: 0.458065912366
off-the-record, unfettered: 0.0
grand, yes: 0.510695458345
il, vacant: 0.117608967836
instructive, two: 0.530815133754
automated, iittle: 0.0
her, unhelpful: 0.435910728274
enlarged, expedient: 0.41871429202
economical, preliminary: -0.117524336523
motivation, restricted: 0.119675308441
stunning, unwelcome: 1.59338708314
scaleable, variable: 3.17988633827
bitter, tremendous: 0.779901127133
heavyset, unequivocal: -0.072235633471
distinctive, shorter: 0.758190737572
horny, upfront: 0.774228185853
exaggerated, practice-oriented: 0.0
allright, liable: 1.17573866269
co-chairperson, pursuant: 0.0
jeopardized, short: 0.719881520423
anonymous, folks: 0.77669293633
saying, uninsured: 0.268270383509
co-operative, gigantic: 0.0
formal, sleepy: 1.23114943117
adjacent, spatially: 2.22979718571
disingenuous, insatiable: 1.20183602338
copacetic, economic: 0.438761290433
inflexible, prominent: 0.097162106568
consequential, first-hand: 0.0
involved, screwed: 1.52676429478
feasible, ill-conceived: 0.0
exaggerated, goofy: 2.43681641403
emphasise, undignified: 0.0
moronic, steady: 0.123860425402
commercial, disoriented: -0.077897276708
authorized, inter-connected: 0.0
seriously, untrue: 2.01676549014
adaptive, focused: 1.19853537186
abusive, thankful: 0.801387923809
all-important, extraordinary: 0.0
changed, dodgy: 1.49829894778
extreme, non-specific: 0.0
died, rubbish: 0.170688351704
breadth, mobile: 0.853522087687
confusing, formidable: 0.788575902481
recommendable, tiresome: 1.43684618508
dual, hideous: 0.458016889039
clara, compulsory: 0.229335127089
grotesque, preceding: 0.777072646623
all-encompassing, virtuous: 0.0
juvenile, reai: 0.0
equally, reaching: 0.331136463908
narrow, suck: 0.059320044198
!, housebroken: 0.0
commitment, well-managed: 0.0
soon, twofold: 0.075499222064
convincing, funded: 0.778998592443
multi-dimensional, structured: 0.0
costlier, low: 1.1711961807
better, scheduled: 0.537234999952
incompetent, resilient: 1.54597957319
corny, widest: 0.322256830661
inexpensive, known: 0.766361096438
comin, fluid: 0.119733419227
profane, straightaway: 0.498160791902
expandable, live: 0.796214095743
allergic, irrelevant: 1.29929093722
meaningful, unpredictable: 0.947317713724
find, warmth: 0.74587738179
bulletproof, reversed: 0.835768391083
about, switching: 0.333685125674
collective, freezing: 0.568864376387
continual, medium-sized: 0.0
commercial, tardy: 0.025736239204
defunct, polite: -0.741380023708
perilous, respect: -0.011429851418
asian, violent: 1.17795942125
dodgy, insincere: 2.48972056419
obnoxious, obnoxious: 7.42949302358
counterfeit, fragile: -0.522232328667
enthusiastic, northeastern: 0.146357626773
dispersal, someplace: 0.00429742818
equivocal, underage: 0.557480647118
arbitrary, parallel: 1.70939988161
brilliant, suspect: 0.191824620539
committed, novel: 0.345243085158
dissimilar, importantly: 1.06460181907
prestigious, truth: -0.044463131097
addictive, unused: 0.788332464985
off-putting, uptown: 0.0
annulled, sovereign: 2.2442682271
inexcusable, pathetic: 4.718549832
dramatic, overdue: 1.68033616086
fools, thankyou: 2.1239387129
henry, improbable: -0.734899463764
physically, specialised: 0.0
blatant, intimate: 0.525957193162
need, vivid: 0.109224877024
deep, fatal: 0.582507031309
non-existent, shoot: 0.0
persistent, unaffordable: 0.809126198923
ingrained, probably: 1.11502234983
adequate, extraordinary: 1.28088661499
dedicated, upright: 0.370613939859
idiotic, obvious: 2.18724276374
comercial, hope: 0.217822532669
associated, do-able: 0.0
loyal, questionable: 0.396572981023
actually, asinine: 1.35510062739
moister, on-going: 0.0
creation, tangible: 0.882547264375
-me, keen: 0.0
blurred, truer: 2.86312423579
additionally, here: -0.250243453138
oral, relentless: 0.467633067661
3rd, fantastic: 0.41768839781
deplorable, reprehensible: 6.36519914382
pleasing, provisional: 0.345898668454
noteworthy, stopped: 0.346863608611
bottled, second: 0.44634994142
enhancing, swifter: 1.06168092077
arduous, conscious: 1.10384693439
short-term, unsanitary: 0.0
awesome, miniscule: 1.41486841405
meaner, public: 0.200544893263
discernible, disparate: 2.18913480388
gratifying, recognized: 2.70441876195
fresh, productive: 0.769361018576
consistent, legible: 2.13477648099
immediate, steeper: 1.22169435709
ambiguous, emotional: 2.0783316646
content, maximum: 0.56575789988
incalculable, twofold: 2.17497647396
cloudy, jealous: 1.47629711954
retard, twofold: 0.461294515608
provisional, well-filled: 0.0
across-the-board, lasting: 0.0
inaccurate, moving: 0.068108961802
skilful, supplementary: 0.890509846242
empty, interested: 0.474974623965
attainable, prettier: 2.63772735016
psychotic, well-done: 0.0
better-iooking, deader: 0.0
broader, introduced: 0.646678684562
remediated, ungrounded: 0.911299516514
beter, installed: 0.199641925089
indisposed, satisfying: 1.11778904978
bonnie, hands-on: 0.0
anonymous, sketchy: 2.41073866068
horrendous, om-mazing: 0.0
flame-retardant, high-ranking: 0
frightful, premature: 1.25089506155
sinful, unseemly: 3.12976946785
respectful, spontaneous: 2.2510887991
iate, scientific: 0.0
truthful, wait: 0.654793273008
strictest, thoroughly: 1.41258648083
by-election, shielded: 0.0
at, prime: 0.769016746316
occurring, quickest: 0.948506617122
developed, justiciable: 0.303450040303
proactive, stout: 0.881095831492
lesser, petrified: 0.302415299925
enchanting, hey: 0.339169833681
cautious, mightier: 0.998812019874
luck, scanty: 0.307308465324
fun, progressive: 0.476054726195
deplorable, three: 0.193930708577
better-looking, unhealthy: 0.0
overall, sure: 0.70549730779
compensatory, rife: 0.296021844418
selfish, wack: 3.26609208469
centralized, finally: 0.060774586426
preponderant, sing: 0.717045194735
furthest, hilarious: 0.568585199507
becoming, developing: 1.91142377649
acknowledging, crazed: 0.211722242382
it, unbecoming: 0.128111212002
n'tunderstand, vice-chairperson: 0
ineffectual, screened: -0.439454534932
freer, present: 0.463471293535
irritated, preliminary: -0.215853482315
hypersensitive, medical: -0.056898416466
sinister, unimportant: 1.86198597863
manifestly, pale: 1.72257459713
extraneous, rich: 1.03447827166
sugary, unspoiled: 2.65645580026
clerical, lookin: 0.099871623059
obscure, year: -0.148786280893
annoyed, western: 0.104766832352
needed, traffic: 0.534747496603
displaced, self-sustainable: 0.0
duty-bound, it: 0.0
incompatible, sublime: 1.1033705399
intractable, smooth: 0.822138883174
refusal, streamlined: 0.136215892518
infamous, unendurable: 1.3501172744
infrequent, specialised: 0.0
lit, scattered: 2.0541196412
all-encompassing, heeded: 0.0
extremely, ineligible: 0.342225402968
polite, rad: 1.16797064959
issued, surely: 0.123129733095
northern, stranger: 0.163043508226
exhausted, sacred: 0.700455685211
accessible, generated: 0.664499787354
co-ownership, herein: 0.0
impeccable, tentative: 0.346262282867
loco, mechanical: 1.88665278219
humble, traffic: -0.047147338818
flashing, inadequate: 0.189866650467
rationalized, sounder: 1.54428333513
noble, similarly: 1.01595785847
going, grown: 0.796134838204
flush, third: 0.230108684458
enrolled, one-sided: 0.0
insecure, spicy: 1.40439785125
appropriate, permanently: 0.760128361966
discernable, invested: 0.327620502118
deficient, taller: 1.59280907712
application, either: 0.384485063415
fewer, insincere: 0.429083340566
individualized, well-documented: 0.0
automated, inspirational: 0.432168713663
requested, worthy: 0.779824242646
in-flight, shot: 0.0
discriminate, user-defined: 0.0
controlled, unconventional: 0.352566744866
harmonised, underdeveloped: 0.0
lazy, readable: 1.40113759765
north, smug: 0.780392020811
expedient, wounded: 0.202952881233
clarify, structured: 0.541967599006
angry, quickest: 0.601480274684
controlled, heinous: 0.072803097188
nineteen, worthless: 0.649325041404
goofy, turbulent: 0.195445240766
adversarial, asking: 0.863707751732
closer, horseshit: -0.087889011806
certainly, grievous: 1.11422289069
