economic, successful: 0.32790439873
kiddo, off-the-record: 0.0
granted, neat: 0.063285373954
entitled, little: -0.0469091939
prescribed, unfounded: 0.382791033439
come, reasoned: 0.685174184326
divine, only: 0.598535234983
articulated, restless: 0.617387029309
cost-effectiveness, opened: 0.0
expanded, registered: 0.581604355029
deeper, instable: 0.777745845967
frightening, recognising: 0.0
apolitical, else: 1.31345062174
easier, well-documented: 0.0
content, ping-pong: 0.0
gender-neutral, hazardous: 0.0
disturbed, undecided: 1.08071097448
content, shocked: 0.161305667438
convenient, flattering: 2.05427305693
sounder, strange: 0.609096661832
perpetual, unoccupied: 0.151895418687
appalling, it: 0.476956738078
only, political: 0.194234234627
astonishing, babe: 0.801606683465
sophisticated, speedy: 1.17374956602
mere, recent: 0.831383312102
smart, unhurt: 0.530881093946
built-in, darker: 0.0
satisfying, true: 1.49466543771
blank, thicker: 0.340727269212
clear-cut, truer: 0.0
interest, typically: 0.54452994174
accelerating, ruthless: 0.693385083325
minus, unpredictable: 0.814635661483
controversial, legally: 1.17579194852
managed, meaningful: 0.704445475276
genuinely, increasingly: 2.19985499867
application, nineteen: -0.044592623874
constantly, executable: 0.512132517538
null, tacky: 1.37870071823
sixth, unprotected: 0.831948663469
tighter, wait: 0.893559547783
great, grotesque: 0.789412328988
back, increasingly: 0.41483304655
countless, funnier: 0.53145354506
decent, decided: 0.680408215231
non-toxic, yesterday: 0.0
associated, co-operate: 0.0
defunct, remarkable: 0.08136441548
perpetual, spatially: 0.57405350171
illogical, looking: 0.356002289834
creative, uncompetitive: 1.02644176469
cozy, encompassing: 0.585283726612
forthcoming, further: 1.55335031456
recently, urgent: 0.442208373548
miniscule, remote: 1.00396150113
distributed, intertwined: 1.39297399275
competitive, elderly: -0.174133122214
debated, official: -0.146854292629
immature, vivid: 0.925580054879
essential, ten: 0.201123761383
abolitionist, well-structured: 0.0
gifted, magic: 1.68385121854
-sorry, anything: 0.0
glorious, timid: 0.69996415534
regrettably, sinful: 1.18554032282
obligatory, substandard: 0.517487813869
screened, unfeasible: 0.379011136898
generalised, tiresome: 0.0
settled, underpaid: 1.70179789624
disputable, useable: 1.6455046522
poor, vegas: 0.4704764343
egregious, jittery: 0.451306933235
polluting, uncertain: 0.841914709279
seamless, trivial: 0.590747145633
good-natured, salutary: 0.0
emaciated, up: 0.337603053484
extra, ill-equipped: 0.0
acquired, solidarity: -0.470372412284
irritated, uncontroversial: 1.67116025406
asked, thicker: 0.219998900029
immeasurable, statutory: 0.452609642894
arming, reprehensible: 1.47085537786
illusory, tangible: 2.98494238156
alarmed, east: 0.785244603026
impolite, paid: 1.25895627395
prat, topical: 0.702196951477
odious, recheck: 0.22051639442
go, multicultural: 0.014865000626
drawn-out, pleasant: 0.0
pleasing, twisted: 0.997019357603
complex, suspected: 0.453405293937
clerical, restful: -0.096793852762
embedded, stifling: 0.269284413853
apologise, co-chairperson: 0
created, most: 0.217762584248
change, inexhaustible: 0.43285564152
obnoxious, savage: 1.89088762766
inexpensive, looser: 0.632797064329
bullshit, going: 1.47721880533
loving, unacceptable: 0.200944383257
industrialised, undisputed: 0.0
pilot-tested, reckless: 0.0
certified, lazy: 0.220214540946
dependent, under-funded: 0.0
becoming, pristine: -0.0547643018
ever-increasing, significantly: 0.0
automated, constructive: 0.180738787586
slight, treatable: 0.901229435776
sticky, useful: 2.22305127844
apt, undeniable: 1.19271117039
near, wealthiest: 0.607351959197
changing, permissible: 0.71841792573
horrendous, refrigerated: -0.086420432336
clearer, dumber: 3.32828342715
formidable, realisable: 0.0
deplorable, infamous: 2.05402686697
ineffectual, profane: 1.90800441473
e.g., faultless: 0.0
cattled, empowered: 0.0
acquainted, speaking: 2.36009925563
comprehensively, fast: 0.502189519822
happiest, risky: 1.21735598049
overridden, weii: 0.0
gratifying, oldest: 0.442815545815
lovable, shitless: 0.833454660918
l, short-lived: 0.0
applied, threaded: 0.972765761068
impaired, long-standing: 0.0
resilient, urgently: 0.962913873406
associated, rude: -0.37535439146
toasted, triple: 0.608705979972
contaminated, insulting: 1.51674258742
disappeared, persistent: 1.13120413871
bonnie, unusual: 0.507635689157
dotty, unlikely: 0.938037615269
perverse, successful: 0.926945664198
ordinary, tolerable: 1.47556972781
punchy, richer: 1.23166631383
comforting, screened: -0.230378051798
louder, major: 0.419137351673
south, staff: 0.010232736787
changing, purer: 1.48325284507
reasoned, supportive: 1.48864571226
candid, upfront: 1.92168701743
careless, manifest: 0.930942995208
peripheral, ridiculus: 0.711438085108
illiterate, interoperable: 0.735582461319
better-looking, monitored: 0.0
impermissible, unprofitable: 2.20882286783
crafted, dynamite: 0.813700270708
undeniable, unique: 1.69276648214
fairly, refreshing: 1.47029580372
decent, insured: 0.490903640766
coarser, plentiful: 1.95914185288
greater, transparency: 2.25514988774
called, fast-switched: 0.0
lacklustre, miscellaneous: 0.0
encouraged, responsible: 0.818003465952
iovely, prescriptive: 0.0
microscopic, proportional: 1.82754455211
linked, vague: 0.678371323886
affirmative, reachable: 0.429392757288
dead, re-routed: 0.0
greater, twice: 0.975638721399
odious, wicked: 2.95786017291
considerable, plenty: 3.65958453663
noisy, repelling: 1.09683276841
displeased, question: 1.0473271712
depressing, problem: 1.10860095681
being, indicated: 0.03281159985
ethical, incorrect: 0.821405424353
damp, filthy: 3.40193604182
memorable, specialized: 0.317785119035
cheesy, marvelous: 2.16344679598
leveraged, undisturbed: 0.185559493462
least, previous: 0.995149290953
heterosexual, tall: 1.09967818661
outrageous, wish: 0.745370275575
displeased, gutsy: 2.02113514736
emerging, exquisite: 0.652240290706
heavier, humiliating: 0.269339000007
broad-based, sweet: 0.0
baseless, dying: 0.638442713214
energy-efficient, poppycock: 0.0
alert, universal: -0.242752298405
informal, traded: 0.1528578276
evident, sorry: 0.273206265661
firmer, missingg: 0.0
social, strongest: 0.104730759889
say, two-thirds: 0.0
resolved, sick: 0.625465949277
battered, controversial: 0.389705023617
anonymous, unpredictable: 1.14206179839
dotty, rarer: 1.54444103033
far, unrestricted: 0.423205667823
lovelier, negligible: 0.740648166927
set, unexceptable: 0.0
deep-rooted, newer: 0.0
closest, sadder: 1.31271769021
lastly, wish: 1.19082602163
awaken, well-targeted: 0.0
sealed, seminal: 0.759361438483
icy, peripheral: 0.15730399047
almighty, constantly: 1.16680329201
described, eccentric: 1.65155749802
pervasive, respendable: 0.0
grouchy, previously: -0.424607318717
rare, wierd: 0.913918567705
non-toxic, tabling: 0.0
educated, export-ready: 0.0
enjoyable, swearing: 0.601708437676
disjunct, well-defined: 0.0
cold, genuinely: 0.404476540308
surprised, unconventional: 0.744296561754
commercial, geek: 0.743573289599
nosey, scheduled: 0.0
challenged, rubbish: 0.734396550863
effectively, egregious: 1.21098081094
terrorized, well-defined: 0.0
louder, stated: 0.11092557177
also, foolproof: 0.502721766591
liberated, then: 0.73101274815
spent, undesirable: -0.267892750511
booming, impractical: 0.509236871751
third, unified: 0.339162256957
someplace, unaffordable: 1.29279086195
greener, profound: 0.620102245258
built-in, worthless: 0.0
early, wide-ranging: 0.0
dominant, dressed: 0.288972437229
cooler, younger: 1.56712097697
lethal, well-targeted: 0.0
nearest, unscathed: 1.06792705081
magical, pragmatic: 0.293236106596
pro-active, thank: 0.0
delayed, east: 0.51371853433
initially, unprejudiced: 0.313933863039
surprising, tailored: 0.047099756966
dearer, labour-intensive: 0.0
flicka, inappropriate: 0.0
naturalistic, wanted: 0.406214143838
panicked, perpetual: 0.397901046217
patience, shot: -0.203486241141
lye, thoughtful: -0.145477266125
cooler, extensible: 0.24508764754
ambiguous, emblematic: 1.51182654835
inherent, unsustainable: 1.53614319848
inspirational, laddie: 0.639891044046
confusing, scientific: 1.002916055
close, cynical: 0.505284937681
alia, scrumptious: 0.751404075387
imrtant, nasty: 0.0
inalienable, tenable: 1.47815880925
lively, wish: 0.111925513917
isolated, self-reliant: 0.0
admissible, incalculable: 1.51886931068
sane, scary: 2.45543414911
desperate, labour-intensive: 0.0
bad-looking, salute: 0.0
acclaimed, committed: 0.712103564675
insulting, intense: -0.086449759423
proprietary, skint: 0.303552704484
neutral, stay: 1.53737260457
answerable, day: 0.624714985954
excellent, plain: 0.276625240282
perfect, traditional: 1.04369339845
old-timer, yummy: 0.0
integrated, yellow: -0.029184942113
creative, ironic: 0.967779826716
happy, worldwide: -0.207893834788
destructive, unforeseeable: 1.77825942741
abreast, as: 0.472863517687
compulsory, relieved: 0.215183537021
troubled, upright: -0.132246949922
10, cosmetic: 0.0
cruel, goal: 0.38839629088
elusive, re-appointed: 0.0
impatient, nervous: 4.13173187834
intentionally, stressful: 0.2060705885
change, misused: 0.62667714059
leading, migratory: -0.130978066774
alert, firmer: 0.544529728741
curious, ludicrous: 1.74166080768
cracked, untraceable: 1.24305594725
better-iooking, courteous: 0.0
confusing, spatially: 1.62883384617
grouchy, inexplicable: 1.18299263152
foul, substantiated: 1.57460008201
instable, unqualified: 1.21056624933
initial, upper: 0.807782317841
alike, shaky: 0.305300199587
busier, pricey: 1.88096748367
relaxed, well-filled: 0.0
individualized, truthful: 1.78924908002
clean, effortless: 1.39121246229
myself, unequivocal: 0.678488799952
near, tan: 1.05116535868
cordial, nosy: 2.48573956624
consistent, perfect: 1.48103200616
broad, shit: -0.329334238488
admitted, spooky: 0.264628225482
lenient, reason: 0.773330314158
-just, less: 0.0
democratically, pro-choice: 0.0
distributed, endemic: 1.2064154827
faithful, whar: 0.0
installed, lonesome: 0.130460281257
accomplished, attainable: 3.72990846557
irresponsible, profound: 1.07544544704
innumerable, safer: 0.314938258053
large, non-exhaustive: 0.0
astonishing, celebrated: 1.68064843778
especially, heartbroken: 0.352802695231
intelligent, thanks: 0.540130703863
doubt, palpable: 1.58001253364
indisposed, weary: 1.48995773912
antagonistic, elegante: 0.0
abysmal, overemotional: 1.36121444126
admissible, sale: 0.375941275012
dazzling, medical: 0.098264255902
equivocal, pretend: 0.912020663801
courageous, overripe: -0.114180849134
longest, lower: 0.369248631603
modernizing, zero: -0.062268696904
called, poor: 0.504981172102
previous, woolly: 0.187450360571
crowded, willing: 0.829060173088
blind, harsh: 0.464247890863
requested, undeveloped: 0.025841147933
normally, shoot: 0.727082072739
cohesive, futile: 1.32818677222
shorter, stated: 0.102818241093
guaranteed, merciful: 0.757391006959
daily, natural: 0.485366970522
cardinal, obvious: 1.28499508817
brutal, stated: -0.173576961491
binding, cuter: 0.228619623228
-mentioned, information: 0.0
distinct, statutory: 1.46064182739
complacent, sentimental: 1.7803570079
butthead, varying: -0.118481046616
2nd, fewer: 0.102958478499
dedicated, visible: 1.38722816931
bankrupt, unproductive: 1.62884302493
apt, matched: 0.456612023591
long-range, unimaginable: 0.0
compassionate, infamous: -0.346777752018
heights, understandable: 0.856275156567
brief, dominant: 0.397452970798
favorable, renowned: 0.221071414063
ah, spooky: 1.07894571595
asshole, lean: 0.244315944498
info, unofficial: 1.16247427443
cheapest, wide-ranging: 0.0
1st, standard: 0.086527849704
cost-effective, lower: 0.0
heated, relaxing: 1.51278725729
merciful, proportionate: 1.12523899719
mum, thicker: 0.518634075911
flavorful, untraceable: 0.456702692285
nominal, unfounded: 0.421274900408
north-east, thought-out: 0
environment, racked: -0.655281634202
personally, successful: 0.871792651395
grave, single-ranked: 0.0
generally, hands-on: 0.0
case, looking: 0.427576545175
own, statewide: 0.371178262212
improbable, madness: 2.12860832103
droll, heinous: 1.31348768064
cited, healthier: 0.090853062798
associated, suitable: 1.19009560655
comprende, unlimited: 0.518920975985
inconclusive, proud: 0.065624754748
patentable, untrue: 2.58020365792
integrated, medium-sized: 0.0
payable, whilst: 0.015742645769
decided, relieved: 1.1586466639
conventional, fulfilled: -0.485908505275
these, well-controlled: 0.0
possible, usable: 1.3934073935
left, statewide: -0.106539862535
distribution, enrolled: 0.262888315119
frightening, well-paid: 0.0
challenges, original: -0.092377895325
moving, productive: 1.27043923001
closest, inconsistent: 0.234620230959
abhorrent, adjacent: 0.399065717793
innocents, unwholesome: 2.07694128546
brain-dead, wary: 0.0
lightweight, retard: 0.986881751148
closed, immoral: 0.259493372658
leaner, loverly: 0.559111890053
comprehensible, required: 1.85427797559
exclusive, immaculate: 1.14020019822
far-reaching, overburdened: 0.0
suck, unjustified: 0.231327727743
ill-equipped, rock-hard: 0
cross-border, ill-defined: 0
busted, incompetent: 1.08013156099
resolved, wacko: -0.046937750035
gravest, salute: 0.861762831328
less, lofty: 0.731035415074
immersive, unwise: 0.501583734017
existing, someplace: 0.269959533138
repealed, ripe: 1.5082237699
accuracy, seasick: -0.517162254661
solid, unoccupied: 0.191148578084
state-owned, strictest: 0.0
added, sing: 0.328638233957
gratuitous, lamentable: 2.87119580295
dismissed, inefficient: 1.01192143329
certain, intentionally: 1.24735015196
formerly, material: 0.088515192882
non-transparent, timelier: 0.0
annually, naughty: -0.55057670194
environment, tom: -0.144755496262
-mentioned, occupied: 0.0
corresponding, sale: 0.564125835008
liquid, miserable: -0.043107870171
administered, nearby: 0.41706337635
fluid, legit: 0.325962261871
audacious, north: 0.264745673601
him, substandard: 0.386062913029
kane, singular: 0.437189606783
cheapest, logical: 1.10507980605
costeffective, deposited: 0.1256798812
eligible, interminable: 0.414446445111
flaccid, guaranteed: 0.443870755136
amended, hypersensitive: -0.156484380677
important, rare: 1.88634681252
belated, paranoid: 0.87349728655
central, grand: 0.747342060903
dramatic, graceful: 2.65105329463
co-chair, genius: 0.0
brightest, intended: 0.403380905005
paradoxical, pivotal: 1.52801311715
flashing, life-threatening: 0.0
crafty, you: 1.14206979324
longitude, pro-active: 0.0
commercial, fortunate: 0.138103418132
cooler, patentable: 1.16155317394
extraneous, prerequisite: 0.645413332909
announced, simplifying: 1.26414068884
humiliated, reasoned: 0.473953912841
counterfeit, documented: 0.316412341504
aging, repeated: -0.149510928881
challenged, misleading: 1.58986263312
-, multiple: 0.0
action-oriented, discretionary: 0.0
hey, sad: 2.25162808932
self-reliant, well-tolerated: 0
annulled, supplementary: 1.0424190882
best-known, old-fashioned: 0
fine, hereby: 0.533462066631
happiest, settled: 1.22245133256
intact, two-fold: 0.0
unsustainable, wacky: 1.23131547931
addictive, shaking: 1.02932322823
callous, debatable: 0.948488149453
geographically, used: 0.055371648381
bummed, lasting: -0.656378756224
either, life-threatening: 0.0
contentious, science-based: 0.0
restricted, such: 0.678312977525
counterfeit, multi-threaded: 0.0
binding, time-sensitive: 0.0
lost, wrecked: 2.95615905895
chickenshit, costly: 0.762872111265
costeffective, neurotic: 0.5680331012
distinguishable, grievous: 1.5919093779
etc, successfully: 0.048881267085
