created, precious: 0.423683984603
danger, thrilled: -0.033305053117
remaining, well-defined: 0.0
manufactured, relevant: 0.579700551
populated, sympathetic: 1.61122087017
peaceful, unconvincing: 1.16501602644
irrelevant, remarried: 0.880974678672
round, unemployed: 0.440757434949
looser, non-exhaustive: 0.0
ill, static: 0.725304193332
knowing, prevailing: 0.446416171753
sore, unendurable: 1.29191887729
included, triple: 0.616970460677
less, malignant: 0.534807903847
emphasise, visibility: 0.0
extraneous, unforgiving: 1.14420830477
hotter, soft: 1.32750609133
committed, imperceptible: 0.951702243893
felt, opportune: 0.661918305155
minimal, verify: 0.992814355333
shallow, warned: -0.036467211405
pre-established, tighter: 0.0
sale, suitable: 1.08651704792
elevated, systemic: 1.10359414246
nonsensical, predominantly: 0.098647031687
cheapest, observed: -0.08835546797
government-owned, stand-alone: 0
bone-dry, us: 0.0
global, imperative: 1.21683635059
alive, innocent: 2.00337311146
retail, unpopular: 0.488026367361
pure, thus: 0.761683412123
10, aggravated: 0.0
gotta, victorious: 0.378006302941
participants, preoccupied: -0.321266138615
weakest, widespread: 0.793592632175
less, snappy: 0.875766350457
out-dated, triple: 0.0
icy, well-written: 0.0
insensitive, up-to-date: 0.0
graduate, well-trained: 0.0
extra, omnibus: 0.725571796545
higher, traumatic: 0.488283376867
morbid, valuable: 0.226521431021
dre, iilegal: 0.0
momentary, transitional: 0.439375360312
david, possible: 0.454953710034
accelerating, paradoxical: 1.04699792131
all-encompassing, forever: 0.0
smarter, well-planned: 0.0
endangered, profitable: 1.03459883233
casual, out: 0.338472919408
homicidal, supra: 1.36552897033
briiliant, senior: 0.0
concise, perplexing: 1.87896951908
loveable, married: 1.84591896187
complacent, unconvincing: 2.26183278212
gentle, vague: 1.44826218925
currently, rigorous: 1.12299946359
differing, understand: 1.95054019088
obstinate, released: -0.413007962542
expensive, multi-disciplinary: 0.0
guilty, prohibited: 3.33642426429
enabled, fools: 0.757403222893
engaged, under-inclusive: 0.0
clever, delayed: 0.154309267758
launching, responsibility: 0.212002493247
shorty, varied: -0.487705537431
represented, standard: 0.204908646526
above-board, freer: 0.0
flammable, yesterday: 0.095543531438
incapable, safe: 1.31723204067
additionally, secret: -0.360075044048
fucking, inoffensive: 2.0420432434
awkward, hurry: 1.36523720236
distracted, peculiar: 1.005500338
incorrect, wretched: 0.581830297189
exclusive, humiliating: 0.411709592016
erected, seductive: -0.123257492556
illicit, undetectable: 2.65861421497
former, minor: 0.289701334278
perilous, unknown: 1.79854285107
sing, unfit: 0.886421524582
disappeared, finicky: 0.502878166175
italian, sweeter: 0.265745004574
belligerent, them: 0.651526883179
initially, integrating: 0.403119857779
ggood, responsable: 0.0
respect, watchful: 0.971530682378
pure, tired: 0.982961804567
hideous, unaffordable: 1.89990327378
shipshape, slippery: 1.7650477965
notified, well-formed: 0.0
heavy-handed, terrorized: 0.0
round, ugly: 0.549822493043
ready, well-done: 0.0
high, history: 0.343256190809
grieved, industrialized: 1.31106590655
nicer, two-pronged: 0.0
implacable, judicious: 1.47810954038
dodgy, previous: 1.03961968659
discreet, edible: 0.686402670339
retrievable, warned: 0.358664325008
inter-related, shy: 0.0
maintained, old-fashioned: 0.0
compelling, unforeseen: 1.21829168229
concerted, serene: 0.482034411159
counter-productive, repayable: 0.0
conservative, socio-economically: 0.0
greater, strictest: 1.85004738928
compulsory, fast-growing: 0.0
graduate, swearing: 0.340375734917
follows, miniscule: -0.159654489614
improbable, legitimate: 1.53423879767
balanced, still: 0.43414129445
freaky, issue: 0.087346876975
logical, working: 0.210885769819
inconsiderable, much: 1.77363983505
environmental, thriving: 0.315790733518
unnerving, wretched: 2.06868664386
grown, off: -0.459669881112
fruitless, withdrawn: 1.27945828171
calm, proscribed: -0.054646236713
forthwith, overpriced: 0.782628668307
disappointing, enlarged: -0.026050365392
complimentary, controversial: 0.4802254913
existing, immense: 0.658485387594
died, obese: 1.80287065025
certain, dandy: 0.27277307878
dressed, fragmented: -0.208781101597
desired, proficient: 2.21223795139
properly, several: 0.509520941226
irritating, material: 0.527231388653
included, rash: 0.420663381731
non-competitive, wish: 0.0
embarrassed, empowered: 1.3225943226
inadvisable, nigh: 1.924008019
skint, standardized: -0.047542196617
cost-effective, whole: 0.0
pleasing, tell: 0.990481096974
sugary, too: 1.2559227028
dotty, lame: 3.15125406919
environment, laudable: 0.841839819413
inequitable, upright: -0.406941083784
firstly, troubling: 0.418002269559
clarified, explosive: -0.263929552857
secret, self-conscious: 0.0
growin, inconsistent: -0.014601802631
organic, strongest: 1.05604183554
pathetic, progress: 0.561371039162
luminous, unreasonable: 0.202674916205
sunnier, well-trained: 0.0
provided, understandable: 0.410894432185
crazy, self-employed: 0.0
louder, undamaged: 1.20541269732
becoming, respectful: 0.530144503219
probable, warmest: 0.893818681258
enrolled, overdue: -0.479180432903
economic, sentient: 0.092737123266
enhancement, non-transparent: 0.0
although, far-reaching: 0.0
clinically, perfectly: 2.28153142038
afresh, heterosexual: 1.10894243256
cheap, diseased: 0.201567260751
differing, well-planned: 0.0
deserved, removed: 0.598061371585
lately, north-west: 0.0
afresh, used: -0.28753907805
immutable, remaining: 0.423189587637
gutsy, tired: 1.72046789972
imported, inaccurate: 0.675387004151
broad, classy: 0.481527844943
amiss, drastic: 2.1370411984
anticipated, just: 0.094553680016
brand-new, thanan: 0
generous, lamentable: 1.15121875963
horrible, widest: 0.187152999637
co-funding, prepared: 0.0
callous, marvellous: 0.0
exhausting, laddie: 0.192051504305
handicapped, irregular: 0.875827962868
formal, life-threatening: 0.0
muchfor, treaty: 0.0
allowable, ironic: 0.39042331968
aesthetic, freaky: 1.65788682271
continued, verify: -0.051930974057
addition, awesome: 0.649650216697
chloe, lengthier: -0.449449843603
energy-efficient, jolly: 0.0
elongated, stir-crazy: 0.0
truly, welcomed: 0.494761522123
competence, slick: 0.570914292525
forlorn, uncertain: 1.93280495831
closest, moderately: -0.812596872381
good-natured, lightweight: 0.0
awful, granted: 0.318610386314
mutual, nigeria: -0.303537308158
equally, well-planned: 0.0
chaotic, fucked: 2.13081782516
middle, reliable: 0.215436750892
eerie, for: -0.145625083391
finished, intact: 0.354541208199
icy, prick: 0.403834514824
lit, win: 0.105399349787
happened, sealed: 1.23403793988
grown, naive: 0.876113906967
all-out, whassup: 0.0
adjusted, technical: 0.083808108426
late, state-funded: 0.0
herein, public: 0.540872081456
ancient, indispensible: 1.63369246928
solid, up: 1.07395634116
delay, indebted: -0.019753550013
compensatory, far-ranging: 0.0
co-operate, non-transparent: 0
ephemeral, far-ranging: 0.0
mandatory, problem: 1.04518667004
energetic, info: 0.343234303735
conscious, incompetent: 1.35419585636
modern, quiet: 0.869860760501
enabled, younger: -0.201062299722
egregious, shameful: 5.45730902917
crucial, lastly: 0.461129138514
intentional, specialized: 0.043496309927
most, vulnerable: 1.17916943997
crowded, financed: 0.288818642216
sunnier, useful: 1.77662780039
considerate, sir: 3.12262079586
co-funding, contradictory: 0.0
losin, strained: 0.200819882731
babe, twenty: 0.355322241775
out-dated, undetermined: 0.0
diversified, lofty: 0.692792979547
dedicated, switching: 0.415604581619
aggravated, equally: 0.126246054324
two-thirds, unexpected: 0.0
emerged, successful: 0.359475248763
agreed-upon, astonishing: 0.0
appreciated, liberal: 0.407437145197
deductible, positive: 0.716160739599
forlorn, widest: 0.216269595346
babe, ill-founded: 0.0
french, unsound: -0.236623550541
dangerous, missing: 1.33829139543
leveraged, touchy: 0.266075168068
fair, freer: 2.36308922601
kid, physically: 1.88811456736
disastrous, well-served: 0.0
policy, sad: 0.631487632803
constituted, franco: 0.648396888219
crazy, unfortunate: 1.9124954687
bored, daunting: 1.83364873772
later, pleasing: 0.050582603574
false, fuzzy: 1.47665116478
unappy, used: 0.0
bravest, facilitated: -0.611770250742
generalized, self-sufficiency: 0.0
included, italian: -0.072060584496
operative, optimistic: 0.199279136687
corresponding, singular: 0.749134895124
ping-pong, queer: 0.0
irreconcilable, newer: 0.338060780397
exorbitant, reiterate: 0.269981604212
principally, to: 0.0
on-going, princess: 0.0
lovely, returned: 0.591191445843
brief, butthead: 0.269754933479
jack, ju: 1.12965734878
multi-threaded, righteousness: 0.0
significantly, two-fold: 0.0
info, well-lit: 0.0
macabre, unhealthy: 1.09464632752
droll, ever-increasing: 0.0
motivation, stumpy: -0.227419683478
quoted, untenable: 1.78129250679
reaching, unscathed: 0.567715855189
considerable, unhurt: 0.595893594229
pertinent, well-represented: 0.0
lazy, modern: 1.18994472202
fastest, hiv-positive: 0.0
disposal, self-sustainable: 0.0
depressed, special: 0.050607579331
imminent, notably: 0.132816748636
rare, re-routed: 0.0
comforting, needless: 1.13240367417
minuscule, poor: 1.39325640922
okey, so-called: 0.0
standing, updating: 0.339467749137
bottled, co-chairperson: 0.0
ill-equipped, written: 0.0
limber, mid-: 0.0
anymore, below: 0.437588553008
consideration, stumpy: -0.160564267649
justified, tolerated: 2.84749665996
functional, ineligible: 0.462252883064
euphoric, reai: 0.0
disoriented, saved: 0.560846615156
enjoyable, statewide: 0.157765161088
better-educated, confident: 0.0
only, unpleasant: 0.438240085242
laddie, proportional: 0.891905873581
dismissed, homosexual: 0.58985265554
asshole, identified: 0.312111680972
delighted, fried: -0.338191222946
free, routine: 0.671127095891
accuracy, conspicuous: 0.087465039724
careful, unfathomable: 0.461960082306
paid, unequal: 0.815285454734
follows, nosy: 0.273426436347
ludicrous, sympathetic: 1.78173981492
illogical, legally: 1.41494235911
also, need-to-know: 0.0
academic, starker: 0.834625865388
co-operate, null: 0.0
rad, thank: 1.6872221579
archaic, overripe: 2.29472771437
equipped, specify: 0.211974877597
foremost, muted: 0.521670232949
immediate, intensive: 1.25143058611
inaudible, inoperable: 1.52823582521
flawed, woolly: 1.56491480491
about, industrialised: 0.0
ambiguous, humbled: -0.014883087836
do, secret: 0.781594462706
ourselves, tremendous: 1.75871849736
thankful, unexpected: 1.19577980679
later, scattered: 0.719984971804
richest, thought-provoking: 0.0
dispute, harsh: 0.815784282488
off-putting, two: 0.0
ideal, infrequent: 1.00404008167
destructive, promising: 1.46173317846
gonna, liberated: 0.884794740581
lastly, rising: 0.437758333023
shot, these: -0.388549822451
biggest, respectable: 0.737379507129
cosmetic, extensive: 1.48141340749
hiv-infected, practical: 0.0
icy, stocky: 0.621053479283
coordinated, traumatic: 1.05270713495
unjustified, well-tolerated: 0.0
but, profitable: 0.51562469973
blunt, costeffective: 0.756279463863
daunting, unconvincing: 2.21242917064
scientific, wet: 0.452771971361
consistent, squat: -0.182759178518
ominous, public: 0.035680563682
moister, om-mazing: 0.0
pitiable, wild: 0.551367499741
crazed, widespread: 0.886934573077
bankrupt, other: 0.566646802656
finer, reachable: 0.307843136085
murderous, otherwise: 0.540963775438
ecologically, quickly: 0.357405954213
living, spicy: 0.610996484408
obtainable, sluggish: 0.156939961748
defunct, tenacious: -0.318848243276
heights, modernizing: 0.362952491285
opening, ten: 0.847559142083
costeffective, rationalized: 1.1413878248
noisy, vice-chair: 0.0
co-chair, rescinded: 0.0
arbitrary, straightaway: -0.071840139378
holistic, superficial: 2.51011816367
inescapable, relieved: 1.27044906529
dead-on, heinous: 0.0
invaluable, unpublished: 1.04392445071
longest, treaty: 0.690435293166
compulsory, pristine: -0.015123590398
degraded, on: -0.083615114482
horseshit, significant: -0.404367799238
loaded, suspected: 0.810646171516
jurisdictional, vice-chairperson: 0.0
geographical, leading: 0.677497668049
iittle, undetectable: 0.0
furthermore, unanimously: 0.270129112561
admiral, stout: 1.5321473296
current, well-designed: 0.0
frustrating, recently: -0.168627429281
longterm, seductive: 0.346241035557
clearly, cute: 0.672333452903
extensible, long-standing: 0.0
characteristic, thrilled: 0.154996563781
direct, highest: 0.865452392364
agreed, complicit: 0.392508626979
miscellaneous, state-owned: 0.0
binding, cheaper: 1.17680433216
apologise, myself: 0.0
possible, well-off: 0.0
enchanting, often: 0.802177001533
characteristic, information: -0.039670520486
bothersome, treacherous: 1.86832088526
greedy, recognizes: 0.312494611798
bummed, long-lasting: 0.0
plain, with: 0.638136626407
any, information: 1.47813961438
shy, systematic: -0.123690233796
emaciated, primarily: 0.282608542245
accelerating, quicker: 2.11673818579
stimulating, technical: -0.096110421346
indefensible, stuffed: 1.19456084009
beautiful, rock-hard: 0.0
bankrupt, destabilizing: 1.66843104455
african, old: 0.32477074805
crystal-clear, subsequent: 0.0
distasteful, woolly: 1.94018077705
astute, rock: 0.061377883147
end-to-end, worldwide: 0.0
masterful, wholly: 1.19290864034
time-sensitive, well-armed: 0
comprehend, impartial: 1.64730596555
finite, loose: 1.32680373152
compensable, unseemly: 1.20128121976
false, victorious: 0.170168465488
respectable, woken: -0.043556909939
thankful, underpaid: 2.01099054114
multi-threaded, unoccupied: 0.0
monitored, well: 0.705678052678
impulsive, sal: 0.419627733208
actively, ioyal: 0.0
coherent, macabre: 1.63446256159
rapidly, thirteen: 0.066152256665
dark, sooner: 0.558881278749
american, extensible: 1.49895178018
gullible, one-sided: 0.0
compact, taller: 2.79448638035
modest, sicker: 0.740660297671
expanding, removed: 0.5942507104
functionally, streamlined: 2.49669931113
afraid, self-sufficiency: 0.0
deepest, incapable: 1.17335071368
distracted, rad: 0.360479779919
recurring, vice-chairman: 0.0
difficult, odious: 1.81891578131
presentable, uppermost: 0.269557428752
nifty, refined: 1.518270781
another, considerably: 0.144649026634
fraudulent, irrational: 2.16458441562
ridiculous, undetectable: 1.46602437102
abolished, brittle: -0.147147502977
government-owned, patent: 0.0
cautious, disgusting: 0.550110747439
flame-retardant, meaningless: 0.0
well-defined, wished: 0.0
comprende, germane: 0.94492340004
limber, someplace: 0.693486216574
consolidated, start: 0.403954191298
sharper, vicious: 1.28693105895
back, solidarity: 0.553345483227
being, foxy: 0.064585903801
little, restless: 1.66843024965
diseased, emotive: 1.03095713434
diligent, infuriating: 1.03174443044
costly, dearer: 2.02364447074
absent-minded, dedicated: 0.0
sublime, too: 0.493843026486
sold, wider: 0.504736458597
now, uppermost: 0.712184198244
self-reliant, wiser: 0.0
complicated, deposited: -0.172595016861
self-contained, than: 0.0
adversarial, voluntary: 1.80498809071
following, foremost: -0.152799038045
mistreated, ridonc: 0.0
cost-effectively, horrific: 0.0
-just, 3rd: 0.0
interminable, regular: 1.01970996702
beautifui, proactive: 0.0
drunk, immediate: -0.375891505589
malicious, rare: 0.521246908164
busy, illiterate: 0.684409234414
dangerous, farther: 1.57109057546
alone, romantic: 0.771238025963
doin, inconclusive: 0.410818038787
excluded, subsequent: 1.02940122816
apparent, careless: 1.32195401167
requested, unfounded: 0.474647695455
compatible, unachievable: 1.94544752061
massive, some: 0.825409972811
marvellous, useable: 0.0
lacklustre, manifestly: 0.0
goodto, starved: 0.0
losin, nobler: 1.40510968939
longer, practical: 0.911092106667
dumber, fucking: 3.75767803341
efficacious, immoral: 1.90548208516
seasick, two-fold: 0.0
non-compliant, stopped: 0.0
abnormal, better-iooking: 0.0
entirely, legally: 1.63046910479
again, reasonably: 0.747854313734
overloaded, surprised: 0.90994508518
apace, ravishing: 1.19119764129
deposited, nice: 0.641219687565
briiliant, two-pronged: 0
anxious, currently: 0.53210472272
cheapest, constructive: 0.664902062126
adapted, skilled: 1.13276572457
pragmatic, skilled: 1.92995004376
in-flight, newer: 0.0
responsive, talented: 1.66576139193
fella, inconsiderable: 1.15817555664
better, thanan: 0.0
cute, killed: 1.3091417433
regularly, term: 0.366812781698
better-quality, creation: 0.0
primarily, sporadic: 1.64757568613
demand-driven, striking: 0.0
included, zero: 0.114035638586
giddy, wholly: 0.760414016258
muted, speaking: 1.17264062432
launched, referenced: 0.60581957937
competent, operational: 1.05104351192
modernizing, virtually: -0.078167921556
counter, liquid: 1.07979421741
inflexible, mama: 0.282627538691
sentimental, treated: 0.377891678035
adulthood, marvelous: 0.291176129846
beloved, unresolved: 0.731083066368
afflicted, junior: 0.076768245927
overt, sloppy: 1.37008078898
exponential, well-reputed: 0.0
facilitated, insatiable: 0.416612031785
higher, predominantly: 1.1974922048
illusory, regrettably: 1.65649605623
raison, recently: -0.105705881772
delightful, historic: 1.44182787709
ill-founded, impoverished: 0.0
material, multifocal: 0.632447524183
away, blurry: 1.13459262439
bitter, stimulating: 0.108620229966
devastating, underprivileged: 0.715953588803
modern, wish: 0.070758961999
notified, optimistic: 1.18404585994
marvelous, startling: 2.83700838036
blinded, world-wide: 0.0
experienced, hip: 0.656911504358
shaking, static: 0.908979008956
classy, commensurate: 0.279136533248
disclosed, plausible: 0.940941744533
barmy, co-funding: 0.0
deepest, holier: 0.59669069118
inherent, stone-cold: 0.0
mighty, n'tunderstand: 0.0
small-scale, truthful: 0.0
inoperable, legality: 1.0006912973
sooner, specific: 0.859337687126
bone-dry, nineteen: 0.0
historical, neglected: 1.27992001858
fulfilled, something: 0.773336762701
overpriced, sadder: 1.20919711507
earliest, overweight: -0.167172262322
inconsiderable, unattainable: 1.53888472088
slightly, usable: 0.673132668401
overworked, supportive: 0.806704623534
hands-on, secondly: 0.0
round, uniform: 0.314867746041
forgotten, ineffectual: 1.65731532346
open, self-financing: 0.0
hard, minor: 0.42045173594
application, clearest: 0.368642623412
all-embracing, insatiable: 0.0
impoverished, longer: 0.30506803244
cultural, why: 0.581948910767
freest, weakest: 4.51778651154
touching, unattractive: 1.15283477389
basically, pragmatic: 0.621459691118
candid, long-standing: 0.0
degrading, simplified: 0.65365754932
overheard, pitch-black: 0.0
arming, counter: 1.01954846098
certifiable, sensible: 1.3058504039
impolite, undecided: 1.17422956092
extant, pro-choice: 0.0
costly, results-oriented: 0.0
breathtaking, physically: 0.500277966082
doomed, tasteful: 0.06897336294
abrasive, slender: 0.860887281237
personalized, positive: 1.35999493608
ill-equipped, immeasurable: 0.0
more, unseen: 0.113666136874
connected, diligent: 0.316571015886
automatic, obnoxious: 0.826249542354
self-contained, time-consuming: 0
apologise, superfluous: 0.0
candid, tasty: 1.36861219083
extreme, inexcusable: 2.11713975525
stocky, useful: 0.469831391908
everywhere, weii: 0.0
cheapest, suspect: 1.46391263768
free-of-charge, fucked: 0.0
alert, batty: 1.14553854057
sluggish, yet: 0.618901753888
mistaken, updating: 0.989080944916
ever-increasing, furious: 0.0
light, west: 0.820936825789
fella, multiple: -0.711911291116
callous, out-dated: 0.0
adequate, handled: 0.694940855177
grass-roots, pre-published: 0
erroneous, fascinating: 0.727233046005
deader, exempt: 0.892737293595
clinically, female: 0.314188549651
easy, pitiable: 0.47049958305
irrelevant, loud: 0.641368538292
intertwined, outermost: 1.32134883108
experienced, neurotic: 0.956899138847
publicly, unequivocal: 1.41792773515
dire, hopeful: 1.79576361272
created, efficacious: 0.042175912179
basically, correct: 0.988594561413
adulthood, humiliating: 0.757946025657
egocentric, selective: 1.85928597529
insincere, soon: 0.355426641415
sizable, weird: 0.321400886641
flawed, mature: 0.958747586314
business-friendly, non-compensatory: 0
duty-bound, in-house: 0
butthead, troubled: 0.471444712599
possibly, proscribed: 0.512326579368
started, uncompetitive: 0.473544498397
fortunate, legibly: 0.587722800127
deceased, rehearse: 0.239451239938
recognizing, verify: 1.4177825133
greater, malignant: 0.943089154265
absolutely, like: 1.07701747795
applicable, turned: -0.213966613758
accurate, undisturbed: 1.04235292468
interesting, professionally: 0.97960668265
respected, truer: 1.42573704302
intended, repeated: 0.430569865208
discussion, repealed: 1.56800429493
liable, mobile: 0.903247544223
double, lovelier: 0.668588721257
vocational, widest: -0.187677260646
positive, public: 0.660774738804
obscene, unbearable: 2.74268548158
dandy, enhancing: 0.346670650655
flicka, middle: 0.0
retrievable, unlocked: 0.540085614507
secondly, top: -0.097924053979
info, proactive: 1.22501445583
marvellous, overt: 0.0
intended, sonny: -0.109805585301
inconsequential, uncompetitive: 2.9941887304
gender-neutral, specifically: 0.0
detrimental, mixed: 1.09290571067
carsick, persuaded: 0.687636792499
next, paradoxical: -0.131750917838
negative, unharmed: 0.749640696943
harmonised, unequal: 0.0
ended, innumerable: -0.181352789547
constructed, freest: 0.773776762622
amazing, poorest: 1.29459506857
reasonable, undesirable: 1.87458498059
succinct, these: 0.36792287669
published, warmth: -0.004428003499
aforementioned, leaner: -0.041279048925
freely, injured: 0.447956580636
distinctive, removed: 0.694394080229
all-inclusive, opposed: 0.0
antsy, insurmountable: 1.05280983619
net, withdrawn: 0.357211573312
endearing, fragile: 1.91672760717
cranky, worth: 0.859168995678
away, sappy: 0.91015092166
own, uneconomic: 0.584585307182
naughty, treatable: 0.763143442429
centralized, liable: 0.737864594063
exponential, professionally: 0.391027918842
n'tunderstand, prevalent: 0.0
applied, defined: 1.85239063246
implementable, reconcilable: 4.67319557355
directly, well-tolerated: 0.0
open, wrongful: -0.517209567856
exhausting, sinful: 0.952567222735
newsworthy, reciprocal: -0.019341716638
despicable, safest: 1.90555958222
guilty, unthinkable: 1.55232231065
committed, exemplary: 2.31381923151
pro-choice, soaring: 0.0
regulated, stable: 1.75078326217
'sgoing, opposed: 0.0
above, ping-pong: 0.0
secure, uneasy: 1.02986006193
integrating, polite: 0.242971076279
bothersome, predominantly: 0.842418351205
extirpated, spontaneous: 0.982668099794
brief, handled: 0.166450548136
deserved, modernizing: -0.224570468327
biased, cost-effective: 0.0
estimated, thank: -0.835476883612
pending, reaily: 0.0
dispute, severely: 1.15292039333
death-proof, two-fold: 0
acute, operated: 1.19466407006
attractive, outstanding: 1.79948711974
docile, immaterial: 0.890897598189
undetectable, well-armed: 0.0
longer-term, readable: 0.0
divergent, happier: 0.687329668585
peaceful, wondrous: 1.43356342445
finally, over-ambitious: 0.0
convinced, galore: -0.094952714389
blended, remarried: 1.95079606254
characteristic, proceed: -0.046151494466
intrusive, unimpressive: 0.989453850775
first, needless: 0.283148840897
inconsequential, underfunded: 1.44790850857
feisty, powerful: 1.69451392467
frankenstein, varied: -0.062400499614
inexplicable, regretful: 2.32548034718
delirious, sporadic: 0.953538390462
simplistic, sugary: 3.05949220779
comprehensively, touchy: 0.721711989685
attended, strangers: 0.413678702093
belligerent, everybody: 0.646800419577
nineteen, powerful: 0.431212257182
cordial, on: 0.008903478924
delightful, queer: 1.38849529261
belligerent, useable: 0.448245037958
doubtful, envious: 2.17973845682
one-sided, unclear: 0.0
advertised, incapable: 0.049976604353
conspicuous, subtler: 2.81215009664
constant, well-positioned: 0.0
representativeness, unsatisfactory: 2.05042144559
impoverished, unsound: 1.03514784472
intact, locked: 2.45862352633
modified, sobering: -0.593939180591
impermissible, uncompetitive: 2.5583908992
10, pending: 0.0
completely, done: 0.952262008178
countless, fraudulent: 1.00761233748
compelling, inestimable: 1.1436320894
east, magnificent: 0.706996971793
economic, together: 0.651779477278
crass, overflowing: 1.40388550488
cynical, troubling: 2.17537016759
inexplicable, refined: 0.372159609299
non-partisan, puzzling: 0.0
cool, cruellest: 1.24235689129
rational, watchful: 1.86914384738
shiny, sounder: 1.05191359362
indispensable, limber: 1.50637291412
horseshit, illogical: 2.17236972363
american, enormous: 0.688594057468
distracting, operated: -0.752091665679
expedient, perfect: 1.55801491968
distribution, slower: 0.300148664726
observed, unjustified: 0.629071180276
exhausted, general: 0.184026452344
incongruous, pleasant: 2.8771891737
hurtful, inside: 0.404344921125
antagonistic, cooler: 1.35696490553
early, unbecoming: -0.159111395572
interest, prouder: -0.128027958223
leave, well-founded: 0.0
disastrous, largely: 1.32415303071
abused, fucked: 2.49827975592
expedited, free-standing: 0.0
clean, well-coordinated: 0.0
concise, discriminate: 0.370603962072
dead-on, sore: 0.0
elevated, shameful: 0.414710443215
inspirational, larger: -0.047244130476
immature, plentiful: 1.50553336737
graceful, impartial: 0.880168610693
material, new: 0.446515060242
gay, wrongful: 1.22467952206
approved, youngest: 0.292766565367
fun, hardest: 2.05658666526
comprehend, wanted: 0.55858287778
settled, useful: 0.05595353604
casual, inconsiderable: 0.569277631924
painless, well-coordinated: 0.0
inefficient, start: 0.84052727045
ensure, well-defined: 0.0
smokin, watchful: 0.673285669034
droll, wiser: 1.15522293225
far, incomplete: 0.900899503865
satisfactory, shut: 0.711084556916
anxious, awaited: 2.86280697381
surely, unsteady: 0.306845027706
repeating, sticky: 0.993446950328
grisly, sorry: 1.1870868418
proportional, succeed: 0.691783862118
ephemeral, redundant: 1.3780669851
proprietary, rusty: 0.197534585833
immeasurable, technological: 1.78973037801
clerical, expanded: 0.994622704521
overflowing, perverse: 1.35316655659
demand-driven, sturdy: 0.0
cowardly, elite: 1.16451974455
ideally, maximal: 2.00176947541
miniscule, safeguarded: 0.441408427152
acclaimed, traded: -0.241554840479
exquisite, grateful: 0.884250007681
energetic, helpful: 1.35749715105
sultry, try: 0.109782651167
discreet, wondrous: 0.468765208205
dying, insensitive: 1.10273101296
green, robust: 0.504958472273
loco, negative: 0.244187127779
knowing, unspecified: 0.243866590769
detrimental, smug: 0.929322005458
abolitionist, approved: 0.076265852354
clear, progress: 1.38612813925
credible, fair: 2.26385839093
exclusive, impartial: 1.51306539435
incomprehensible, multiple: 0.73992411174
democratically, discriminate: 1.6165960757
integral, sizable: 0.806955455223
fair, you: 0.908778179227
powerless, white: 1.07766582109
re-routed, way: 0.0
hopeful, salient: 0.744023315478
furthest, unprepared: -0.030595468844
axiomatic, incredible: 0.801404105808
cost-effective, mandatory: 0.0
certifiable, constant: 1.08003711639
stifling, well-structured: 0.0
destabilizing, determining: 2.2446058295
determinative, nearby: 0.033441476862
freer, severe: 0.995001203814
eager, fried: 0.146274902291
counterfeit, merciless: -0.027919207471
prime, well-represented: 0.0
dying, scarcer: 1.38203120513
divine, uninsured: -0.023983691213
effective, substantive: 1.3939759434
counterfeit, few: 0.281899670646
elaborate, rotten: 0.489201906037
imported, unfettered: 0.956994891548
distributed, run: 0.647138310834
abundant, initial: 0.359013140538
accomplished, fully: 0.358810295776
interdependent, unreal: 2.16165419412
flattering, negligible: 1.22962504962
creative, winning: 1.14121564415
uneasy, yummy: 0.71610087361
justification, vegas: 0.40089654788
paradoxical, respectful: 1.47036654926
monthly, principale: 0.247494224844
protracted, rehearse: 0.327969741206
overly-high, weary: 0.0
combative, dispute: 1.74523569813
thick, unprecedented: 0.439112855046
apt, frankenstein: 0.439192794769
bummed, counter-productive: 0.0
abrasive, fitting: 1.16742942008
accountability, corresponding: 0.873642214888
3rd, guaranteed: 0.42762128939
fucked-up, stifling: 0.0
over, reasonable: 0.57228089942
cowardly, graceful: 1.79424167564
glorious, innumerable: 1.96999593188
admitted, peripheral: 0.266113764914
about, agile: -0.033044585994
safer, tricky: 1.35199692481
cautious, infrequent: 1.80112270177
identical, unacceptable: 2.46006619172
newsworthy, synergistic: 1.17096943575
miscellaneous, obnoxious: 1.29815074501
boundless, insincere: 1.79478556735
co-financing, sunny: 0.0
low-skilled, respect: 0.0
renowned, thus: 0.187060246353
reinforcing, someday: 0.405112873216
dismal, loaded: 0.250663344866
humiliating, missing: 0.726348684433
swearing, unconditional: 0.316549013379
pretty, quickly: 0.976219901665
designed, holistic: 1.03435590832
start, sunny: 0.942250294655
existing, protected: 0.954947860905
nonsensical, off-site: 0.0
note, soaring: 0.574303557418
kiddo, troubling: 0.107010180495
crazy, noticeable: 0.828167715016
distant, sacred: 1.94835445928
flawed, lacklustre: 0.0
graduate, hiv-positive: 0.0
confrontational, self-contained: 0.0
counterproductive, empowered: 1.47567636626
n'tunderstand, then: 0.0
conventional, systematic: 1.22456612023
panicky, unnerving: 3.44692213527
changed, two-fold: 0.0
grimmer, microscopic: 1.33174261139
overall, uncomplicated: 0.911671623203
nathan, steeper: -0.097528278602
beastly, west: 0.750199448956
cohesive, greater: 0.983023638289
accordingly, brave: 0.540491014805
agreeable, overburdened: 0.524701780783
obtainable, undeveloped: 1.31926229545
demented, outgoing: 0.489088435762
bankrupt, compliant: 1.29402391676
knowledgeable, workable: 1.81244005269
appreciated, prouder: 4.19772469542
export, foreseeable: 0.847906318832
