disparate, finally: 0.386896262475
favourable, imrtant: 0
unfortunate, worse: 2.38200197937
ever, well-filled: 0.0
curious, repealed: 0.353055996016
hopeful, prevailing: 0.493664171954
impeccable, impressed: 3.22162115517
accelerated, insufferable: 0.061268292924
amiss, boy: 1.39634198736
elaborate, merry: 0.848182560776
disagreeable, unfounded: 2.12027390059
dim, unanimous: 1.07863421686
-me, simply: 0.0
above, going: 0.450353803002
unpopular, useless: 2.37853988712
timely, widespread: 1.24070846548
inappropriate, puny: 0.620236986414
undetermined, well-managed: 0.0
refined, ubiquitous: 1.26421045515
obsolete, true: 0.913818610753
absurd, cautious: 0.699511763477
explosive, juicy: 1.36433557121
audacious, started: 0.31914496207
empty, newsworthy: 0.648560400681
grisly, unfilled: -0.20610044498
dainty, disquieting: 1.98735227374
per, recently: -0.183433166633
dressed, puzzling: 0.503027256651
oldest, rock-hard: 0.0
pro-choice, unmistakable: 0.0
claire, nearest: 0.75600822212
legitimate, unjustified: 2.71083004314
damaging, familiar: 0.749500628044
shitless, tense: 0.365049738133
acknowledged, rewarding: 1.15659922012
legality, nude: 1.23283742241
contemplated, il: 0.394241142542
awaken, black-hearted: 0.0
inestimable, unidentified: 0.556803187477
main, powerless: 0.237112383967
agile, brain-dead: 0.0
deader, shortly: 0.474065900297
industrialized, null: 0.209765089781
heeded, shaking: 0.999224001793
fatal, timid: 1.20103794608
pathway, swifter: 1.48320346313
re-appointed, socio-economically: 0
corny, sacrosanct: 2.14084944274
opening-up, whassup: 0.0
brighter, enormous: 0.387592693689
especially, instead: 0.310858131275
condescending, startling: 1.3330050076
entitled, sound: 0.080465168847
apace, ever-changing: 0.0
periodic, really: -0.060174356115
firmer, free-standing: 0.0
absolute, accomplished: 1.19630852003
freely, seamless: 1.61968377227
ail, stir-crazy: 0.0
ago, individual: -0.489721489646
shipshape, unfortunate: 0.609458589945
u.s., well: 0.0
awol, panicked: 1.12808962097
permissible, self-employed: 0.0
life-long, lucid: 0.0
across-the-board, ensuring: 0.0
distinguished, next: -0.22611951867
decisive, dramatic: 3.00127115618
oversensitive, simplifying: 0.486887777013
geographically, louder: 0.706423940335
ashamed, growing: 0.188636681413
ail, treated: 0.635023048579
answerable, slower: 0.233712684681
divine, one-sidedly: 0.0
beter, to: 0.0
him, leading: 0.304025791193
ineffective, scattered: 1.25424241894
systemic, unified: 2.15268280324
frightening, out: 0.626548274184
accuracy, found: 0.357906304096
intricate, special: 1.00859727313
multi-disciplinary, neurotic: 0.0
awareness-raising, ioaded: 0
max, needed: 0.734314446534
accuracy, consideration: 0.345027423061
left, seropositive: 0.265650887272
firmer, hourly: 0.725214986359
forceful, priced: -0.297141293937
distressing, massive: 1.06149762173
long-lasting, spent: 0.0
invariable, short-term: 0.0
consolidated, destabilizing: 0.98191874972
generated, sufficiently: 0.440171391492
donkey, inspirational: 0.780533758591
unanswered, unwell: 1.11725449691
duty-bound, evolving: 0.0
non-specific, unlucky: 0.0
purty, tailor-made: 0.0
disrespect, well-known: 0.0
patronizing, sensitive: 1.0792781123
enriching, juvenile: -0.430976007425
contained, unquestionable: 0.488468959081
distraught, systemic: 0.390232647227
fraudulent, north-west: 0.0
priced, unquestionable: 0.539070077031
greener, in-flight: 0.0
organic, upbeat: 1.30036444795
puny, stupide: 0.0
divided, living: 0.976457349987
contained, principal: 0.105132768309
consideration, fastest: -0.895071164611
creation, hot: 0.109757752046
ecstatic, strict: 0.464250317647
off, structured: 0.363868343079
arranged, considerate: 0.996453423387
hourly, wider: 0.474219134734
distinct, regretful: 0.277277561414
completely, positioned: -0.415357796955
pitch-black, present: 0.0
malignant, well-documented: 0.0
extensible, stillborn: 0.959517935343
as, unpredictable: 0.63402684096
heinous, modest: 0.562163872054
fbl, freezing: 0.0
life-long, ripe: 0.0
inappropriate, pragmatic: 0.633642440876
brightest, warranted: 0.007102316374
ecologically, immoral: 2.31038903174
amazed, enhancing: 0.939840134034
satisfactory, stiff: 1.41537973854
applicable, undecided: 0.480126867208
selective, written: 0.390988129982
thready, unsanitary: 1.48850535455
bright, inexhaustible: 1.77752824392
monstrous, unusual: 1.42702886018
severe, thrilling: 0.612544947291
delirious, ecologically: -0.405905652862
clear, stable: 1.34767546445
ample, reason: 1.1738557881
past, something: 0.454823306078
3rd, rationalized: -0.24946165559
daily, then: 0.348646957808
upper, widely: 0.623292958894
feasible, widespread: 1.46476738517
demeaning, simpler: 1.0281168804
comforting, self-sufficient: 0.0
bi-directional, underpaid: 0.0
healthier, subsequent: -0.009232072341
loyal, valued: 1.38940146579
gandalf, repulsive: 0.0
first-rate, grass-roots: 0
interlinked, self-employed: 0.0
house-trained, suicidal: 0.0
chilly, malicious: -0.346030960244
archaic, inconceivable: 1.70742078759
public, stepped-up: 0.0
atrocious, challenging: 1.50375518342
luckier, self-conscious: 0.0
bureaucratic, lasting: 0.450240638392
canceled, fast-switched: 0.0
-ready, adjusted: 0.0
diverse, scared: -0.02062815038
tasty, useful: 2.46488095443
financed, patronizing: 0.953277161764
doin, naturally: 0.376929895803
insupportable, optimistic: 0.893941650422
fixated, inhumane: 0.795435133731
illiterate, indispensable: 1.93678392344
forthright, inaccurate: 2.70930724856
amusing, permitted: 0.686924538145
cranky, every: 0.935158756266
notable, today: 0.20216297492
excited, seen: 0.987549829525
designed, diminished: 0.035063122882
culpable, hairy: 0.594154609169
again, life-long: 0.0
unproblematic, worth: 0.844219869615
deep, immovable: 1.11092590348
eligible, info: 0.680580055802
recognizes, technically: 1.27081270698
ah, longest: 0.52368076199
durable, new: 0.649850310507
fearful, spooky: 1.47968104589
booked, opportune: 0.347957295472
firmer, incompetent: 0.160882328774
cheaper, unlocked: 1.4661487831
offensive, prevailing: 0.127752350893
celebrated, migratory: 0.588651319683
better-looking, wasted: 0.0
standard, tailor-made: 0.0
impaired, kid: 0.322806588202
pathway, wait: 0.59668099026
increasingly, non-toxic: 0.0
but, petrified: 0.578706508264
patentable, stifling: 0.924654230604
distracting, free-standing: 0.0
glorious, wrongful: 0.194723813232
applied, clear-cut: 0.0
fun-loving, larger: 0.0
begin, returned: 1.44121563734
better, pale: 0.396568252125
clearest, well-known: 0.0
cited, italian: -0.806711744764
dodgy, rotten: 3.46454085721
commitment, truer: 0.714204477057
disappointed, ill-equipped: 0.0
defenseless, skilled: 2.04506805442
huge, rough: 0.926942063993
married, shaun: 0.410763002529
heated, wealthy: 0.321604008403
dumb, ever-increasing: 0.0
okey-dokey, silent: 0.0
black-hearted, intelligible: 0.0
emotional, term: 0.465674289324
ggood, ju: 0.0
drenched, stifling: 1.83901750257
aware, observed: 1.80335065445
co-operate, leaner: 0.0
cooler, tom: 0.460036042445
efficacious, unfavourable: 0.0
-me, desired: 0.0
disorientated, non-self-executing: 0.0
involved, undecided: 1.77473518574
old-fashioned, rigid: 0.0
in-depth, steep: 0.0
entertaining, proud: 1.40217911046
closest, quiet: 1.16448061624
completely, tremendous: 0.745740595486
note, unprotected: 0.110938388619
ju, nuts: 0.894389869973
-just, hurry: 0.0
bogus, timelier: 0.723563416447
dre, prejudicial: 0.671778218865
automated, picky: 0.482136278865
readable, removed: 1.43894852737
lean, unnecessary: 0.580524633851
monthly, sealed: -1.0350290137
free-of-charge, unbearable: 0.0
strictest, turned: -0.172511156799
irregular, worthy: 0.664300753926
alarmed, motivated: 1.7626994711
apolitical, reasonable: 1.61764422716
convincing, illegal: 0.399396312215
acceding, discrete: 1.24328014788
necessarily, wounded: -0.032789548648
defensible, wise: 1.84773432141
foolish, too: 2.03627988865
defeated, shot: 1.78207638581
material, righteousness: 0.459285916655
contentious, here: 0.334914153789
pure, unsustainable: 0.68214489991
scrumptious, supplemental: 0.307154218506
beloved, chaotic: 0.744522702618
organized, streamlined: 1.02303902311
little, ourselves: 1.47767083684
far-ranging, immature: 0.0
proper, say: 0.712805841014
obsolete, smaller: 1.05874757326
cohesive, though: 0.725987647931
dressed, full: 0.258857385528
irritated, somewhat: 1.13360236008
cost-efficient, tacky: 0.0
brain-dead, treatable: 0.0
sincerely, wider: 0.720276002862
scientific, widespread: 1.82097146749
just, manifestly: 0.55949867161
healthier, legendary: -0.299479400342
hon, unattractive: 0.388933967479
cleaner, unchanged: 0.496337710793
loaded, low: 0.404960545895
entertaining, over-the-air: 0.0
checked, well-deserved: 0.0
broad-based, inexhaustible: 0.0
objectionable, unappy: 0.0
doin, this: 0.203662380847
inexpensive, skeletal: 0.399011478974
short-lived, unnecessary: 0.0
emphasise, intolerable: 0.0
home, woken: 1.07725004275
contestable, observed: 0.20340212851
deeper, export-ready: 0.0
based, rigorous: 0.869531744704
ancient, observed: 0.694545237549
adapted, celebrated: 1.08612323951
fourteen, salute: 0.315200329329
aggravating, incomprehensible: 1.80721818627
abnormal, optimal: 3.04621688887
integrating, sporadic: 0.382600738578
droll, induced: 1.14257555658
disgusting, unaffordable: 2.86721892734
expressly, sugary: 0.28522770453
mistreated, unfortunate: 1.48753802117
absolutely, multi-layered: 0.0
non-competitive, sale: 0.0
lamentable, urgent: 1.67126157427
antiquated, mean: 0.826656463658
laddie, written: 0.393550803056
favoured, self-supporting: 0
payable, separate: 0.668272286758
easy, sixteen: 0.147067720749
crazed, discernable: 0.836466014881
infallible, phat: 0.38275676635
eerie, worrisome: 2.1937454803
ambitious, racked: 0.731111472012
neat, omnibus: 0.395220840233
syrupy, terrific: 1.33048260122
raison, sentimental: 1.69276674945
stress-related, with: 0.0
crummy, inestimable: 0.541050811473
ludicrous, unhealthy: 2.33174325601
demented, intentionally: 0.994026320788
advised, compensatory: 0.115153043353
heavyset, material: 0.364043555988
gaunt, non-specific: 0.0
incalculable, well-maintained: 0.0
critical, treble: -0.158813843114
satisfying, tougher: 1.52450363811
lenient, much: 1.90257077194
boy, developed: 0.009246143855
deadly, fullest: 0.585919892385
presented, tiny: -0.007074811173
encompassing, incongruous: 2.04863008067
sudden, theoretical: 0.52909035226
objective, unsustainable: 1.31802896181
ill-defined, lame: 0.0
afterwards, selective: 0.007615710928
loose, worldwide: 0.003231339543
economic, major: 1.00389252845
intact, released: 0.661602556521
absurd, warmest: 0.268350231669
hungry, solemn: 0.280737033223
owned, two-: 0.0
", obtainable: 0.0
displacement, disruptive: 1.13020164446
demanding, him: 0.650862020268
free-standing, ravishing: 0.0
academic, simple: -0.220748322141
chubby, exaggerated: 1.80054880583
fools, introduced: 0.379918454101
gross, unheard-of: 0.0
smooth, wary: 1.32885043857
improper, previously: 0.61732759622
awful, fun-loving: 0.0
killed, uh-huh: 0.0
endemic, reliable: 0.906096012063
anomalous, fuckin: 0.961593712425
clarified, homesick: 0.311134314239
received, single-ranked: 0.0
exaggerated, improvement: -0.078141141369
moderate, stale: 0.425894348267
copacetic, legally: 1.28571048569
importantly, resolute: 1.45423072869
opposite, sovereign: 0.222804299538
ioaded, shocked: 0.0
-so, adamant: 0.0
loud, so: 0.792987050473
affirmative, vested: 1.74014874579
illusory, vocational: 0.744589371124
frightened, self-governing: 0.0
commended, grave: 0.795744926319
advanced, home: 0.284411763381
environment-friendly, impermissible: 0.0
in-house, open-minded: 0
meagre, refreshing: 0.0
hon, nonsense: 1.52599248298
assertive, infrequent: 1.10967037109
hardto, unfriendly: 0.483119497761
honourable, rubbish: 0.0
holistic, worthy: 0.222923526723
happened, sophisticated: -0.148636304343
desperate, indian: 0.293625304261
adapted, indispensible: 1.41767961745
sketchy, west: 0.71352358186
slow, suck: 1.91394307649
nouveau, pressing: 0.290311121446
eco-friendly, livid: 0.0
heavyset, utilized: -0.44097001923
faultless, uninsured: -0.174939800513
ruthless, significant: 0.540117337612
constantly, soft: 0.298201697502
facilitated, unhelpful: 1.18451314679
crafty, someday: 1.1485709869
anomalous, european: 1.48473055805
distraught, righteous: 0.912698687471
lye, up: 0.277950970911
contemporary, funnier: 1.80212640604
already, laddie: 0.316613026836
classic, comparable: 0.912823592812
consolidated, two-pronged: 0.0
fearful, stronger: 1.19192582997
okey-dokey, sacred: 0.0
human, psychotic: 1.57756029002
dopey, gigantic: 1.34307641602
objectionable, stagnant: 1.59080067499
cautious, occupied: 0.522231033602
characteristic, surreal: 1.16263776006
determinant, fixated: 2.68580000299
requested, weirder: -0.19376469251
internationaux, total: 0.166478811662
affixed, strongly: -0.463959789048
mechanical, warm: 0.460681643858
softer, unethical: -0.006923751757
stifling, uptight: 2.37469130883
security, wetter: -0.454550524899
riveting, soft: 0.325098681774
adamant, defective: -0.064657727428
dire, wanna: 0.36056111639
beautiful, bleak: 1.89214697295
furthermore, rubbish: 0.983792083216
temporary, wide: 0.630531656554
euphoric, seminal: 1.50989081295
generated, mind-boggling: 0.0
quiet, terminated: 0.056414102053
acceptable, specify: 2.41538174885
louder, restful: 0.912118520916
fucked, tired: 2.86687003805
entirely, self-sustained: 0.0
self-financing, thoroughly: 0.0
distracted, stone-cold: 0.0
fertile, lightweight: 0.39916012894
appropriate, damaging: 0.487828553413
accordingly, softer: 1.25056649245
built-in, tighter: 0.0
idiotic, subdued: 0.317083911849
terrorized, unbalanced: 1.46689032462
counter-productive, dual: 0.0
pro, welcome: 0.517660682528
unsuccessful, vain: 3.71234664606
extraordinary, tougher: 0.73252982136
soaring, standard: 0.568280901345
ecologically, weary: -0.05023631658
propitious, susceptible: 2.34408750183
largest, lightweight: 0.242479809734
human, incidental: 2.0097197288
longer-term, supportive: 0.0
academic, tabled: 0.305907998183
identified, pronounced: 1.81172033591
graduate, unsettled: 0.658581741974
easy, roisin: 0.0
iovely, probable: 0.0
astounding, up-to-date: 0.0
immaculate, profitability: 0.509044520868
dubious, intolerable: 1.62099719606
disjunct, thirsty: 0.287507760746
integrated, wierd: 0.475025482989
hiv-positive, primarily: 0.0
disproportionate, static: 0.637003939507
motherfucker, sadly: 1.35155615134
action-oriented, ionely: 0
open-minded, stumpy: 0.0
horseshit, problematic: 0.576850426196
normal, unfit: 1.81546676591
annually, readyto: 0.27903340802
feisty, later: 0.653186313414
lost, shifty: 0.491999562034
blameless, irate: 2.42065222903
disappointed, longterm: 0.610195595816
agreed-upon, well-coordinated: 0
pale, uninsured: 0.991606056329
omnibus, probably: -0.048835808008
longer-term, rescinded: 0.0
dire, disjunct: 1.13387995575
minimum, undeveloped: 0.283970867786
non-exhaustive, supreme: 0.0
else, little: 1.43808268524
extensible, oldest: 0.614089513048
prominent, unused: -0.268505399476
minute, use: -0.070796036836
hope, upfront: 0.344033453664
hard-pressed, immutable: 0.0
bone-dry, lost: 0.0
segregated, thanan: 0.0
donkey, good: 0.759916486264
expressed, uncommon: 0.543501686418
fairest, valuable: 1.43273633527
abrasive, parallel: 0.503890870131
panicky, participants: 0.053808217315
bottled, periodic: 0.151802393298
galore, proud: -0.482302810045
fraudulent, merry: 0.193682570608
merciless, paid: 0.159202203845
courageous, dressed: 1.15724398651
firm, obsolete: 0.437240790623
careful, healthier: 1.0400767828
lately, volatile: 1.2510293946
perpetual, sensible: 1.10787228406
manageable, off: 0.756729322003
germane, well-written: 0.0
between, slim: 0.647476178329
lead, shifty: 0.96651079138
damaging, impaired: 2.33624782961
increased, troublesome: 0.472238421672
flexibility, top: 0.380098129366
antsy, optimum: 1.14761206115
crucial, suitable: 1.59096736925
these, triple: 0.13067696156
iate, re-established: 0
pitiable, profitable: 0.739697966056
manifestly, rusted: 0.770907049406
afflicted, one-sided: 0.0
obstinate, violent: 2.09555862699
earliest, envious: 0.162454027101
moron, seasick: 1.84998964881
basically, screwed: 2.59089681096
considerate, pragmatic: 3.42150159768
ever-changing, hairy: 0.0
action-oriented, advertised: 0.0
allergic, arming: 1.01975389311
inquisitive, severely: -0.162836870921
endangered, thin: 0.487189820835
mum, subdued: 1.44699724903
forthright, well-developed: 0.0
eccentric, impenetrable: 2.35395394356
day, sharper: 0.453973247433
magnificent, unseemly: 1.76254156336
booked, certain: 0.242742655965
revealing, strange: 1.1961411815
clara, recognised: 0.0
kiddo, unnerving: 1.06743437154
misused, thought-out: 0.0
mad, thicker: 0.899828505498
imperceptible, yet: 1.15132252518
key, terminated: 0.1957453185
for, puzzling: 0.287496280108
desperate, speaking: 0.345219718214
anxious, proscribed: 0.224958040944
generally, honest: 1.05045939067
run, treated: 0.351551475897
heterosexual, refundable: 2.34978116805
course, unthinkable: 0.629000049116
abolitionist, abused: 0.950354684446
favoured, succeed: 0.0
flexibly, untapped: 0.3817421479
distracted, threaded: 0.28653585012
agreed-upon, overheard: 0.0
cost-effectiveness, delineated: 0.0
bereft, infallible: 2.16382197804
innumerable, thorny: 1.6344052709
adverse, home: -0.15525412929
soaring, this: 0.482773105638
naive, unresolved: 0.345998695841
nicer, unused: 0.917750451483
altered, fragile: 1.34893748456
analogous, coherent: 2.08888121334
problematic, sell: 0.229227001649
authorised, innocuous: 0.0
lowest, reality: 0.45869424289
inter-connected, prettier: 0.0
fulfilled, nifty: -0.660527627239
iegitimate, representativeness: 0.0
myself, phony: 1.11801209108
discretionary, greener: 1.17080574891
case, opened: -0.054633449181
complicit, question: 1.03025556223
numerous, other: 1.87124180804
indicative, obligatory: 0.215190471386
black-hearted, creepy: 0.0
minimum, preferable: 1.4545007407
non-binding, policy: 0.0
hostile, note: -0.224072262493
high-cost, intricate: 0.0
loud, skeletal: 0.078533709937
green, indefensible: 0.614363753596
engagement, lackluster: 0.248478934261
export-ready, outstanding: 0.0
merely, unfathomable: 1.22215056004
newborn, repeating: -0.056695952265
armed, strong: 0.612368516154
over-optimistic, virtuous: 0.0
forthwith, prestigious: 0.2033193152
bullshit, lacklustre: 0.0
even, unreal: 0.803609135362
inadequate, that: 0.758333027543
consideration, global: 0.267144742507
bitter, thankful: 2.08204446498
annulled, opposite: 0.967502457398
fruitful, shortest: 1.67989645603
comprehensively, else: 0.519723537756
specialised, well-formed: 0
painless, trippy: 1.42793741082
10, separate: 0.0
annoyed, perverse: 1.52378542448
charmed, dummy: 0.20121229908
cardinal, unique: 0.283731166879
cost-efficient, obliged: 0.0
sing, vast: 0.17343128163
defenceless, supportive: 0.0
complacent, understandable: 2.22818125058
idiotic, johnny: 2.50932984937
insubstantial, reiterate: -0.096520848032
hence, ready: 0.265464496424
leveraged, overemotional: 0.714027892041
deadly, gracious: 0.389714676407
humble, kidding: 2.41089898276
connected, frightful: -0.324425809511
", mistaken: 0.0
knowing, sluggish: 0.059350207638
briiliant, even-handed: 0
protracted, shared: 0.353826545536
erected, launched: 2.55408539327
frantic, influential: 0.851131021462
global, leaner: 1.17178491933
ageing, final: 0.0
prat, traded: 0.27513757272
marginalized, preferential: 2.47215971532
readyto, so-called: 0.0
longitude, starved: -0.25583465886
insensitive, than: 0.029574873744
cool, too: 1.19749269574
irrelevant, thankyou: 0.205402193433
round, sudden: 0.906180185013
feasible, used: 1.33179347256
u.s., unworkable: 0.0
antiquated, shortly: 0.163449751966
buoyant, inoperable: 0.299199466876
minor, secondary: 1.21181261114
overburdened, some: 0.620475961888
acquainted, tell: 1.37847864461
marvellous, state-of-the-art: 0
somewhat, thready: 0.946470190536
fbl, loose: 0.0
outrageous, sounder: 0.246578560925
modified, superficial: 0.433548263667
tasty, unclear: 0.620495303233
desirable, effective: 2.40700136125
sleeping, sold: 0.513054693509
comfortable, welcoming: 2.32480973532
obscene, selfish: 2.53492936292
gutsy, unappy: 0.0
heartfelt, self-governed: 0.0
defective, etc: 0.905035667148
customary, sponsored: 0.274381197835
legitimate, second: 0.236772300428
braver, chilly: 1.38773500129
bastard, uniformed: 0.429446263437
blameless, rampant: 1.32899589999
minimum, unprotected: 0.413137784756
generalised, treble: 0.0
oldest, scaleable: 0.591632884259
picky, try: 1.46141125213
sir, uneconomic: 0.597485921811
hysterical, warned: 0.817332475507
absent, identifiable: 1.79882233944
economic, returned: 0.002048571274
destitute, suspect: 0.172378243681
dedicated, self-financing: 0.0
prick, time-sensitive: 0.0
needy, obligatory: 0.558019030232
beter, grave: -0.218689192577
arduous, controversial: 1.78796954874
ironic, non-toxic: 0.0
arbitrary, infamous: 0.76264831362
creative, determinant: 0.291026195112
competitive, decided: 0.611161904949
diminished, first-class: 0.0
very, yearly: -0.118830902677
lastly, offensive: -0.313541210722
exhilarating, sedentary: 1.61655832745
sad, uncompetitive: 2.28076289689
increasing, peripheral: 0.779558231745
lesser, past: 0.448718577043
acceding, unworkable: 1.40387543333
anticipated, limp: 0.373771198913
brighter, jeopardized: 0.888052680054
refundable, upbeat: 0.90343558285
furthest, masterful: 0.564928448379
back, sonny: 0.969200653959
ever, proscribed: 0.301411970376
hypersensitive, sweet: 1.98506604638
dopey, prejudicial: 1.56265570507
awareness-raising, solemn: 0.0
opportune, zesty: 1.08698999146
agile, brave: 2.33537329265
mideast, one-sidedly: 0.0
fledged, romantic: 0.99746037155
aligned, sociable: 0.698469013664
illegal, out: 0.547924000706
classified, dear: -0.458784652153
good, marine: 0.182650656261
inalienable, unable: 1.43088869023
note, petite: 0.485192667222
cabbage, invisible: 0.279557425588
environmentally-friendly, stuffed: 0.0
illiquid, shorter: 1.25559079532
nut, patience: 1.17101432696
inexcusable, simplified: -0.334567168854
efficacious, hourly: -0.081627117784
fiine, smarty: 0.0
lengthy, microscopic: 0.902822278484
fascinated, moreover: 0.468137354387
fuzzy, upbeat: 1.66042728165
cooler, plain: 0.939209112813
apt, expandable: 0.786349523514
almighty, innocent: 1.26726334055
ineffectual, thorough: 0.172132469826
day, folks: 0.304640020328
convinced, safer: 0.961822851061
engagement, viable: 0.106710155516
absurd, desirable: 1.39795075814
end-to-end, horrible: 0.0
recommendable, spatially: -0.320586519976
in-depth, pronounced: 0.0
reasonnable, top: 0.0
clearly, shielded: 0.48117717023
hey, jealous: 2.33516598867
impenetrable, rock-solid: 0.0
inalienable, still: 0.318370203864
bankrupt, unacceptable: 1.6185831201
dynamic, vigilant: 1.14931737145
challenges, grown: 0.765026293914
flush, kiddo: 1.32029691296
above-mentioned, constructive: 0.0
circumspect, psychotic: 0.700848165036
danger, iike: 0.0
described, groovy: 0.566434075703
encompassing, legal: 0.420229967474
greedy, round: -0.110341009001
even, unprofessional: 0.421827450902
cattled, overjoyed: 0.0
indiscreet, responsable: 1.1453412646
ah, essentially: -0.07836204698
here, pitch-dark: 0.0
disputable, flexibility: -0.267931186578
better, formed: 0.1519646228
agreement, shifty: -0.614730049357
conspicuous, inoperable: 1.30463400699
predictability, specialised: 0.0
loverly, well-represented: 0.0
unavoidable, worst: 1.76152639449
fuzzy, twelve: -0.090695126624
goal-oriented, unsettled: 0.0
mobile, prior: 0.098201529627
operational, victorious: 0.003044887352
gruesome, increasingly: 0.23114920146
articulated, twice: -0.17558238508
redeemable, wicked: 0.6926595817
accelerated, seropositive: 0.681632602929
enjoyable, southeast: -0.164248990716
batty, confident: 0.708919420276
adjusted, live: 0.380136016191
experienced, flat: 0.224927437679
outstanding, warm: 0.421386637762
ill-founded, needless: 0.0
correctly, huge: 0.621135834283
northeastern, remarkable: -0.01151168981
manifest, turbulent: 0.424837269949
changing, chickenshit: 0.262335035176
inhumane, persistent: 0.761556746282
nathan, overjoyed: 0.336001036935
precise, self-sufficient: 0.0
favoured, protected: 0.0
shallow, spooky: 1.06472211805
scarlett, self-sustained: 0.0
delightful, keen: 1.27498355001
loving, surreal: 1.56141900541
oral, redundant: 0.090992832737
creative, undisputable: 0.383723249896
equitable, gentle: 0.786879594373
blinded, refreshing: 1.32184469886
preceding, swearing: 1.01066418705
baseless, rational: 2.12538224541
harsh, insensitive: 3.3661212157
desperate, largest: 0.119582894253
fair-minded, operated: 0.0
concerted, direct: 1.41148701284
genuine, thank: 0.586898053846
brand-new, received: 0.0
authentic, results-oriented: 0.0
denser, freak: 0.11432598473
fulfilled, impenetrable: 1.14743801276
acceptable, rude: 2.19168815516
arming, sane: 1.38739661355
consideration, heartbroken: -0.400343909426
memorable, smallest: 1.13049785472
contrary, moister: 0.220498216642
best, regrettably: 0.163353865576
drastic, expeditious: 1.60206513689
iike, wholesome: 0.0
high-ranking, loaded: 0.0
mid-, remarkable: 0.0
busy, unchangeable: -0.505077608804
fledged, korea: 2.07739453978
assertive, hooked: -0.332200668932
ill-equipped, say: 0.0
friendlier, madness: 0.300080193568
vulgar, wealthiest: 1.42507708295
displaced, enhancing: 0.29940375323
elaborate, good-looking: 0.0
even, hereby: 0.256410498049
troubling, wanted: 0.750484150152
poverty-stricken, uncanny: 0.0
low, revised: 0.395122484512
odd, question: 0.903410607429
favorite, virtually: 0.952485290827
awesome, jurisdictional: 0.051156168474
dazzling, unidentified: 0.11363830484
ripe, stuffed: 0.314483709298
associated, evil: 0.110453850058
inexplicable, several: 0.640917412631
arduous, prevailing: 0.816622391267
meritorious, triple: 0.244520392362
comprehensive, ubiquitous: 0.720385062813
commendable, searchable: 0.046613602567
darn, permanent: 0.349138668998
net, usual: 0.396820857213
korea, self-aware: 0.0
already, weii: 0.0
included, spontaneous: 0.655306960438
permissible, scaleable: 1.05179741344
brain-dead, interminable: 0.0
accessible, ephemeral: 1.04155557313
acknowledged, unprotected: 0.497710892103
dirty, forthright: 1.46327310219
pointless, supplied: -0.129271994521
cultural, violent: 1.35677974407
bleak, fiine: 0.0
ambitious, fruitless: 1.31083570975
forthwith, self-supporting: 0.0
more, opportunity: 0.336481401982
exciting, thought-provoking: 0.0
thorough, varying: 0.151013047262
gratuitous, unlimited: 1.62095973503
admissible, credible: 3.17904237955
disjunct, ongoing: 0.491872435365
senior, useable: -0.620553839037
non-specific, tight: 0.0
enhanced, sluggish: 0.503832892587
doctor, rank: -0.231055543691
doubled, unhelpful: -0.181089845897
co-ordinated, homicidal: 0.0
net, transparency: 0.442823751501
splendid, unheard-of: 0.0
academic, universal: 0.388012771795
fatter, supplementary: 1.27219241805
disagreeable, non-exhaustive: 0.0
information, stimulating: 0.375910397383
debatable, disorientated: 0.422253481513
farther, owned: -0.073127910511
non-self-executing, repugnant: 0.0
soothing, statutory: 0.500623428635
done, erroneous: 0.776753544142
eco-friendly, malignant: 0.0
ah, skint: 1.68524694936
fun-loving, pre-established: 0
19, opposed: 0.0
witty, younger: 0.72523185243
optimum, overly-high: 0.0
selfevident, unjustifiable: 0.0
private, problem: 0.212472245243
long-lasting, saved: 0.0
biased, regrettably: 1.00987417274
business-friendly, something: 0.0
kiddo, trustworthy: 1.66616515427
bright, fastest: 1.00916246986
distinguishable, neglected: 1.07238966068
redundant, weirder: 1.54101937561
definite, previously: 0.765602086319
bored, extinct: 2.04156454605
determinative, soft: 0.746811822506
drier, huh: 0.92403268589
found, mandatory: 0.07800269676
crummy, knowing: 1.17185842701
propitious, soft: 1.21951071769
inaudible, secured: 0.409169610426
conducive, faster: 1.79556290666
ten, widening: 0.143045988882
frustrated, lamentable: 1.75725793614
'sgoing, specialized: 0.0
cynical, understand: 1.53498308906
prepared, relentless: 0.487821189158
adequate, imperfect: 2.20481598552
iegitimate, single-ranked: 0
between, refusal: 0.203833957411
inconclusive, saved: 0.310548852023
steady, tenuous: 2.19736066605
favoured, grand: 0.0
awaited, constantly: -0.490972791618
deficient, modernizing: 1.38220148839
loverly, unabated: 0.032718234114
co-financed, treatable: 0.0
defeated, shaking: 0.633209367648
hollow, shitty: 1.55656359674
considerate, horrible: 1.51643950037
broad-based, radical: 0.0
broad-based, unwise: 0.0
decisive, occurring: 0.651531883263
harder, tough: 4.24963781827
brisk, tenacious: 1.51222279885
classic, deplorable: 0.652087724204
intense, you: 0.610773127818
doing, transnational: 0.323413105238
issued, yeah: -0.199510054703
focussed, passionate: 2.94066622603
in-house, positively: 0.0
indispensable, rigght: 0.0
below, stocky: -0.08723355451
endemic, thanks: -0.054457440587
elle, wary: -0.054922679365
comprehensively, unseen: 0.082612985087
better-looking, non-specific: 0
out-dated, truthful: 0.0
exponential, patience: 0.976052374315
blurred, gutsy: -0.672101907063
anymore, improvement: 0.197485208297
diligent, unlucky: 1.50382228224
