merely, nice: 1.05236065215
gravest, screwed: 0.225806559787
improper, uh-huh: 0.0
done, upfront: 0.939143009535
harmful, miniscule: 1.21271828421
immaculate, stupid-looking: 0.0
adversarial, necessarily: 1.62260488922
busted, extant: 0.376055680813
singular, smug: 0.855774265334
magnificent, unavailable: 0.412010279384
-sorry, populous: 0.0
conflicting, scrumptious: 0.699380320977
endearing, largely: 0.22127684278
mixed, noisy: 1.2711906071
cabbage, there: 0.460329407397
pertinent, top: 0.213527653178
brillant, dear: 2.09016286208
available, complicit: 0.764236079623
irreconcilable, minor: 1.43722386913
successfully, wing: 0.71227104448
dodgy, thin: 1.96424766866
recognizes, stipulated: 1.06887403748
sell, unfortunately: 0.32002947279
compelling, sorr: 0.0
practical, recognized: 0.984895584879
responsable, wrecked: 0.575282165536
first-rate, galore: 0.0
dubious, observed: 0.317061146043
infected, skilful: 0.537054960767
aging, blessed: 0.725019178541
fiine, satisfactory: 0.0
proper, younger: 0.510152887568
particularly, seriously: 1.10819343434
dual, true: 1.16836202579
doctor, intense: 0.560417934714
ample, condescending: 0.319800424895
exhausted, white: -0.060395904907
bulletproof, longer-term: 0.0
completed, crass: -0.007941865202
freely, somewhere: 0.911867972007
maximum, sicker: 0.122029382076
intelligible, lucid: 5.41355327257
genius, worrisome: 0.568571951257
generalized, incompetent: 0.893292486355
double, grown-up: 0.0
accepted, respectful: 1.39042837907
classical, exhausting: 0.750727223006
blow, inadvisable: -0.116009907032
delicious, valued: 0.798136788969
natural, traumatic: 1.24121731532
scattered, unconscionable: 0.059305712065
highest, well-served: 0.0
hollow, self-supporting: 0.0
in-house, negligeable: 0
overweight, tardy: 1.462549728
neat, stunning: 2.72887946759
selfevident, vibrant: 0.0
straight, well-documented: 0.0
anonymous, bummed: 0.632844187311
passionate, stable: 0.633138710293
completed, low-skilled: 0.0
considered, profitability: 0.119238868801
included, live: 0.531790650071
indisposed, thready: 1.56788554247
democratically, illustrative: 0.758373234428
delightful, scaleable: 0.563995408876
several, unreal: -0.077362301258
death-proof, overheard: 0.0
day, prescribed: 0.354307243641
due, recurring: 1.52053393671
stricter, tonight: 0.610517190912
smartest, substandard: -0.239733892361
overlooked, sell: -0.000109775318
funded, western: 0.91551708504
dear, launching: -0.111294589329
anticipated, way: 0.123238849878
droll, inter-dependent: 0.0
experienced, nouveau: 0.240361623523
defensible, variable: 0.979440718636
incongruous, steep: 1.21767326259
then, well-served: 0.0
cumbersome, frightful: 1.14230770456
obsessed, useable: 0.866412994574
basically, sold: 0.449938244675
back, heavy: 0.941632512932
certified, vast: 0.104872806994
customized, expensive: 1.67659946725
advertised, info: 1.22911768612
fortunate, marvelous: 2.3629503532
constituted, handicapped: 0.744613673007
low, respect: -0.254069055395
colossal, lean: 0.436812582632
uniform, unproblematic: 0.586030118392
incomprehensible, stricter: 0.263267278571
normal, sadly: 0.59427641138
ju, parallel: -0.097809895094
meritorious, savage: 1.02824935077
luck, precious: 1.32199014284
double, humane: 0.481974268767
fortunate, psychological: 0.20021814869
academic, unquestionable: 1.00983701873
accustomed, exhilarating: 1.86863499524
iilegal, timed: 0.0
countless, manufactured: 0.041489338441
egotistical, pro-choice: 0.0
impulsive, predictable: 2.25596723086
guys, unstable: 0.359985789443
eager, unseen: 0.465696177894
faulty, helpful: 1.28927243618
last, planned: 0.744119745703
bored, weii: 0.0
hopeful, rising: 0.339566285631
finished, valued: 0.669727722545
louder, technically: 0.862811261806
busier, stagnant: 1.59214394718
co-financing, substantive: 0.0
changing, sexy: 0.746537411284
facultative, generalised: 0.0
insincere, segregated: 0.373613013626
divided, scant: 1.34871790425
afraid, unaffordable: 2.12262508233
disadvantaged, open-ended: 0.0
shot, unforeseeable: -0.231756235219
challenging, unitary: 0.768128583631
cool, previously: -0.155404861907
below, off: 1.59998214209
consideration, continual: -0.190067923057
publicly, vice-president: 0.0
bygones, precisely: 0.126536241142
illusory, nonsense: 1.62438977776
customized, democratic: 0.068770919724
delicious, traditional: 0.89364119015
exclusive, inconvenient: 0.30236545781
myself, talkative: 1.40484696788
east, refusal: 0.225018207293
powerless, sustained: 0.484344986246
cute, vulnerable: 1.52065106936
authorized, rash: -0.579509252999
together, topical: 0.723268028683
differently, sound: 0.443574486945
romantic, undeniable: 1.11797475397
exposed, no: 0.425486377782
arduous, globalization: 1.23790611447
iovely, reason: 0.0
disadvantaged, suspect: 0.004110213576
self-evident, skilled: 0.0
awake, discriminate: 0.298846011173
gloomy, sublime: 0.995613027702
believable, integrated: 0.894060896367
past, specific: 0.296254935667
hurry, tied: 0.980815680689
good, reinforcing: 0.87023350946
favoured, non-competitive: 0
complicit, developed: 0.185799308104
embedded, progress: -0.053977004483
creation, stubborn: -0.357615290729
east, invariable: -0.340646618347
merry, unequivocal: 0.191827580978
needed, overt: 0.463867789109
refined, stylish: 2.51159645767
eco-friendly, flashing: 0.0
articulated, wonderful: 0.282012118767
sorry, unimpressive: 1.54204158708
thorny, uncertain: 2.52709694555
international, unattainable: 0.448565483272
isolated, noteworthy: 0.974422565341
preoccupied, spaced: 1.2520101472
gracious, lawful: 1.38553698038
emerging, narrower: 1.00417052396
indicative, misused: 0.706233800781
juicy, thought-provoking: 0.0
chickenshit, somewhere: 0.906782103102
nominal, odd: 0.689391037185
hurtful, minimal: 0.566174264534
questionable, troubling: 3.51446347085
preferred, useable: 0.518462359092
non-compliant, nosey: 0
mysterious, north: 0.53092628239
colossal, many: 0.5384180826
determined, doubtful: 1.85544350292
aging, deficient: 2.17959004279
satisfactory, starker: 1.86703572121
active, rehearse: 0.339634252914
repeated, youthful: 0.944247194198
creditable, luminous: 1.2371853198
capable, grand: 0.711574613938
comprehend, transnational: 1.61724901541
lamentable, scary: 1.94992854377
acquainted, harmful: 0.153428438137
frantic, tougher: 1.82339763428
co-funded, multicultural: 0.0
sacrilegious, unsanitary: 3.12678260261
analogous, exhausting: 0.736509993874
conclusive, right: 0.69033636531
healthy, hollow: 0.840667849393
previously, updated: 0.255456294281
across-the-board, youth: 0.0
heights, unsolved: 0.318532024699
administered, connected: 1.19460108897
flourishing, nouveau: 1.61348814459
fearful, move: 0.747278819077
effective, some: -0.039916582065
dodgy, valued: 0.722654175633
invariable, straightaway: 0.612044321215
long-lived, strong: 0.0
disadvantaged, judicious: 0.313190146236
dissimilar, state-owned: 0.0
snarky, uneasy: 1.38804260534
deep-rooted, well-written: 0
marginal, smarty: 0.927047671444
bad-looking, cuter: 0.0
free-of-charge, ill-treated: 0
radiant, reaching: 0.173370636829
skinny, standing: 1.45637386047
handsome, probable: 0.103278238149
reversed, warm: -0.041978933138
inhumane, timid: 1.6993766855
nuts, overdue: 0.409572415603
poisonous, still: 0.272543414984
intricate, troublesome: 1.39717428116
intrusive, well-placed: 0.0
funnier, priced: 0.551774518751
faultless, multi-ethnic: 0.0
meaner, time-consuming: 0.0
dainty, softer: 1.93307124552
braver, monthly: -0.078896785491
normal, unsanitary: 1.60170254461
grievous, opened: -0.001595441584
deposited, superficial: -0.371289907745
heavy, surrounded: 0.474278830916
motivated, suitable: 0.552499290895
silly, unemployed: 0.187956923708
anyway, frustrated: 0.979784127169
practicable, varied: 1.44002366642
grouchy, sustained: 0.078055945806
preliminary, shorty: 0.122249478132
european, overlooked: 0.276184573467
commendable, together: 0.751861807481
staff, whole: 0.523062447151
high-cost, see-through: 0
handicapped, rare: 0.844997417155
motivated, reason: 1.86792574368
cleaner, ended: 0.022940920596
asshole, nervous: 0.946502401935
ok, well-positioned: 0.0
kidding, loose: 1.01299336515
gross, last: 0.804992490049
alright, understanding: 0.488886224019
just, richer: 0.819682586759
fancy, supplied: 0.795243370652
dissimilar, science-based: 0.0
about, thank: 0.118329259327
previously, try: -0.177853031012
developed, pending: 0.309277370071
in-progress, strictest: 0.0
obese, underprivileged: 1.87985449596
obscure, represented: 0.403506566122
carmela, keen: 0.0
reduction, transitory: 1.10777837401
offensive, utilized: 0.541578384176
acknowledging, task-oriented: 0.0
poisonous, unappy: 0.0
attainable, practically: 0.736167510497
cleanest, unimaginable: 0.593409602782
interwoven, there: 0.685299399397
academic, distribution: 0.328619674635
audacious, focused: 0.151650515134
co-ownership, courrier: 0.0
honorable, superstitious: 1.39008575474
snappy, suspicious: 0.717421056239
appalling, inquisitive: 0.074708525375
enchanting, remarkable: 2.47063852459
alien, weary: 1.19938546929
broke, tabled: 0.891227855074
maximum, rapidly: 0.427869540137
intelligible, issue: 0.267598634561
articulated, uncompetitive: 0.400239256319
expressed, seamless: 0.447238000811
educational, thankyou: -0.441541367073
antiquated, tall: 0.985196946983
dispute, wreckable: 0.0
instrumental, so: -0.089300553127
established, nut: 0.046568303619
inexhaustible, warmest: 1.52813059787
brief, noisy: 1.13468700986
destructive, kinda: 0.43640572395
cumbersome, horrid: 0.94585235312
ago, iil: 0.0
committed, exhilarating: 0.438527607918
desperate, refrigerated: -0.282149887521
hardworking, similar: -0.59459795107
bad-looking, leave: 0.0
futile, tenable: 2.87338246149
farther, thrilling: 0.156440003962
brainless, last: 0.053141892313
diminished, peachy: 0.562206599931
armed, widening: 0.344651431097
received, somewhat: 0.162164567373
inter-linked, profitable: 0.0
darling, raison: 0.958748076841
sombre, unwise: 0.921569111645
comin, displaced: 0.68090029218
go, symbolic: 0.149573138472
sporadic, well-established: 0.0
boring, inexcusable: 1.60196896965
handy, polite: 1.25447743
brillant, conclusive: 0.921948933987
selfish, tolerable: 1.78928422193
expensive, primordial: -0.050276111982
carefully, felt: 0.775011093715
jolly, unsatisfactory: 0.721818876301
scared, stocky: 1.73900782583
main, pretty: 0.397613549727
economically, intense: 0.217596920858
inexhaustible, little: 0.631614083457
efficient, viewable: 1.15197086306
dorky, foreverything: 0.0
tailor-made, tiny: 0.0
resilient, slower: 2.65550863221
right-handed, staggering: 0.0
existing, flattering: 0.037365021719
handed, usable: 0.226586251941
personally, reasoned: 1.08455263986
jeopardized, justification: 1.61630520821
asleep, harmful: 1.14703364512
impolite, unified: 0.425107760349
her, restricted: -0.3281352755
absolutely, crushed: 0.795273602
3rd, contentious: -0.206156332743
bitter, unsettled: 2.80048759496
johnny, rescinded: 0.737001490348
exorbitant, lively: -0.105573325988
diminished, happened: 0.364213414563
like, stupid-looking: 0.0
discreet, preferential: 0.896004653554
directly, subtler: 0.916660441219
educational, well-controlled: 0.0
another, snotty: 0.479635311157
sweeter, tricky: 2.55637849236
manifestly, warned: 0.729196616175
outside, somewhat: 0.322689997716
focussed, optimistic: 2.57539710665
homosexual, lighter: 0.145228502004
democratically, performed: 0.458068808633
lukewarm, opportunity: 0.109058714835
ageing, freedom: 0.0
divided, non-self-executing: 0.0
awareness-raising, well-filled: 0
coherent, irritating: 1.38717839255
horseshit, laddie: 2.72141772741
overheated, predominantly: 0.468291164441
adverse, well-organized: 0.0
applied, powerless: 0.54695527418
doubled, pro-poor: 0.0
firm, overambitious: 0.608060360247
inconsiderable, well: 0.648996199881
ago, permanently: 0.684689978002
know, opportunity: 0.830918845874
afresh, brighter: 1.88312440725
insulted, returned: 0.908439917624
founded, subsidized: 1.15726997523
sovereign, them: 0.557947880684
hiv, mutual: 0.36899268526
-surprised, stupide: 0
go, well-timed: 0.0
counterfeit, worrisome: 0.762201687535
cost-effectiveness, messy: 0.0
all-encompassing, manageable: 0.0
hypersensitive, understandable: 1.99301667977
kosher, picky: 2.91345583099
for, open: 1.07166351498
heartening, merry: 1.06467018269
aggrieved, regulated: 0.941850832541
david, engagement: -0.561776648081
self-sustaining, willing: 0.0
pleasing, troublesome: 2.21857456877
girl, hot: 0.54377231475
anxious, liquid: 0.255689640819
ephemeral, prat: 1.34174518832
charming, dotty: 4.6098820054
prejudicial, smarter: 0.008901966108
cleverer, previously: 0.496491128602
grand, swift: 0.690246318079
differing, else: 0.532160038722
ensuring, unproductive: 0.396894553445
furious, requests: 1.14286466123
palatable, thoughtful: 2.41670954972
essentially, phony: 1.77699063163
crass, obsolete: 1.57181573153
circumspect, heartfelt: 1.62794331803
daily, finest: 0.138824532191
impartial, long-lived: 0.0
financed, griet: 0.0
indigent, wanted: 0.57761328469
common, laughable: 0.741033676831
initial, sweetheart: 0.100248127604
greener, lightweight: 1.26168261707
thankful, usable: 0.858485350964
differing, normally: 0.706799312478
disclosed, history: 0.226760060443
commensurate, doubtful: 1.54415810805
marvelous, safeguarded: 0.877830153152
bad-ass, constituted: 0.0
case, odd: 0.438566725083
ensuring, thrilled: 1.01813448169
indebted, superficial: 0.459211882388
outdated, really: 0.480717244735
ashamed, cinematography: 0.345641157873
nonexistent, sal: 0.311375720531
harmless, seminal: -0.076649121675
added, aging: 0.236687512968
brighter, expensive: 1.68333744133
change, unimpressive: 0.346670792506
educated, genuinely: 1.36492463218
executable, sweeter: -1.06849304079
permitted, unfettered: 2.41412907276
dotty, specified: -0.05982851364
manifest, net: -0.07924433852
attentive, implemented: 0.886223222104
jeopardized, no: 0.826811365391
emerging, well-written: 0.0
integral, more: 0.325104500172
displaced, healthy: 1.15195358538
appreciable, migratory: 1.22812004763
heart-warming, temporary: 0.0
all-important, compensable: 0.0
secretive, starker: 0.525300945579
fucked, special: 0.095063106431
recognised, staggering: 0.0
co-funding, resolute: 0.0
deepest, embarrassed: 0.598762306301
prosperous, scary: 0.711092788111
developing, sturdy: 0.47332222698
exceptional, subtle: 0.645434627631
bankrupt, greedy: 2.6298081029
false, promising: 0.892187937803
ambitious, repugnant: 0.719678290618
individualized, sophisticated: 2.76202025273
belligerent, predictability: 0.408685554954
executed, upright: 0.890370049913
already, antsy: 0.745938060584
finest, full: 1.11417886207
middle, unlocked: 0.471527759339
affixed, official: 0.729413109343
braver, non-toxic: 0.0
provision, vital: 1.13408385369
blended, loving: 1.30872922712
optional, under-age: 0.0
believable, clear: 1.99258299391
overheated, selfish: 0.997368562294
bloodied, freely: 0.805150745876
growin, harsh: -0.300425751751
scant, trashed: 0.977470099094
migratory, some: 0.239190020655
okey, overwhelming: -0.164381716003
10, smarty: 0.0
19, merely: 0.0
goodto, international: 0.0
advantaged, fussy: 1.14575288413
tenable, unpredictable: 1.18862071246
defenseless, flat: 0.803545060094
bad-looking, patronizing: 0.0
anywhere, requested: 0.520927479759
industrialised, requests: 0.0
few, inadvisable: 0.640213404114
emotive, unsanitary: 1.1232753016
despicable, inexplicable: 2.59524044611
immaculate, properly: 1.16221582693
nineteen, non-exclusive: 0.0
