sincere, treacherous: 0.638343530413
accepted, tolerable: 1.29200664136
optimum, running: 0.729976278641
butthead, spatially: 0.178754649419
illiquid, often: 1.33783373161
co-chairperson, continuous: 0.0
closer, comfortable: 2.20532075015
startled, tired: 2.84218773069
comfortable, inconspicuous: 1.95732877916
doctor, flexible: 0.098284652021
missing, psychological: 0.555878210399
muchfor, straight: 0.0
distracted, poppycock: 1.44295976266
-surprised, admiral: 0.0
adverse, horrifying: 1.6496160945
firm, warmth: 0.146580006803
exact, shortly: 1.00506232387
agile, awaited: -0.113504844435
consistent, ravishing: 0.357640910115
regularly, so: 0.69552161079
aggravating, high-ranking: 0.0
similarly, undemocratic: 0.96173800875
rampant, well-formed: 0.0
moving, yearly: 0.475376433426
advertised, handling: 0.481505155606
righteous, stimulating: 0.787851713253
asleep, state-owned: 0.0
equally, hence: 0.966349668659
dorky, shitless: 1.09286036691
influential, mental: -0.103951305668
abundant, tardy: 0.42287066385
celebrities, nearly: 0.185304150818
largely, merciful: -0.465309175632
blunt, overburdened: 0.854286075621
improper, see-through: 0.0
ah, indicative: 0.12197075808
numerous, someplace: -0.145696893078
fortunate, holistic: 0.927468255946
splitting, voluntary: 0.288106060978
exact, untrue: 1.37057574408
mimi, shocking: 0.351622434393
pointless, treaty: 1.21925527204
confidentiality, prepared: 0.489889135136
criminal, sufficient: 0.83042234164
non-discriminatory, orderly: 0.0
disturbing, iike: 0.0
mentioned, unprejudiced: 0.408239615725
implementable, unremarkable: 0.671509332932
momentous, real: 1.01648740353
attention, foreseeable: 0.802753989149
grass-roots, hither: 0.0
streamlined, unforgiving: 0.787863777029
colossal, prominent: 0.811385849589
anyway, professionally: 1.15571503585
discriminatory, sugary: 0.491834992624
excited, reiterate: 0.980225465687
jittery, regularly: 0.507435509601
happening, unprecedented: 1.05194684928
globalization, sick: 0.559757969554
discernable, reachable: 1.08106866803
harder, multi-faceted: 0.0
assured, secured: 2.20020570739
net, panicked: 1.03092038831
grievous, here: 0.498144958784
protracted, ten: 0.557650228507
illustrative, uncompetitive: 1.10942167821
foolproof, minute: 0.382476416193
exceptionally, stocky: 1.42796751886
less, vice-president: 0.0
co-operate, upstanding: 0.0
basically, unprepared: 0.807791829702
affluent, to: 0.0
cloudy, disappointed: 1.601150758
cool, exponential: 0.639739575471
high-availability, innocuous: 0.0
funny, non-self-executing: 0.0
european, reduction: 0.287424272767
noticeable, ten: 0.70783739886
actively, bravest: 0.563966018534
crystal-clear, interminable: 0.0
weak, weil: 0.499914282188
as, ordinary: 0.762474620584
crushed, start: 0.261445896158
interesting, topic: 2.69359973178
antiquated, redeemable: 0.488306192109
burdensome, simplifying: 3.5153632716
good-iooking, positive: 0.0
eccentric, small-time: 0.0
overdue, well-informed: 0.0
rationalized, turbulent: 0.34368100175
flammable, issued: 0.386689422733
crazy, spontaneous: 1.76338015406
hereto, insecure: 1.34250187279
loyal, myself: 1.29608705691
persuaded, viable: 1.04163918436
badly, here: 0.728094328052
flavorful, stable: 1.60769816013
darling, intolerable: 0.88627638599
beastly, gruesome: 2.9776429591
results-oriented, uninsured: 0.0
far-ranging, remarkable: 0.0
competence, everybody: 0.742086733127
improving, substantive: 0.671002179621
perpendicular, unendurable: 1.32024892333
disabled, probably: 0.020278560822
psychological, whatever: 1.18723467128
bereft, similarly: 1.34209055023
supra, truth: 0.510381756036
brightest, pluralistic: 1.59422288307
cooperative, immediately: 0.421588531214
marty, seminal: -0.051331829603
inconspicuous, trashy: 1.71926570846
loco, slightly: 0.21232559397
acceded, hateful: 0.379386151336
favorable, underfunded: 0.436369602994
all, exceptionally: 0.842588026753
courteous, groovy: 1.19159044554
cozy, gross: 0.356837733958
awkward, interminable: 3.26546585063
alive, hiv-infected: 0.0
awake, tabling: 0.791043301291
acquainted, tall: 0.367496702616
per, stress-related: 0.0
jack, pointless: 0.571161171573
amusing, sole: -0.69316125041
far-ranging, problematical: 0.0
forthright, skeletal: 0.571408420858
protracted, recently: 0.46424556412
gender-neutral, worse: 0.0
acute, expanded: 0.943299162233
briefly, pleasing: -0.009632343027
-so, inexhaustible: 0.0
anomalous, om-mazing: 0.0
casual, co-operate: 0.0
important, muscovite: -0.047552835009
running, unsafe: 0.511113371982
beautiful, well-trained: 0.0
heartening, too: 0.877243775117
canceled, mysterious: 0.640191970804
indiscreet, narrow: 0.634124490786
compared, shitless: 0.032752507939
fourth, unabated: 0.710974734681
heavier, radical: 0.776143818917
delayed, eco-friendly: 0.0
apparent, encouraging: 1.27613598388
by, flawed: 0.701073279565
compatible, worse: 0.441990392619
handicapped, scared: 1.88037307692
quickly, upbeat: 0.811326656393
liable, premier: 0.813661545563
dim, plausible: 2.11439923213
allergic, dissimilar: 1.67821855733
culpable, iate: 0.0
asking, impracticable: 2.29248722969
thinner, upstanding: 0.678300552962
fatter, move: 0.341883155242
adaptive, disgraceful: 0.183784263293
prepped, social: -0.344640093232
co-chairperson, nearly: 0.0
degrading, fullest: 0.761901787726
dirty, outside: 0.589696021848
sad, tied: 1.12393318471
petrified, stagnant: 1.27372093768
first-hand, upright: 0.0
depressing, unlucky: 2.16913281195
cleared, moving: 0.948515727543
co-operation, friendlier: 0.0
affected, hostile: 0.592219762939
flawless, sound: 1.9026349276
linked, transient: 1.08298522003
enriching, warmest: 1.35487328527
beloved, unsure: 0.076697225133
grave, south-east: 0.0
lonely, nervous: 2.12404820076
expensive, luck: 0.526274240072
concrete, off: 0.510462202679
permanently, self-executing: 0.0
boy, notably: -0.574735792284
maximum, picky: 0.228256462474
certain, palatable: 1.34887593531
sicker, small: 0.35682450728
incomplete, quadruple: 0.112726673833
ghastly, meaningful: 0.718687606944
thinner, withdrawn: 0.507314419328
ignorant, year: -0.104388147844
acknowledging, strained: 0.606762888827
honest, processing: -0.288997224978
fatal, repeated: 1.22915274907
by, temporarily: 0.951380613705
eventually, frank: -0.129261517767
blank, cheery: 1.41954833622
live, statutory: 0.177509646056
doubled, temporarily: 0.515504243806
early, opposed: 0.262854434343
attended, categorical: 0.295617284749
dainty, happened: 0.600090055247
addictive, youth: 0.783186163784
aggressive, taken: 0.628755851491
balanced, sane: 2.43330806394
longterm, various: 0.168176819314
countless, fucking: 1.02433350546
executory, prouder: 1.122354246
competitive, irrational: 1.62133716583
alright, exact: 1.39102516924
defenceless, stand-alone: 0
practicable, provided: 0.851129359942
squeamish, unsolved: 1.44352948634
startled, wounded: 3.03980550485
leave, well-controlled: 0.0
19, clarify: 0.0
formidable, obnoxious: 1.14575964643
accountable, silly: 0.924000588867
dirty, static: 1.01071291361
personally, soft: 0.082122189509
contestable, reliable: 1.81236127112
appalling, expanding: 0.022630087945
open-ended, reaily: 0
doing, entitled: 0.916171643314
export-ready, noted: 0.0
heights, subtler: 0.648817916363
issue, unhappy: 0.955771644593
long, responsibility: 0.43769383905
formal, heart-warming: 0.0
secondary, undisturbed: 0.120135128896
mama, self-sustainable: 0.0
affected, explained: 0.667766018571
eventually, grieved: 0.184513529998
completely, seventh: 0.025467700932
graver, johnny: 0.605400902825
near, unavailable: 0.334163468304
messy, unused: 0.845579387994
overall, sudden: 0.330788999374
disparate, unspeakable: 0.895764077288
luckier, realist: 2.85482571444
dirtier, old: 0.890262779525
candid, insecure: 2.04638466387
doctor, withdrawn: 1.02892267578
inaudible, ripe: 0.410455562795
accountability, powerful: 0.617767391789
enormously, fearless: 0.938671739422
unaltered, unconditional: 1.33278820155
rude, toasted: 0.948058911298
marty, unavoidable: -0.173273118057
painful, rash: 1.82169747362
obnoxious, protracted: 0.389163440952
enormously, individualized: 0.388823848986
impossible, under-inclusive: 0.0
non-toxic, untouched: 0.0
mostly, way: 0.478436527405
iucky, unprecedented: 0.0
self-contained, tied: 0.0
smooth, stern: 1.38086919133
moreover, superstitious: 0.505877513452
integrated, open-ended: 0.0
tepid, unendurable: 0.875077039191
disquieting, lightweight: 0.133865097606
scandalous, wonderful: 1.76224551494
shocked, wacko: 1.55757419176
necessary, negligent: 1.31603322426
charmed, secret: 1.41254651407
random, tasty: 0.62137517788
affirmative, coherent: 1.8801738028
unproductive, upright: 0.962000900367
energy-efficient, two-thirds: 0
foutu, innovative: 0.0
antsy, pressing: 1.71233391657
emphasise, hysterical: 0.0
exquisite, sonny: 0.438774738653
happen, horrendous: 1.76153201706
peachy, steady: 1.30826507702
cardinal, hearty: 1.21878037461
implausible, protracted: 1.32484883089
diseased, labour-intensive: 0.0
immeasurable, smitten: 0.879842060542
disappointing, huh: 1.4529743796
unrestricted, wacko: 0.411804293163
intentional, iucky: 0.0
advanced, affordable: 1.64268848245
concise, fullest: 2.44216146043
shiny, tailored: 1.15361480508
justification, wholesome: 0.618584690955
gigantic, tiresome: 1.06744409681
slim, superfluous: 1.07743366595
fuckin, in-progress: 0.0
gifted, reasonable: 0.502964319331
parched, sensational: 0.906266674326
freely, launching: -0.067074130268
recognizing, unrealistic: 0.381441977846
unbelievable, usable: 0.407507519101
certifiable, well-timed: 0.0
greedy, pitch-dark: 0.0
brighter, eligible: 0.903674491151
forthwith, saying: 1.24671423995
inexplicable, perplexed: 3.17643665792
launched, sixth: 0.162472126306
info, oriental: 0.023196622014
over-optimistic, spooky: 0.0
do, monumental: 0.737287052178
early, filed: 0.413677679786
afterwards, stupide: 0.0
riveting, settled: 0.549291858483
broadest, reasonably: 1.58645967886
chaotic, frightful: 2.78957093824
complements, way: 0.229132924139
day, slightly: 0.478106267684
genuinely, resolute: 1.48532117507
franco, held: 0.060522172161
lenient, tell: 0.98379588012
trustworthy, well-balanced: 0.0
screened, tedious: 0.408683251055
moot, subtler: 1.82346567064
comprehensive, time-consuming: 0.0
challenges, unimpressive: 0.143930940153
linked, varying: 1.34389795819
delusional, try: 0.693818489188
complementary, reported: 0.179497525686
false, om-mazing: 0.0
conservative, wider: 0.892302922879
excessive, well-targeted: 0.0
genuinely, indian: 0.600981835411
co-operation, unbearable: 0.0
naughty, treated: 1.28361525897
intense, unwarranted: 1.49696567625
ensuring, swearing: 0.726764865017
goodto, panicky: 0.0
afflicted, cost-effective: 0.0
bizarre, similarly: 0.529823688436
korea, utopian: 1.21906422995
buoyant, orderable: 1.07410179304
do-able, unlikely: 0.0
handsome, minus: 0.817558562731
enforceable, unfair: 1.82671690879
huh, overemotional: 2.65713507705
impatient, prompt: 1.36543144617
claire, handled: 0.125893767766
similarly, young: 0.581704683252
exhilarating, respectful: 1.66552659218
tasteful, useless: 1.21963353742
bright, opposite: 1.04186300934
instead, interoperable: -0.122941328164
aggravated, immeasurable: 0.792043843025
creation, tiny: 0.568039176339
succinct, welcome: 0.754619866767
designated, marine: 0.84297473514
-ready, information: 0.0
asking, found: 0.682512464636
a-okay, tighter: 0.0
clarified, stifling: -0.442489970884
dense, win: -0.328987923715
choosy, succinct: 1.75792884839
illogical, wary: 1.3038571586
joyful, unemployed: 0.807935514488
broke, probable: 0.133194593389
empowered, patentable: 2.08999194389
liquid, unheard-of: 0.0
immediate, understand: 1.0067998109
day, grouchy: 0.812688393565
self-supporting, unlawful: 0.0
freedom, spent: 0.039303141599
prescriptive, racked: -0.517922794336
bored, treated: 0.91892364164
main, therefore: 0.726885674345
likable, maximum: -0.344775193739
exemplary, youth: 1.02839380188
flexible, modified: 2.03229433985
presently, well-formed: 0.0
danger, witty: 0.00644613977
fluid, spotless: 0.820910910924
feasible, solemn: 0.107112710567
empty, instructive: 0.706408460193
co-ordinated, woken: 0.0
rock-hard, whilst: 0.0
african, wise: 0.928426698463
stopped, woken: 2.58422669601
-lncredible, well-treated: 0
good, lawful: 0.931829250161
differently, everyone: 1.60776396484
briefly, legally: 0.79596775695
best, enlarged: -0.287766456801
delay, quoted: 0.340906000599
broke, subtle: -0.652872031917
disadvantaged, improving: 2.01327511574
bleak, focussed: 1.46060394448
cooperative, due: -0.292294420287
compact, third: 0.106081654222
ever-increasing, noteworthy: 0.0
clever, skint: 1.80356289106
acknowledging, fascinated: 0.507947510303
mainly, work: 0.338971179402
medical, processing: 1.24129047023
handicapped, trippy: 0.523684917368
apposite, coming: 0.536325047748
legit, prevalent: 1.62178358542
insupportable, thinner: 1.16651403994
discernable, telling: 0.274335306753
parallel, unjust: 1.09710114658
mediocre, powerless: 1.65749225716
whassup, worried: 0.555184479231
fifteen, lengthy: 1.07512876817
alia, try: -0.311944531306
affected, changing: 1.28716272367
circumspect, deader: 2.47401855659
graver, prudent: 1.1961402336
constrained, tremendous: 0.839975001627
stable, undisturbed: 2.44363103156
embedded, patent: 1.26195668882
fools, particular: 0.436835070412
prominent, spotless: 0.527107289888
briefly, operative: 0.408553750894
isolated, varied: 0.911467610979
missing, prick: -0.018052350321
dysfunctional, short-lived: 0.0
asshole, minus: 0.68288317136
broadest, dependent: -0.053734359173
differently, wealthy: 0.645998726805
generic, practice-oriented: 0.0
identified, long-winded: 0.0
unfettered, wreckable: 0.0
erected, implementable: 0.727210601069
certainly, premier: 0.295790252725
growin, smug: 1.41217155058
nude, say: 0.367411192234
different, emblematic: 0.9722889535
do, observant: 0.920318900812
knowledgeable, stillborn: -0.110651390717
tiresome, trustworthy: 0.798270850036
bone-dry, year: 0.0
ignorant, overweight: 2.26562014407
hardworking, panicky: 0.656967426855
junior, nominal: 0.015212176905
crippled, well-targeted: 0.0
lamentable, puny: 1.96367549217
aggressive, first-hand: 0.0
il, lengthy: 0.137319859505
mean, sleeping: 0.892943475715
left, multidimensional: -0.184658085776
unpredictable, whilst: 0.371598011164
disturbing, tan: 0.237273251122
definitive, rising: -0.020888942747
hypersensitive, treatable: 2.3764013914
locked, short: 0.344264612943
implausible, science-based: 0.0
old-timer, supplementary: 0.0
battered, funky: 1.03581319205
abnormal, smaller: 0.813660753276
innocuous, repealed: 0.505041778346
preferential, rapidly: 0.434811761001
degrading, illiterate: 2.43894149623
blunt, tolerable: 1.04651971399
insignificant, profane: 1.02829384149
harmless, purer: 2.05493253244
comprehensively, expressed: -0.173295111768
called, responsive: 0.40066725271
accelerated, salutary: 1.22309538424
multifaceted, pleasant: 1.31316670947
blinded, varied: 0.104120856359
complex, tighter: 1.19654034489
formal, well: 0.308918636597
low-skilled, prime: 0.0
chloe, establishment: -0.132487529671
bull, interest: 0.390718643514
discriminatory, human: 0.532600587301
instable, well-targeted: 0.0
phenomenal, plausible: 0.936046298625
interactive, marine: 1.28829655901
faint, heard: 1.67999112249
annually, shortly: 0.484984287443
hairy, visibility: 0.409829346411
pretentious, under-funded: 0.0
adamant, underlying: 0.465266092688
accustomed, painless: 1.84705736739
appreciated, prettier: 1.25674222903
accustomed, mental: 0.888370175009
adapted, worldwide: 0.914765548039
initially, sincerely: 0.534673223473
delicate, profound: 2.19531496327
bastard, embarrassing: 1.3159959269
far, pertinent: 0.569838358118
explained, squeamish: 0.212529082061
homosexual, pro-poor: 0.0
choosy, surer: 2.58874577157
simplified, wretched: 0.217460638469
humble, issued: 0.468532094997
neurotic, nouveau: 2.05175009974
alternate, subsidized: 1.27872420984
irrational, relentless: 1.77189321134
rarely, sacrilegious: 0.681022929054
ah, lesser: 0.433418755247
lenient, worrisome: 1.98547415448
formed, ominous: 0.36230411367
accordingly, typical: 0.626945583661
discrete, unhappy: 0.085526459176
fertile, illustrative: 0.917507964874
builshit, misleading: 0.0
numerous, overworked: 0.588976597184
disgusting, individual: 0.188473330453
awol, unremarkable: 1.30406331847
day, dead-on: 0.0
fools, zesty: 0.36001479545
ridonc, singular: 0.0
standing, unspeakable: 0.458790472627
educated, improbable: 0.582841601322
corny, sugary: 3.73078616591
closer, decisive: 1.81066946566
flourishing, interesting: 1.13295942778
adulthood, decent: 0.25344729342
rigorous, tiresome: 2.1274105609
disquieting, secured: -0.124470303996
absolute, well-served: 0.0
commended, whatever: 0.254205399759
colossal, inevitable: 2.54249883008
admirable, commensurate: 2.31110070206
focused, non-existent: 0.0
equally, hotter: 0.079804875239
miscellaneous, questionable: 2.21127419881
connected, displacement: 0.77449083942
fertile, needless: 0.713264844725
careful, cleaner: 0.693461247133
engagement, scientifically: 0.637355279547
coordinated, hostile: 0.584230786228
dim, eager: 1.39642798884
fancy, rude: 1.48937630648
almighty, inestimable: 2.97459827998
multiple, promising: 0.440985332009
dressed, meritorious: 1.40162131986
coherent, understandable: 1.7969717689
admitted, counterproductive: 0.29565951539
assured, built-in: 0.0
elaborate, predictability: 0.494809373098
commended, degraded: 0.317475849154
great, insensitive: 0.508714628418
other, shit: 0.258306824414
freely, incomprehensible: 0.731397493942
debate, determined: 0.572864846176
meaningless, sharp: 0.790194975271
definite, sane: 0.89380217665
optimal, vested: 0.03994613993
good-looking, unsafe: 0.0
omnibus, optional: 2.25330979101
straightaway, welcomed: 0.535833458749
drawn-out, lousy: 0.0
casual, terrible: 0.320898699596
exceptional, mighty: 0.544283127113
frightful, outrageous: 2.60565145776
little, super: 0.929278809514
encompassing, optional: 1.86055187757
docile, filthy: 2.46514926848
in-depth, touchy: 0.0
crushed, hurt: 2.9364243879
amiss, immutable: 1.55962437738
ludicrous, self-conscious: 0.0
arranged, multicultural: 0.829520173237
glad, unnerving: 0.767857487358
international, sleeping: -0.506750649397
kid, korea: 1.20280478151
durable, feeble: 1.49073234273
mature, nearly: 0.25697408272
dismissed, fourth: 0.439989673219
recurring, sinful: 0.356383555723
fundamental, yeah: 0.380614127517
better-iooking, treble: 0.0
occurring, of: 0.0
ended, tragic: 0.700426505226
disappointing, establishment: -0.437203480385
later, southwestern: 1.01099682566
joyful, political: 0.597613793438
patentable, stellar: 0.15673480436
geographical, magic: 0.198356478045
finest, protected: 0.569921074356
agreement, riveting: -0.378916165573
elegant, integrated: 2.14783258728
opportunity, remarkable: 0.848765468643
15-year-old, asshole: 0.0
cleanest, lowest: 4.62903961565
fall, injurious: 0.129800160819
attractive, elusive: 2.07754963447
longterm, over: 0.359249172836
short-lived, unpredictable: 0.0
immaculate, organic: 0.904377439618
pathetic, self-serving: 0.0
individualized, need-to-know: 0.0
fourteen, progressive: 0.623227446453
bygones, conflicting: 1.37399383893
frank, functioning: 0.894791572396
shot, spectacular: 1.55059952036
dearer, turned: 0.057012559266
everybody, iegitimate: 0.0
establishment, suddenly: 0.060191718095
danger, patient: 0.865093362429
queer, revealing: 0.831833378892
punchy, underfunded: 0.259375623842
pale, repelling: 0.40540362988
comprende, strengthening: -0.021865234406
firmer, lovable: 0.069780332487
longstanding, short-sighted: 0.0
convincing, retard: -0.430749413249
constrained, unidentified: 0.178347004296
infeasible, sole: 0.774335669861
bored, prerequisite: 0.484300896328
first-class, others: 0.0
ironic, strangers: 0.59894386736
all-encompassing, unharmed: 0.0
breadth, well-balanced: 0.0
sized, unused: 0.855725236966
grateful, healthy: 1.32071068693
doubtful, subsequent: 0.369431071658
infrequent, reduced: 1.71002797222
astounding, self-sustained: 0.0
especiaily, exaggerated: 0.0
gentle, patent: 0.54123314283
sicker, underway: 0.514075597147
pragmatic, sincere: 3.83812773077
ill-defined, restricted: 0.0
ail, shaking: 0.854831535774
incapable, increasing: 0.65605891534
due, stumpy: 0.23844273204
enlightening, smokin: 1.0693540417
annoying, sicker: 1.56444375368
blinded, breadth: 1.02362667973
hither, self-sustaining: 0.0
addition, meaningful: 0.233342696116
proud, trendy: 0.520354834149
alternate, self-supporting: 0.0
scary, trippy: 3.44559458663
hurry, rich: 0.359001396934
concluded, well-behaved: 0.0
henry, teeny: 1.20920630683
bonnie, germane: 0.598486715392
slight, upper: 1.9714859413
grotesque, unfeasible: 1.87434763072
pre-established, understandable: 0.0
astounding, raison: 0.30235067346
longterm, roisin: 0.0
bulletproof, remarried: 0.621676551777
fun-loving, youth: 0.0
debatable, lovelier: 1.93985493533
constant, stupider: 0.183997769553
destructive, lastly: 0.522962176281
repeated, small: 0.268399833492
exceptional, overjoyed: 1.54614792968
normally, wiser: 0.589260428538
amiss, stale: 2.25513938871
luckier, safer: 3.2950167766
profound, unsustainable: 1.42829892607
pilot-tested, progressive: 0.0
unavoidable, wacky: 1.01651901525
improvement, slow: 1.33261280851
non-toxic, whar: 0
naughty, on-going: 0.0
constituted, northeastern: 0.513887199481
increased, thin: 0.863018523248
sticky, triple: 0.920578985569
impenetrable, structured: 1.03101654492
strangers, thrilled: 0.295049692544
larger, stir-crazy: 0.0
last, teeny: 0.284979381065
readyto, splendid: 0.25611546316
fairly, influential: -0.027004016536
formal, mimi: -0.413037613919
changing, sunny: 0.804050410182
close, unreasonable: 0.231272306601
most, self-sufficiency: 0.0
conservative, far-reaching: 0.0
world-wide, youthful: 0.0
effectively, unbecoming: 0.598395705805
green, informed: 0.020728928648
limp, unpublished: 0.119316845605
elderly, euphoric: -0.199433745618
routine, twenty: -0.173576825257
uncomplicated, upset: 0.216874777117
biased, hateful: 3.70317004448
lovelier, value: 0.286641427549
hideous, recognizing: 0.109881396614
utilized, well-maintained: 0.0
screwed, slim: 0.712645483116
democratic, shaking: 1.3296822043
geek, immovable: 1.15847880027
brave, organised: 0.0
charged, macabre: 0.164112273509
built-in, but: 0.0
egregious, received: 0.599871413392
brighter, reduced: 1.02854280884
eleven, european: 1.21904193492
nut, rough: 0.876284529617
-lnteresting, cosmetic: 0.0
confidentiality, provision: 1.98252733797
commendable, complex: 0.418812857732
elle, tell: 0.683089898128
distinctive, every: 0.64025760811
exact, theoretical: 1.6033141248
cabbage, straightaway: 1.00727401898
dispersal, misused: 0.394995606461
elderly, mistreated: 1.56794661167
dead, null: 1.52945945983
commitment, harmless: -0.709324574575
impressive, well-armed: 0.0
compact, subsequent: -0.071322787029
coherent, dreadful: 1.28607475832
buoyant, punchy: 2.96503150205
accustomed, laughable: 1.10095596006
genuine, settled: 0.666707223723
engagement, overloaded: -0.619617900274
co-, dumber: 0.0
ethical, well-developed: 0.0
leveraged, slick: 0.558964675439
variable, well-lit: 0.0
equipped, sincerely: 0.175260375565
called, opportunity: 0.646318891567
suspicious, terminated: 1.26966558049
fat, seropositive: 1.62504048961
growing, thanks: 0.426151601337
costlier, criminal: 0.506299018718
ail, fuller: -0.083961653282
dummy, great: 0.433405175457
badly, moreover: 0.910758616437
smartest, trivial: 0.644868355782
objectionable, recheck: 1.90670894001
fitting, trendy: 1.59159199002
dying, so-called: 0.0
ice-cold, terrible: 0.0
co-, first-hand: 0
described, merry: -0.044280914519
profound, wealthiest: 1.56059380611
disabled, mama: 0.570232839501
mid-, traumatic: 0.0
planned, uninsured: -0.387716250225
convenient, decisive: 0.560673947542
hurt, regretful: 1.46329791902
efficacy, profound: 0.840356543315
classy, six-year: 0.0
fifth, trashed: -0.183347166508
unidentified, unoccupied: 2.85838140795
lenient, specialized: 1.21792161852
legit, rehearse: 0.596515463111
influential, relieved: 0.419197131547
comfy, frank: 1.15014236987
between, unreliable: 0.544034905517
debatable, inclusive: 0.554713164352
overemotional, unscathed: 0.577480180308
ample, larger: 1.68436149335
compensable, grave: 0.866859798819
old, warranted: -0.430816306902
audience, effectively: 0.731303321636
extraneous, multi-disciplinary: 0.0
inappropriate, propitious: 1.64948500127
psychotic, set: 0.247840172047
fortunate, rugged: 1.06777883859
stern, uncommon: 0.131903769853
roll, substandard: 0.05510769512
egregious, secure: 0.372992696576
foutu, thorough: 0.0
disparate, hearty: 0.653093864567
impossible, urgently: 0.90332837481
freaky, truer: 1.29192565839
accomplished, elle: -0.172981438742
disruptive, well-positioned: 0.0
north-east, promising: 0.0
content, leading: 1.11714881863
holy, unseen: 1.33326286223
butthead, however: 0.289871708878
disabled, inspirational: 1.34989454452
accomplished, northern: 0.130707392083
compensatory, franco: 0.164916262676
contaminated, temporarily: 1.07848559076
instrumental, operated: 0.7378624859
bottled, legit: 0.927428060533
busy, disingenuous: 0.805058144538
dramatic, forward-looking: 0.0
frantic, successfully: 0.077384702452
luckier, uneven: 1.05084551215
deliberately, educated: 0.261582391512
frightful, overridden: 0.818479253193
courageous, focused: 0.337476635492
innocuous, sociable: 1.58461539888
clinically, defenceless: 0.0
belle, immaculate: 2.14234998261
polished, wonderfui: 0.0
accustomed, chaotic: 1.67774981679
faint, fifty: -0.036607594051
indefensible, modest: 0.364258709714
charmed, realisable: 0.0
either, inconsequential: 1.24375362135
speedier, this: 0.130607606657
potential, understood: 0.757283220306
illegal, perverse: 1.55180858253
clearest, retrievable: 1.59093073663
senior, straightaway: 0.741041512135
rationalized, recognizes: 0.464445767896
evolving, tasty: 0.72018806622
legibly, modernized: 1.19953079105
everything, fast-switched: 0.0
high-cost, sedentary: 0.0
addictive, cross-border: 0.0
cleverer, distant: 1.11860935708
bro, sicker: 1.65211890282
refundable, truer: 0.954826760444
cheap, fancy: 3.07340632974
ill-equipped, pro-active: 0
conservative, direct: 0.502835028207
comprehend, expedient: 0.839675342244
appointed, relieved: 1.99548679538
elderly, memorable: 0.080869143011
ideal, intriguing: 2.56221488658
consequential, segregated: 1.27124037162
open-minded, steep: 0.0
commended, invalid: -0.300471623012
disorientated, exclusive: -0.134487756193
identified, integrating: 0.85213281872
non, unlawful: 1.30507356096
european, professional: 0.948418678597
emotional, younger: 1.44944327777
gross, psychogenic: 0.9447623138
biased, freak: 1.30811467287
ail, midget: 1.4434635151
odious, readable: 1.2537967569
seventh, uniform: 0.573594399673
deepest, old-timer: 0.0
funky, weak: 0.711496204236
previous, reaily: 0.0
cancelled, lead: 0.0
chloe, education: -0.298418765675
myself, scandalous: 1.26861903729
germane, live: 0.282269802721
contentious, warmer: 1.6152804768
anticipated, anxious: 1.65140796371
sane, unequivocal: 1.86311273599
bad-looking, everyone: 0.0
identifiable, stark: 1.30231696085
unfeasible, welcomed: 0.531334624234
asked, privileged: 0.850929967139
economical, stuffed: 0.100370938511
every, lofty: 0.426168365269
known, untouched: 0.713052636172
brisk, symbolic: 0.596805288226
enjoyable, infeasible: 1.59764777488
being, inhumane: 0.77517170892
earliest, vested: 0.079714621283
dotty, vigorous: 0.680595718101
dickish, louder: 1.3568050181
crystal-clear, merry: 0.0
eleven, grumpy: 0.480733330423
cuter, identify: -0.124273132069
analogous, better-iooking: 0.0
leading, responsibility: 0.520984259722
criminal, multi-ethnic: 0.0
retarded, started: 0.736577350882
contrary, prepped: -0.477917163234
distinguishable, settled: 1.50984414452
humiliated, populous: 0.97107210359
noisy, understood: 0.055859119671
individualized, secure: 0.661348850823
actively, carmela: 0.0
cost-efficient, toast: 0.0
furthest, unavoidable: 0.974195429874
prior, uneconomic: 0.347109803854
greatest, unproblematic: 0.825372374693
blameless, magical: 0.710430904444
clinically, complex: 0.059633569244
outside, wrongful: -0.047236442227
deserted, unfair: 0.825780621834
fella, sleeping: 1.45380252929
addictive, vacant: 0.252309474779
competence, dishonest: 1.65909987136
compelling, physically: 0.822567109198
positive, segregated: 0.506941965772
brighter, grave: 0.577673624704
comfy, thirteen: 0.228086571316
chilly, hard: 1.52474010098
tiny, youngest: 0.920942795648
enthusiastic, mindful: 1.72134954182
alarming, biased: 1.02339614458
human, longterm: 0.331695789545
constructive, permanent: 2.10832975203
keen, shaun: 0.114310749768
emotional, passionate: 3.12003263221
green, touching: -0.01913203572
authorised, less: 0.0
canceled, youngest: -0.169516161596
apolitical, dotty: 2.02146575853
indispensable, unjust: 1.71261167261
courteous, resilient: 2.50233002317
sixteen, stable: 0.370222478119
potent, prejudicial: 1.46685961425
quality, remaining: 0.034957759664
achievable, enhanced: 1.21122048458
him, surrounded: 0.373663586174
-so, ah: 0.0
clear-cut, outrageous: 0.0
demeaning, repeating: 1.94514483255
confrontational, desirable: 1.42817030109
crucial, inside: 0.609117025626
crushed, through: 0.594386964028
crafty, livid: 1.48169592355
lit, smitten: 2.02512841217
specialized, telling: -0.216627380606
-good, euphoric: 0.0
greater, top: 0.691513359198
fair, tolerable: 1.37328412552
private, thirds: 0.441714828617
annoying, unworkable: 2.59707167323
creditable, poisonous: 0.912629244638
doubtful, technically: 2.12831116583
diseased, lame: 1.94996610223
