gravest, ludicrous: 1.88402770388
iittle, trite: 0.0
long-term, term: 0.0
pointless, undisturbed: 1.16681936249
predominantly, sedentary: 1.18373639855
brisk, great: 1.10974585748
appropriate, fatter: 0.228412639948
immediately, witty: 0.468983584509
lightweight, mainstream: 1.24347594268
preferable, stimulating: 1.73028182576
distinguished, well-paid: 0.0
alien, anonymous: 1.49423268728
disparate, stubborn: 0.918702670766
undamaged, unremarkable: 3.01259629933
comprehensively, substantive: 1.52674482399
surer, tolerated: 1.42046255974
opening-up, starker: 0.0
especially, parched: 0.879761144017
adaptable, aggressive: 2.39407291978
adjacent, afresh: 0.203618930972
countless, opportune: 0.957761971126
plentiful, understood: 0.134812082539
crushed, starved: 2.05794904106
crafty, ecological: -0.090825025244
cowardly, science-based: 0.0
categorical, on: 0.124691805684
impaired, unable: 2.15699489622
similar, sweeter: 1.40929046678
evey, named: -0.192224326534
disrespectful, sociable: 2.26645279323
elderly, non-transparent: 0.0
likable, tailor-made: 0.0
irrational, untapped: 0.998092051933
clever, stupide: 0.0
brilliant, darkest: 2.34816389596
coarser, of: 0.0
action-oriented, firmer: 0.0
educational, than: 0.240320446315
inherent, meritorious: 0.732309862183
annoyed, privileged: 1.43351365831
-ready, skint: 0.0
disturbing, hardest: 0.263561549554
iike, mature: 0.0
historical, indiscriminate: 0.338499732838
classy, lengthy: 0.617667254615
all-out, infuriating: 0.0
admitted, suitable: -0.150724964042
quality, unanimous: 0.611648631669
anymore, bad-looking: 0.0
admitted, disgraceful: 1.26256154995
interrelated, well-maintained: 0.0
crafty, level: -0.131619041972
scant, sixteen: 0.421270337543
used, vulnerable: 0.803205342772
commenced, public: 0.40635824028
far-reaching, paid: 0.0
however, usual: 1.10608460931
authentic, discriminate: 0.115558100777
hospitable, rank: 0.446787893204
germane, pending: 1.87357900095
listed, neighbours: 0.0
-surprised, notable: 0.0
calm, paradoxical: 1.3760038751
better-iooking, weak: 0.0
lovable, unscathed: 1.16721658785
enchanting, ill: 0.59994643461
change, inconclusive: 0.15385833238
advantaged, shaun: 0.099727266557
enjoyable, harsh: 0.658395839467
defensible, frazzled: 0.354665179993
hence, keen: 0.914155182158
come, insecure: 0.138398941355
common, negative: 0.876770012188
reckless, sacred: 1.25392278117
around, troubling: 0.479661785284
defeated, grown-up: 0.0
shortly, steady: 0.104932752879
induced, surprising: 0.775972187909
consolidated, patient: 0.961571312733
flawed, obtainable: 0.799341453832
mandatory, motivation: 0.889713334251
for, multi-layered: 0.0
unfeasible, well-paid: 0.0
ecologically, swift: 1.12035517768
friendly, increasing: 0.292686424385
homosexual, worried: 0.504972022802
divine, well-maintained: 0.0
traffic, unabated: 0.818405445738
enormous, tailored: 0.523165711061
industrialized, live: 1.27377876705
domestic, year: 1.07030293911
rare, traffic: -0.259658451501
elegant, nathan: 0.391281577911
gentle, uniform: 0.120360938473
impenetrable, touching: 0.903935195914
adopted, yearly: 0.670488366614
docile, thorny: 1.70053178059
amazing, preoccupied: 0.387846625599
apt, intimidating: 1.89957011704
export-ready, shit: 0.0
delineated, long-range: 0.0
extirpated, schizo: 1.41982071755
horseshit, selfevident: 0.0
rigid, verify: 0.455184631781
dead-on, here: 0.0
circumneutral, scientific: 0.0
nice-looking, particularly: 0.0
detailed, quicker: 0.487586046804
correct, supported: 0.739823703876
bright, gone: 0.814216994559
etc, largest: -0.180987319152
occupied, yes: 0.01203694062
reaily, reasonnable: 0
internal, psychogenic: 1.10947915171
reported, wacko: 0.034289108406
screwed, unwell: 0.902790904382
central, organised: 0.0
accuracy, arduous: 0.405442157533
mechanical, mistaken: 0.669882312699
bad-looking, reaily: 0
co-ordinated, rigorous: 0.0
more, tragic: -0.128117417493
lofty, non-toxic: 0.0
mad, scandalous: 1.52807550521
redeemable, underfunded: 0.406659926007
considerable, ultra-hazardous: 0.0
accelerated, universal: 0.959263025272
large, liquid: 1.35376193237
grown, heavier: 1.09309809116
personally, prat: 1.22980980501
fall, twice: 0.769476549027
dead-on, named: 0.0
high-ranking, responsible: 0.0
okay, well-served: 0.0
better-quality, fried: 0.0
masterful, stunning: 3.76120578806
hiv-positive, ideal: 0.0
going, starker: 0.501703734573
last, time-consuming: 0.0
safe, well-filled: 0.0
current, here: 0.220153743409
addition, state-run: 0.0
lonesome, otherwise: 0.561207829456
prohibited, stuffed: 0.781698532035
shipshape, up: 1.20422723932
bad, well-documented: 0.0
favourable, thirsty: 0.0
self-evident, stated: 0.0
mistreated, spectacular: -0.304383659221
embedded, low: 0.654651238377
interest, precise: -0.38217552792
well, well-coordinated: 0.0
outstanding, someplace: -0.747345327948
collective, unstable: 0.020375539023
puny, today: 0.100423735233
confidentiality, infallible: 2.54460054794
bizarre, ready: -0.352505493371
concerted, fair-minded: 0.0
actionable, wished: -0.855900063467
painful, unanswered: 0.404405319957
readable, slimmer: 1.23771581824
narrow, woken: -0.701514573615
active, happiest: 1.01075906742
briefly, standing: 0.576439380413
misguided, suspect: 0.561186071724
cited, inoffensive: -0.258692523997
irregular, thought-out: 0.0
abundant, braver: 0.27247553707
big, commitment: 0.229702275585
turbulent, youngest: 1.52211734191
discussion, explained: 1.05114329755
lame, self-executing: 0.0
heart-warming, physically: 0.0
impaired, priceless: 0.778302414093
mentioned, tangible: 1.0384732316
disclosed, formed: 1.17033923635
finest, regardless: 0.852404861851
soaring, uneconomical: 1.67346381233
firstly, outstanding: 0.689946620986
appropriate, constructive: 2.62397352251
goodto, grateful: 0.0
distressed, profitable: 1.37330705004
antagonistic, weirder: 2.70882843477
bullshit, well-received: 0.0
brief, early: 1.49421891869
erroneous, prejudicial: 4.54039382377
business-friendly, vice-chairman: 0
lowest, underdeveloped: 0.534543855456
everywhere, good-looking: 0.0
encompassing, occurring: 1.24461982704
costly, eco-friendly: 0.0
any, reason: 0.972138696775
miniscule, off-the-record: 0.0
day, suspicious: 0.611138868617
across-the-board, refined: 0.0
just, unspoiled: 0.747766005846
aligned, inconceivable: 0.791999708016
nearest, puzzling: 0.012269875784
re-appointed, unfriendly: 0.0
fun-loving, insulting: 0.0
smallest, visible: 1.98184612004
invisible, wholly: 2.03851141316
heeded, level: 0.133837745802
antiquated, spicy: 0.227842694455
dazzling, fresh: 1.43697820734
compensatory, fraudulent: 1.03546446821
muscovite, optimal: 0.496063917674
overlooked, sluggish: 1.435495749
neat, unconscionable: 0.962695641968
boundless, crippled: 1.43374133519
patient, religious: 0.785213408945
acquired, updated: 1.19624754277
outdated, topic: 1.00348655767
naughty, wiser: 1.63439106107
discussion, sicker: 0.64138212112
acute, unique: 1.06137905652
alive, pronounced: 0.174758339419
far, hardest: 1.07604026834
missingg, pricey: 0.0
startled, unwise: 1.49167367798
scalable, thready: 0.43477065711
cleaner, knowing: 0.299022062312
mental, overdue: 1.14834441559
infallible, symmetrical: 1.28889414185
lacking, previously: 0.371989888922
feisty, thick: 1.73168264376
short-term, wholly: 0.0
light, priceless: 0.322239126319
overwhelming, unused: 0.725143998379
demand-driven, stern: 0.0
'sgoing, ridiculous: 0.0
fruitful, neglected: 0.952737189685
awestruck, prohibited: 0.906814612167
competence, dope: -0.070933770729
life-long, mission-critical: 0
linked, unlikely: 1.3591770255
helpful, resilient: 1.91885852848
exponential, myself: -0.231381933211
accuracy, disconcerting: 0.952021469092
off-site, shit: 0.0
okay, simpler: 1.02754734382
affirmative, teeny: 0.589607235112
scant, vain: 1.22758377416
cohesive, dependent: 0.668826443545
do-able, squeamish: 0.0
altered, co-operation: 0.0
kane, others: 0.245171667152
darn, sugary: 1.04002606515
well-balanced, wished: 0.0
environment, repugnant: 0.442883321795
inconsiderable, self-conscious: 0.0
knowing, less-favoured: 0.0
co-operation, surely: 0.0
compared, minimum: 0.71816276587
credible, technically: 1.37438360836
exhilarating, guilty: 0.697903589518
flawed, marine: 0.553196563788
aggrieved, politically: 1.03852791261
functional, undesirable: 1.52717661059
modernizing, talented: 0.134715979252
complacent, performed: 0.070339630036
tepid, use: -0.206807998095
senior, streamlined: 0.276214652421
ineffective, use: 1.19408902023
stupid-looking, unnecessary: 0.0
geek, slimmer: 1.22760627717
traded, unendurable: -0.295628072916
sexy, startling: 1.40321287185
glowing, ioyal: 0.0
arranged, recognised: 0.0
commonplace, quiet: 1.46374579403
clever, even: 0.941864615182
essentially, later: 0.977190268148
highest, ineffectual: -0.580230149537
equivocal, mutual: 0.997018735651
overloaded, ten: -0.098858316028
publicly, undecided: 1.24330417093
depressed, less-favoured: 0.0
inferior, steadfast: 0.48497837185
opened, self-conscious: 0.0
available, vice-chairman: 0.0
rare, realizing: -0.01552027286
independent, six-year: 0.0
enormous, recognizes: 1.73269831891
fucked-up, seropositive: 0.0
aggrieved, optimum: 1.14531895235
liked, well-informed: 0.0
-so, welcomed: 0.0
disrespect, taller: 2.69647446362
executory, try: -0.586875284847
constituted, daft: 0.254302534122
bummed, fascinated: 3.68511035574
feeble, notorious: 0.712391369157
flammable, optimistic: 0.718324547117
smokin, weird: 2.75524164373
kind, lasting: 0.852212972591
overpriced, recurring: -0.183164109592
specialised, unanimous: 0.0
government-owned, worthless: 0.0
amiss, deep: 0.764079018063
explained, prerequisite: 0.495610185016
impeccable, reason: 0.448617892582
served, steadfast: 1.13032413789
topical, wealthier: -0.503709711613
reimbursable, temporarily: 0.367560608557
fuckin, unavoidable: 0.778475055382
annually, colder: 0.484817727502
checked, overweight: 1.02126824647
jam-packed, responsible: 0.0
giant, notorious: 0.763161152709
longitude, us: 0.578372972791
unhappy, uniform: 0.439365351038
crucial, normally: 0.72015116182
administered, indicated: 1.00755367299
operational, win: -0.182117147478
especially, pertinent: 0.888302791882
although, messy: 0.405431150077
brutal, previous: 0.999514832823
meaningless, short: 1.41248163321
mandatory, micro: 0.797587654518
differently, unexpected: 1.0422067063
justification, muted: 0.523394242605
economical, remote: 0.984522474135
gullible, okey-dokey: 0.0
financed, weary: -0.234915379862
expanded, sour: 0.546377251811
between, redundant: 0.183536016264
proportionate, some: 0.413984788631
living, rusted: 0.306154730859
dotty, treble: 0.98589992319
economic, respendable: 0.0
geographic, ill: -0.416793290207
furthest, loyal: 0.016706980744
stricter, thready: 0.291465611357
issued, minute: 0.261842982148
inadequate, informed: 0.354518639273
academic, steady: 0.128780499296
matched, mysterious: 0.338001960546
abhorrent, disastrous: 2.39310979654
legitimate, pre-published: 0.0
midget, possible: -0.565450935269
extra, sure: 1.37222580515
abolitionist, cardinal: 1.30784671839
equipped, foxy: 1.02932581331
announced, idiot: -0.453310669419
soaked, unhappy: 0.944479366111
scheduled, well-lit: 0.0
get, stimulating: 0.658973480258
deader, optimistic: 2.28167312592
dying, endangered: 2.35578458659
better-looking, sorry: 0.0
ultra-hazardous, unhurt: 0.0
minute, nationwide: 0.718461659537
blameless, troubled: 1.79609856676
freak, untapped: 0.329979989219
come, explicit: 0.435671002551
magic, whole: 0.906740219687
due, lucky: 0.374397718427
adamant, rank: 0.695133426042
ill-defined, morbid: 0.0
exhausting, well-treated: 0.0
launched, time: -0.099722350709
pleasant, tom: 0.401545672847
already, info: 0.116040153734
last, promising: 0.601139681564
negative, presented: 0.156089574138
optimistic, traumatic: 1.3575563688
fucked-up, ingrained: 0.0
nutty, stricter: 1.05806014381
junior, remote: -0.183942716268
more, sympathetic: 0.792175690445
exorbitant, predictable: 1.47507449321
marine, misleading: 0.296212724856
mistreated, scant: 0.893207641074
gloomy, italian: -0.488531911981
hip, precise: 1.14119196248
economically, underlying: 0.634078600746
even-handed, subject: 0.0
brillant, stark: 0.560483037235
furious, interoperable: 0.739191369578
distinct, unclear: 1.16966916682
corny, idiotic: 3.42407752889
imperative, similarly: -0.104990963394
loveable, sell: 0.363028973994
brutal, expedited: 0.709983809816
captain, relatively: -0.211124214345
reaily, unabated: 0.0
confidentiality, continued: 0.588639863786
creepy, time-sensitive: 0.0
involved, realist: 0.396893470583
anti-constitutional, rad: 0.0
ionely, stipulated: 0.0
complacent, surely: 1.32614415919
contemporary, expeditious: 0.793864644478
curious, ever-increasing: 0.0
lasting, lean: 1.16663674987
generally, small-scale: 0.0
equally, thirteen: 0.537710477751
inhumane, run: 0.160420150014
efficacious, well-educated: 0.0
present, thrilling: -0.006819176286
find, solid: 0.362333275694
interdependent, well-timed: 0.0
resilient, trashed: 1.07862308333
imprecise, magic: 0.718841939539
efficacy, functional: 2.37587190349
humiliated, poorer: 1.46868004573
overwhelmed, weil: -0.149939250653
legibly, underlying: 0.652893430437
held, hope: 0.457601002984
sufficient, thriving: 1.00975764502
disoriented, more: 0.99643337632
isolated, steadfast: 1.01825526392
controlled, cracked: 0.498567195253
experienced, sobering: 0.61441623401
hlv-positive, unchanged: 0.0
favorable, out-dated: 0.0
comprehend, respendable: 0.0
run, tougher: 0.589251140093
lawful, legit: 1.8039098116
braver, heavy-handed: 0.0
exempt, observed: 0.227403241222
-surprised, challenged: 0.0
labour-intensive, taken: 0.0
inactive, unhealthy: 2.57968065704
better-quality, broader: 0.0
folks, northeastern: 0.307012152002
important, virtuous: 1.09653251559
finished, problematical: 0.483246379341
nosey, uneasy: 0.0
durable, secure: 2.37830138175
advanced, self-governing: 0.0
believable, previous: 0.451458437683
irregular, pro: 0.564471643596
crafty, incidental: 0.520595973375
closed, last: 1.00444684412
brighter, novel: -0.029786245532
feisty, few: 0.399116461413
dual, irritating: 0.145047190779
anymore, protracted: 0.502813339898
dirty, met: -0.209860252687
inadequate, stoned: 0.527539010315
daft, lively: 1.41740475041
affixed, psychotic: 0.223785303264
earliest, invested: -0.011326688552
crushed, sicker: 1.4363478801
memorable, pre-established: 0.0
answerable, valuable: 0.591202577646
emotional, luck: 0.527417987144
brand-new, existing: 0.0
transitory, unthinkable: 1.06960005451
illicit, overly-high: 0.0
dormant, premature: 0.942871772
straightforward, unaffected: 2.16665496987
discriminatory, far-reaching: 0.0
active, everybody: 0.433772572078
prat, welcoming: 0.679157653862
colder, legally: 0.479963006685
medium-sized, white: 0.0
equivocal, invalid: 1.86212974444
induced, scheduled: 0.724867471009
linked, startling: 1.04374376261
identifiable, proud: 0.705043230162
principal, sticky: 0.753889342186
scaleable, unhelpful: 0.977907937892
intimidating, secondly: 0.302250933311
difficult, sharp: 1.38893381505
deposited, flexibility: -0.043093255658
fuller, paradoxical: 1.15048360934
chaotic, thick: 1.20222076231
empty, time: 0.724087491528
opened, trashed: 1.62813856974
rarely, thin-skinned: 0.0
commensurate, pivotal: 0.447627622602
schizo, tighter: 0.446717139642
immaterial, inconceivable: 2.47127862476
invaluable, turned: 0.265171040596
alien, badly: -0.097841625923
intensive, snotty: 0.039367579743
forceful, fucked: 0.748565551404
moderate, tough: 1.51806934361
historic, untrue: 0.485201428381
courageous, temporarily: 0.140354872046
lonesome, mid-sized: 0.0
drunk, friendly: 0.458940709589
cheesy, shifty: 1.93849435821
inconspicuous, truthful: 1.49732559272
integrating, moot: 0.303171913621
all-encompassing, favourable: 0
challenges, inoffensive: -0.392322959925
long-standing, poverty-stricken: 0
given, varying: 1.11808907676
grateful, level: 0.183825036665
constructive, stated: 1.38733655603
nonsense, vibrant: 0.372172518766
affected, differently: 1.69887398714
eccentric, related: -0.031200179453
manageable, sinful: 0.457012726681
integral, somewhat: 0.227728024107
intricate, irritated: 0.804281511852
scientific, unprejudiced: 2.46633310444
cleverer, culturally: 1.06714392225
like, seldom: 1.33221490198
designed, uncomfortable: -0.00401224987
absurd, admiral: 0.947749282076
ensuring, uncommon: -0.073347439168
due, inter-related: 0.0
anything, technology-neutral: 0.0
1st, unwarranted: -0.101293502932
business-friendly, shifty: 0.0
enchanting, sugary: 2.96198919467
prerequisite, quick: 1.06265336787
displacement, recognizing: 0.574480946352
hurt, ugly: 1.80288142606
enraged, intriguing: 1.06844902658
astounded, surprised: 5.77677440481
contained, tabled: 2.01792537504
below, logical: -0.098165802249
cloudy, stated: -0.352703608086
senior, slightly: -0.140677900477
tired, wholesome: 0.93487940155
abundant, excessive: 2.06051203995
discrete, serious: 0.540950646765
fascinated, tabling: 0.07149336547
laborious, yeah: 0.351905613365
enlarged, immediate: 0.450659793626
additionally, pronounced: -0.02381462185
better-educated, seen: 0.0
fucking, n'tunderstand: 0.0
plausible, vice-chairmen: 0.0
elected, issued: 1.0985504967
insured, virtually: 0.613763517311
blank, minuscule: 1.70294993123
elected, indecent: 0.065173331077
called, master: 0.3327598679
arbitrary, high-cost: 0.0
choosy, peaceful: 0.604340436764
positioned, seriously: 0.082018885659
streamlined, vice-president: 0.0
cuter, fanta: 1.38930771158
counter-productive, moot: 0.0
differing, injured: 0.262692234205
happened, vice-chairperson: 0.0
deposited, sappy: 0.174574035657
refined, tragic: 0.13741169222
burned, crude: 0.827957008928
costeffective, usually: 0.696562019535
cost-effectively, greater: 0.0
disclosed, horrifying: 0.479730008845
impressed, nonexistent: -0.256477298516
double, familiar: -0.077326715525
racked, unproblematic: 0.044198836257
stipulated, unchanged: 1.17629787797
discriminate, humiliated: 1.11341767356
demeaning, rusted: 0.706834641188
axiomatic, determinable: 3.14978733141
clearer, history: 0.492843388213
focussed, round: 0.386964363823
farther, satisfied: 0.006005595847
actual, aforesaid: 1.70672988907
slightly, tighter: 1.98490633716
embarrassing, realizing: 0.615125807055
historical, populous: 0.787323793392
iate, standardized: 0.0
hardworking, ill-conceived: 0.0
contentious, faithful: 0.862802084958
stiff, two-fold: 0.0
iate, sole: 0.0
busier, hysterical: 1.21614867135
apt, operational: -0.35532413101
asshole, comercial: 2.14731908455
discretionary, lonely: 0.308492689384
clinically, equitable: 0.898979491306
enough, smokin: 1.21104921403
dickish, timely: 0.345506578659
gender-neutral, superior: 0.0
foxy, sincere: 1.7816171734
affixed, varied: 0.040246142228
dirtier, net: -0.112397350977
badly, planned: 0.162727521019
attention, satisfying: 1.15861947749
executable, hourly: 0.905132384069
first-rate, violent: 0.0
happen, spoilt: 0.0
history, swearing: 0.620807248482
topic, variable: 1.05548738845
meaner, slimmer: 4.37166992474
mind-boggling, unfit: 0.0
credible, ethical: 1.93915618415
small-time, together: 0.0
rehearse, sociable: 1.48998041214
courrier, everywhere: 0.552896874878
deductible, reprehensible: 1.36574177068
fraudulent, meagre: 0.0
compared, southwestern: 0.137666342106
hot, thank: -0.250785596976
simplified, speedy: 1.62742922078
accordingly, presented: 0.787495365464
being, minimal: 0.376138417592
long, pale: 0.802643402007
phat, wacko: 2.19719037045
fun, ionely: 0.0
mideast, unconvincing: 0.01586397764
callous, desperate: 2.83551990471
justified, odious: 1.59586056749
first-class, purty: 0.0
expedited, three: 0.404005167471
self-employed, unusual: 0.0
murderous, revised: 0.328868953315
briiliant, rough: 0.0
attractive, reassuring: 1.69139321072
easiest, equally: 0.571456702211
embarrassing, overjoyed: 1.94856087434
categorical, elite: 0.450497308616
accessed, functionally: 1.48881719068
delighted, divergent: -0.256622911407
checked, worrisome: 1.36383447997
overheated, tabled: 0.180268857474
skint, smarty: 2.54876601963
smaller, suited: 1.61417417264
broad-based, indispensible: 0.0
fair, feasible: 1.50040891952
constructed, liberated: 1.93864829906
ancient, unsuitable: 1.26677188512
similar, unusual: 2.41729873072
suited, well-maintained: 0.0
anxious, oversensitive: 2.38169337929
girlie, operational: -0.077032170195
nosey, timelier: 0.0
non, oversensitive: 0.762009754025
obese, upper: 1.18181217079
dependable, sick: 0.606144587896
innocuous, urgently: 0.016337114228
routine, shocked: 0.8801516802
disparate, proper: 0.680860633871
fascinated, implacable: 2.06454467734
adopted, drenched: 0.254624505211
garbled, so: 0.65811088927
competent, every: 0.368501205277
justiciable, uninsured: 1.4094480919
dazzling, up-to-date: 0.0
negative, regretful: 1.91533110795
ineffectual, repugnant: 2.60904703555
like, upset: 0.865075713226
acute, unconscionable: 1.01593203826
mistreated, treble: 0.319411219723
intricate, yummy: 1.20547653451
articulated, hon: 2.09780382219
happiest, physically: 1.47186284025
co-chair, improbable: 0.0
anything, messy: 0.912990036232
foremost, managed: 0.55412049166
ethical, tenable: 1.82518171551
demonstrated, terrific: 0.987141062475
il, private: -0.056065502522
dumb, repeating: 1.61967430654
nothingg, practice-oriented: 0
debate, minimum: 0.457468826563
integrating, praiseworthy: 0.954726210205
ever-changing, proud: 0.0
inaudible, secondly: 2.32526397678
instable, requests: -0.306804348763
prescriptive, secondly: 0.64869171897
dispute, ridonc: 0.0
inevitable, perplexed: 1.85040736207
others, responsive: 0.41724547045
dressed, upright: 1.10377660396
performed, sharper: 0.38349656513
etc, hinky: 1.23037763901
grown-up, sparse: 0.0
cleaner, loaded: -0.156418526221
facilitated, stringent: 0.50334536682
african, suited: 1.06636397863
bygones, personally: 0.482899261576
added, recheck: 0.68998007559
annoying, separate: 0.462412857787
relaxing, unproblematic: 1.30610696302
small, variable: 1.02817127235
lousy, prodigious: 1.69841741646
authorised, eighth: 0.0
bereft, intimate: 0.822714805035
move, overridden: 0.710220744658
mortal, thrilling: 1.49472762557
fast-switched, warm: 0.0
dissimilar, thank: -0.481558154777
up-to-date, wish: 0.0
interest, strict: -0.034659580867
repayable, surer: 0.458733946938
astounded, imminent: 0.292392937837
contestable, flagrant: 2.06309921677
forgotten, out-dated: 0.0
definitive, issued: 1.12262644205
hence, terrible: 0.498236637345
discriminate, glamorous: 0.202632420713
handsome, jack: 1.95558057778
dirty, slick: 2.4683598499
skilled, three: 0.149847249593
prominent, tell: 0.5633417722
calculated, controlled: 1.28730633533
engaged, non-transparent: 0.0
greener, manifestly: -0.021121118086
initially, proceed: 0.607965321723
aligned, low: 0.431886311702
attractive, usable: 2.71436125088
meagre, reasonably: 0.0
broken, first-rate: 0.0
alert, homesick: 1.42407170954
operated, turned: 0.928741811425
distribution, self-employed: 0.0
cheery, fluent: 1.7695233929
mutual, strictest: 0.878990557749
culpable, nice: 0.128940430248
diversified, nicer: 0.995021969868
authoritative, professional: 1.80381961357
candid, sunnier: 1.41101418336
assured, violent: 0.019334691832
honored, rapid: 0.066640134239
rubbish, volatile: 0.298509363878
ping-pong, suitable: 0.0
moron, undisturbed: 0.229327054424
rehearse, sizeable: -0.435395482733
in-house, non-self-executing: 0
decent, queer: 0.978093491952
between, smokin: 0.420595835139
fiine, freest: 0.0
premier, sharper: 0.687119806979
radical, unjustifiable: 1.16363934912
abysmal, shortly: 0.32592819422
exhilarating, re-established: 0.0
detailed, documented: 2.10314298311
estimated, yellow: 0.21870548028
simplest, tenuous: 0.959339478512
speedy, yes: 0.137508356558
disquieting, loving: 0.757123226207
discretionary, tom: -0.203704644722
thoughtful, wrong: 0.970294514284
glamorous, treaty: 0.613454091046
increasingly, strong: 0.655614683179
crucial, vice-chairman: 0.0
-sorry, astonishing: 0.0
15-year-old, repeating: 0.0
annoyed, overt: 1.38148367806
freak, overwhelmed: 1.32686972123
comprehend, first-hand: 0.0
physical, touchy: 0.861263833594
splendid, wide-ranging: 0.0
prime, submitted: 0.127741530933
horrifying, lacklustre: 0.0
indisposed, tiring: 2.48936604894
modified, reai: 0.0
firm, north-west: 0.0
clear-cut, trustworthy: 0.0
fiercer, influential: 1.40152891335
respendable, visible: 0.0
currently, feasible: 0.726715104127
apolitical, comprehensively: 0.326783178827
korea, shifty: -0.189796622322
all-embracing, flush: 0.0
elegant, strongest: 0.603926723375
disturbed, italian: -0.455150635629
awareness-raising, disputable: 0.0
over-the-air, undignified: 0.0
fantastic, moister: 1.18324502518
continual, worthwhile: 1.49111320665
him, justifiable: 0.663076249943
cynical, problematical: 1.98139667045
corny, secret: 0.784563394422
interoperable, rugged: 2.3432247451
authorized, unfortunately: 0.232116329038
needless, patience: 1.4600556888
critical, narrower: 0.702091366
panicked, vice-chair: 0.0
asleep, unhappy: 1.86262802465
awful, nice-looking: 0.0
above-board, babe: 0.0
petrified, thriving: 1.14469336194
ever, wise: 0.957402075957
ecological, finally: 0.067511109908
conscious, same: 0.634161012101
indian, troubled: 0.734229257649
coming, thank: 0.355514903945
linked, serene: -0.176118043085
neat, prat: 1.2186700624
founded, related: 0.393101909985
heavier, ill-defined: 0.0
bad-ass, larger: 0.0
acceptable, difficult: 2.04690767726
legality, predictable: -0.294529613775
appalling, simplest: 1.52859046418
appealing, indiscriminate: 1.22169501268
influential, skilled: 1.78394119236
complete, needless: 0.98778361084
unattainable, untrue: 2.35510072903
damaging, intense: 1.42840162075
new, sedentary: 0.078718653837
co-operation, multi-dimensional: 0
inalienable, political: 1.40523145665
longest, noteworthy: 1.46594615489
educated, scaleable: 1.6397560735
distinguished, plausible: 0.615651312563
foreverything, unheard-of: 0
arguable, together: -0.383211863494
respect, self-sustainable: 0.0
mild, precarious: 0.382474715722
quieter, well-informed: 0.0
alarming, microscopic: 1.76067257497
headstrong, unable: 0.232242250241
decided, sized: 0.489255997729
accelerating, organised: 0.0
nuts, thriving: 0.842410612365
gratuitous, same: 0.404680987217
change, pro-poor: 0.0
circumneutral, good-iooking: 0
heavier, virtuous: 1.11194073429
annoying, material: 0.217232571544
disgusting, sixth: 0.367203048432
ludicrous, participants: -0.244835768309
legality, punchy: -0.037115752125
enthusiastic, necessarily: 0.647632124957
gutsy, met: 0.184222971715
filed, inherent: -0.005347172902
embarrassed, simpler: 0.051206493014
handy, indefensible: 0.757259984639
cost-effectiveness, prodigious: 0.0
casual, identify: 0.493883857165
exhaustive, old: 0.489399829266
thought-provoking, well-coordinated: 0
quadruple, rising: 1.69197876314
non-transparent, settled: 0.0
close, known: 0.312544912111
begin, tight: 0.180596957275
adverse, well-maintained: 0.0
fbl, immaterial: 0.0
annulled, get: 0.857594896514
conspicuous, recheck: 0.122850329497
comfy, respendable: 0.0
nut, sad: 1.12164398059
ecological, higher: 0.012204082174
inside, right-: 0.0
housebroken, worrisome: 1.43789821279
cuter, embarrassing: 1.26873722636
psychogenic, tiresome: 1.5787560275
hence, uh-huh: 0.0
physical, surrounded: 0.602890671015
encouraging, kind: 0.466955618848
ancient, brutal: 1.31652114362
challenged, gross: -0.061527597564
cumbersome, sell: 0.447512378539
gorgeous, self-serving: 0.0
everything, uh-huh: 0.0
co-chairperson, thirds: 0.0
key, revealing: 0.652937429102
harmful, prime: 0.110296149273
finally, snug: 0.63953524383
quickest, salutary: 0.981412873295
amusing, grotesque: 3.1099964717
now, wish: 0.687292798888
finicky, relaxing: 1.59639924629
insufficient, non-compensatory: 0.0
conventional, trustworthy: 1.1084722508
elaborate, ma: -0.175159977963
confrontational, splendid: 0.173153439091
legality, well-planned: 0.0
scarcer, subject: 0.966883035274
strictest, superstitious: 0.338171578609
hospitable, requested: 0.679774892432
payable, richest: 1.06396400278
outgoing, preferred: 0.446935289579
plenty, staff: 0.412880283674
empty, thus: 0.000482099508
distressing, numerous: 0.774670374283
committed, solidarity: 0.997092135974
formally, obliged: 1.36234455943
fbl, vice-chair: 0
beautiful, unacceptable: 1.28633509619
widest, yearly: 0.33881229471
ridiculous, seen: 0.431668710812
abreast, justification: -0.039570533486
aging, stranger: 0.043311487742
prouder, resolved: 1.9361026539
discriminate, shaky: -0.19081279548
dysfunctional, trashed: 2.63258022659
self-sustained, trashed: 0.0
saying, upbeat: 1.40358501931
described, unjustified: 1.2092933029
pissed, schizo: 3.20736235212
craze, fragile: 0.611528237736
non-toxic, steep: 0.0
present, roisin: 0.0
mutual, ridonc: 0.0
sombre, well-positioned: 0.0
steeper, unstable: 1.75010887844
awol, professionally: 0.388226100495
compensatory, right-handed: 0.0
jam-packed, single-ranked: 0
absolutely, distasteful: 1.41690294094
improper, well-established: 0.0
individualized, truer: 1.1389744506
constructive, wealthiest: 0.555004496404
adjusted, shortly: 0.379970638553
comercial, commended: 0.054165228123
commendable, executable: 0.952919371525
known, rusted: 0.328461582816
broke, inflexible: 0.950210639699
facultative, self-sustaining: 0.0
well-served, workable: 0.0
short-sighted, unfathomable: 0.0
laughable, steadfast: 0.934122617871
overlooked, unfair: 1.70857173929
usual, well-reputed: 0.0
